program_category,default_channel,Landing_page,Session,sessions_mom_difference,Pageview,pageview_mom_difference,Conversions,conversions_mom_difference,Conversion_Rate,conversion_rate_mom_percent_difference
MESH,Referral,/high-paying-environmental-jobs/,8,,8,,0,,0,
MESH,Organic Search,/environmental-compliance-officer-career/,8,-12,8,-12,0,0,0,0
MSLDT,Direct,/learning-experience-design/,8,3,7,1,0,0,0,0
"(default) computer-science,engineering,technology",Organic Search,/cyber-security/,8,-3,9,-22,0,0,0,0
MSITL,Organic Search,/,8,3,109,36,0,0,0,0
MSAAI,Direct,/resources/career-in-ai-webinar/,8,6,8,6,1,1,0.125,0.125
MSAAI,Direct,/university-of-san-diego-launches-full-time-on-campus-masters-degree-programs-in-applied-artificial-intelligence-and-cyber-security-engineering/,8,-13,9,-17,0,0,0,0
BSN,Direct,/,8,,18,,0,,0,
MSLDT,Referral,/instructional-design-careers/,8,5,7,3,0,0,0,0
(default) (not set),Paid Search,/admitted-students/,8,-4,15,4,0,0,0,0
CyberOps,Direct,/history-of-cyber-security-standards/,8,6,6,5,0,0,0,0
MSLDT,Direct,/what-is-learning-design/,8,2,8,-1,0,0,0,0
(default) (not set),Organic Search,/computer-science/,8,0,9,-4,0,0,0,0
(default) (not set),Direct,/engineering/,8,2,8,2,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/let-us-pay-for-your-cse-program-application-fee/,8,7,10,9,0,0,0,0
(default) (not set),Direct,/technology/,8,-4,8,-4,0,0,0,0
CyberOps,Direct,/10-reasons-to-get-your-masters-degree-in-cyber-security/,8,-3,8,-3,0,0,0,0
LEPSL,Organic Search,/police-media-relations-and-social-media/,8,-2,12,3,0,0,0,0
Informatics,Organic Search,/data-science-health-care/,8,-4,11,2,0,0,0,0
MESH,Email,/masters-engineering-sustainability-health/lp/dyna/,8,-27,9,-30,1,1,0.125,0.125
MED,Direct,/masters-education-non-teachers-offers-options/,8,5,8,5,0,0,0,0
MSHA,Organic Search,/disaster-relief-jobs/,8,1,8,0,0,0,0,0
Informatics,Direct,/health-information-management-vs-health-informatics/,8,-5,11,-3,0,0,0,0
MSNP,Organic Search,/nonprofit-cfo-career/,8,4,9,5,0,0,0,0
CyberOps,Direct,/blog/,8,2,5,0,0,0,0,0
LEPSL,Email,/how-to-become-a-police-lieutenant/,8,6,5,4,0,0,0,0
MSAAI,Referral,/application-of-ai-in-robotics/,8,-5,7,-4,0,0,0,0
Data Science,Organic Search,/masters-applied-data-science/apply/,8,4,6,3,0,0,0,0
Data Science,Direct,/best-degrees-data-science/,8,-6,7,-2,0,0,0,0
MSNNL,Unknown - Data Not Available / Data Not Available,/masters-nursing-leadership/lp/ppc/,8,3,39,31,1,1,0.125,0.125
Data Science,Organic Search,/python-for-data-science/,8,-7,9,-5,0,0,0,0
(default) (not set),Organic Search,/how-to-be-innovative-at-work/,8,-2,8,-2,0,0,0,0
MESH,Organic Search,/masters-engineering-sustainability-health/resources/,8,7,19,18,0,0,0,0
Informatics,Direct,/data-science-health-care/,8,0,5,-4,0,0,0,0
EML,Direct,/,8,4,20,8,0,0,0,0
MSNNL,Organic Search,/masters-in-nursing-worth-it/,8,6,8,4,0,0,0,0
MTS,Email,/masters-theological-studies/apply/,8,2,8,2,0,0,0,0
MSITL,Direct,/it-leadership-skills/,8,-11,9,-10,0,0,0,0
MSLDT,Organic Search,.translate.goog/instructional-design-models/,8,4,10,4,0,0,0,0
CyberOps,Organic Search,/risk-manager-career-guide/,8,-10,10,-9,0,0,0,0
Data Science,Organic Search,/data-architect-career/,8,2,8,1,0,0,0,0
Informatics,Organic Search,/healthcare-informatics-jobs-salary/,8,-28,8,-32,0,0,0,0
MSNP,Paid Search,/masters-nonprofit-leadership-management/lp/thank-you/,7,6,6,5,6,5,0.857142857,-0.142857143
MESH,Direct,/what-is-sustainable-development/,7,3,8,4,0,0,0,0
EML,Referral,/masters-engineering-management-leadership/apply/,7,2,10,5,0,0,0,0
Informatics,Organic Search,/what-is-medical-informatics/,7,-7,7,-6,0,0,0,0
MED,Organic Search,/continuing-education-units-teachers-guide/,7,-8,7,-3,0,0,0,0
LEPSL,Organic Search,/faculty/dave-nisleit/,7,,9,,0,,0,
CyberEng,Direct,/cyber-security-salary-california/,7,3,8,5,0,0,0,0
MSITL,Organic Search,/faculty/raheleh-dilmaghani/,7,6,12,11,0,0,0,0
MSLDT,Display,/masters-learning-design-technology/lp/dyna/,7,-3,25,10,5,2,0.714285714,0.414285714
(default) (not set),Organic Search,/admissions/international-students/,7,-1,5,-1,0,0,0,0
MSITL,Organic Search,/what-is-devops/,7,-3,7,-1,0,0,0,0
LEPSL,Paid Search,/criminal-justice/,7,4,17,10,0,0,0,0
MSAAI,Direct,/ai-prompt-engineer/,7,-6,7,-12,0,0,0,0
MSITL,Direct,/masters-information-technology-leadership/lp/ppc/,7,-18,12,-24,0,-2,0,-0.08
MSHA,Organic Search,/,7,2,97,73,0,0,0,0
(default) (not set),Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,7,5,35,15,2,2,0.285714286,0.285714286
(default) (not set),Paid Search,/humanitarian-nonprofit/,7,5,7,5,0,0,0,0
LEPSL,Direct,/criminal-justice/,7,1,6,-7,0,0,0,0
MSNP,Direct,/volunteer-management-software/,7,-1,7,-1,0,0,0,0
MSAAI,Organic Search,/university-of-san-diegos-ms-in-applied-artificial-intelligence-launching-new-course-agentic-ai-systems-in-summer-2026/,7,4,8,0,0,0,0,0
(default) engineering,Direct,/research-and-development-manager-career-guide/,7,2,6,2,0,0,0,0
MSAAI,Organic Search,.translate.goog/ai-trainer/,7,-1,7,-1,0,0,0,0
MED,Organic Search,/substitute-teacher-tips/,7,-10,7,-12,0,0,0,0
MSNNL,Display,/masters-nursing-leadership/lp/nurse-cp/,7,-86,8,-91,0,0,0,0
Data Science,Organic Search,/ata-specialist-career/,7,-5,6,-8,0,0,0,0
(default) (not set),Direct,/admissions/military-veterans/,7,-7,6,-7,0,0,0,0
MED,Organic Search,/mba-vs-emba-8-key-differences-comparison-table/,7,3,7,3,0,0,0,0
MSLDT,Organic Search,/masters-learning-design-technology/classes/,7,2,5,-1,0,0,0,0
MSHA,Organic Search,/masters-humanitarian-action/classes/,7,6,6,5,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/lp/ppc/thank-you/,7,-2,7,-3,6,-2,0.857142857,-0.031746032
MSLDT,Referral,/create-employee-training-program/,7,2,8,3,0,0,0,0
(default) (not set),Paid Search,/admissions/,7,0,7,1,0,0,0,0
EML,Direct,/masters-engineering-management-leadership/apply/,7,-8,7,-13,1,1,0.142857143,0.142857143
Data Science,Organic Search,/applications-of-data-science-in-healthcare/,7,,7,,0,,0,
Data Science,Direct,/faculty/ebrahim-k-tarshizi/,7,3,7,3,0,0,0,0
LEPSL,Organic Search,/a-career-in-law-enforcement-3-federal-jobs/,7,2,8,3,0,0,0,0
MSITL,Direct,/masters-information-technology-leadership/classes/,7,1,9,-6,0,0,0,0
(default) (not set),Direct,/resources/the-complete-list-of-teaching-methods-thank-you/,7,5,9,7,0,0,0,0
MSNP,Direct,/nonprofit-board-governance/,7,2,5,0,0,0,0,0
MSLDT,Direct,/how-to-become-a-curriculum-designer/,7,-2,7,-2,0,-2,0,-0.222222222
CyberOps,Direct,/network-administrator-vs-systems-administrator/,7,2,7,2,0,0,0,0
MSAAI,Email,/masters-applied-artificial-intelligence/,7,-93,15,-133,1,0,0.142857143,0.132857143
EML,Organic Search,/engineering-leadership/,7,-1,7,-1,0,0,0,0
(default) (not set),Direct,/faculty/edwin-addison/,7,,7,,0,,0,
MSITL,Direct,/it-leadership/,7,2,6,1,0,0,0,0
(default) (not set),Direct,/computer-science/,7,-4,8,-2,0,0,0,0
MED,Unknown - chatgpt.com / (not set),/life-skills-education-in-schools/,7,,7,,0,,0,
MSAAI,Direct,/masters-engineering-management-leadership/,7,4,25,5,0,0,0,0
Data Science,Organic Search,/database-administrator-career/,7,1,7,1,0,0,0,0
LEPSL,Referral,/police-communication-important-today/,7,1,10,4,0,0,0,0
MED,Direct,/masters-education/lp/online-med/,7,4,14,10,2,2,0.285714286,0.285714286
MSLDT,Organic Search,/instructional-design-cover-letter-guide/,7,-6,7,-5,0,0,0,0
MSAAI,Organic Search,.translate.goog/application-of-ai-in-robotics/,7,-2,9,0,0,0,0,0
MSAAI,Organic Search,/from-devops-to-mlops-a-comprehensive-guide-to-migrating-and-adding-services/,7,6,5,4,0,0,0,0
Data Science,Organic Search,/what-is-data-science/,7,6,6,5,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/command-college/,7,5,6,4,0,0,0,0
(default) (not set),Direct,/student-support/one-stop-student-center/,7,5,5,2,0,0,0,0
(default) (not set),Organic Search,/leadership-management/,7,6,8,7,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/apply/,7,-2,10,-1,0,0,0,0
LEPSL,Organic Search,/become-a-criminal-justice-instructor/,7,-4,7,-4,0,0,0,0
LEPSL,Organic Search,/how-to-become-police-sergeant/,7,1,8,2,0,0,0,0
MED,Organic Search,/masters-education/apply/,7,-11,11,-4,0,0,0,0
MSNP,Direct,/grant-writer-career/,7,-2,7,-3,0,0,0,0
MED,Referral,/teacher-salaries-analysis/,7,,9,,0,,0,
CyberOps,Paid Social,/masters-cyber-security-operations/,7,6,4,3,0,0,0,0
(default) (not set),Direct,/employer-partnership/san-diego-futures-foundation/,7,,8,,0,,0,
LEPSL,Direct,/,7,-5,39,-11,0,-1,0,-0.083333333
Informatics,Organic Search,/is-health-informatics-degree-worth-it/,7,0,7,1,0,0,0,0
MSLDT,Organic Search,/learning-design-technology-careers/,7,-3,7,-3,0,0,0,0
MSHA,Direct,/resources/msha-how-a-masters-degree-can-benefit-your-humanitarian-career/,7,2,31,25,0,0,0,0
MESH,Direct,/sustainability-consultant-career/,7,-2,8,-1,0,0,0,0
Data Science,Direct,/how-to-become-a-computer-scientist-salary-career-guide/,7,1,7,-1,0,0,0,0
Data Science,Direct,/coding-salary/,7,-8,5,-10,0,0,0,0
MESH,Direct,/environmental-studies-vs-environmental-science-degree/,7,2,7,3,0,0,0,0
Data Science,Organic Search,/data-science-careers/,7,2,7,1,0,0,0,0
Informatics,Referral,/masters-health-informatics/classes/,7,,11,,0,,0,
LEPSL,Direct,/masters-law-enforcement-leadership/ambassadors/,7,-2,10,1,0,0,0,0
MTS,Direct,/minimalist-catholic/,7,-28,6,-32,0,0,0,0
(default) (not set),Organic Search,/business-entrepreneurship/,7,4,5,3,0,0,0,0
MED,Organic Search,/faculty/erika-d-garcia/,7,,16,,0,,0,
MED,Organic Search,/faculty/tess-nunn-eves/,6,5,8,7,0,0,0,0
(default) (not set),Paid Search,/business-entrepreneurship/,6,2,6,2,0,0,0,0
Informatics,Organic Search,/informatics-certificate-vs-degree-best/,6,2,8,-1,0,0,0,0
"(default) business-entrepreneurship,computer-science,technology",Referral,/ai-for-teachers/,6,5,5,4,0,0,0,0
MSAAI,Organic Search,/education-inequity-and-homework/,6,4,18,13,0,0,0,0
LEPSL,Organic Search,/ai-in-law-enforcement/,6,4,8,5,0,0,0,0
MSNP,Direct,/how-to-write-grant-proposals/,6,-1,4,-2,0,0,0,0
Data Science,Direct,/data-science-careers/,6,0,6,0,0,0,0,0
MSAAI,Direct,/ethics-in-ai/,6,-8,6,-7,0,0,0,0
CyberEng,Paid Search,/masters-cyber-security-engineering/apply/,6,0,5,1,0,0,0,0
Informatics,Paid Social,/masters-health-informatics/lp/thank-you/,6,3,6,3,4,2,0.666666667,0
MSAAI,Organic Search,/machine-learning-courses-and-certifications/,6,-4,6,-4,0,0,0,0
(default) (not set),Direct,/startup-mentor/,6,,5,,0,,0,
LEPSL,Referral,/masters-law-enforcement-leadership/transfer-credit/perf-smip/,6,-3,15,8,0,0,0,0
MSHA,Organic Search,/international-social-work/,6,-6,10,-8,0,0,0,0
MSLDT,Direct,/instructional-design-vs-learning-experience-design/,6,-1,8,0,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/faculty/,6,4,8,5,0,0,0,0
MSAAI,Referral,/artificial-intelligence-bootcamps/,6,,5,,0,,0,
(default) (not set),Email,/mesh-mixer-rsvp/,6,-5,11,-3,0,0,0,0
Informatics,Direct,/health-data-analyst/,6,4,8,0,1,1,0.166666667,0.166666667
MESH,Direct,/sustainability-degree-careers/,6,,6,,0,,0,
CyberEng,Direct,/cyber-security-vs-software-engineering/,6,2,7,3,0,0,0,0
MSHA,Organic Search,/humanitarian-program-coordinator/,6,-7,9,-5,0,0,0,0
MESH,Organic Search,/masters-engineering-sustainability-health/apply/,6,-9,7,-16,0,0,0,0
LEPSL,Organic Search,/police-management-training/,6,-4,5,-8,0,0,0,0
MTS,Unknown - Data Not Available / Data Not Available,/masters-theological-studies/lp/ppc/,6,1,14,7,0,0,0,0
Data Science,Direct,/data-scientist-salary-guide/,6,2,4,1,0,0,0,0
MSAAI,Organic Search,/natural-language-processing-overview/,6,-3,7,-4,0,0,0,0
MSNP,Organic Search,/masters-nonprofit-leadership-management/apply/,6,0,20,12,0,-1,0,-0.166666667
LEPSL,Organic Search,/,6,-3,35,0,0,0,0,0
MSITL,Organic Search,/what-is-site-reliability-engineering/,6,-1,11,3,0,0,0,0
MSHA,Direct,/resources/msha-how-a-masters-degree-can-benefit-your-humanitarian-career-thank-you/,6,,6,,2,,0.333333333,
CyberOps,Organic Search,.translate.goog/top-cyber-security-blogs-websites/,6,-2,6,-2,0,0,0,0
Informatics,Organic Search,/health-data-analyst/,6,-4,6,-3,0,0,0,0
MSITL,Organic Search,/masters-technology-management-vs-mba/,6,4,7,5,0,0,0,0
MED,Direct,/technology-in-the-classroom/,6,-7,22,9,0,0,0,0
CyberOps,Organic Search,/how-to-become-a-security-consultant-career-guide/,6,1,6,1,0,0,0,0
MSNP,Direct,/nonprofit-certificate-programs/,6,-4,5,-6,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/lp/humanitarian-action/,6,5,10,9,1,1,0.166666667,0.166666667
MSLDT,Paid Search,/masters-learning-design-technology/,6,-4,12,1,0,0,0,0
Data Science,Direct,/business-intelligence-certifications/,6,-6,6,-6,0,0,0,0
Data Science,Organic Search,/faculty/bilgenur-baloglu/,6,1,6,2,0,0,0,0
Data Science,Organic Search,/supervised-machine-learning-with-gradient-boosting/,6,3,6,3,0,0,0,0
MTS,Organic Search,.translate.goog/catholic-charism-comparison/,6,-1,6,-1,0,0,0,0
Informatics,Organic Search,/health-informatics-impact-covid-19/,6,-2,8,3,0,0,0,0
MSNNL,Organic Search,/what-is-a-clinical-nurse-leader/,6,,6,,0,,0,
MTS,Organic Search,/faculty/angela-zautcke/,6,4,6,4,0,0,0,0
CyberEng,Email,/masters-cyber-security-engineering/classes/,6,-1,5,-8,0,0,0,0
MED,Direct,/masters-in-special-education-careers/,6,-1,6,-4,0,0,0,0
MSNNL,Organic Social,/masters-nursing-leadership/,6,2,13,9,1,1,0.166666667,0.166666667
MESH,Organic Search,.translate.goog/high-paying-environmental-jobs/,6,2,6,1,0,0,0,0
MSHA,Organic Search,.translate.goog/how-to-become-diplomat/,6,-12,6,-12,0,0,0,0
EML,Organic Search,/faculty/gb-singh/,6,4,8,5,0,0,0,0
(default) (not set),Direct,/contact-us-thank-you/,6,1,5,-1,0,-4,0,-0.8
MSHA,Direct,/top-humanitarian-degrees/,6,-10,6,-11,0,0,0,0
MTS,Direct,.translate.goog/serving-god/,6,-2,7,-2,0,0,0,0
Informatics,Direct,/masters-health-informatics/lp/health-informatics-for-nurses/,6,-6,5,-5,0,0,0,0
MSAAI,Referral,/artificial-intelligence-scholarships/,6,4,6,4,0,0,0,0
Informatics,Organic Search,/education/,6,1,9,4,0,0,0,0
Data Science,Paid Search,/resources/data-science-self-assessment/,6,3,4,-1,0,0,0,0
MSAAI,Organic Search,/resources/msaai-online-artificial-intelligence-self-assessment/,6,2,4,-1,0,0,0,0
Data Science,Direct,/what-is-data-analytics/,6,3,6,3,0,0,0,0
CyberOps,Paid Social,/masters-cyber-security-engineering/lp/cyber-security-engineering/,6,2,25,7,6,1,1,-0.25
Data Science,Organic Search,/data-consultant-career/,6,0,5,0,0,0,0,0
MESH,Email,/masters-engineering-sustainability-health/classes/,6,-3,10,0,0,0,0,0
Data Science,Organic Search,/masters-applied-data-science/classes/,6,-10,9,-9,0,-1,0,-0.0625
MED,Direct,/can-you-teach-with-a-bachelors-degree/,6,1,7,2,0,0,0,0
MSLDT,Direct,/educational-technology-jobs/,6,-3,6,-3,0,0,0,0
MSITL,Direct,/,6,0,36,9,0,0,0,0
MTS,Organic Search,/faculty/garrett-galvin/,6,-2,7,-1,0,0,0,0
(default) (not set),Direct,/how-to-become-an-intrapreneur/,6,5,5,4,0,0,0,0
MED,Direct,/resources/a-career-advancement-guide-for-educators-ebook/,6,1,9,4,0,0,0,0
MED,Organic Search,/special-education-masters-vs-masters-in-education-degree/,6,-6,8,-6,0,-1,0,-0.083333333
MSLDT,Organic Search,/elearning-developer/,6,-1,9,-1,1,1,0.166666667,0.166666667
(default) (not set),Direct,/resources/msaai-artificial-intelligence-self-assessment/,6,-2,7,-7,0,0,0,0
CyberOps,Organic Search,/masters-cyber-security-operations/classes/,6,3,11,7,0,0,0,0
MSLDT,Organic Search,/corporate-trainer-career/,6,-4,6,-10,0,0,0,0
CyberEng,Referral,/network-forensics-tools/,6,5,4,3,0,0,0,0
MED,Organic Search,/what-is-an-med-degree-explained/,6,0,6,1,0,0,0,0
MSITL,Direct,/it-management-leadership-certifications/,6,1,6,1,0,0,0,0
MTS,Paid Search,/,6,4,52,46,0,0,0,0
MED,Organic Search,/masters-education/lp/online-med/,6,-3,11,-1,0,0,0,0
MSHA,Direct,/disaster-relief-jobs/,6,4,6,3,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/health-informatics-track/,6,-4,4,-12,0,-1,0,-0.1
Data Science,Direct,/companies-hiring-data-scientists/,6,-2,7,1,0,0,0,0
(default) (not set),Email,/admissions/,6,2,4,-1,0,0,0,0
Informatics,Email,/masters-health-informatics/classes/,6,3,8,2,0,-1,0,-0.333333333
Informatics,Organic Search,/faculty/jonathan-mack/,6,3,6,4,0,0,0,0
Data Science,Direct,/masters-applied-data-science/lp/let-us-pay-for-your-msads-program-application-fee/,6,-4,6,-2,0,-4,0,-0.4
Informatics,Paid Social,/healthcare/,6,5,6,5,0,0,0,0
Data Science,Organic Search,/faculty/ebrahim-k-tarshizi/,6,3,5,2,0,0,0,0
(default) (not set),Direct,/masters-cyber-security-engineering/,6,-3,44,-5,0,0,0,0
MTS,Organic Search,/faculty/william-short/,6,4,6,4,0,0,0,0
CyberOps,Organic Search,/what-is-a-chief-security-officer-high-demand-skyrocketing-pay-for-csos/,6,-1,6,0,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/lp/study-learning-design-technology/,6,-4,9,-10,0,0,0,0
MESH,Direct,/how-to-become-an-environmental-engineer/,6,2,9,5,0,0,0,0
CyberOps,Direct,/entry-level-cyber-security-jobs-guide/,6,-6,7,-6,0,0,0,0
MED,Referral,/teaching-to-every-students-unique-learning-style/,6,-2,6,-2,0,0,0,0
MSHA,Organic Search,.translate.goog/theory-of-change/,6,3,6,3,0,0,0,0
MSNNL,Organic Search,/director-of-nursing-career-guide/,6,-5,6,-6,0,0,0,0
CyberOps,Organic Search,/cyber-security-podcasts/,6,1,6,-1,0,0,0,0
CyberOps,Organic Search,/network-administrator-vs-systems-administrator/,6,1,6,0,0,0,0,0
CyberOps,Display,/masters-cyber-security-operations/lp/smartbrief-display/,6,-128,6,-143,2,-4,0.333333333,0.288557214
CyberOps,Direct,/vulnerability-and-penetration-testing/,6,3,6,3,1,1,0.166666667,0.166666667
MSAAI,Organic Search,/ai-prompt-engineer/,6,-3,6,-8,0,0,0,0
MSAAI,Organic Search,.translate.goog/artificial-intelligence-finance/,6,-2,7,-2,0,0,0,0
MSAAI,Referral,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,6,3,15,6,0,0,0,0
MED,Organic Search,/resources/the-complete-list-of-teaching-methods/,6,3,3,-1,1,1,0.166666667,0.166666667
CyberOps,Direct,/cryptographer-career/,6,-15,6,-13,0,0,0,0
MSITL,Organic Search,/how-to-become-a-devops-engineer/,6,-3,7,-2,0,0,0,0
Data Science,Organic Search,/data-science/,6,4,8,6,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/apply/,5,-5,10,-8,0,0,0,0
LEPSL,Organic Search,/classes/budget-finance-for-law-enforcement-leaders/,5,0,7,-1,0,0,0,0
MED,Referral,/faculty/joseph-lathan/,5,2,7,4,0,0,0,0
Informatics,Organic Social,/what-is-health-informatics/,5,,5,,0,,0,
MSNP,Referral,/masters-nonprofit-leadership-management/lp/ppc/,5,4,6,5,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/police/,5,,5,,0,,0,
MSHA,Display,/masters-humanitarian-action/lp/dyna/,5,-3,13,4,2,1,0.4,0.275
LEPSL,Direct,/police-officer-wellness-programs/,5,-4,2,-4,0,0,0,0
Informatics,Organic Search,/faculty/dorothy-ohagan/,5,,5,,0,,0,
LEPSL,Organic Search,.translate.goog/10-innovative-police-technologies/,5,-3,5,-4,0,0,0,0
LEPSL,Direct,/forms/,5,-6,14,-19,0,0,0,0
MSNNL,Unknown - chatgpt.com / (not set),/masters-nursing-leadership/scholarships/,5,,5,,0,,0,
MESH,Organic Search,/renewable-energy-consultant-career/,5,-3,5,-5,0,-1,0,-0.125
EML,Unknown - Data Not Available / Data Not Available,/masters-engineering-management-leadership/lp/ppc/,5,-2,12,5,2,1,0.4,0.257142857
LEPSL,Organic Search,/masters-law-enforcement-leadership/transfer-credit/,5,-1,5,-2,0,0,0,0
LEPSL,Direct,/how-to-become-police-sergeant/,5,-2,5,-2,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/apply/,5,-6,4,-12,0,-1,0,-0.090909091
MSAAI,Organic Social,/university-of-san-diego-launches-full-time-on-campus-masters-degree-programs-in-applied-artificial-intelligence-and-cyber-security-engineering/,5,-12,4,-32,0,0,0,0
MSLDT,Referral,/job-aid-examples-template/,5,-1,5,1,0,0,0,0
Informatics,Organic Search,/health-informatics-websites-blogs/,5,-5,4,-8,0,0,0,0
MSHA,Direct,/,5,-2,39,13,0,0,0,0
CyberEng,Organic Search,/classes/applied-cryptography-5/,5,0,6,1,0,0,0,0
MESH,Display,/masters-engineering-sustainability-health/lp/dyna/,5,-248,5,-249,0,-1,0,-0.003952569
MED,Direct,/masters-in-education-requirements/,5,2,5,3,0,0,0,0
Informatics,Direct,/masters-health-informatics/faculty/,5,0,5,-1,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/faculty/,5,-1,10,5,0,0,0,0
EML,Display,/masters-engineering-management-leadership/lp/ppc/,5,-64,5,-65,0,-1,0,-0.014492754
LEPSL,Direct,/best-police-leadership-books/,5,0,4,0,0,0,0,0
MSAAI,Organic Search,.translate.goog/ai-blogs/,5,1,5,1,0,0,0,0
MSAAI,Direct,/resources/8-questions-artificial-intelligence-masters-ebook/,5,-3,6,0,0,0,0,0
MED,Organic Search,/are-charter-schools-better-in-creating-education-equity/,5,3,4,1,0,0,0,0
CyberEng,Referral,/cyber-security-statistics/,5,2,4,2,0,0,0,0
MED,Email,/masters-education/,5,-8,31,2,0,-2,0,-0.153846154
(default) (not set),Organic Search,/about/general-policies/,5,3,5,3,0,0,0,0
MED,Organic Search,.translate.goog/complete-list-teaching-methods/,5,3,5,3,0,0,0,0
Data Science,Direct,/business-intelligence-engineer-career/,5,2,5,2,0,0,0,0
MSNP,Direct,/business-masters-degrees-types/,5,-2,5,-2,0,0,0,0
CyberOps,Direct,/secure-software-development/,5,,4,,0,,0,
MESH,Direct,/sustainability-degree-options/,5,0,9,4,0,0,0,0
MESH,Paid Search,/ngo-careers/,5,0,4,-2,0,0,0,0
MSNP,Direct,/nonprofit-leadership/,5,2,4,1,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/lp/preceptor-information/,5,4,4,3,2,2,0.4,0.4
CyberOps,Direct,/women-cyber-security-reasons-to-enter-field/,5,4,5,4,0,0,0,0
Data Science,Direct,/business-intelligence-developer/,5,0,5,0,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/lp/study-health-informatics/,5,-8,24,2,0,-3,0,-0.230769231
BSN,Organic Search,/bachelors-nursing/bachelors-nursing-lp-ppc/,5,,5,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/students-agencies/,5,2,4,2,0,0,0,0
MSLDT,Organic Search,/instructional-design-certificate-vs-masters-degree/,5,-3,6,-3,0,0,0,0
MSITL,Direct,/systems-engineer-career/,5,0,5,0,0,0,0,0
MSAAI,Direct,/how-to-start-career-artificial-intelligence/,5,-6,5,-4,0,0,0,0
MTS,Organic Search,/masters-theological-studies/classes/,5,-3,4,-7,0,0,0,0
MSLDT,Referral,/ai-instructional-design/,5,3,8,6,0,0,0,0
Data Science,Organic Search,/data-science-bootcamps/,5,-7,6,-7,0,0,0,0
Informatics,Organic Search,/advisory-board/kohrumel/,5,4,4,3,0,0,0,0
Data Science,Organic Search,/how-to-become-a-software-engineer/,5,2,5,0,0,0,0,0
(default) (not set),Organic Social,/,5,-7,5,-11,0,0,0,0
MSAAI,Referral,/ai-ethicist-career/,5,,5,,0,,0,
EML,Organic Search,/how-to-become-vp-engineering/,5,-7,6,-5,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/apply/,5,-4,6,-18,0,-5,0,-0.555555556
CyberEng,Display,/masters-cyber-security-engineering/lp/smartbrief-display/,5,-114,5,-123,3,2,0.6,0.591596639
MTS,Direct,/,5,-8,23,-42,0,-1,0,-0.076923077
MSNP,Paid Search,/masters-nonprofit-leadership-management/app-waiver/,5,2,5,1,2,2,0.4,0.4
MTS,Direct,/st-francis-of-assisi-and-franciscan-theology/,5,-18,9,-6,0,0,0,0
Informatics,Email,/masters-health-informatics/health-analytics-track/,5,3,8,-7,0,-1,0,-0.5
MED,Unknown - Data Not Available / Data Not Available,/masters-education/lp/online-med/,5,3,8,1,0,-1,0,-0.5
MED,Direct,/forms/,5,0,19,3,5,1,1,0.2
LEPSL,Direct,/police-captain-promotion-guide/,5,-2,5,-1,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/faculty/,5,0,30,26,0,0,0,0
CyberOps,Direct,.translate.goog/ethical-hacker-career-salary-guide/,5,3,5,3,0,0,0,0
MESH,Direct,/environmental-compliance-officer-career/,5,3,5,3,0,0,0,0
(default) (not set),Organic Search,/student-support/military-and-veterans-program/,5,,5,,0,,0,
(default) (not set),Direct,/how-to-start-a-business/,5,-4,5,-8,0,0,0,0
MSITL,Direct,/masters-information-technology-leadership/lp/ppc/let-us-pay-for-your-msitl-application-fee/,5,3,5,3,1,1,0.2,0.2
CyberEng,Direct,/what-is-cyberwarfare/,5,-2,7,0,0,0,0,0
MSHA,Unknown - flyer / offline,/masters-humanitarian-action/lp/dyna/,5,,7,,0,,0,
MSAAI,Organic Search,/university-of-san-diego-launches-full-time-on-campus-masters-degree-programs-in-applied-artificial-intelligence-and-cyber-security-engineering/,5,0,9,0,0,0,0,0
EML,Direct,/manage-engineering-team/,5,-3,5,-3,0,0,0,0
Data Science,Organic Search,/faculty/mohammad-yavarimanesh/,5,3,4,2,0,0,0,0
MSNNL,Direct,/bachelors-nursing/,5,,30,,0,,0,
Data Science,Direct,/data-science-vs-software-engineering/,5,-3,5,-2,0,0,0,0
MED,Direct,/how-to-become-teacher-in-california/,5,4,6,5,0,0,0,0
MESH,Referral,/sustainability-scholarships/,5,,5,,0,,0,
MSNP,Paid Search,/,5,3,14,-17,0,0,0,0
MED,Referral,/technology-in-the-classroom/,5,,4,,0,,0,
