program_category,default_channel,Landing_page,Session,sessions_mom_difference,Pageview,pageview_mom_difference,Conversions,conversions_mom_difference,Conversion_Rate,conversion_rate_mom_percent_difference
MSAAI,Organic Search,/artificial-intelligence-jobs/,288,-158,314,-163,1,-1,0.003472222,-0.001012083
MED,Organic Search,/teacher-centered-vs-student-centered-learning/,282,-52,283,-103,1,1,0.003546099,0.003546099
MED,Referral,/education-inequity-and-homework/,270,-49,302,-63,0,0,0,0
MTS,Organic Search,/serving-god/,265,-54,280,-96,0,0,0,0
MSAAI,Paid Search,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,263,17,387,6,35,12,0.133079848,0.039583913
(default) (not set),Organic Search,/how-to-become-an-entrepreneur/,256,33,265,21,0,0,0,0
MSAAI,Direct,/artificial-intelligence-business/,248,56,236,61,0,0,0,0
MSLDT,Organic Search,/kirkpatrick-training-evaluation-model/,243,-21,238,-16,0,-2,0,-0.007575758
MED,Organic Search,/brain-based-learning/,242,-122,230,-142,0,-1,0,-0.002747253
MSAAI,Direct,/masters-applied-artificial-intelligence/,234,-86,415,-117,6,1,0.025641026,0.010016026
(default) (not set),Direct,/employer-partnership/axos/,230,223,264,258,0,0,0,0
MED,Direct,/life-skills-education-in-schools/,223,-43,211,-59,0,0,0,0
LEPSL,Organic Search,/10-innovative-police-technologies/,223,-9,232,10,0,0,0,0
MSHA,Organic Search,/how-to-become-diplomat/,222,-74,250,-62,0,0,0,0
(default) (not set),Organic Search,/,217,-31,337,-15,1,1,0.004608295,0.004608295
MSAAI,Referral,/artificial-intelligence-education/,217,54,282,95,0,0,0,0
MSAAI,Organic Search,/application-of-ai-in-robotics/,215,-43,227,-50,0,0,0,0
MSAAI,Organic Search,/ai-ethicist-career/,212,-7,229,0,0,-2,0,-0.00913242
MSHA,Organic Search,/human-rights-violation-definition/,211,7,218,-15,0,0,0,0
MSAAI,Paid Social,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,211,-552,228,-662,6,-42,0.028436019,-0.034473549
Informatics,Direct,/masters-health-informatics/,211,-23,380,-20,4,1,0.018957346,0.006136833
MTS,Organic Search,/catholic-charism-comparison/,207,23,212,17,0,0,0,0
MSLDT,Paid Social,/masters-learning-design-technology/lp/study-learning-design-technology/,204,123,204,118,4,3,0.019607843,0.007262164
MSITL,Organic Search,/information-technology-trends/,199,100,205,101,0,0,0,0
MED,Paid Search,/masters-education/lp/online-med/,199,28,294,30,15,-14,0.075376884,-0.094213759
MED,Organic Search,/cooperative-learning-strategies/,193,23,201,14,1,0,0.005181347,-0.000701006
CyberEng,Organic Search,/cyber-security-statistics/,190,99,189,102,0,0,0,0
MED,Organic Search,/teaching-to-every-students-unique-learning-style/,189,15,216,9,1,-3,0.005291005,-0.0176975
MSLDT,Direct,/addie-model-instructional-design/,189,147,187,139,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/,188,-53,304,-149,3,-8,0.015957447,-0.029685707
EML,Organic Search,/future-engineering-trends/,187,35,197,43,0,0,0,0
Data Science,Display,/masters-applied-data-science/apply/,186,184,186,184,0,0,0,0
LEPSL,Direct,/10-innovative-police-technologies/,181,31,171,24,0,0,0,0
MTS,Organic Search,/theology-careers/,175,-25,181,-37,0,0,0,0
MSHA,Organic Search,/humanitarian-intervention-success-stories/,172,-137,177,-137,0,0,0,0
MSLDT,Organic Search,/instructional-design-models/,172,-13,161,-16,0,-1,0,-0.005405405
Informatics,Organic Search,/health-information-technology-jobs-salary/,171,21,182,20,1,1,0.005847953,0.005847953
Informatics,Organic Search,/masters-health-informatics/,170,26,323,46,5,1,0.029411765,0.001633987
LEPSL,Direct,/masters-law-enforcement-leadership/,169,-29,253,-29,7,6,0.041420118,0.036369613
MSLDT,Organic Search,/job-aid-examples-template/,169,31,180,50,1,1,0.00591716,0.00591716
MTS,Paid Social,/masters-theological-studies/lp/ppc/,166,-118,170,-142,3,-11,0.018072289,-0.031223485
MED,Organic Search,/effective-educational-leadership/,166,-34,223,-37,2,-1,0.012048193,-0.002951807
MSAAI,Organic Search,/ai-trainer/,163,6,188,20,2,2,0.012269939,0.012269939
LEPSL,Organic Search,/police-communication-important-today/,161,-13,165,-25,0,0,0,0
MSAAI,Organic Search,/entry-level-ai-careers/,160,-50,172,-67,0,-1,0,-0.004761905
MED,Organic Search,/careers-masters-curriculum-instruction/,156,9,154,-7,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/,154,0,232,-41,2,1,0.012987013,0.006493506
CyberOps,Organic Search,/top-cyber-security-blogs-websites/,154,-39,147,-34,0,0,0,0
(default) (not set),Direct,/about/state-authorization-status/,153,-11,180,13,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/lp/study-healthcare-analytics/,151,-87,193,-85,9,-1,0.059602649,0.017585842
MSHA,Organic Search,/theory-of-change/,148,-15,141,-16,1,1,0.006756757,0.006756757
MSHA,Organic Search,/examples-of-social-change/,146,-7,158,1,0,0,0,0
MSAAI,Direct,/ai-impact-on-job-market/,146,-59,143,-79,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-finance/,145,-11,139,-8,0,-1,0,-0.006410256
MSITL,Organic Search,/it-job-titles/,142,-39,143,-30,0,0,0,0
MED,Organic Search,/rethinking-education-assessment-types/,142,-13,137,-10,0,0,0,0
MTS,Direct,/serving-god/,139,15,139,8,0,0,0,0
MSITL,Paid Social,/masters-information-technology-leadership/lp/ppc/,139,-63,193,-75,21,3,0.151079137,0.061970226
CyberEng,Direct,/masters-cyber-security-engineering/,138,-1,181,14,1,1,0.007246377,0.007246377
MSHA,Organic Search,/logical-framework-approach/,136,9,116,-8,0,0,0,0
MSLDT,Organic Search,/create-employee-training-program/,134,48,153,62,0,0,0,0
MED,Direct,/complete-list-teaching-methods/,131,-84,133,-94,0,-1,0,-0.004651163
MSHA,Organic Search,/international-aid-worker-tips/,130,-46,141,-58,0,-2,0,-0.011363636
MESH,Organic Search,/climate-change-careers/,129,0,127,-9,0,0,0,0
MED,Organic Search,/adaptive-curriculum-for-special-education/,127,14,134,9,0,0,0,0
LEPSL,Organic Search,/what-is-intelligence-led-policing/,127,27,129,33,0,0,0,0
(default) (not set),Paid Social,/lp/apply-now/,126,-5,129,-6,0,0,0,0
MSNP,Organic Search,/nonprofit-jobs/,121,-6,124,-8,0,0,0,0
MSAAI,Direct,/artificial-intelligence-jobs/,121,-23,129,-16,1,1,0.008264463,0.008264463
MSNP,Direct,/masters-nonprofit-leadership-management/,121,-2,200,-60,5,0,0.041322314,0.000671908
CyberOps,Direct,/top-cyber-security-blogs-websites/,119,-1,109,-2,0,0,0,0
MED,Organic Search,/manage-cell-phones-in-class-tips/,118,-27,125,-31,0,0,0,0
MSNP,Organic Search,/best-nonprofit-degrees/,117,20,129,14,0,0,0,0
MED,Organic Search,/summer-jobs-teachers/,115,7,119,14,0,0,0,0
MED,Organic Search,/what-is-educational-technology-definition-examples-impact/,115,11,126,6,0,0,0,0
Data Science,Paid Search,/masters-applied-data-science/lp/study-data-science/,114,-9,130,-26,6,-4,0.052631579,-0.028669234
MED,Organic Search,/teacher-cover-letter-examples/,113,3,105,5,0,-4,0,-0.036363636
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/law-enforcement/,112,-46,139,-48,8,-5,0.071428571,-0.01084991
MED,Direct,/teacher-centered-vs-student-centered-learning/,112,-168,103,-189,0,0,0,0
LEPSL,Organic Search,/women-in-law-enforcement/,111,-16,119,-11,0,0,0,0
MTS,Organic Search,/ministry-careers/,110,15,125,29,0,0,0,0
MSHA,Paid Search,/masters-humanitarian-action/lp/humanitarian-action/,110,-8,138,-30,7,-6,0.063636364,-0.046533128
MSLDT,Organic Search,/what-is-instructional-design-examples/,109,-65,114,-86,1,-1,0.009174312,-0.002319941
MED,Organic Search,/faculty/joseph-lathan/,109,0,119,0,0,0,0,0
MESH,Organic Search,/sustainability-scholarships/,107,-27,107,-32,0,0,0,0
MED,Direct,/faculty/joseph-lathan/,106,-14,135,-4,0,0,0,0
MED,Organic Search,/educational-resources-for-teachers/,105,-16,107,-10,1,1,0.00952381,0.00952381
MSLDT,Direct,/kirkpatrick-training-evaluation-model/,104,8,109,21,2,2,0.019230769,0.019230769
MSAAI,Organic Search,/careers-using-python/,104,0,107,-7,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/classes/,103,-34,119,-46,1,-2,0.009708738,-0.012189072
(default) (not set),Organic Search,/transformational-leadership/,102,-22,110,-10,0,0,0,0
MED,Direct,/masters-education/,102,9,232,61,2,1,0.019607843,0.008855155
"(default) business-entrepreneurship,computer-science,technology",Display,/ai-for-teachers/,102,100,102,100,0,0,0,0
MESH,Organic Search,/6-best-urban-planning-careers-degree-salary-guide/,101,-17,106,-16,0,0,0,0
Data Science,Organic Search,/sports-analytics-careers/,100,49,105,43,0,-1,0,-0.019607843
(default) (not set),Referral,/employer-partnership/axos/,98,90,112,101,0,0,0,0
MED,Organic Search,/steam-education-in-schools/,97,-26,114,-30,0,0,0,0
MTS,Direct,/what-is-liturgy/,97,-33,109,-45,1,0,0.010309278,0.002616971
MED,Organic Search,/per-pupil-education-spending-by-state/,97,13,101,17,0,0,0,0
MED,Organic Search,/masters-education/,96,29,144,47,2,1,0.020833333,0.00590796
null,Direct,/education-inequity-and-homework/,96,,96,,0,,0,
CyberEng,Organic Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,95,55,100,44,0,-2,0,-0.05
MSAAI,Direct,/masters-applied-artificial-intelligence/apply/,95,-52,127,-85,15,13,0.157894737,0.144289295
MESH,Organic Search,/community-health-degree-jobs/,94,-3,93,-10,0,0,0,0
MED,Direct,/effective-educational-leadership/,92,-84,113,-86,1,1,0.010869565,0.010869565
MSHA,Organic Search,/types-of-advocacy/,91,-22,88,-26,0,0,0,0
MESH,Direct,/high-paying-environmental-jobs/,90,1,93,-3,0,0,0,0
Informatics,Organic Search,/ai-healthcare/,88,65,89,64,0,0,0,0
CyberOps,Direct,/top-100-cybersecurity-companies/,88,-72,80,-81,0,0,0,0
Data Science,Display,/business-intelligence-certifications/,86,82,86,82,0,0,0,0
Data Science,Direct,/masters-applied-data-science/,86,11,117,14,3,2,0.034883721,0.021550388
MTS,Organic Search,/how-to-become-a-catholic-school-teacher/,85,42,88,36,0,0,0,0
MED,Direct,/brain-based-learning/,84,-18,76,-23,0,0,0,0
MSHA,Organic Search,/top-humanitarian-degrees/,84,5,108,24,1,1,0.011904762,0.011904762
MSNNL,Paid Search,/masters-nursing-leadership/nursing-educator-track/,81,-48,137,-58,2,1,0.024691358,0.01693942
MESH,Organic Search,/ngo-careers/,80,9,86,11,0,-1,0,-0.014084507
LEPSL,Organic Search,/what-style-police-leadership-most-effective/,79,-27,76,-36,0,0,0,0
MED,Direct,/best-masters-degrees-for-teachers/,79,5,80,2,0,0,0,0
EML,Direct,/future-engineering-trends/,79,-3,74,-5,0,0,0,0
MED,Direct,/what-is-educational-technology-definition-examples-impact/,77,-11,80,-3,0,0,0,0
MSLDT,Organic Search,/top-instructional-design-software/,77,3,74,3,0,-1,0,-0.013513514
EML,Organic Search,/senior-engineer-vs-tech-lead-vs-lead-engineer/,77,-23,79,-20,0,0,0,0
EML,Organic Search,/principal-engineer-vs-senior-engineer/,77,-24,84,-16,0,-1,0,-0.00990099
MSLDT,Organic Search,/addie-model-instructional-design/,76,-47,72,-42,0,0,0,0
(default) (not set),Direct,/employer-partnership/guidepoint-security-llc/,75,,66,,0,,0,
MED,Organic Search,/inclusive-education-strategies/,75,-42,85,-36,0,0,0,0
MTS,Organic Search,/how-to-become-a-spiritual-director/,73,-6,83,-1,0,0,0,0
MSLDT,Organic Search,/career-changes-for-teachers/,73,-30,71,-42,0,0,0,0
Informatics,Direct,/8-technologies-changing-healthcare/,73,-10,71,-6,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/,73,-29,110,-27,4,3,0.054794521,0.044990599
MED,Direct,/inclusive-education-strategies/,72,4,74,6,0,0,0,0
(default) (not set),Direct,/how-to-become-an-entrepreneur/,72,-130,73,-120,0,0,0,0
MTS,Paid Social,/masters-theological-studies/lp/mts-ppc/,71,60,83,72,7,7,0.098591549,0.098591549
BSN,Paid Search,/bachelors-nursing/,70,,86,,0,,0,
LEPSL,Referral,/masters-law-enforcement-leadership/lp/fop/,70,28,88,41,4,4,0.057142857,0.057142857
MED,Organic Search,/co-teaching-models/,70,-28,71,-20,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/,69,2,132,-21,0,-3,0,-0.044776119
MSAAI,Direct,/ai-blogs/,69,-34,64,-41,0,0,0,0
MSHA,Direct,/examples-of-social-change/,69,4,64,-4,0,0,0,0
Informatics,Paid Social,/nursing-informatics-vs-health-informatics/,69,,75,,0,,0,
(default) (not set),Organic Search,/student-support/office-of-financial-aid-services/,69,12,72,9,0,0,0,0
(default) (not set),Direct,/admissions/,66,10,76,10,0,-2,0,-0.035714286
MSHA,Organic Search,/social-advocacy-definition/,66,17,62,16,0,0,0,0
CyberEng,Organic Search,/masters-cyber-security-engineering/,66,11,75,-4,1,1,0.015151515,0.015151515
MSLDT,Direct,/create-employee-training-program/,65,18,59,12,0,0,0,0
MESH,Organic Search,/career-changes-for-engineers/,65,-12,73,-6,0,0,0,0
MSITL,Direct,/masters-information-technology-leadership/,64,25,81,20,0,-1,0,-0.025641026
LEPSL,Direct,/masters-law-enforcement-leadership/classes/,63,24,83,39,1,1,0.015873016,0.015873016
MED,Organic Search,/differentiated-instruction/,63,-13,68,-5,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-scholarships/,62,14,72,17,3,3,0.048387097,0.048387097
LEPSL,Organic Search,/top-5-trends-in-law-enforcement/,62,1,70,6,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-courses-and-certifications/,62,-46,66,-44,1,0,0.016129032,0.006869773
MTS,Organic Search,/what-is-lay-ministry/,62,18,68,20,0,0,0,0
MED,Direct,/instructional-leadership/,61,16,61,20,0,0,0,0
(default) (not set),Direct,/programs/,61,11,65,-7,0,-2,0,-0.04
MESH,Direct,/masters-engineering-sustainability-health/,61,12,80,23,0,0,0,0
MSAAI,Direct,/application-of-ai-in-robotics/,60,-11,62,-8,0,0,0,0
MSHA,Direct,/human-rights-violation-definition/,59,-3,58,-11,0,0,0,0
MED,Organic Search,/instructional-leadership/,58,-13,50,-21,0,0,0,0
MSNP,Organic Search,/ngo-vs-nonprofit/,58,-1,52,-8,0,0,0,0
MSLDT,Direct,/instructional-design-models/,58,-44,59,-50,0,0,0,0
MTS,Organic Search,/nature-spirituality/,57,21,54,14,0,0,0,0
Informatics,Paid Social,/health-data-analyst/,57,,67,,0,,0,
(default) business-entrepreneurship,Organic Search,/best-engineering-software/,56,17,57,20,0,0,0,0
MSITL,Organic Search,/it-careers-after-help-desk/,56,-7,55,-6,0,0,0,0
CyberEng,Direct,/cyber-security-statistics/,56,20,55,23,0,0,0,0
Informatics,Paid Social,/masters-health-informatics/lp/study-health-informatics/,56,-1,83,23,8,7,0.142857143,0.125313283
MSLDT,Direct,/masters-learning-design-technology/,55,-68,120,-87,0,-1,0,-0.008130081
MESH,Direct,/masters-engineering-sustainability-health/apply/,55,23,92,56,0,0,0,0
MSLDT,Organic Search,/learning-objectives-examples/,55,-21,50,-26,0,0,0,0
CyberOps,Organic Search,/ethical-hacker-career-salary-guide/,55,-24,55,-35,0,0,0,0
MTS,Organic Search,/jobs-for-catholics/,55,-24,64,-24,0,0,0,0
MSAAI,Organic Search,/best-artificial-intelligence-degrees/,54,-8,57,-8,0,-1,0,-0.016129032
MSAAI,Direct,/ai-ethicist-career/,54,-8,54,-7,0,0,0,0
MTS,Direct,/masters-theological-studies/,53,-16,103,-16,4,4,0.075471698,0.075471698
MSNP,Organic Search,/nonprofit-executive-director/,52,-1,46,-13,0,0,0,0
LEPSL,Organic Search,/why-police-officer-education-is-important/,52,-8,55,-4,0,0,0,0
MED,Referral,/brain-based-learning/,52,20,44,17,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/nursing-informatics-track/,52,3,101,13,2,1,0.038461538,0.018053375
EML,Direct,/masters-engineering-management-leadership/,52,-82,74,-107,1,1,0.019230769,0.019230769
MESH,Organic Search,/jobs-that-make-difference/,52,14,54,16,0,0,0,0
MSITL,Organic Search,/technology-degrees/,51,-12,50,-17,0,0,0,0
MSAAI,Organic Search,/machine-learning-podcast/,51,-19,49,-23,0,0,0,0
(default) (not set),Unknown - tradedesk / dooh,/,51,38,51,38,0,0,0,0
MED,Direct,/best-paying-school-districts-ca-teachers/,50,15,50,14,0,0,0,0
MED,Direct,/teaching-to-every-students-unique-learning-style/,50,-23,63,-21,1,1,0.02,0.02
(default) (not set),Direct,/tuition-financial-aid/,50,6,73,5,0,0,0,0
MED,Direct,/cooperative-learning-strategies/,50,-12,50,-6,0,0,0,0
MESH,Organic Search,/environmental-justice-careers/,49,7,54,13,0,0,0,0
CyberOps,Direct,/ethical-hacker-career-salary-guide/,49,-3,61,3,1,1,0.020408163,0.020408163
CyberOps,Organic Search,/best-jobs-in-cyber-security/,49,19,52,21,0,0,0,0
Data Science,Paid Social,/masters-applied-data-science/lp/study-data-science/,49,-266,52,-285,1,-10,0.020408163,-0.014512472
MSHA,Direct,/humanitarian-careers/,48,-131,48,-133,0,0,0,0
MTS,Organic Search,/why-study-theology/,48,-8,44,-15,0,0,0,0
MSAAI,Referral,/artificial-intelligence-business/,48,-18,45,-20,0,-2,0,-0.03030303
CyberEng,Direct,/masters-cyber-security-engineering/classes/,47,-17,56,-11,0,-1,0,-0.015625
Data Science,Organic Search,/quantitative-analyst-career/,47,-38,45,-40,0,0,0,0
(default) (not set),Direct,/employer-partnership/,47,5,56,2,3,2,0.063829787,0.040020263
EML,Organic Search,/engineering-manager-skills/,46,-1,54,10,1,1,0.02173913,0.02173913
MSNP,Organic Search,/nonprofit-operations-career/,46,-6,46,-7,1,1,0.02173913,0.02173913
MED,Organic Search,/master-education-vs-master-arts-teaching/,46,4,52,5,0,0,0,0
Informatics,Paid Social,/what-skills-do-you-need-to-work-in-health-care-informatics/,46,,48,,0,,0,
MSAAI,Direct,/artificial-intelligence-finance/,46,-30,44,-28,0,0,0,0
BSN,Direct,/bachelors-nursing/,46,,51,,1,,0.02173913,
MED,Referral,/complete-list-teaching-methods/,46,4,39,-9,0,0,0,0
MSLDT,Organic Search,/instructional-technology-tools/,45,-18,44,-18,1,0,0.022222222,0.006349206
CyberEng,Organic Search,/black-vs-gray-vs-white-hat-hackers/,45,-6,44,-4,0,0,0,0
EML,Organic Search,/engineering-management-leadership-certifications/,45,1,49,8,0,0,0,0
MTS,Direct,/catholic-charism-comparison/,45,-21,44,-26,0,0,0,0
(default) (not set),Direct,/forms/,45,7,115,32,5,1,0.111111111,0.005847953
MSAAI,Direct,/ai-trainer/,45,-7,57,2,0,0,0,0
MED,Direct,/steam-education-in-schools/,45,-24,42,-28,0,0,0,0
(default) (not set),Organic Search,/programs/,44,-26,56,-41,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/apply/,44,5,44,3,0,0,0,0
(default) (not set),Organic Search,/bringing-a-product-to-market/,44,9,44,11,0,0,0,0
MTS,Organic Search,/religious-vocational-discernment/,44,-14,42,-20,0,0,0,0
(default) (not set),Direct,/admissions/how-to-apply/,44,-15,58,-7,2,0,0.045454545,0.01155624
MED,Direct,/best-teacher-blogs/,43,35,66,55,0,0,0,0
MED,Organic Search,/teach-in-private-or-public-school/,43,12,51,18,0,0,0,0
Data Science,Direct,/masters-applied-data-science/classes/,42,-3,51,-12,0,0,0,0
MTS,Organic Search,/liturgy-of-the-hours/,42,-39,40,-43,0,0,0,0
MSHA,Direct,/theory-of-change/,42,10,40,10,0,0,0,0
CyberEng,Organic Search,/cyber-security-salary-california/,42,13,43,13,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/,42,-28,85,-35,0,0,0,0
MSLDT,Organic Search,/how-to-become-a-curriculum-designer/,41,1,49,9,2,0,0.048780488,-0.001219512
MSNP,Organic Search,/grant-writer-career/,41,-19,43,-28,0,0,0,0
CyberEng,Organic Search,/cybersecurity-vs-it-degree/,40,-2,42,-3,0,0,0,0
CyberEng,Organic Search,/cyber-crime-investigator-career/,40,-23,41,-27,0,0,0,0
MED,Direct,/rethinking-education-assessment-types/,40,-9,40,-13,0,0,0,0
MSNP,Organic Search,/public-administration-careers/,39,-4,38,-6,0,0,0,0
MTS,Paid Search,/masters-theological-studies/apply/,39,-5,48,-28,0,0,0,0
CyberOps,Referral,/top-cyber-security-threats/,39,29,37,25,0,0,0,0
MSAAI,Organic Search,/machine-learning-engineer-career/,39,-4,40,-10,0,0,0,0
MSHA,Direct,/logical-framework-approach/,39,-11,32,-18,0,0,0,0
MSITL,Direct,/it-job-titles/,39,-30,36,-56,0,0,0,0
(default) (not set),Direct,/online-programs/,39,-17,46,-11,0,0,0,0
MSHA,Organic Search,/international-affairs-careers/,38,-23,34,-33,0,0,0,0
MESH,Organic Search,/top-degrees-for-social-justice-careers/,38,-10,43,-12,0,0,0,0
MSAAI,Organic Search,/open-source-ai-tools/,38,6,35,-1,1,0,0.026315789,-0.004934211
MTS,Organic Search,/moral-theology/,38,-4,51,-3,1,0,0.026315789,0.002506266
MTS,Organic Search,/philosophy-degree-jobs/,38,-2,38,-3,0,0,0,0
MESH,Direct,/,38,21,82,8,0,0,0,0
MED,Organic Social,/education-inequity-and-homework/,37,13,37,1,0,0,0,0
CyberEng,Organic Search,/network-forensics-tools/,37,-21,31,-19,0,0,0,0
MTS,Organic Search,/religious-studies-degree-jobs/,37,2,41,4,0,0,0,0
MSITL,Organic Search,/it-organizational-structure/,37,-12,39,-5,0,0,0,0
MED,Direct,/co-teaching-models/,37,-42,35,-29,0,0,0,0
LEPSL,Direct,/top-5-trends-in-law-enforcement/,37,18,34,16,0,0,0,0
MED,Organic Search,/bilingual-education/,37,5,42,16,2,2,0.054054054,0.054054054
MED,Referral,/teacher-centered-vs-student-centered-learning/,37,-45,36,-48,0,-3,0,-0.036585366
MTS,Organic Search,/what-is-ecospirituality/,36,-7,44,-3,0,0,0,0
MESH,Organic Search,/sustainability-degree-options/,36,5,46,14,0,0,0,0
(default) (not set),Direct,/tuition-financial-aid/tuition/,36,-34,38,-37,0,0,0,0
MSLDT,Organic Search,/instructional-design-interview-questions/,36,4,36,8,0,0,0,0
MTS,Organic Search,/how-to-get-more-involved-in-church/,36,0,42,6,0,0,0,0
MSLDT,Organic Search,/masters-learning-design-technology/lp/study-learning-design-technology/,36,22,38,18,0,0,0,0
MSITL,Direct,/information-technology-trends/,35,-17,35,-16,2,2,0.057142857,0.057142857
Data Science,Organic Search,/data-science-vs-software-engineering/,35,3,37,3,0,0,0,0
MED,Organic Search,/technology-in-the-classroom/,35,-2,32,-5,0,0,0,0
