program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
CyberOps,Organic Search,/classes/ms-cyber-security-operations-and-leadership-capstone/,2,-1,2,-1,0,0,0,0
MSAAI,Direct,/study-artificial-intelligence-degree/,2,-9,1,-14,0,-1,0,-0.09090909090909091
Data Science,Email,/masters-applied-data-science/,2,0,3,0,0,0,0,0
MSNP,Direct,/programs/,2,1,10,8,0,0,0,0
CyberOps,Organic Search,/resources/entry-level-cyber-security-career-guide/,2,0,2,0,0,0,0,0
MED,Direct,/master-of-education-salary/,2,0,2,0,0,0,0,0
CyberOps,Direct,/faculty/matthew-d-hollandsworth-ph-d/,2,0,1,-1,0,0,0,0
LEPSL,Organic Search,/ai-in-law-enforcement/,2,,2,,0,,0,
Default - (not set),Direct,ions/,2,,2,,0,,0,
Default - (not set),Unknown - chatgpt.com / (not set),/admissions/how-to-apply/,2,,2,,0,,0,
Default - (not set),Referral,/transformational-leadership/,2,,2,,0,,0,
Informatics,Organic Search,/nurse-leader-vs-nurse-manager/,2,,2,,0,,0,
Default - (not set),Organic Search,/contact-us/,2,,2,,0,,0,
LEPSL,Organic Search,/5-tips-for-a-successful-criminal-justice-career/,2,-29,2,-33,0,0,0,0
MED,Paid Search,/masters-education/specializations/special-ed/,2,-2,4,0,0,0,0,0
CyberEng,Direct,/is-cyber-security-hard/,2,,2,,0,,0,
MED,Direct,/programs/,2,-90,9,-131,0,-2,0,-0.021739130434782608
MED,Unknown - chatgpt.com / (not set),/teacher-centered-vs-student-centered-learning/,2,,2,,0,,0,
MSNP,Organic Search,/social-impact-careers/,2,-44,2,-51,0,-2,0,-0.043478260869565216
LEPSL,Organic Search,/faculty/mike-loarie/,2,1,2,1,0,0,0,0
CyberOps,Organic Search,/faculty/thomas-plunkett/,2,0,5,3,0,0,0,0
MED,Organic Search,/programs/,2,-105,5,-244,0,-2,0,-0.018691588785046728
MED,Organic Search,/teaching-students-with-autism/,2,-4,2,-4,0,0,0,0
MESH,Direct,.translate.goog/ngo-careers/,2,-54,2,-54,0,0,0,0
MED,Direct,/resources/10-traits-of-successful-school-leaders/,2,-2,2,-4,0,0,0,0
MTS,Referral,/resources/mts-info-session-tk/,2,,4,,0,,0,
Data Science,Organic Search,/data-analytics-consultant/,2,-6,4,-4,0,0,0,0
Default - (not set),Direct,/contact-us-thank-you/,2,,2,,2,,1,
Default - (not set),Paid Search,/masters-applied-data-science/apply/,2,,6,,0,,0,
MESH,Organic Social,/top-degrees-for-social-justice-careers/,2,,2,,0,,0,
MSNP,Referral,/masters-humanitarian-action/,2,1,13,7,3,3,1.5,1.5
Data Science,Organic Search,.translate.goog/sports-analytics-careers/,2,0,2,0,0,0,0,0
MSNP,Direct,/masters-learning-design-technology/,2,0,6,1,0,0,0,0
Default - (not set),Referral,/masters-applied-data-science/,2,,9,,0,,0,
MED,Organic Search,/teaching-stem/,2,-15,2,-16,0,0,0,0
Default - (not set),Organic Search,/about/online-learning/,2,0,3,1,0,0,0,0
MED,Organic Search,/resources/career-in-ai-webinar-thank-you/,2,0,1,-1,1,1,0.5,0.5
MSNNL,Organic Social,/masters-nursing-leadership/,2,,2,,0,,0,
MSLDT,Organic Search,.translate.goog/addie-model-instructional-design/,2,0,2,0,0,0,0,0
LEPSL,Direct,/faculty/ygnacio-nash-flores/,2,-1,2,-2,0,0,0,0
MSLDT,Paid Search,/kirkpatrick-training-evaluation-model/,2,1,1,-2,0,0,0,0
MTS,Organic Search,.translate.goog/st-francis-of-assisi-and-franciscan-theology/,2,-5,3,-4,0,0,0,0
MED,Organic Search,.translate.goog/teach-in-private-or-public-school/,2,,2,,0,,0,
Default - (not set),Organic Search,/student-support/graduate-admissions/,2,0,2,0,0,0,0,0
Default - (not set),Referral,/employer-partnership/xsite/,2,,3,,0,,0,
MESH,Direct,/masters-engineering-sustainability-health/student-services-support-team/,2,,4,,0,,0,
Default - (not set),Direct,/masters-cyber-security-operations-leadership/,2,,2,,0,,0,
MSLDT,Organic Social,/what-is-instructional-design-examples/,2,,1,,0,,0,
LEPSL,Unknown - chatgpt.com / (not set),/police-communication-important-today/,2,,2,,0,,0,
Data Science,Direct,/business-analyst-vs-data-analyst-vs-data-scientist/,2,-38,1,-58,0,0,0,0
EML,Organic Search,/resources/from-engineer-to-leader/,2,1,4,4,1,1,0.5,0.5
Data Science,Paid Social,/best-degrees-data-science/,2,-22,2,-23,0,0,0,0
Informatics,Direct,/programs/,2,,2,,0,,0,
MTS,Referral,/st-francis-of-assisi-and-franciscan-theology/,2,-1,2,-10,0,0,0,0
Data Science,Organic Search,/data-science/,2,-4,2,-17,0,-1,0,-0.16666666666666666
LEPSL,Organic Search,/how-to-become-a-police-chief/,2,-2,5,1,0,0,0,0
CyberEng,Paid Search,/masters-cyber-security-engineering/let-us-pay-for-your-cse-program-application-fee/,2,,2,,0,,0,
CyberOps,Unknown - chatgpt.com / (not set),/is-a-cyber-security-certification-right-for-you/,2,,3,,0,,0,
Informatics,Direct,/future-health-informatics/,2,0,2,0,0,0,0,0
MSNP,Referral,/how-to-write-grant-proposals/,2,,1,,0,,0,
MSITL,Organic Search,/masters-information-technology-leadership/classes/applied-ai-specialization/,2,,5,,0,,0,
CyberOps,Direct,/what-is-a-chief-security-officer-high-demand-skyrocketing-pay-for-csos/,2,-21,2,-24,0,-1,0,-0.043478260869565216
Informatics,Organic Search,.translate.goog/health-data-analyst/,2,-4,4,-5,0,0,0,0
Default - (not set),Direct,/top-cyber-security-blogs-websites/,2,,9,,0,,0,
Default - (not set),Direct,/education-inequity-and-homework/. (n.d.-a,2,,2,,0,,0,
MSAAI,Organic Search,.translate.goog/artificial-intelligence-developer-career/,2,-8,2,-9,0,0,0,0
MED,Organic Search,/faculty/charles-tre-watkins-iii/,2,-3,2,-3,0,0,0,0
MED,Direct,/implementing-universal-design-learning/,2,-5,2,-6,0,0,0,0
MSLDT,Direct,/blog/education/,2,,15,,0,,0,
MSLDT,Direct,/faculty/david-haigh/,2,0,2,0,0,0,0,0
CyberOps,Direct,/finding-a-career-in-cyber-security-tips-and-resources/,2,0,4,2,0,0,0,0
Data Science,Direct,/financial-analyst-career/,2,1,2,1,0,0,0,0
MSNP,Direct,/nonprofit-fundraising-ideas/,2,,2,,0,,0,
CyberOps,Direct,/best-industries-cyber-security-job-seekers/,2,-8,2,-8,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/student-services/,2,1,2,1,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/lp/law-enforcement/,2,,4,,0,,0,
CyberEng,Referral,/cyber-security-salary-california/,2,,1,,0,,0,
Informatics,Paid Social,/healthcare/,2,,2,,0,,0,
CyberEng,Direct,/masters-cyber-security-engineering/lp/cyber-security-degrees/,2,-21,2,-24,0,0,0,0
LEPSL,Organic Search,/faculty/dave-nisleit/,2,0,2,-1,0,0,0,0
MSLDT,Referral,s-learning-design-technology/faculty/,2,1,2,0,0,0,0,0
CyberOps,Organic Search,/resources/which-cybersecurity-program-is-right-for-you/,2,,2,,0,,0,
MSAAI,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,2,-10,9,-108,0,-7,0,-0.5833333333333334
Informatics,Referral,/what-is-clinical-informatics/,2,0,2,0,0,0,0,0
MED,Organic Search,/student-spotlight-teacher-applies-m-ed-inspiration-to-her-work-in-the-classroom/,2,,2,,0,,0,
LEPSL,Unknown - chatgpt.com / (not set),/what-is-intelligence-led-policing/,2,,8,,0,,0,
MED,Unknown - openai / (not set),/masters-education/apply/,2,,8,,0,,0,
MSAAI,Direct,/resources/ai-checklist-thank-you/,2,-2,2,1,2,1,1,0.75
MSAAI,Unknown - chatgpt.com / (not set),/resources/free-ms-aai-program-brochure/,2,,2,,0,,0,
MTS,Organic Search,.translate.goog/nature-spirituality/,2,-27,2,-31,0,0,0,0
MTS,Direct,/why-theological-studies/,2,-10,2,-14,0,0,0,0
Data Science,Direct,/data-science-masters-degrees-comparison/,2,-1,2,-1,0,0,0,0
Default - (not set),Direct,/best-jobs-for-mba-graduates/,2,1,2,1,0,0,0,0
MTS,Direct,/master-of-science-in-engineering-for-sustainability-and-health/lp/ppc/thank-you/,2,,4,,3,,1.5,
MED,Direct,/online-teaching-certification-licensure-programs/,2,-8,2,-10,0,0,0,0
MED,Organic Search,/what-is-an-med-degree-explained/,2,-60,2,-57,0,-1,0,-0.016129032258064516
MSHA,Direct,/resources/msha-how-a-masters-degree-can-benefit-your-humanitarian-career/,2,1,2,-1,0,-1,0,-1
MED,Organic Search,/student-spotlight-nancy-qushair/,2,-4,2,-2,0,0,0,0
MTS,Referral,/what-is-ecospirituality/,2,-5,2,-2,0,0,0,0
CyberOps,Organic Search,/finding-a-career-in-cyber-security-tips-and-resources/,2,0,1,0,0,0,0,0
LEPSL,Organic Search,.translate.goog/10-innovative-police-technologies/,2,-15,2,-19,0,0,0,0
MSLDT,Referral,/career-changes-for-teachers/,2,,2,,0,,0,
CyberOps,Organic Search,/transition-general-it-to-cybersecurity-engineering/,2,-2,2,-2,0,0,0,0
LEPSL,Email,/blog/police-leadership/,2,,1,,0,,0,
CyberOps,Organic Social,/top-paying-cybersecurity-jobs/,2,1,2,1,0,0,0,0
MESH,Direct,/environmental-justice-careers/,2,,2,,0,,0,
CyberOps,Direct,/cyber-security-auditor-career-guide/,2,-20,2,-36,0,0,0,0
MESH,Referral,/renewable-energy-consultant-career/,2,,2,,0,,0,
MSAAI,Unknown - chatgpt.com / (not set),/ethics-in-ai/,2,,4,,0,,0,
MED,Organic Search,.translate.goog/careers-masters-curriculum-instruction/,2,,2,,0,,0,
MSHA,Organic Search,.translate.goog/theory-of-change/,2,,2,,0,,0,
MSAAI,Unknown - chatgpt.com / (not set),/aws-azure-gcp-certification/,2,,2,,0,,0,
MSITL,Direct,/masters-information-technology-leadership/classes/data-science-elective/,2,,1,,0,,0,
MED,Organic Search,.translate.goog/what-is-educational-technology-definition-examples-impact/,2,-108,2,-127,0,0,0,0
MSLDT,Organic Search,/ambassador/cameron-salehi/,2,,2,,0,,0,
MTS,Organic Search,/faculty/patty-jimenez/,2,0,3,1,0,0,0,0
MSAAI,Organic Search,/software-engineer-to-machine-learning-engineer/,2,-2,2,-2,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/fbi-leeda/,2,-4,2,-6,0,0,0,0
MSAAI,Organic Search,/classes/introduction-to-artificial-intelligence-maai-501/,2,-3,2,-4,0,0,0,0
Default - (not set),Email,/programs/,2,,2,,0,,0,
"Default - business-entrepreneurship,healthcare",Direct,/director-of-nursing-career-guide/,2,,2,,0,,0,
MED,Email,/masters-education/specializations/,2,-1,5,-6,0,-1,0,-0.3333333333333333
MSAAI,Referral,/masters-artificial-intelligence-vs-data-science/,2,0,3,1,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/lp/criminology/,2,-2,2,-5,0,0,0,0
LEPSL,Direct,/ambassador/julie-rodriguez/,2,-4,2,-4,0,0,0,0
Informatics,Direct,/5-health-care-big-data-companies-watch/,2,-6,2,-6,0,0,0,0
Default - (not set),Paid Search,/leadership-management/,2,,2,,0,,0,
"Default - engineering,healthcare,sustainability",Organic Search,/resources/meeting-the-planets-most-urgent-challenges/,2,,2,,0,,0,
Informatics,Referral,/mha-vs-mph-vs-ms-health-informatics/,2,,1,,0,,0,
Default - (not set),Direct,/masters-cyber-security-management/,2,,2,,0,,0,
MTS,Direct,/masters-applied-data-science/classes/,2,,11,,0,,0,
MSHA,Paid Search,/masters-humanitarian-action/lp/thank-you/,2,-2,2,-3,2,0,1,0.5
MED,Organic Search,/faculty/lisa-yegin/,2,-9,4,-8,0,0,0,0
MED,Organic Search,/faculty/rebekka-jez/,2,,2,,0,,0,
Default - (not set),Direct,/uc-and-homeworkation-inequedity/,2,,2,,0,,0,
LEPSL,Direct,/ambassador/james-nightingale/,2,1,2,1,0,0,0,0
MED,Organic Search,/faculty/stephanie-dominguez/,2,-1,2,-1,0,0,0,0
MED,Paid Search,/masters-education/specializations/,2,-1,1,-2,0,0,0,0
MTS,Organic Search,/education-inequity-and-homework/,2,-3,2,-25,0,0,0,0
MSHA,Unknown - chatgpt.com / (not set),/masters-humanitarian-action/,2,,4,,0,,0,
MSAAI,Direct,/admissions/,2,-1,12,4,0,0,0,0
EML,Direct,/engineering-leadership/,2,-8,2,-8,0,0,0,0
MSLDT,Referral,/top-instructional-design-software/,2,1,2,1,0,0,0,0
MED,Direct,/resources/inside-look-med-webinar-thank-you/,2,1,2,-1,1,1,0.5,0.5
MTS,Email,/masters-theological-studies/apply/,2,-3,2,-2,0,0,0,0
LEPSL,Direct,/faculty/jay-bishop/,2,-3,2,-3,0,0,0,0
Default - (not set),Email,/tuition-financial-aid/,2,,3,,0,,0,
MSHA,Paid Search,/humanitarian-aid-certificate-courses/,2,,3,,0,,0,
Data Science,Referral,/career-data-mining/,2,-28,1,-29,0,0,0,0
Default - (not set),Organic Search,/student-support/chuck-bane/,2,,2,,0,,0,
Default - (not set),Organic Search,/blog/humanitarian-nonprofit/,2,,1,,0,,0,
MED,Organic Search,/online-programs/,2,-21,6,-77,0,0,0,0
MESH,Organic Search,/classes/environmental-justice/,2,-1,3,-2,0,0,0,0
Data Science,Direct,/data-analyst-vs-data-scientist/,2,1,2,1,0,0,0,0
MED,Direct,/faculty/amanda-roth/,2,0,4,2,0,0,0,0
MSNNL,Direct,/nursing-leadership-roles/,2,,2,,0,,0,
MED,Referral,/online-teaching-strategies/,2,,3,,0,,0,
MSITL,Organic Search,/masters-information-technology-leadership/classes/cyber-security-pathway/,2,,2,,0,,0,
MED,Direct,/online-teaching-strategies/,2,-2,2,-2,0,0,0,0
Default - (not set),Direct,/effective-	educationalleadership/,2,,2,,0,,0,
MSHA,Email,/masters-humanitarian-action/lp/humanitarian-action/,2,,4,,0,,0,
CyberOps,Direct,/masters-cyber-security-engineering/classes/,2,0,3,-12,0,-2,0,-1
MTS,Paid Search,/resources/7-applications-of-theology-degree-ebook/,2,,1,,0,,0,
CyberEng,Organic Search,/chief-information-security-officer/,2,-11,2,-12,0,0,0,0
CyberOps,Direct,/women-cyber-security-reasons-to-enter-field/,2,-1,2,-1,0,0,0,0
MTS,Organic Search,/classes/introduction-to-franciscan-theology/,2,1,3,2,0,0,0,0
LEPSL,Direct,/classes/public-safety-law/,2,1,1,-3,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/testimonials/,2,0,2,1,0,0,0,0
MESH,Email,/masters-engineering-sustainability-health/,2,-5,2,-8,0,0,0,0
MTS,Email,/st-francis-of-assisi-and-franciscan-theology/,2,,7,,0,,0,
Default - (not set),Direct,/top-100-cybersecurity-companies/,2,,5,,0,,0,
MED,Email,/masters-education/specializations/curriculum-and-instruction/,2,-2,2,1,0,0,0,0
EML,Direct,/engineering-masters-scholarships/,2,-9,2,-9,0,0,0,0
MSAAI,Direct,/machine-learning-bootcamps/,2,-7,2,-8,0,0,0,0
Informatics,Display,/masters-health-informatics/,2,,5,,0,,0,
"Default - business-entrepreneurship,computer-science,engineering,technology",Direct,/,2,,3,,0,,0,
LEPSL,Direct,/masters-law-enforcement-leadership/lp/,2,-25,3,-28,0,0,0,0
MSLDT,Referral,ctional-design-certificate-vs-masters-degree/,2,1,2,-1,0,0,0,0
MED,Organic Search,/classes/educational-research-methodology/,2,-2,1,-3,0,0,0,0
Data Science,Direct,/how-to-become-data-analytics-manager/,2,-4,2,-4,0,0,0,0
MSITL,Unknown - perplexity / (not set),/it-job-titles/,2,,4,,1,,0.5,
Default - (not set),Organic Search,/entrepreneurship-degree-worth-it/,2,,2,,0,,0,
MTS,Organic Search,/programs/,2,-4,5,-36,0,0,0,0
MED,Organic Social,/per-pupil-education-spending-by-state/,2,,2,,0,,0,
MSITL,Organic Search,.translate.goog/information-technology-trends/,2,-2,2,-1,0,0,0,0
MED,Organic Search,/vanessa-araiza/,2,0,2,-1,0,0,0,0
MSHA,Referral,/masters-humanitarian-action/lp/dyna/,2,-11,2,-11,0,0,0,0
CyberEng,Organic Search,/usd-cybersecurity-degree-program-receives-national-award/,2,1,2,-2,0,0,0,0
Informatics,Direct,/classes/systems-analysis-design-health-care-informatics/,2,1,3,2,0,0,0,0
MESH,Organic Search,/programs/,2,-2,16,0,1,1,0.5,0.5
LEPSL,Organic Search,/classes/integrative-capstone/,2,-1,2,-1,0,0,0,0
LEPSL,Direct,/faculty/jeffrey-jordon/,2,0,2,0,0,0,0,0
CyberOps,Direct,/is-a-cyber-security-engineering-degree-right-for-you/,2,-3,2,-3,0,0,0,0
MTS,Direct,/masters-theological-studies/careers/,2,-2,2,-7,0,0,0,0
Default - (not set),Direct,/search/%253Cb%253Etest%253C%252Fb%253E,2,,2,,0,,0,
EML,Organic Search,/advisory-board/silvia-de-dea/,2,0,2,0,0,0,0,0
LEPSL,Direct,/ambassador/geoffrey-decesari/,2,0,2,0,0,0,0,0
MSHA,Organic Search,.translate.goog/international-aid-worker-tips/,2,-48,3,-53,0,0,0,0
CyberOps,Direct,/resources/entry-level-cyber-security-career-guide/,2,0,2,0,0,0,0,0
CyberEng,Organic Search,/classes/digital-forensics-incident-response/,2,0,2,0,0,0,0,0
Informatics,Referral,/masters-health-informatics/,2,-9,3,-31,0,0,0,0
CyberOps,Organic Search,/cyber-security-salary-california/,2,,4,,0,,0,
LEPSL,Organic Search,/faculty/ryan-sheehy/,2,0,2,0,0,0,0,0
Default - (not set),Unknown - chatgpt.com / (not set),/admissions/,2,,1,,0,,0,
MSNNL,Organic Search,/masters-nursing-leadership/nursing-informatics-track/,2,,2,,0,,0,
MSHA,Organic Social,/humanitarian-intervention-success-stories/,2,-2,3,-1,0,0,0,0
Informatics,Organic Search,/advisory-board/birnbaum/,2,-1,2,-2,0,0,0,0
MSAAI,Unknown - perplexity / (not set),/artificial-intelligence-business/,2,,2,,0,,0,
CyberOps,Unknown - perplexity / (not set),/top-cyber-security-threats/,2,,2,,0,,0,
MTS,Direct,/blog/theology/,2,0,2,0,0,0,0,0
MSAAI,Unknown - perplexity / (not set),/application-of-ai-in-robotics/,2,,2,,0,,0,
MESH,Unknown - chatgpt.com / (not set),/sustainability-scholarships/,2,,3,,0,,0,
LEPSL,Direct,/5-law-enforcement-jobs-that-require-an-advanced-degree/,2,-1,5,2,0,0,0,0
MSITL,Direct,/masters-information-technology-leadership/lp/ppc/let-us-pay-for-your-msitl-application-fee/,2,1,2,-3,0,-1,0,-1
MSHA,Organic Social,/masters-humanitarian-action/,2,1,2,-2,0,0,0,0
MESH,Direct,/faculty/christopher-marquis/,2,0,2,0,0,0,0,0
MESH,Organic Search,/degree-in-public-health/,2,,2,,0,,0,
Informatics,Direct,/classes/informatics-capstone/,2,1,2,1,0,0,0,0
Default - (not set),Paid Search,/contact-us/,2,,2,,0,,0,
MTS,Direct,.translate.goog/biblical-studies-theology/,2,1,2,1,0,0,0,0
MTS,Organic Search,/finding-my-franciscan-voice-spotlight-on-denise-clare/,2,1,2,1,0,0,0,0
Default - business-entrepreneurship,Direct,/,2,,2,,0,,0,
CyberEng,Paid Search,/masters-cyber-security-engineering/program-outcomes/,2,-1,2,0,0,0,0,0
Informatics,Direct,/resources/health-informatics-careers-thank-you/,2,1,2,0,2,0,1,-1
MED,Direct,/classes/catholic-school-leadership-optional/,2,,2,,0,,0,
LEPSL,Organic Search,/law-enforcement-faculty-jeffrey-jordon/,2,,1,,0,,0,
MSLDT,Email,/masters-learning-design-technology/lp/dyna/,2,-2295,2,-2345,0,-12,0,-0.00522420548541576
MSITL,Organic Search,/faculty/raheleh-dilmaghani/,2,1,1,0,0,0,0,0
MSHA,Direct,/emergency-management-coordinator-career/,2,-7,2,-7,0,0,0,0
MSNNL,Referral,/masters-nursing-leadership/clinical-practicums/,2,,3,,1,,0.5,
MSLDT,Direct,/masters-learning-design-technology/resources/,2,-4,3,-1,0,0,0,0
MESH,Direct,/renewable-energy-consultant-career/,2,,2,,0,,0,
EML,Direct,/how-to-become-vp-engineering/,2,-45,2,-43,0,0,0,0
LEPSL,Organic Search,/ambassador/brian-george/,2,,2,,0,,0,
Informatics,Organic Search,/faculty/alfred-livingstone/,2,,2,,0,,0,
MED,Organic Search,/student-support/kelly-young/,2,0,2,0,0,0,0,0
MESH,Direct,/degree-in-public-health/,2,,1,,0,,0,
MED,Direct,/admissions/how-to-apply/,2,,12,,0,,0,
Default - (not set),Paid Search,/search/ai+/,2,,2,,0,,0,
LEPSL,Direct,/resilience-in-law-enforcement/,2,,2,,0,,0,
CyberOps,Direct,/faculty/thomas-plunkett/,2,0,2,0,0,0,0,0
MESH,Paid Search,/environmental-planner-career/,2,,5,,0,,0,
Default - (not set),Paid Social,/master-of-science-cyber-security-operations-leadership,2,-1,2,-1,0,0,0,0
MED,Organic Search,.translate.goog/mba-vs-emba-8-key-differences-comparison-table/,2,,2,,0,,0,
LEPSL,Organic Search,/ambassador/coleman-langdon/,2,-2,2,-2,0,0,0,0
Default - (not set),Paid Search,/masters-applied-data-science/lp/study-data-science/,2,,12,,0,,0,
MSNNL,Paid Search,/masters-nursing-leadership/scholarships/,2,,2,,0,,0,
Default - (not set),Direct,/blog/engineering/,2,0,2,0,0,0,0,0
MSNP,Organic Search,/faculty/lyn-corbett/,2,,1,,0,,0,
MSAAI,Direct,/admissions/how-to-apply/,2,0,4,-14,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/transfer-credit/fbina/,2,1,1,-2,0,0,0,0
MSAAI,Unknown - msaai flyer / brochure,/masters-applied-artificial-intelligence/,2,,4,,0,,0,
MSITL,Direct,/network-computer-systems-administrator-career/,2,,2,,0,,0,
MED,Organic Search,/jennifer-gagner/,2,1,2,1,0,0,0,0
MSITL,Organic Search,/masters-cyber-security-engineering/,2,,22,,0,,0,
MSAAI,Organic Search,/masters-health-informatics/,2,1,14,7,0,0,0,0
CyberOps,Organic Search,/network-administrator-career-salary-guide/,2,-7,6,-21,0,-1,0,-0.1111111111111111
MTS,Organic Social,/ways-to-deepen-your-faith/,2,-2,2,-9,0,0,0,0
CyberEng,Organic Search,/become-a-computer-forensics-analyst/,2,-114,2,-113,0,0,0,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/classes/,2,-2,2,-2,0,0,0,0
EML,Referral,/admissions/international-students/,2,,1,,0,,0,
CyberEng,Organic Search,/cybersecurity-masters-degree-comparison/,2,-45,2,-59,0,0,0,0
MTS,Direct,/a-season-of-hope-celebrating-all-souls-day-2021/,2,-1,3,0,0,0,0,0
MED,Direct,/7-tips-pursuing-masters-degree-working-full-time-education/,2,-6,3,-5,0,0,0,0
Default - (not set),Paid Social,/computer-science/,2,,2,,0,,0,
MSHA,Organic Search,.translate.goog/humanitarian-corridor/,2,,2,,0,,0,
MSAAI,Organic Search,/admissions/,2,1,6,2,0,0,0,0
Data Science,Unknown - chatgpt.com / (not set),/data-science-bootcamps/,2,,2,,0,,0,
MSAAI,Unknown - perplexity / (not set),/machine-learning-podcast/,2,,2,,0,,0,
LEPSL,Organic Search,/ambassador/maxime-schifano/,2,,2,,0,,0,
MSHA,Direct,/masters-humanitarian-action/lp/thank-you/,2,1,2,1,2,1,1,0
MTS,Organic Search,/faculty/joe-lonergan/,2,,2,,0,,0,
Data Science,Organic Search,/data-science-vs-computer-science/,2,-10,2,-12,0,0,0,0
MSHA,Paid Search,/top-humanitarian-degrees/,2,-1,2,0,0,0,0,0
MSNNL,Organic Search,/masters-nursing-leadership/apply/,2,,1,,0,,0,
MSAAI,Organic Social,/artificial-intelligence-jobs/,2,1,2,-5,0,0,0,0
MSAAI,Referral,/machine-learning-engineer-career/,2,-3,3,-2,0,0,0,0
MSLDT,Paid Search,/about/state-authorization-status/,2,,10,,1,,0.5,
MTS,Unknown - chatgpt.com / (not set),/biblical-studies-theology/,2,,2,,0,,0,
MSHA,Organic Search,/masters-humanitarian-action/faculty/,2,1,2,0,0,0,0,0
MSITL,Unknown - Data Not Available / Data Not Available,/masters-information-technology-leadership/lp/ppc/,2,,6,,0,,0,
MSLDT,Organic Search,/ambassador/hope-okorougo/,2,,2,,0,,0,
LEPSL,Email,/masters-law-enforcement-leadership/lp/request-info/,2,-948,1,-1484,0,-9,0,-0.009473684210526316
CyberEng,Direct,/masters-cyber-security-engineering/careers/,2,-3,2,-2,0,0,0,0
MSLDT,Direct,/instructional-design-cover-letter-guide/,2,,2,,0,,0,
LEPSL,Paid Search,/masters-law-enforcement-leadership/scholarships-grants/,2,0,2,1,0,0,0,0
LEPSL,Direct,/promoting-women-in-law-enforcement-leadership/,2,-4,5,1,0,0,0,0
MSAAI,Organic Search,/student-support/benn-joyce/,2,1,2,-1,0,0,0,0
LEPSL,Organic Search,/ambassador/samuel-gonzalez/,2,-2,2,-2,0,0,0,0
Default - (not set),Direct,/about/student-complaints/,2,,1,,0,,0,
MED,Organic Search,/dr-joseph-lathan-lifelong-advocate-for-educators-named-director-of-online-m-ed-at-university-of-san-diego/,2,0,4,2,0,0,0,0
LEPSL,Organic Search,/police-executive-research-forum-partners-with-university-of-san-diego/,2,,2,,0,,0,
MED,Referral,/masters-education/specializations/curriculum-and-instruction/,2,,1,,0,,0,
CyberOps,Organic Search,/cyber-security-coding/,2,-7,6,-30,0,0,0,0
MSLDT,Referral,/ai-instructional-design/,2,,3,,0,,0,
MSLDT,Referral,/masters-learning-design-technology/lp/instructional-design-for-teachers/,2,,1,,0,,0,
LEPSL,Direct,/ambassador/wes-herman/,2,0,2,0,0,0,0,0
MSAAI,Direct,/big-data-developer/,2,,2,,0,,0,
MESH,Paid Search,/masters-engineering-sustainability-health/board-of-advisors/,2,,1,,0,,0,
MED,Unknown - perplexity / (not set),/rethinking-education-assessment-types/,2,,2,,0,,0,
MSLDT,Organic Search,/ambassador/laurence-vogt-tetaz/,2,,2,,0,,0,
EML,Direct,/engineering-management-masters-worth-it/,2,-7,2,-10,0,0,0,0
Default - (not set),Direct,/jobs-after-mba-entrepreneurship/,2,1,2,1,0,0,0,0
MSNNL,Organic Search,/masters-nursing-leadership/advisory-board/,2,,2,,0,,0,
MSLDT,Direct,/instructional-designer-vs-elearning-developer/,2,-12,2,-11,0,0,0,0
CyberOps,Direct,/masters-cyber-security-engineering/let-us-pay-for-your-cse-program-application-fee/,2,,2,,2,,1,
LEPSL,Unknown - aocds-courier / offline,/masters-law-enforcement-leadership/lp/request-info/,2,-2,2,-2,0,0,0,0
MESH,Organic Social,/career-changes-for-engineers/,2,,1,,0,,0,
MSLDT,Paid Social,/masters-learning-design-technology/,2,1,2,1,0,0,0,0
MTS,Paid Social,/master-of-science-in-engineering-for-sustainability-and-health/lp/ppc/thank-you/,2,,2,,0,,0,
CyberOps,Organic Search,/faculty/paul-keener/,2,0,2,0,0,0,0,0
Default - (not set),Direct,ation-info/,2,,2,,0,,0,
Default - (not set),Direct,/instructional-design-portfolio/,2,,2,,0,,0,
Informatics,Organic Search,/faculty/wendy-cole/,2,0,1,-1,0,0,0,0
MED,Unknown - chatgpt.com / (not set),/co-teaching-models/,2,,3,,0,,0,
MED,Unknown - chatgpt.com / (not set),/complete-list-teaching-methods/,2,,4,,1,,0.5,
MED,Paid Search,/masters-education/scholarships-and-grants/,2,,1,,0,,0,
MSAAI,Referral,/ai-governance/,2,,4,,0,,0,
Informatics,Referral,/,2,,4,,0,,0,
Informatics,Organic Search,/student-support/ashley-dominguez/,2,0,2,0,0,0,0,0
MSHA,Direct,/forms/,2,,7,,1,,0.5,
MESH,Direct,/masters-engineering-sustainability-health/let-us-pay-for-your-msesh-program-application-fee/,2,0,2,0,1,1,0.5,0.5
Default - (not set),Direct,/employer-partnership/g2ops/,2,,2,,0,,0,
