program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
CyberEng,Paid Social,/masters-cyber-security-engineering/lp/cyber-security-degrees/,345,-343,353,-356,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/lp/study-health-informatics/,344,-209,438,-298,18,-18,0.05232558139534884,-0.01277387610917196
Default - (not set),Organic Search,/,332,329,500,490,0,0,0,0
Default - (not set),Paid Search,/,330,,551,,1,,0.0030303030303030303,
MSAAI,Organic Search,/ai-blogs/,329,-750,348,-742,1,1,0.00303951367781155,0.00303951367781155
MED,Organic Search,/brain-based-learning/,322,-688,338,-783,1,-2,0.003105590062111801,0.0001352930324088307
MSLDT,Paid Search,/masters-learning-design-technology/lp/study-learning-design-technology/,319,-855,398,-1061,20,-43,0.06269592476489028,0.009033233112420089
MSAAI,Direct,/artificial-intelligence-business/,314,88,311,67,0,0,0,0
MED,Direct,/life-skills-education-in-schools/,309,,342,,0,,0,
MSHA,Paid Social,/masters-humanitarian-action/lp/humanitarian-action/,308,-221,370,-223,28,10,0.09090909090909091,0.056882625880735525
MTS,Organic Search,/theology-careers/,305,-442,336,-452,2,2,0.006557377049180328,0.006557377049180328
MSAAI,Organic Search,/ai-ethicist-career/,302,-823,336,-949,0,-11,0,-0.009777777777777778
EML,Paid Search,/masters-engineering-management-leadership/lp/ppc/,284,-970,360,-1249,13,-42,0.045774647887323945,0.00191499876451693
MSITL,Organic Search,/it-job-titles/,283,-703,299,-666,0,0,0,0
CyberOps,Organic Search,/top-cyber-security-blogs-websites/,280,-1361,283,-1435,0,-1,0,-0.0006093845216331506
MSLDT,Organic Search,/instructional-design-models/,277,-160,270,-191,1,0,0.0036101083032490976,0.0013217787837982967
LEPSL,Organic Search,/10-innovative-police-technologies/,276,-1272,299,-1323,0,0,0,0
MED,Organic Search,/teacher-centered-vs-student-centered-learning/,272,-1601,320,-1933,6,-14,0.022058823529411766,0.01138076693571182
MSAAI,Organic Search,/masters-applied-artificial-intelligence/,269,-561,490,-1188,12,-14,0.04460966542750929,0.013284364222690012
MED,Organic Search,/effective-educational-leadership/,268,-1328,357,-1983,2,-19,0.007462686567164179,-0.005695208169677926
MTS,Direct,/what-is-liturgy/,265,12,293,52,0,0,0,0
MSLDT,Organic Search,/kirkpatrick-training-evaluation-model/,264,85,271,78,1,1,0.003787878787878788,0.003787878787878788
MSHA,Organic Search,/theory-of-change/,260,,233,,0,,0,
MSITL,Paid Social,/masters-information-technology-leadership/lp/ppc/,256,-216,325,-235,23,0,0.08984375,0.041114936440677964
MED,Paid Search,/masters-education/lp/online-med/,254,-524,351,-741,17,-48,0.06692913385826772,-0.01661842398234925
CyberOps,Direct,/top-cyber-security-threats/,254,-475,252,-588,0,0,0,0
MSLDT,Paid Social,/masters-learning-design-technology/lp/study-learning-design-technology/,250,-385,284,-458,14,-7,0.056,0.022929133858267718
MSNNL,Paid Social,/masters-nursing-leadership/lp/ppc/,250,,339,,17,,0.068,
CyberEng,Direct,/masters-cyber-security-engineering/,232,-149,262,-528,1,-8,0.004310344827586207,-0.01931170241650828
MED,Organic Search,/cooperative-learning-strategies/,232,-550,235,-577,0,-2,0,-0.0025575447570332483
MED,Referral,/education-inequity-and-homework/,232,-321,273,-364,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/,231,-506,395,-1228,3,-14,0.012987012987012988,-0.010079472766039928
MED,Organic Search,/what-is-educational-technology-definition-examples-impact/,230,-1385,269,-1557,1,0,0.004347826086956522,0.0037286310405168933
MSLDT,Paid Social,/masters-learning-design-technology/lp/instructional-design-for-teachers/,227,,252,,7,,0.030837004405286344,
MESH,Organic Search,/climate-change-careers/,227,-365,228,-373,0,-3,0,-0.005067567567567568
MSNP,Paid Search,/masters-nonprofit-leadership-management/lp/ppc/,226,-682,292,-874,13,-53,0.05752212389380531,-0.015165100775798211
EML,Organic Search,/future-engineering-trends/,225,,209,,0,,0,
Informatics,Paid Search,/masters-health-informatics/lp/health-informatics-for-nurses/,218,-438,255,-548,6,-24,0.027522935779816515,-0.018208771537256654
Informatics,Paid Search,/masters-health-informatics/lp/study-healthcare-analytics/,215,-330,238,-478,6,-28,0.027906976744186046,-0.03447834435673139
MTS,Organic Search,/catholic-charism-comparison/,211,13,230,14,0,0,0,0
MTS,Direct,/serving-god/,210,-340,227,-400,0,-1,0,-0.0018181818181818182
MSHA,Organic Search,/international-aid-worker-tips/,207,-490,214,-620,1,-9,0.004830917874396135,-0.009516284421156231
MSAAI,Organic Search,/entry-level-ai-careers/,204,-1071,226,-1204,0,-2,0,-0.001568627450980392
MED,Organic Search,/careers-masters-curriculum-instruction/,203,,227,,0,,0,
CyberEng,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,200,-682,230,-853,10,-49,0.05,-0.016893424036281177
MSAAI,Referral,/artificial-intelligence-education/,198,-185,208,-162,0,-1,0,-0.0026109660574412533
Informatics,Direct,/masters-health-informatics/,197,-121,280,-348,1,-3,0.005076142131979695,-0.0075024742202215635
CyberOps,Organic Search,/best-jobs-in-cyber-security/,196,-757,215,-963,2,0,0.01020408163265306,0.008105445745979399
MSAAI,Organic Search,/ai-trainer/,192,-698,266,-694,0,-3,0,-0.0033707865168539327
MSAAI,Organic Search,/careers-using-python/,191,-1489,199,-1578,0,-3,0,-0.0017857142857142857
MSNNL,Display,/director-of-nursing-career-guide/,184,,189,,0,,0,
LEPSL,Organic Search,/police-communication-important-today/,183,-396,202,-475,3,3,0.01639344262295082,0.01639344262295082
MED,Organic Search,/teaching-to-every-students-unique-learning-style/,183,-475,185,-834,1,-2,0.00546448087431694,0.0009052103575996149
MED,Direct,/effective-educational-leadership/,178,-192,209,-335,1,-2,0.0056179775280898875,-0.002490130580018221
MED,Organic Search,/rethinking-education-assessment-types/,177,73,179,85,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/,175,-11,244,-110,1,0,0.005714285714285714,0.0003379416282642085
CyberOps,Direct,/top-100-cybersecurity-companies/,174,-1326,172,-1645,0,0,0,0
MSAAI,Direct,/artificial-intelligence-jobs/,173,-397,184,-480,1,-1,0.005780346820809248,0.002271574890984687
MTS,Organic Search,/ministry-careers/,172,-363,184,-369,0,0,0,0
MSHA,Organic Search,/examples-of-social-change/,169,,186,,1,,0.005917159763313609,
MSAAI,Organic Search,/artificial-intelligence-finance/,169,-621,174,-645,0,-1,0,-0.0012658227848101266
MSLDT,Organic Search,/what-is-instructional-design-examples/,167,-411,203,-460,1,-3,0.005988023952095809,-0.0009323912728176863
MSAAI,Organic Search,/best-artificial-intelligence-degrees/,167,-766,199,-902,2,-7,0.011976047904191617,0.002329745653387758
MSLDT,Organic Search,/career-changes-for-teachers/,166,-141,172,-148,0,0,0,0
MED,Direct,/complete-list-teaching-methods/,166,-562,172,-790,1,-9,0.006024096385542169,-0.007712167350721567
MSLDT,Organic Search,/learning-objectives-examples/,166,,149,,0,,0,
MSLDT,Direct,/instructional-design-models/,160,17,169,45,1,0,0.00625,-0.0007430069930069927
MED,Direct,/teacher-centered-vs-student-centered-learning/,160,-321,160,-432,2,-8,0.0125,-0.00829002079002079
LEPSL,Organic Search,/what-is-intelligence-led-policing/,157,-403,167,-446,0,0,0,0
MSLDT,Organic Search,/job-aid-examples-template/,157,-310,145,-303,0,0,0,0
MSHA,Organic Search,/humanitarian-intervention-success-stories/,152,-213,145,-276,0,0,0,0
MED,Direct,/what-is-educational-technology-definition-examples-impact/,149,-236,163,-306,0,0,0,0
LEPSL,Email,/best-police-leadership-books/,149,148,181,181,0,0,0,0
MED,Organic Search,/adaptive-curriculum-for-special-education/,148,,147,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/,147,-68,251,-201,2,-1,0.013605442176870748,-0.00034804619522227527
CyberEng,Organic Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,146,62,146,53,0,-2,0,-0.023809523809523808
Data Science,Organic Search,/quantitative-analyst-career/,143,-950,151,-954,0,0,0,0
Default - (not set),Direct,/about/state-authorization-status/,142,,145,,0,,0,
MED,Organic Search,/inclusive-education-strategies/,142,-669,147,-760,0,-1,0,-0.0012330456226880395
MSHA,Paid Search,/masters-humanitarian-action/lp/humanitarian-action/,142,-392,215,-468,15,-25,0.1056338028169014,0.030727435775702902
MESH,Organic Search,/sustainability-scholarships/,138,-170,149,-184,0,-2,0,-0.006493506493506494
MSITL,Organic Search,/technology-degrees/,138,,152,,0,,0,
MSNP,Organic Search,/best-nonprofit-degrees/,137,123,162,138,3,3,0.021897810218978103,0.021897810218978103
MTS,Direct,/catholic-charism-comparison/,136,121,150,126,0,0,0,0
MED,Organic Search,/educational-resources-for-teachers/,133,-648,128,-678,0,-1,0,-0.0012804097311139564
CyberOps,Direct,/top-cyber-security-blogs-websites/,133,-269,126,-332,0,-2,0,-0.004975124378109453
MSHA,Organic Search,/top-humanitarian-degrees/,132,-244,161,-269,1,1,0.007575757575757576,0.007575757575757576
MSITL,Organic Search,/information-technology-trends/,132,-260,133,-280,0,-1,0,-0.002551020408163265
MTS,Organic Search,/ways-to-deepen-your-faith/,130,126,151,148,2,2,0.015384615384615385,0.015384615384615385
MTS,Paid Social,/masters-theological-studies/,129,119,140,129,1,1,0.007751937984496124,0.007751937984496124
Data Science,Paid Search,/masters-applied-data-science/lp/study-data-science/,128,-849,147,-1407,0,-67,0,-0.06857727737973388
LEPSL,Direct,/10-innovative-police-technologies/,126,-227,128,-285,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/,124,-83,230,-253,0,-7,0,-0.033816425120772944
EML,Organic Search,/senior-engineer-vs-tech-lead-vs-lead-engineer/,124,-787,118,-756,0,0,0,0
LEPSL,Organic Search,/what-style-police-leadership-most-effective/,123,-622,125,-689,0,0,0,0
MSAAI,Referral,/masters-applied-artificial-intelligence/,123,53,205,43,8,-3,0.06504065040650407,-0.09210220673635307
MED,Organic Search,/instructional-leadership/,118,5,115,-35,0,0,0,0
MED,Organic Search,/manage-cell-phones-in-class-tips/,117,,116,,0,,0,
MED,Direct,/masters-education/,115,-62,218,-156,4,0,0.034782608695652174,0.012183738639155
MESH,Organic Search,/ngo-careers/,115,-629,123,-649,0,-1,0,-0.0013440860215053765
MSNP,Organic Search,/nonprofit-grant-databases/,114,78,114,80,1,1,0.008771929824561403,0.008771929824561403
MSITL,Paid Search,/masters-information-technology-leadership/lp/ppc/,112,-306,202,-391,14,-14,0.125,0.05801435406698564
LEPSL,Organic Search,/faculty/wendy-patrick/,112,54,118,58,0,0,0,0
CyberOps,Organic Search,/ethical-hacker-career-salary-guide/,110,-915,126,-1021,1,-2,0.00909090909090909,0.0061640798226164075
LEPSL,Organic Search,/women-in-law-enforcement/,110,-294,123,-318,0,0,0,0
MESH,Organic Search,/community-health-degree-jobs/,110,-566,111,-573,0,0,0,0
MED,Direct,/best-masters-degrees-for-teachers/,109,-672,112,-846,0,0,0,0
MED,Referral,/life-skills-education-in-schools/,109,,128,,0,,0,
MTS,Organic Search,/why-study-theology/,109,-247,122,-290,0,0,0,0
MTS,Organic Search,/how-to-become-a-spiritual-director/,109,,124,,0,,0,
Informatics,Direct,/8-technologies-changing-healthcare/,108,-136,103,-174,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-scholarships/,108,-593,118,-642,1,-9,0.009259259259259259,-0.005006075976118773
MED,Direct,/differentiated-instruction/,108,-66,93,-90,0,0,0,0
MESH,Organic Search,/career-changes-for-engineers/,107,-216,115,-217,0,0,0,0
MSAAI,Organic Search,/machine-learning-podcast/,107,1,109,5,0,0,0,0
MED,Organic Search,/masters-education/,106,-66,191,-114,0,-4,0,-0.023255813953488372
EML,Organic Search,/engineering-manager-skills/,100,-135,105,-115,0,0,0,0
MED,Direct,/faculty/joseph-lathan/,99,55,116,58,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/,98,-48,176,-180,1,-3,0.01020408163265306,-0.017193178641319543
MED,Referral,/differentiated-instruction/,98,63,86,48,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/,97,-127,124,-339,1,-8,0.010309278350515464,-0.02986929307805597
CyberEng,Organic Search,/cyber-crime-investigator-career/,97,-567,97,-633,0,-1,0,-0.0015060240963855422
MESH,Organic Search,/6-best-urban-planning-careers-degree-salary-guide/,95,-285,97,-313,0,-2,0,-0.005263157894736842
CyberEng,Organic Search,/should-you-become-a-cyber-security-engineer/,94,-314,85,-361,0,-4,0,-0.00980392156862745
Data Science,Direct,/masters-applied-data-science/,93,-129,115,-287,1,-4,0.010752688172043012,-0.01176983435047951
MSAAI,Direct,/application-of-ai-in-robotics/,93,-1208,100,-1280,0,0,0,0
LEPSL,Email,/masters-law-enforcement-leadership/,92,20,147,-9,0,-5,0,-0.06944444444444445
MSLDT,Organic Search,/create-employee-training-program/,91,-943,89,-1012,0,-3,0,-0.0029013539651837525
MED,Organic Search,/faculty/joseph-lathan/,91,18,91,15,0,0,0,0
Informatics,Paid Social,/health-data-analyst/,90,-131,93,-154,0,-1,0,-0.004524886877828055
CyberEng,Organic Search,/black-vs-gray-vs-white-hat-hackers/,90,-215,89,-211,0,0,0,0
MSLDT,Organic Search,/top-instructional-design-software/,89,-81,84,-104,0,-1,0,-0.0058823529411764705
MED,Organic Search,/fastest-way-to-teaching-degree/,89,-24,100,-25,0,0,0,0
MTS,Direct,/masters-theological-studies/,88,-22,142,-86,5,2,0.056818181818181816,0.029545454545454545
MED,Organic Search,/co-teaching-models/,87,-197,81,-196,0,0,0,0
Default - (not set),Direct,/how-to-become-an-entrepreneur/,87,,88,,0,,0,
MSLDT,Organic Search,/addie-model-instructional-design/,87,40,78,-11,1,-1,0.011494252873563218,-0.031058938615798483
MESH,Organic Search,/jobs-that-make-difference/,86,-204,83,-210,0,0,0,0
MSAAI,Referral,/artificial-intelligence-business/,86,36,97,31,0,0,0,0
Data Science,Organic Search,/business-intelligence-certifications/,85,-125,109,-109,0,-1,0,-0.004761904761904762
MED,Organic Search,/steam-education-in-schools/,85,-570,110,-611,0,0,0,0
Data Science,Organic Search,/companies-hiring-data-scientists/,85,,94,,0,,0,
MSAAI,Direct,/masters-applied-artificial-intelligence/apply/,84,-114,121,-204,3,-10,0.03571428571428571,-0.02994227994227995
MTS,Organic Search,/jobs-for-catholics/,83,-232,103,-248,1,1,0.012048192771084338,0.012048192771084338
MSHA,Direct,/examples-of-social-change/,83,,83,,0,,0,
MED,Direct,/brain-based-learning/,83,-72,82,-82,1,1,0.012048192771084338,0.012048192771084338
MSNP,Organic Search,/nonprofit-jobs/,82,-89,94,-88,0,-1,0,-0.005847953216374269
MTS,Organic Search,/liturgy-of-the-hours/,82,,84,,0,,0,
MSHA,Organic Search,/logical-framework-approach/,82,,72,,0,,0,
LEPSL,Organic Search,/why-military-vets-should-consider-career-in-criminal-justice/,81,54,91,65,0,0,0,0
CyberEng,Organic Search,/masters-cyber-security-engineering/,80,-1,107,-59,2,-1,0.025,-0.012037037037037034
CyberOps,Referral,/top-cyber-security-threats/,80,-125,80,-175,0,0,0,0
MSITL,Organic Search,/it-organizational-structure/,78,,85,,0,,0,
MSHA,Organic Search,/international-affairs-careers/,78,-108,82,-104,0,0,0,0
MSHA,Direct,/how-to-become-diplomat/,78,40,83,43,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/,77,-2,114,-23,1,-2,0.012987012987012988,-0.02498767055729081
CyberEng,Organic Search,/cyber-security-statistics/,77,-32,71,-34,0,0,0,0
MSLDT,Organic Search,/educational-technology-jobs/,76,-60,80,-65,0,0,0,0
Informatics,Paid Social,/nursing-informatics-vs-health-informatics/,76,-131,78,-159,1,0,0.013157894736842105,0.008326976862445969
MSAAI,Referral,/ai-blogs/,75,70,87,83,0,0,0,0
MESH,Direct,/climate-change-careers/,74,-37,72,-43,0,0,0,0
MED,Organic Search,/per-pupil-education-spending-by-state/,73,20,78,15,0,0,0,0
MTS,Direct,/theology-careers/,73,-1,84,-3,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/lp/fop/,73,-149,75,-188,1,-7,0.0136986301369863,-0.022337405899049735
MSNP,Organic Search,/nonprofit-operations-career/,72,,76,,1,,0.013888888888888888,
MED,Organic Search,/differentiated-instruction/,72,-314,76,-334,0,0,0,0
EML,Organic Search,/engineering-management-leadership-certifications/,72,-192,69,-198,0,0,0,0
MSITL,Organic Search,/it-careers-after-help-desk/,71,-130,74,-129,0,0,0,0
MSLDT,Direct,/kirkpatrick-training-evaluation-model/,71,30,69,27,0,0,0,0
EML,Organic Search,/principal-engineer-vs-senior-engineer/,71,,71,,2,,0.028169014084507043,
MED,Organic Search,/teacher-cover-letter-examples/,70,-276,73,-256,4,4,0.05714285714285714,0.05714285714285714
MTS,Organic Search,/what-is-lay-ministry/,70,-267,68,-291,0,0,0,0
MSAAI,Direct,/ai-blogs/,70,-293,64,-303,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-courses-and-certifications/,70,-262,71,-276,0,0,0,0
Default - (not set),Direct,/programs/,70,,87,,0,,0,
MSHA,Direct,/theory-of-change/,69,,63,,0,,0,
MSHA,Organic Search,/types-of-advocacy/,69,,61,,0,,0,
MTS,Organic Search,/philosophy-degree-jobs/,69,-1088,70,-1134,0,0,0,0
CyberOps,Display,/masters-cyber-security-operations/lp/smartbrief-display/,69,-676,77,-717,15,-2,0.21739130434782608,0.19457251240151735
MSLDT,Direct,/masters-learning-design-technology/,69,-42,119,-99,2,1,0.028985507246376812,0.0199764982373678
LEPSL,Organic Search,/why-police-officer-education-is-important/,69,-33,74,-39,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/apply/,68,-30,99,-70,0,-4,0,-0.04081632653061224
MSAAI,Direct,/ai-ethicist-career/,67,-61,72,-90,0,-4,0,-0.03125
MSAAI,Direct,/artificial-intelligence-finance/,67,-100,69,-98,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/classes/,67,-38,70,-76,0,-8,0,-0.0761904761904762
MTS,Organic Search,/religious-vocational-discernment/,66,-167,67,-168,0,0,0,0
MTS,Organic Search,/how-to-become-a-catholic-school-teacher/,66,-125,77,-124,0,0,0,0
Default - (not set),Unknown - tradedesk / dooh,/,66,,66,,0,,0,
MESH,Organic Search,/environmental-justice-careers/,66,,78,,0,,0,
MED,Direct,/educational-resources-for-teachers/,65,0,69,2,1,1,0.015384615384615385,0.015384615384615385
MSNNL,Display,/masters-nursing-leadership/lp/nurse-cp/,65,,64,,0,,0,
Default - (not set),Organic Search,/student-support/office-of-financial-aid-services/,65,56,66,51,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/,64,,122,,2,,0.03125,
Default - (not set),Organic Search,/transformational-leadership/,64,,65,,0,,0,
MED,Organic Search,/master-education-vs-master-arts-teaching/,63,-357,67,-387,0,-3,0,-0.007142857142857143
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/criminal-justice/,63,-100,78,-124,9,-13,0.14285714285714285,0.007887817703768618
MSLDT,Organic Search,/how-to-become-a-curriculum-designer/,63,-163,69,-200,0,-4,0,-0.017699115044247787
MSLDT,Organic Search,/instructional-technology-tools/,63,-83,68,-95,0,0,0,0
MSAAI,Organic Search,/nlp-engineer-career/,62,-328,69,-388,1,0,0.016129032258064516,0.013564929693961952
Default - (not set),Direct,/admissions/,62,,71,,0,,0,
CyberEng,Direct,/masters-cyber-security-engineering/apply/,61,-69,63,-146,1,-3,0.01639344262295082,-0.01437578814627995
MSLDT,Direct,/what-is-instructional-design-examples/,61,-30,66,-28,0,-1,0,-0.01098901098901099
Default - (not set),Direct,/online-programs/,61,,66,,0,,0,
"Default - business-entrepreneurship,computer-science,technology",Organic Search,/ai-for-teachers/,61,,53,,0,,0,
MSNP,Organic Search,/grant-writer-career/,61,60,80,77,1,1,0.01639344262295082,0.01639344262295082
Default - (not set),Organic Search,/programs/,60,,82,,0,,0,
MED,Direct,/co-teaching-models/,60,35,55,31,0,0,0,0
MED,Direct,/best-paying-school-districts-ca-teachers/,60,52,59,51,0,0,0,0
CyberEng,Organic Search,/cybersecurity-vs-it-degree/,60,-130,62,-146,0,-1,0,-0.005263157894736842
MESH,Organic Search,/environmental-scientist-career/,59,-8,64,-11,0,-1,0,-0.014925373134328358
EML,Direct,/masters-engineering-management-leadership/,59,-52,89,-89,2,0,0.03389830508474576,0.015880287066727745
MTS,Paid Search,/masters-theological-studies/apply/,59,-33,69,-41,2,2,0.03389830508474576,0.03389830508474576
MSHA,Direct,/humanitarian-intervention-success-stories/,59,15,52,-2,0,0,0,0
Informatics,Paid Social,/masters-health-informatics/lp/request-info/,59,-317,65,-353,5,3,0.0847457627118644,0.0794266137756942
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/law-enforcement/,59,26,75,29,3,3,0.05084745762711865,0.05084745762711865
EML,Direct,/future-engineering-trends/,58,,64,,0,,0,
CyberOps,Direct,/ethical-hacker-career-salary-guide/,58,-35,59,-44,0,0,0,0
Default - (not set),Organic Search,/student-support/one-stop-student-center/,58,,69,,0,,0,
MTS,Organic Search,/how-to-get-more-involved-in-church/,57,-491,62,-528,0,-1,0,-0.0018248175182481751
MSNNL,Unknown - social / social,/director-of-nursing-career-guide/,57,,57,,0,,0,
MED,Direct,/inclusive-education-strategies/,57,-187,49,-255,0,0,0,0
MED,Referral,/teacher-centered-vs-student-centered-learning/,57,1,66,2,0,-1,0,-0.017857142857142856
MESH,Direct,/ngo-careers/,56,-341,64,-418,0,-4,0,-0.010075566750629723
MESH,Direct,/high-paying-environmental-jobs/,56,,56,,0,,0,
CyberEng,Display,/masters-cyber-security-engineering/lp/smartbrief-display/,56,-176,60,-205,11,-11,0.19642857142857142,0.10160098522167488
Data Science,Organic Search,/data-science-vs-software-engineering/,56,-452,55,-484,1,-3,0.017857142857142856,0.00998312710911136
MESH,Organic Search,/top-degrees-for-social-justice-careers/,55,-82,64,-86,1,1,0.01818181818181818,0.01818181818181818
MSAAI,Organic Search,/machine-learning-engineer-career/,55,-168,52,-171,0,0,0,0
MSHA,Direct,/humanitarian-careers/,55,-117,54,-137,0,-2,0,-0.011627906976744186
MSNP,Organic Search,/ngo-vs-nonprofit/,55,,58,,0,,0,
MSHA,Organic Search,/social-advocacy-definition/,54,,62,,0,,0,
Data Science,Organic Search,/best-degrees-data-science/,54,-382,60,-429,0,-2,0,-0.0045871559633027525
Informatics,Organic Search,/health-information-technology-jobs-salary/,54,-1017,60,-1118,0,0,0,0
MESH,Organic Search,/blog-msph-vs-mph-degree-comparison/,53,-137,63,-147,0,-1,0,-0.005263157894736842
MED,Organic Search,/teach-in-private-or-public-school/,53,,53,,0,,0,
MTS,Organic Search,/nature-spirituality/,53,-246,60,-277,0,0,0,0
