program_category,default_channel,Landing_page,Session,sessions_mom_difference,Pageview,pageview_mom_difference,Conversions,conversions_mom_difference,Conversion_Rate,conversion_rate_mom_percent_difference
Default - (not set),Paid Search,/,330,174,551,311,1,1,0.0030303030303030303,0.0030303030303030303
MSAAI,Organic Search,/ai-blogs/,329,-27,348,-1,1,0,0.00303951367781155,0.0002305249137666064
MED,Organic Search,/brain-based-learning/,322,55,338,68,1,0,0.003105590062111801,-0.0006397282899481241
MSLDT,Paid Search,/masters-learning-design-technology/lp/study-learning-design-technology/,319,212,398,243,20,8,0.06269592476489028,-0.049453607945390096
MSAAI,Direct,/artificial-intelligence-business/,314,-105,311,-107,0,0,0,0
MED,Direct,/life-skills-education-in-schools/,309,148,342,179,0,0,0,0
MSHA,Paid Social,/masters-humanitarian-action/lp/humanitarian-action/,308,-71,370,-92,28,-8,0.09090909090909091,-0.004077716478771878
MTS,Organic Search,/theology-careers/,305,97,336,108,2,2,0.006557377049180328,0.006557377049180328
MSAAI,Organic Search,/ai-ethicist-career/,302,25,336,43,0,0,0,0
EML,Paid Search,/masters-engineering-management-leadership/lp/ppc/,284,161,360,201,13,3,0.045774647887323945,-0.035526165120806134
MSITL,Organic Search,/it-job-titles/,283,76,299,83,0,0,0,0
CyberOps,Organic Search,/top-cyber-security-blogs-websites/,280,86,283,101,0,0,0,0
MSLDT,Organic Search,/instructional-design-models/,277,97,270,99,1,0,0.0036101083032490976,-0.0019454472523064582
LEPSL,Organic Search,/10-innovative-police-technologies/,276,-102,299,-94,0,0,0,0
MED,Organic Search,/teacher-centered-vs-student-centered-learning/,272,48,320,69,6,1,0.022058823529411766,-0.0002626050420168058
MSAAI,Organic Search,/masters-applied-artificial-intelligence/,269,49,490,122,12,5,0.04460966542750929,0.012791483609327477
MED,Organic Search,/effective-educational-leadership/,268,78,357,88,2,0,0.007462686567164179,-0.003063629222309505
MTS,Direct,/what-is-liturgy/,265,158,293,167,0,0,0,0
MSLDT,Organic Search,/kirkpatrick-training-evaluation-model/,264,64,271,101,1,1,0.003787878787878788,0.003787878787878788
MSHA,Organic Search,/theory-of-change/,260,5,233,2,0,0,0,0
MSITL,Paid Social,/masters-information-technology-leadership/lp/ppc/,256,189,325,257,23,23,0.08984375,0.08984375
MED,Paid Search,/masters-education/lp/online-med/,254,140,351,157,17,5,0.06692913385826772,-0.038334024036469114
CyberOps,Direct,/top-cyber-security-threats/,254,58,252,62,0,0,0,0
MSNNL,Paid Social,/masters-nursing-leadership/lp/ppc/,250,222,339,308,17,15,0.068,-0.0034285714285714197
MSLDT,Paid Social,/masters-learning-design-technology/lp/study-learning-design-technology/,250,211,284,243,14,13,0.056,0.03035897435897436
MED,Referral,/education-inequity-and-homework/,232,61,273,107,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/,232,127,262,124,1,0,0.004310344827586207,-0.005213464696223318
MED,Organic Search,/cooperative-learning-strategies/,232,-15,235,-37,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/,231,22,395,88,3,0,0.012987012987012988,-0.0013670539986329455
MED,Organic Search,/what-is-educational-technology-definition-examples-impact/,230,72,269,87,1,0,0.004347826086956522,-0.001981287837094111
MESH,Organic Search,/climate-change-careers/,227,83,228,86,0,0,0,0
MSLDT,Paid Social,/masters-learning-design-technology/lp/instructional-design-for-teachers/,227,,252,,7,,0.030837004405286344,
MSNP,Paid Search,/masters-nonprofit-leadership-management/lp/ppc/,226,81,292,105,13,10,0.05752212389380531,0.036832468721391516
EML,Organic Search,/future-engineering-trends/,225,103,209,83,0,-2,0,-0.01639344262295082
Informatics,Paid Search,/masters-health-informatics/lp/health-informatics-for-nurses/,218,104,255,118,6,2,0.027522935779816515,-0.007564783518429097
Informatics,Paid Search,/masters-health-informatics/lp/study-healthcare-analytics/,215,74,238,56,6,1,0.027906976744186046,-0.007554016163615375
MTS,Organic Search,/catholic-charism-comparison/,211,-15,230,-12,0,0,0,0
MTS,Direct,/serving-god/,210,83,227,90,0,0,0,0
MSHA,Organic Search,/international-aid-worker-tips/,207,79,214,66,1,-1,0.004830917874396135,-0.010794082125603864
MSAAI,Organic Search,/entry-level-ai-careers/,204,126,226,140,0,0,0,0
MED,Organic Search,/careers-masters-curriculum-instruction/,203,24,227,41,0,0,0,0
CyberEng,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,200,91,230,82,10,5,0.05,0.004128440366972477
MSAAI,Referral,/artificial-intelligence-education/,198,79,208,70,0,0,0,0
Informatics,Direct,/masters-health-informatics/,197,9,280,-53,1,-2,0.005076142131979695,-0.010881304676530942
CyberOps,Organic Search,/best-jobs-in-cyber-security/,196,47,215,54,2,2,0.01020408163265306,0.01020408163265306
MSAAI,Organic Search,/ai-trainer/,192,10,266,83,0,-1,0,-0.005494505494505495
MSAAI,Organic Search,/careers-using-python/,191,72,199,75,0,0,0,0
MSNNL,Display,/director-of-nursing-career-guide/,184,,189,,0,,0,
LEPSL,Organic Search,/police-communication-important-today/,183,19,202,6,3,3,0.01639344262295082,0.01639344262295082
MED,Organic Search,/teaching-to-every-students-unique-learning-style/,183,29,185,31,1,1,0.00546448087431694,0.00546448087431694
MED,Direct,/effective-educational-leadership/,178,45,209,53,1,0,0.0056179775280898875,-0.001900819464391315
MED,Organic Search,/rethinking-education-assessment-types/,177,45,179,47,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/,175,41,244,22,1,-1,0.005714285714285714,-0.009211087420042643
CyberOps,Direct,/top-100-cybersecurity-companies/,174,68,172,70,0,0,0,0
MSAAI,Direct,/artificial-intelligence-jobs/,173,-52,184,-44,1,0,0.005780346820809248,0.0013359023763648038
MTS,Organic Search,/ministry-careers/,172,13,184,12,0,-1,0,-0.006289308176100629
MSHA,Organic Search,/examples-of-social-change/,169,-3,186,14,1,1,0.005917159763313609,0.005917159763313609
MSAAI,Organic Search,/artificial-intelligence-finance/,169,2,174,0,0,0,0,0
MSAAI,Organic Search,/best-artificial-intelligence-degrees/,167,21,199,29,2,-1,0.011976047904191617,-0.008571897301287833
MSLDT,Organic Search,/what-is-instructional-design-examples/,167,16,203,47,1,-2,0.005988023952095809,-0.013879525716778364
MSLDT,Organic Search,/learning-objectives-examples/,166,59,149,41,0,0,0,0
MSLDT,Organic Search,/career-changes-for-teachers/,166,6,172,3,0,-2,0,-0.0125
MED,Direct,/complete-list-teaching-methods/,166,-35,172,-24,1,1,0.006024096385542169,0.006024096385542169
MSLDT,Direct,/instructional-design-models/,160,106,169,121,1,1,0.00625,0.00625
MED,Direct,/teacher-centered-vs-student-centered-learning/,160,68,160,67,2,2,0.0125,0.0125
MSLDT,Organic Search,/job-aid-examples-template/,157,43,145,33,0,0,0,0
LEPSL,Organic Search,/what-is-intelligence-led-policing/,157,12,167,3,0,0,0,0
MSHA,Organic Search,/humanitarian-intervention-success-stories/,152,41,145,28,0,0,0,0
LEPSL,Email,/best-police-leadership-books/,149,,181,,0,,0,
MED,Direct,/what-is-educational-technology-definition-examples-impact/,149,58,163,65,0,0,0,0
MED,Organic Search,/adaptive-curriculum-for-special-education/,148,9,147,3,0,-1,0,-0.007194244604316547
LEPSL,Organic Search,/masters-law-enforcement-leadership/,147,20,251,-6,2,-1,0.013605442176870748,-0.01001660506722374
CyberEng,Organic Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,146,125,146,124,0,0,0,0
Data Science,Organic Search,/quantitative-analyst-career/,143,2,151,4,0,0,0,0
Default - (not set),Direct,/about/state-authorization-status/,142,-11,145,-9,0,0,0,0
MSHA,Paid Search,/masters-humanitarian-action/lp/humanitarian-action/,142,73,215,137,15,12,0.1056338028169014,0.06215554194733619
MED,Organic Search,/inclusive-education-strategies/,142,-36,147,-38,0,0,0,0
MESH,Organic Search,/sustainability-scholarships/,138,18,149,7,0,0,0,0
MSITL,Organic Search,/technology-degrees/,138,44,152,51,0,0,0,0
MSNP,Organic Search,/best-nonprofit-degrees/,137,9,162,4,3,3,0.021897810218978103,0.021897810218978103
MTS,Direct,/catholic-charism-comparison/,136,93,150,103,0,0,0,0
CyberOps,Direct,/top-cyber-security-blogs-websites/,133,20,126,14,0,0,0,0
MED,Organic Search,/educational-resources-for-teachers/,133,-20,128,-34,0,0,0,0
MSHA,Organic Search,/top-humanitarian-degrees/,132,20,161,13,1,-1,0.007575757575757576,-0.01028138528138528
MSITL,Organic Search,/information-technology-trends/,132,-25,133,-30,0,0,0,0
MTS,Organic Search,/ways-to-deepen-your-faith/,130,33,151,46,2,2,0.015384615384615385,0.015384615384615385
MTS,Paid Social,/masters-theological-studies/,129,128,140,139,1,1,0.007751937984496124,0.007751937984496124
Data Science,Paid Search,/masters-applied-data-science/lp/study-data-science/,128,71,147,72,0,0,0,0
LEPSL,Direct,/10-innovative-police-technologies/,126,-18,128,-7,0,0,0,0
EML,Organic Search,/senior-engineer-vs-tech-lead-vs-lead-engineer/,124,11,118,11,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/,124,14,230,31,0,-3,0,-0.02727272727272727
MSAAI,Referral,/masters-applied-artificial-intelligence/,123,30,205,28,8,-1,0.06504065040650407,-0.03173354314188302
LEPSL,Organic Search,/what-style-police-leadership-most-effective/,123,35,125,30,0,0,0,0
MED,Organic Search,/instructional-leadership/,118,28,115,16,0,0,0,0
MED,Organic Search,/manage-cell-phones-in-class-tips/,117,-44,116,-73,0,0,0,0
MED,Direct,/masters-education/,115,9,218,68,4,2,0.034782608695652174,0.015914684167350288
MESH,Organic Search,/ngo-careers/,115,53,123,61,0,0,0,0
MSNP,Organic Search,/nonprofit-grant-databases/,114,36,114,36,1,1,0.008771929824561403,0.008771929824561403
LEPSL,Organic Search,/faculty/wendy-patrick/,112,46,118,51,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/lp/ppc/,112,37,202,82,14,8,0.125,0.045
CyberOps,Organic Search,/ethical-hacker-career-salary-guide/,110,-27,126,-29,1,1,0.00909090909090909,0.00909090909090909
LEPSL,Organic Search,/women-in-law-enforcement/,110,-64,123,-61,0,0,0,0
MESH,Organic Search,/community-health-degree-jobs/,110,36,111,34,0,0,0,0
MED,Direct,/best-masters-degrees-for-teachers/,109,27,112,27,0,0,0,0
MTS,Organic Search,/why-study-theology/,109,39,122,43,0,0,0,0
MTS,Organic Search,/how-to-become-a-spiritual-director/,109,25,124,31,0,0,0,0
MED,Referral,/life-skills-education-in-schools/,109,104,128,124,0,0,0,0
Informatics,Direct,/8-technologies-changing-healthcare/,108,10,103,-5,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-scholarships/,108,-37,118,-38,1,1,0.009259259259259259,0.009259259259259259
MED,Direct,/differentiated-instruction/,108,64,93,49,0,0,0,0
MSAAI,Organic Search,/machine-learning-podcast/,107,13,109,11,0,0,0,0
MESH,Organic Search,/career-changes-for-engineers/,107,62,115,61,0,0,0,0
MED,Organic Search,/masters-education/,106,2,191,-31,0,-2,0,-0.019230769230769232
EML,Organic Search,/engineering-manager-skills/,100,1,105,4,0,0,0,0
MED,Direct,/faculty/joseph-lathan/,99,17,116,8,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/,98,26,176,60,1,0,0.01020408163265306,-0.0036848072562358277
MED,Referral,/differentiated-instruction/,98,96,86,84,0,0,0,0
CyberEng,Organic Search,/cyber-crime-investigator-career/,97,17,97,17,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/,97,19,124,23,1,-4,0.010309278350515464,-0.053793285752048635
MESH,Organic Search,/6-best-urban-planning-careers-degree-salary-guide/,95,-3,97,-2,0,0,0,0
CyberEng,Organic Search,/should-you-become-a-cyber-security-engineer/,94,34,85,24,0,0,0,0
Data Science,Direct,/masters-applied-data-science/,93,21,115,19,1,-2,0.010752688172043012,-0.030913978494623653
MSAAI,Direct,/application-of-ai-in-robotics/,93,-67,100,-57,0,0,0,0
LEPSL,Email,/masters-law-enforcement-leadership/,92,64,147,100,0,0,0,0
MED,Organic Search,/faculty/joseph-lathan/,91,37,91,25,0,0,0,0
MSLDT,Organic Search,/create-employee-training-program/,91,3,89,4,0,0,0,0
CyberEng,Organic Search,/black-vs-gray-vs-white-hat-hackers/,90,18,89,17,0,0,0,0
Informatics,Paid Social,/health-data-analyst/,90,,93,,0,,0,
MED,Organic Search,/fastest-way-to-teaching-degree/,89,87,100,97,0,0,0,0
MSLDT,Organic Search,/top-instructional-design-software/,89,14,84,11,0,0,0,0
MTS,Direct,/masters-theological-studies/,88,42,142,72,5,4,0.056818181818181816,0.03507905138339921
Default - (not set),Direct,/how-to-become-an-entrepreneur/,87,-47,88,-60,0,0,0,0
MSLDT,Organic Search,/addie-model-instructional-design/,87,11,78,-11,1,0,0.011494252873563218,-0.0016636418632788863
MED,Organic Search,/co-teaching-models/,87,14,81,3,0,0,0,0
MESH,Organic Search,/jobs-that-make-difference/,86,33,83,31,0,0,0,0
MSAAI,Referral,/artificial-intelligence-business/,86,-14,97,-9,0,0,0,0
Data Science,Organic Search,/business-intelligence-certifications/,85,45,109,68,0,0,0,0
Data Science,Organic Search,/companies-hiring-data-scientists/,85,31,94,38,0,0,0,0
MED,Organic Search,/steam-education-in-schools/,85,9,110,30,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/apply/,84,33,121,46,3,-1,0.03571428571428571,-0.042717086834733894
MTS,Organic Search,/jobs-for-catholics/,83,30,103,30,1,1,0.012048192771084338,0.012048192771084338
MSHA,Direct,/examples-of-social-change/,83,29,83,31,0,0,0,0
MED,Direct,/brain-based-learning/,83,-16,82,-22,1,1,0.012048192771084338,0.012048192771084338
MTS,Organic Search,/liturgy-of-the-hours/,82,15,84,2,0,0,0,0
MSHA,Organic Search,/logical-framework-approach/,82,-22,72,-19,0,0,0,0
MSNP,Organic Search,/nonprofit-jobs/,82,29,94,37,0,0,0,0
LEPSL,Organic Search,/why-military-vets-should-consider-career-in-criminal-justice/,81,20,91,29,0,0,0,0
CyberOps,Referral,/top-cyber-security-threats/,80,62,80,62,0,0,0,0
CyberEng,Organic Search,/masters-cyber-security-engineering/,80,-10,107,-56,2,2,0.025,0.025
MSHA,Organic Search,/international-affairs-careers/,78,13,82,14,0,-3,0,-0.046153846153846156
MSITL,Organic Search,/it-organizational-structure/,78,3,85,8,0,0,0,0
MSHA,Direct,/how-to-become-diplomat/,78,12,83,15,0,0,0,0
CyberEng,Organic Search,/cyber-security-statistics/,77,25,71,27,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/,77,19,114,37,1,1,0.012987012987012988,0.012987012987012988
MSLDT,Organic Search,/educational-technology-jobs/,76,32,80,23,0,-2,0,-0.045454545454545456
Informatics,Paid Social,/nursing-informatics-vs-health-informatics/,76,,78,,1,,0.013157894736842105,
MSAAI,Referral,/ai-blogs/,75,73,87,85,0,0,0,0
MESH,Direct,/climate-change-careers/,74,51,72,51,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/lp/fop/,73,26,75,26,1,1,0.0136986301369863,0.0136986301369863
MTS,Direct,/theology-careers/,73,42,84,45,0,0,0,0
MED,Organic Search,/per-pupil-education-spending-by-state/,73,4,78,7,0,0,0,0
MED,Organic Search,/differentiated-instruction/,72,-30,76,-31,0,0,0,0
EML,Organic Search,/engineering-management-leadership-certifications/,72,-7,69,-33,0,-2,0,-0.02531645569620253
MSNP,Organic Search,/nonprofit-operations-career/,72,18,76,24,1,1,0.013888888888888888,0.013888888888888888
EML,Organic Search,/principal-engineer-vs-senior-engineer/,71,35,71,36,2,2,0.028169014084507043,0.028169014084507043
MSITL,Organic Search,/it-careers-after-help-desk/,71,12,74,15,0,0,0,0
MSLDT,Direct,/kirkpatrick-training-evaluation-model/,71,-83,69,-59,0,0,0,0
Default - (not set),Direct,/programs/,70,9,87,17,0,0,0,0
MSAAI,Direct,/ai-blogs/,70,-16,64,-24,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-courses-and-certifications/,70,-8,71,-11,0,0,0,0
MTS,Organic Search,/what-is-lay-ministry/,70,15,68,15,0,0,0,0
MED,Organic Search,/teacher-cover-letter-examples/,70,29,73,30,4,2,0.05714285714285714,0.00836236933797909
CyberOps,Display,/masters-cyber-security-operations/lp/smartbrief-display/,69,,77,,15,,0.21739130434782608,
MSHA,Direct,/theory-of-change/,69,10,63,11,0,0,0,0
MTS,Organic Search,/philosophy-degree-jobs/,69,-25,70,-38,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/,69,9,119,-25,2,2,0.028985507246376812,0.028985507246376812
LEPSL,Organic Search,/why-police-officer-education-is-important/,69,43,74,42,0,0,0,0
MSHA,Organic Search,/types-of-advocacy/,69,37,61,30,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/apply/,68,36,99,23,0,-5,0,-0.15625
MSAAI,Direct,/artificial-intelligence-finance/,67,-19,69,-34,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/classes/,67,3,70,-1,0,0,0,0
MSAAI,Direct,/ai-ethicist-career/,67,-23,72,-17,0,0,0,0
Default - (not set),Unknown - tradedesk / dooh,/,66,5,66,5,0,0,0,0
MTS,Organic Search,/how-to-become-a-catholic-school-teacher/,66,10,77,12,0,0,0,0
MTS,Organic Search,/religious-vocational-discernment/,66,11,67,3,0,0,0,0
MESH,Organic Search,/environmental-justice-careers/,66,26,78,37,0,0,0,0
MSNNL,Display,/masters-nursing-leadership/lp/nurse-cp/,65,,64,,0,,0,
MED,Direct,/educational-resources-for-teachers/,65,32,69,26,1,0,0.015384615384615385,-0.014918414918414918
Default - (not set),Organic Search,/student-support/office-of-financial-aid-services/,65,43,66,45,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/,64,14,122,47,2,1,0.03125,0.01125
Default - (not set),Organic Search,/transformational-leadership/,64,-2,65,-9,0,0,0,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/criminal-justice/,63,38,78,41,9,6,0.14285714285714285,0.022857142857142854
MSLDT,Organic Search,/instructional-technology-tools/,63,1,68,3,0,-1,0,-0.016129032258064516
MSLDT,Organic Search,/how-to-become-a-curriculum-designer/,63,23,69,23,0,-1,0,-0.025
MED,Organic Search,/master-education-vs-master-arts-teaching/,63,4,67,1,0,0,0,0
MSAAI,Organic Search,/nlp-engineer-career/,62,-3,69,3,1,1,0.016129032258064516,0.016129032258064516
Default - (not set),Direct,/admissions/,62,-1,71,-5,0,0,0,0
MSNP,Organic Search,/grant-writer-career/,61,-30,80,-28,1,1,0.01639344262295082,0.01639344262295082
CyberEng,Direct,/masters-cyber-security-engineering/apply/,61,20,63,11,1,0,0.01639344262295082,-0.007996801279488205
"Default - business-entrepreneurship,computer-science,technology",Organic Search,/ai-for-teachers/,61,34,53,32,0,0,0,0
MSLDT,Direct,/what-is-instructional-design-examples/,61,1,66,-3,0,0,0,0
Default - (not set),Direct,/online-programs/,61,24,66,26,0,0,0,0
MED,Direct,/co-teaching-models/,60,39,55,30,0,0,0,0
Default - (not set),Organic Search,/programs/,60,8,82,-5,0,0,0,0
CyberEng,Organic Search,/cybersecurity-vs-it-degree/,60,26,62,28,0,0,0,0
MED,Direct,/best-paying-school-districts-ca-teachers/,60,7,59,4,0,0,0,0
MSHA,Direct,/humanitarian-intervention-success-stories/,59,34,52,27,0,0,0,0
MTS,Paid Search,/masters-theological-studies/apply/,59,37,69,43,2,2,0.03389830508474576,0.03389830508474576
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/law-enforcement/,59,49,75,65,3,3,0.05084745762711865,0.05084745762711865
EML,Direct,/masters-engineering-management-leadership/,59,8,89,23,2,1,0.03389830508474576,0.014290461947490861
Informatics,Paid Social,/masters-health-informatics/lp/request-info/,59,55,65,61,5,5,0.0847457627118644,0.0847457627118644
MESH,Organic Search,/environmental-scientist-career/,59,14,64,19,0,0,0,0
EML,Direct,/future-engineering-trends/,58,33,64,39,0,0,0,0
CyberOps,Direct,/ethical-hacker-career-salary-guide/,58,-1,59,-5,0,0,0,0
Default - (not set),Organic Search,/student-support/one-stop-student-center/,58,39,69,49,0,0,0,0
MED,Referral,/teacher-centered-vs-student-centered-learning/,57,46,66,53,0,0,0,0
MED,Direct,/inclusive-education-strategies/,57,-10,49,-19,0,0,0,0
MSNNL,Unknown - social / social,/director-of-nursing-career-guide/,57,,57,,0,,0,
MTS,Organic Search,/how-to-get-more-involved-in-church/,57,11,62,13,0,0,0,0
Data Science,Organic Search,/data-science-vs-software-engineering/,56,16,55,11,1,1,0.017857142857142856,0.017857142857142856
MESH,Direct,/ngo-careers/,56,-43,64,-51,0,0,0,0
CyberEng,Display,/masters-cyber-security-engineering/lp/smartbrief-display/,56,55,60,59,11,11,0.19642857142857142,0.19642857142857142
MESH,Direct,/high-paying-environmental-jobs/,56,8,56,10,0,0,0,0
MSAAI,Organic Search,/machine-learning-engineer-career/,55,-19,52,-27,0,0,0,0
MSHA,Direct,/humanitarian-careers/,55,12,54,-9,0,0,0,0
MSNP,Organic Search,/ngo-vs-nonprofit/,55,30,58,37,0,0,0,0
MESH,Organic Search,/top-degrees-for-social-justice-careers/,55,27,64,33,1,1,0.01818181818181818,0.01818181818181818
Informatics,Organic Search,/health-information-technology-jobs-salary/,54,-181,60,-196,0,-1,0,-0.00425531914893617
Data Science,Organic Search,/best-degrees-data-science/,54,10,60,14,0,0,0,0
MSHA,Organic Search,/social-advocacy-definition/,54,0,62,2,0,0,0,0
MSHA,Direct,/international-aid-worker-tips/,53,20,54,18,0,0,0,0
MTS,Organic Search,/nature-spirituality/,53,-15,60,-10,0,0,0,0
MESH,Organic Search,/blog-msph-vs-mph-degree-comparison/,53,-27,63,-18,0,0,0,0
MED,Organic Search,/teach-in-private-or-public-school/,53,15,53,12,0,0,0,0
Informatics,Paid Social,/what-skills-do-you-need-to-work-in-health-care-informatics/,52,,56,,0,,0,
CyberEng,Organic Search,/network-forensics-tools/,52,7,47,0,0,0,0,0
CyberEng,Organic Search,/cyber-security-vs-software-engineering/,52,18,55,22,0,0,0,0
Default - (not set),Organic Search,/bringing-a-product-to-market/,52,-1,56,11,0,0,0,0
MTS,Organic Search,/how-to-regain-your-faith/,51,-19,53,-28,0,-2,0,-0.02857142857142857
Default - (not set),Direct,/tuition-financial-aid/,51,18,75,15,0,0,0,0
MSAAI,Organic Social,/artificial-intelligence-education/,50,35,53,32,0,0,0,0
LEPSL,Organic Search,/top-5-trends-in-law-enforcement/,50,-12,54,-8,0,0,0,0
MSAAI,Display,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,50,,53,,1,,0.02,
MED,Direct,/teaching-to-every-students-unique-learning-style/,49,1,48,-2,0,0,0,0
MED,Direct,/rethinking-education-assessment-types/,49,20,51,23,0,0,0,0
Data Science,Organic Search,/data-communication/,49,0,47,-11,0,0,0,0
