program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
MSNNL,Direct,/masters-in-nursing-worth-it/,2,,2,,0,,0,
MSAAI,Organic Search,/advisory-board/vitor-carvalho/,2,,12,,0,,0,
MSNNL,Referral,/masters-nursing-leadership/lp/ppc/,2,,9,,1,,0.5,
MED,Unknown - chatgpt.com / (not set),/co-teaching-models/,2,,2,,0,,0,
MSLDT,Paid Social,/masters-learning-design-technology/lp/thank-you/,2,0,2,-4,1,0,0.5,0
MSAAI,Unknown - Keystone / ReadMoreSchoolWebsiteCTA,/masters-applied-artificial-intelligence/,2,-4,3,-8,0,0,0,0
MSLDT,Email,/learning-design-technology-careers/,2,,3,,0,,0,
LEPSL,Organic Search,/faculty/steven-weiss/,2,0,9,7,0,0,0,0
Informatics,Organic Search,/faculty/wendy-cole/,2,1,2,1,0,0,0,0
MSNP,Unknown - chatgpt.com / (not set),/nonprofit-operations-career/,2,,2,,0,,0,
MSNP,Paid Search,/masters-nonprofit-leadership-management/lp/thank-you/,2,0,2,1,2,2,1,1
MSAAI,Referral,/best-artificial-intelligence-degrees/,2,,2,,0,,0,
MED,Organic Search,.translate.goog/adaptive-curriculum-for-special-education/,2,,2,,0,,0,
Data Science,Direct,/masters-applied-data-science/lp/let-us-pay-for-your-msads-program-application-fee/,2,,1,,0,,0,
MED,Organic Search,.translate.goog/effective-educational-leadership/,2,-9,2,-11,0,0,0,0
MSAAI,Organic Search,/online-programs/,2,-5,20,-10,0,0,0,0
MSAAI,Direct,/masters-applied-data-science/,2,-6,12,-18,0,0,0,0
Informatics,Unknown - chatgpt.com / (not set),/masters-health-informatics/apply/,2,,2,,0,,0,
Data Science,Direct,/masters-data-analytics-worth-it/,2,-1,2,-1,0,0,0,0
MED,Direct,/when-teachers-become-learners/,2,,2,,0,,0,
MSLDT,Organic Search,/ambassador/cameron-salehi/,2,,19,,0,,0,
Informatics,Organic Search,/advisory-board/birnbaum/,2,,3,,0,,0,
LEPSL,Organic Search,/ambassador/john-hillenbrand/,2,0,3,1,0,0,0,0
Default - (not set),Direct,/faculty/carlton-c-oneal/,2,-1,2,-3,0,0,0,0
"Default - business-entrepreneurship,computer-science,technology",Unknown - chatgpt.com / (not set),/ai-for-teachers/,2,,2,,0,,0,
MED,Unknown - chatgpt.com / (not set),/teacher-centered-vs-student-centered-learning/,2,,2,,0,,0,
MESH,Paid Social,/master-of-science-in-engineering-for-sustainability-and-health/lp/ppc/thank-you/,2,,2,,2,,1,
MSAAI,Unknown - chatgpt.com / (not set),/masters-applied-artificial-intelligence/apply/,2,,2,,0,,0,
MED,Direct,/teaching-license-reciprocity-guide/,2,-2,2,-2,0,0,0,0
CyberOps,Organic Search,/faculty/william-hess/,2,0,3,-2,0,0,0,0
MSNNL,Organic Search,/masters-nursing-leadership/clinical-practicums/,2,,3,,0,,0,
MSHA,Organic Search,/resources/msha-how-a-masters-degree-can-benefit-your-humanitarian-career-thank-you/,2,,1,,0,,0,
LEPSL,Organic Search,/academic-credit-for-law-enforcement-training/,2,1,13,12,0,0,0,0
MSAAI,Direct,/classes/natural-language-processing-maai-520/,2,,2,,0,,0,
Data Science,Organic Search,/data-science-bootcamp-vs-masters-degree/,2,,2,,0,,0,
MSNP,Organic Search,/programs/,2,-2,13,-12,0,0,0,0
CyberOps,Organic Search,/is-a-cyber-security-certification-right-for-you/,2,-53,3,-51,0,0,0,0
MSLDT,Email,/kirkpatrick-training-evaluation-model/,2,,2,,0,,0,
EML,Direct,/about/online-learning/course-experience/,2,,5,,0,,0,
MED,Organic Search,/7-tips-pursuing-masters-degree-working-full-time-education/,2,-6,2,-6,0,0,0,0
MSNNL,Email,/masters-nursing-leadership/clinical-practicums/,2,,2,,0,,0,
MSHA,Referral,/types-of-advocacy/,2,,2,,0,,0,
Informatics,Direct,/what-is-medical-informatics/,2,-5,2,-7,0,0,0,0
MED,Unknown - chatgpt.com / (not set),/best-paying-school-districts-ca-teachers/,2,,2,,0,,0,
Data Science,Referral,/companies-hiring-data-scientists/,2,,1,,0,,0,
CyberOps,Organic Search,/faculty/donald-beidermann/,2,1,7,6,0,0,0,0
LEPSL,Organic Search,/ai-in-law-enforcement/,2,,2,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/criminology/,2,,2,,0,,0,
MSITL,Organic Search,.translate.goog/it-job-titles/,2,1,2,1,0,0,0,0
MED,Organic Search,/teacher-salary-by-state-since-2000/,2,-22,2,-26,0,0,0,0
EML,Organic Search,/faculty/gb-singh/,2,-1,2,-1,0,0,0,0
CyberEng,Direct,/cryptanalyst-career-guide/,2,-17,2,-19,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/lp/scholarship/,2,0,3,1,1,1,0.5,0.5
MSAAI,Organic Search,/faculty/saeed-esmaili-sardari/,2,0,2,0,0,0,0,0
CyberEng,Direct,/become-a-computer-forensics-analyst/,2,-6,2,-7,0,0,0,0
MSAAI,Unknown - perplexity / (not set),/ai-blogs/,2,,2,,0,,0,
LEPSL,Referral,/masters-law-enforcement-leadership/lp/lasdu/,2,-3,2,-4,0,0,0,0
Informatics,Direct,/advisory-board/ohagan/,2,0,2,0,0,0,0,0
MSNP,Organic Social,/grant-writing-for-nonprofits/,2,,1,,0,,0,
MSLDT,Paid Search,/masters-learning-design-technology/lp/uci/,2,,1,,0,,0,
MTS,Organic Search,.translate.goog/why-study-theology/,2,-29,2,-31,0,0,0,0
Data Science,Direct,/data-science-certifications/,2,-8,2,-8,0,0,0,0
MSAAI,Organic Search,/machine-learning-engineer-vs-data-scientist/,2,-11,2,-13,0,0,0,0
Data Science,Direct,/data-science/,2,,2,,0,,0,
LEPSL,Email,/masters-law-enforcement-leadership/students-agencies/,2,-106,2,-164,0,0,0,0
LEPSL,Referral,/promoting-women-in-law-enforcement-leadership/,2,-1,2,-2,0,0,0,0
MED,Direct,/teacher-salary-by-state-since-2000/,2,0,2,-2,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/student-services/,2,-6,3,-5,0,0,0,0
MSAAI,Referral,/,2,-5,2,-56,0,0,0,0
CyberOps,Direct,/how-to-pick-best-online-cyber-security-program/,2,-2,2,-5,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/lp/thank-you/,2,0,2,-4,2,2,1,1
MTS,Unknown - tablet / print,/masters-theological-studies/lp/dyna/,2,-3,1,-7,0,-2,0,-0.4
MTS,Referral,/nature-spirituality/,2,-5,1,-11,0,0,0,0
Data Science,Unknown - chatgpt.com / (not set),/data-scientist-salary-guide/,2,,2,,0,,0,
MSNNL,Paid Social,/masters-health-informatics/lp/health-informatics-for-nurses/,2,,9,,4,,2,
MSITL,Paid Search,/,2,-6,17,-47,0,0,0,0
LEPSL,Paid Social,/masters-law-enforcement-leadership/,2,,2,,0,,0,
Data Science,Organic Search,/are-coding-bootcamps-worth-it/,2,,2,,0,,0,
Informatics,Direct,/big-tech-invest-health-care-innovations-informatics/,2,-3,2,-3,0,0,0,0
Default - (not set),Paid Social,/resources/msaai-artificial-intelligence-self-assessment/,2,,2,,0,,0,
CyberEng,Direct,/faculty/doug-magedman/,2,0,2,0,0,0,0,0
MED,Unknown - copilot.com / (not set),/education-inequity-and-homework/,2,,2,,0,,0,
MTS,Paid Search,/master-of-theology-vs-divinity-vs-ministry-degrees/,2,-1,2,-7,0,0,0,0
Informatics,Unknown - chatgpt.com / (not set),/masters-health-informatics/,2,,3,,0,,0,
MSLDT,Email,/masters-learning-design-technology/lp/dyna/,2,-2645,2,-2902,0,-60,0,-0.022667170381564034
CyberEng,Direct,/cyber-incident-response/,2,,2,,0,,0,
MSAAI,Organic Social,/artificial-intelligence-courses-and-certifications/,2,,2,,0,,0,
Data Science,Organic Search,/faculty/parastoo-qarabaqi/,2,-1,2,-1,0,0,0,0
MSHA,Direct,/what-makes-a-good-humanitarian-important-skills/,2,-10,2,-15,0,0,0,0
Informatics,Organic Search,/career-health-care-informatics-ideal-foreign-medical-graduates/,2,-16,2,-21,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/ntoa/,2,,2,,0,,0,
MED,Direct,/masters-educational-technology-worth-it/,2,-2,4,0,0,0,0,0
MTS,Direct,/masters-theological-studies/careers/,2,-1,3,-1,0,0,0,0
MSHA,Referral,/humanitarian-careers/,2,-4,1,-3,1,1,0.5,0.5
MSNP,Organic Search,/search/manager/page/4/,2,,2,,0,,0,
MED,Organic Search,/top-ranked-master-of-education-degree/,2,,2,,0,,0,
Data Science,Referral,/data-science-vs-software-engineering/,2,-1,1,-2,0,0,0,0
MESH,Email,/masters-engineering-sustainability-health/classes/,2,0,4,1,0,0,0,0
Informatics,Paid Social,/healthcare/,2,,2,,0,,0,
MSLDT,Display,/masters-learning-design-technology/,2,-15,2,-9,0,0,0,0
Informatics,Direct,/nurse-leader-vs-nurse-manager/,2,,2,,0,,0,
EML,Organic Search,.translate.goog/chief-engineer-officer-career/,2,1,2,-3,0,0,0,0
MED,Direct,/resources/complete-guide-to-teacher-centered-vs-student-centered-learning-thank-you/,2,0,4,2,1,1,0.5,0.5
"Default - computer-science,engineering,technology",Paid Search,/masters-cyber-security-operations/lp/bva-cyber-security-operations-leadership/,2,,13,,0,,0,
MSAAI,Referral,/resources/msaai-online-artificial-intelligence-self-assessment/,2,,3,,0,,0,
CyberOps,Organic Search,/faculty/umesh-varma/,2,-2,3,0,0,0,0,0
MSITL,Direct,/masters-information-technology-leadership/classes/data-science-elective/,2,,2,,0,,0,
Default - (not set),Paid Social,/tuition-financial-aid/additional-funding-options/,2,,2,,0,,0,
MSAAI,Referral,/machine-learning-podcast/,2,,2,,0,,0,
MED,Email,/masters-education/specializations/steam/,2,1,1,0,0,0,0,0
MED,Paid Search,/resources/free-med-program-brochure-thank-you/,2,-4,1,-4,1,1,0.5,0.5
LEPSL,Paid Search,/top-ranked-law-enforcement-masters-degree/,2,1,1,-2,0,0,0,0
Informatics,Organic Social,/nurse-leader-vs-nurse-manager/,2,,2,,0,,0,
CyberOps,Direct,/cybersecurity-jobs-report/,2,-9,2,-7,0,0,0,0
Informatics,Direct,/masters-health-informatics/lp/study-healthcare-analytics/,2,-25,2,-36,0,-3,0,-0.1111111111111111
MSAAI,Organic Search,/study-artificial-intelligence-degree/,2,-25,2,-30,0,-1,0,-0.037037037037037035
MSAAI,Organic Search,/usd-gradright-partnership/,2,,2,,0,,0,
MSHA,Unknown - chatgpt.com / (not set),/masters-humanitarian-action/,2,,6,,0,,0,
MSNNL,Organic Search,/advisory-board/de-veyra/,2,,2,,0,,0,
MSITL,Direct,/masters-information-technology-leadership/classes/cyber-security-pathway/,2,,4,,0,,0,
Default - (not set),Referral,/student-support/military-and-veterans-program/,2,,1,,0,,0,
MSAAI,Referral,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,2,-7,2,-13,0,-1,0,-0.1111111111111111
LEPSL,Direct,/masters-law-enforcement-leadership/endorsements-testimonials/,2,-8,3,-10,0,0,0,0
Informatics,Unknown - Data Not Available / Data Not Available,/masters-health-informatics/lp/health-informatics-for-nurses/,2,,11,,1,,0.5,
Informatics,Direct,/faculty/jonathan-mack/,2,-2,2,-3,0,0,0,0
MESH,Organic Search,/faculty/jon-colon/,2,0,3,1,0,0,0,0
MSLDT,Organic Search,.translate.goog/addie-model-instructional-design/,2,,2,,0,,0,
CyberEng,Direct,/how-to-become-a-cyber-threat-hunter/,2,,2,,0,,0,
MESH,Direct,/faculty/willy-oppenheim/,2,-4,3,-3,0,0,0,0
EML,Organic Search,/engineering-management-vs-technical-track/,2,-29,3,-28,0,0,0,0
MSAAI,Organic Search,/blog/business-entrepreneurship/,2,1,6,5,0,0,0,0
LEPSL,Email,/masters-law-enforcement-leadership/ambassadors/,2,-234,3,-378,0,-2,0,-0.00847457627118644
MED,Referral,/resources/complete-guide-to-teacher-centered-vs-student-centered-learning/,2,,1,,0,,0,
Informatics,Paid Search,/classes/informatics-capstone/,2,,1,,0,,0,
MESH,Paid Search,/masters-engineering-sustainability-health/lp/ppc/thank-you/,2,,2,,2,,1,
MSNNL,Organic Social,/masters-nursing-leadership/nursing-informatics-track/,2,,2,,0,,0,
MSAAI,Unknown - chatgpt.com / (not set),/artificial-intelligence-finance/,2,,3,,0,,0,
Informatics,Email,/masters-health-informatics/health-informatics-track/,2,1,3,2,0,0,0,0
LEPSL,Organic Search,/federal-security-specialist-earns-law-enforcement-leadership-masters/,2,,2,,0,,0,
Default - (not set),Direct,/how-to-be-innovative-at-work/,2,,2,,0,,0,
MSAAI,Organic Social,/ai-blogs/,2,0,3,-3,0,0,0,0
Default - (not set),Referral,/admitted-students/,2,,2,,0,,0,
MSLDT,Organic Search,.translate.goog/instructional-designer-job/,2,,2,,0,,0,
MSAAI,Organic Search,.translate.goog/masters-applied-artificial-intelligence/,2,-2,3,-2,0,0,0,0
MTS,Display,/masters-theological-studies/classes/,2,,2,,0,,0,
MESH,Organic Search,/masters-engineering-sustainability-health/mesh-combined-degree/,2,1,4,1,0,0,0,0
Default - (not set),Direct,/how-to-create-a-tech-startup-company-in-12-steps-2/,2,-13,3,-18,0,0,0,0
Data Science,Organic Search,/change-career-to-data-science/,2,-4,1,-14,0,-1,0,-0.16666666666666666
MSAAI,Unknown - perplexity / (not set),/ai-impact-on-job-market/,2,,3,,0,,0,
MED,Paid Search,/masters-education/apply/,2,-3,1,-3,0,0,0,0
MTS,Direct,.translate.goog/master-of-theology-vs-divinity-vs-ministry-degrees/,2,-1,2,-1,0,0,0,0
Default - (not set),Paid Search,/leadership-management/,2,,2,,0,,0,
MSAAI,Referral,/nlp-engineer-career/,2,-3,2,-3,0,0,0,0
Default - (not set),Paid Search,/student-support/graduate-admissions/,2,,2,,0,,0,
MSNP,Referral,/nonprofit-grant-databases/,2,-42,2,-92,0,0,0,0
Default - (not set),Direct,/masters-cyber-security-engineering/apply/,2,,4,,0,,0,
MSAAI,Organic Search,/university-of-san-diegos-ms-in-applied-artificial-intelligence-launching-new-course-agentic-ai-systems-in-summer-2026/,2,,1,,0,,0,
MSAAI,Organic Search,/masters-cyber-security-operations/,2,1,8,-4,0,0,0,0
MSAAI,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,2,-6,9,-28,0,-6,0,-0.75
MTS,Direct,/tuition-financial-aid/tuition/,2,,14,,0,,0,
Informatics,Organic Search,.translate.goog/what-is-medical-informatics/,2,,2,,0,,0,
Default - (not set),Direct,/faculty/jack-mccready/,2,0,2,0,0,0,0,0
Data Science,Direct,/resources/planning-your-future-a-career-in-data-science/,2,-1,5,2,0,0,0,0
MSAAI,Direct,/resources/free-ms-aai-program-brochure-thank-you/,2,,2,,2,,1,
MSAAI,Direct,/programs/,2,-5,13,-23,0,0,0,0
CyberOps,Organic Search,/faculty/paul-keener/,2,-1,2,-2,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/faculty/,2,-4,1,-11,0,0,0,0
MTS,Direct,/masters-theological-studies/faculty/,2,-3,3,-1,0,0,0,0
Data Science,Direct,/ata-specialist-career/,2,-2,2,-2,0,0,0,0
CyberOps,Organic Search,.translate.goog/ceh-certification/,2,-28,2,-31,0,0,0,0
MSNP,Direct,/masters-engineering-sustainability-health/,2,1,5,1,0,0,0,0
MED,Direct,/masters-education-non-teachers-offers-options/,2,-7,2,-8,0,0,0,0
MSNP,Direct,/masters-health-informatics/,2,-2,27,-21,0,0,0,0
Informatics,Direct,/admissions/how-to-apply/,2,1,7,4,1,1,0.5,0.5
MTS,Organic Search,/classes/introduction-to-franciscan-theology/,2,,2,,0,,0,
Data Science,Referral,/storytelling-with-data-part-2/,2,-18,2,-19,0,0,0,0
MSHA,Unknown - linkedin / social,/resources/msha-how-a-masters-degree-can-benefit-your-humanitarian-career-thank-you/,2,,2,,0,,0,
MSITL,Unknown - Data Not Available / Data Not Available,/masters-information-technology-leadership/lp/ppc/,2,,2,,0,,0,
MSNNL,Direct,s-nursing-leadership/,2,,3,,0,,0,
MSHA,Direct,/humanitarian-aid-certificate-courses/,2,-21,2,-22,0,0,0,0
MESH,Organic Search,/faculty/necla-tschirgi/,2,-10,2,-9,0,0,0,0
MSLDT,Organic Search,/faculty/tameka-harris/,2,,2,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/endorsements-testimonials/,2,-5,1,-11,0,0,0,0
MESH,Affiliate,/masters-engineering-sustainability-health/lp/dyna/,2,-22,2,-39,0,-4,0,-0.16666666666666666
"Default - business-entrepreneurship,computer-science,technology",Organic Search,/is-a-masters-in-data-science-worth-it/,2,,2,,0,,0,
MTS,Organic Social,/what-is-liturgy/,2,,6,,0,,0,
MSLDT,Organic Search,/classes/introduction-to-instructional-learning-design/,2,-1,2,-5,0,0,0,0
LEPSL,Organic Search,/faculty/tyler-blondi/,2,-2,2,-2,0,0,0,0
CyberEng,Direct,/summer-cyber-security-program/,2,-6,2,-11,0,0,0,0
MSNP,Paid Search,/masters-nonprofit-leadership-management/app-waiver/,2,,2,,1,,0.5,
LEPSL,Direct,/faculty/matthew-odeane/,2,0,1,-1,0,0,0,0
MSAAI,Paid Search,/ai-ethicist-career/,2,,2,,0,,0,
MTS,Email,/masters-theological-studies/lp/ncr/,2,,3,,0,,0,
EML,Paid Search,/,2,-2,7,-19,0,0,0,0
Default - (not set),Organic Search,.translate.goog/how-to-start-a-business/,2,,2,,0,,0,
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/thank-you/,2,,1,,1,,0.5,
null,Direct,/education-inequity-and-homework/,2,,2,,0,,0,
CyberOps,Direct,/how-to-start-career-in-cyber-security/,2,-14,2,-14,0,0,0,0
Data Science,Organic Search,/data-science-masters-degrees-comparison/,2,-2,2,-2,0,0,0,0
MSNNL,Paid Search,/director-of-nursing-career-guide/,2,,1,,0,,0,
MSHA,Direct,/humanitarian-scholarships/,2,,2,,0,,0,
MSLDT,Direct,/masters-learning-design-technology/transfer-credit/,2,0,1,-1,0,0,0,0
MESH,Organic Search,/faculty/georgina-yeboah/,2,-7,1,-12,0,0,0,0
CyberOps,Organic Search,/blog-cissp-certification/,2,-8,2,-9,0,0,0,0
LEPSL,Organic Search,/faculty/bernie-colon/,2,-3,5,0,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/lp/dyna/,2,,3,,0,,0,
MSHA,Paid Social,/masters-humanitarian-action/classes/,2,1,2,1,0,0,0,0
MSAAI,Organic Search,/classes/data-analytics-and-internet-of-things-maai-530/,2,0,2,-1,0,0,0,0
Data Science,Organic Search,/faculty/ebrahim-k-tarshizi/,2,-1,4,-4,0,0,0,0
CyberOps,Direct,/master-of-science-in-cyber-security-or-mba/,2,-6,2,-6,0,0,0,0
MED,Email,/,2,,11,,1,,0.5,
Default - (not set),Referral,/about/,2,0,1,-2,0,0,0,0
Default - (not set),Paid Social,/master-of-science-cyber-security-operations-leadership,2,,2,,0,,0,
CyberEng,Direct,/masters-cyber-security-engineering/lp/smartbrief-display/,2,0,1,-1,0,0,0,0
LEPSL,Direct,/admissions/how-to-apply/,2,0,8,-5,0,0,0,0
MED,Direct,/best-jobs-in-cyber-security/,1,0,8,4,0,0,0,0
MED,Direct,/how-to-get-a-teaching-certificate/,1,-12,1,-12,0,0,0,0
MESH,Organic Search,/faculty/abd-el-wahed/,1,,1,,0,,0,
CyberOps,Organic Search,.translate.goog/how-to-become-a-security-consultant-career-guide/,1,-4,1,-6,0,0,0,0
MSAAI,Organic Search,/classes/natural-language-processing-maai-520/,1,-2,1,-2,0,0,0,0
Informatics,Referral,/health-information-management-vs-health-informatics/,1,0,1,0,0,0,0,0
MSNP,Direct,/resources/women-in-engineering-webinar/,1,,1,,0,,0,
Default - (not set),Organic Search,/data-science-vs-statistics/,1,,2,,0,,0,
MSAAI,Direct,/search/artificial+intelligence/,1,,5,,0,,0,
MTS,Unknown - Data Not Available / Data Not Available,/masters-theological-studies/apply/,1,,1,,0,,0,
MESH,Organic Search,/faculty/josephine-nabukenya/,1,-5,1,-10,0,0,0,0
CyberOps,Organic Search,/faculty/sahar-mosleh/,1,-3,1,-4,0,0,0,0
LEPSL,Unknown - chatgpt.com / (not set),/masters-law-enforcement-leadership/lp/rv-edu/,1,,3,,1,,1,
MSLDT,Unknown - chatgpt.com / (not set),/masters-learning-design-technology/classes/,1,,1,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/police/,1,-2,2,-1,0,0,0,0
EML,Referral,/lead-engineer-career/,1,,1,,0,,0,
Default - (not set),Email,/admissions/international-students/,1,,1,,0,,0,
MED,Direct,/search/Why+homework+is+not+healthy/,1,,1,,0,,0,
MSAAI,Unknown - chatgpt.com / (not set),/artificial-intelligence-jobs/,1,,1,,0,,0,
MSLDT,Paid Search,/masters-education/lp/online-med/,1,-7,0,-30,0,0,0,0
CyberEng,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-degrees/,1,,2,,0,,0,
Informatics,Paid Search,/data-science/,1,,3,,0,,0,
MED,Organic Search,/search/Is+Labuan+matcha+good+for+u/,1,,2,,0,,0,
MED,Organic Search,/search/Is+homework+necessary,1,,1,,0,,0,
MSAAI,Organic Search,/dall-e-2-the-next-step-in-visual-language-models/,1,-30,1,-28,0,0,0,0
MSAAI,Organic Search,/python-for-data-science/,1,,11,,0,,0,
MSITL,Organic Search,/faculty/david-smith/,1,-2,1,-2,0,0,0,0
CyberEng,Display,/masters-cyber-security-engineering/classes/,1,,2,,0,,0,
MSNNL,Paid Social,/masters-education/lp/online-med/,1,,4,,0,,0,
MSNNL,Referral,/masters-nursing-leadership/apply/,1,,8,,0,,0,
MSLDT,Organic Social,/learning-objectives-examples/,1,,1,,0,,0,
Default - (not set),Referral,/tuition-financial-aid/financial-aid/,1,0,0,-1,0,0,0,0
MSITL,Display,/masters-health-informatics/,1,,0,,0,,0,
Informatics,Direct,y/brenda-boone/,1,,1,,0,,0,
MSHA,Direct,/tuition-financial-aid/tuition/,1,,3,,0,,0,
MED,Direct,/masters-law-enforcement-leadership/,1,-4,5,-32,0,0,0,0
Default - (not set),Direct,/mite-vs-mba-degree/,1,,0,,0,,0,
CyberEng,Direct,.translate.goog/network-security-solutions/,1,0,1,0,0,0,0,0
MSAAI,Organic Search,/admissions/international-students/,1,,44,,0,,0,
MSLDT,Paid Search,/programs/,1,-2,6,-27,0,-1,0,-0.3333333333333333
MED,Organic Search,.translate.goog/brain-based-learning/,1,-16,2,-16,0,0,0,0
MESH,Organic Search,.translate.goog/best-sustainability-certifications/,1,-1,1,-1,0,0,0,0
MSLDT,Organic Search,/how-to-start-career-in-cyber-security/,1,,5,,0,,0,
MSHA,Direct,/faculty/michelle-moore/youtube,1,,1,,0,,0,
LEPSL,Organic Search,/ambassador/brad-welch/,1,,1,,0,,0,
Default - (not set),Organic Search,/cryptanalyst-career-guide/,1,,2,,0,,0,
EML,Direct,/masters-applied-data-science/classes/,1,,4,,0,,0,
Default - (not set),Direct,/education-inequity-and-homework/. Accessed 11 February 2026,1,,1,,0,,0,
MSNNL,Direct,/blog-msph-vs-mph-degree-comparison/,1,,3,,0,,0,
MSNNL,Direct,/faculty/jannise-baclig/,1,,2,,0,,0,
Informatics,Paid Search,/health-informatics-job-description-explained/,1,,1,,0,,0,
MSAAI,Organic Search,/manage-cell-phones-in-class-tips/,1,,7,,0,,0,
MSAAI,Paid Search,/blog/police-leadership/,1,,10,,0,,0,
Default - (not set),Direct,/graduate-success-in-applied-data-science/,1,,3,,0,,0,
MED,Organic Search,/education/inequity/and/homework/,1,,5,,0,,0,
Default - (not set),Paid Social,/humanitarian-nonprofit/,1,,1,,0,,0,
MED,Organic Search,"/education-inequity-and-homework/. Accessed 13 Feb, 2026",1,,3,,0,,0,
CyberOps,Organic Search,/faculty/al-ajrawi-phd/,1,0,1,0,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/ambassadors/,1,-2,1,-6,0,0,0,0
Default - (not set),Referral,/top-cyber-security-blogs-websites/,1,,2,,0,,0,
Data Science,Organic Search,.translate.goog/how-to-become-a-computer-scientist-salary-career-guide/,1,-3,1,-3,0,0,0,0
Default - (not set),Organic Search,/entry-level-cyber-security-jobs-guide/,1,,4,,1,,1,
MSHA,Organic Search,/faculty/hector-vivero/,1,,2,,0,,0,
LEPSL,Organic Search,.translate.goog/what-is-intelligence-led-policing/,1,-10,1,-12,0,0,0,0
MED,Organic Search,/student-spotlight-chantell-robinson/,1,,1,,0,,0,
MSLDT,Referral,/masters-learning-design-technology/lp/thank-you/,1,,1,,1,,1,
Default - (not set),Paid Search,/engineering/,1,,1,,0,,0,
LEPSL,Organic Search,/faculty/tarrick-mcguire/,1,0,1,0,0,0,0,0
CyberOps,Organic Search,/cyber-security-internships/,1,,3,,0,,0,
Default - (not set),Organic Search,/black-vs-gray-vs-white-hat-hackers/,1,,5,,0,,0,
Informatics,Unknown - chatgpt.com / (not set),/masters-health-informatics/healthcare-leadership-track/,1,,1,,0,,0,
Informatics,Organic Search,.translate.goog/data-science-health-care/,1,0,1,0,0,0,0,0
MESH,Organic Social,/career-changes-for-engineers/,1,,1,,0,,0,
MSLDT,Referral,/what-is-educational-technology-definition-examples-impact/,1,-4,3,-13,0,0,0,0
LEPSL,Organic Search,/ambassador/randy-moody/,1,,1,,0,,0,
MSAAI,Direct,.translate.goog/ai-trainer/,1,0,1,-3,0,0,0,0
Default - (not set),Direct,/about/online-learning/student-support/,1,-2,1,-1,0,0,0,0
CyberEng,Organic Search,/classes/secure-network-engineering-2/,1,-2,1,-2,0,0,0,0
MED,Organic Search,/is-blended-learning-the-next-big-thing-in-education/,1,-3,3,-2,0,0,0,0
CyberEng,Organic Search,/search/cyber/,1,,1,,0,,0,
MSNNL,Direct,/forms/,1,,3,,1,,1,
LEPSL,Direct,/law-enforcement-training-tips-to-tackle-multitasking-risks/,1,-45,1,-51,0,0,0,0
MED,Organic Search,/masters-education/careers/,1,0,1,1,0,0,0,0
MSHA,Direct,/masters-applied-data-science/lp/let-us-pay-for-your-msads-program-application-fee/,1,,2,,0,,0,
MSITL,Direct,/online-programs/,1,-3,2,-28,0,0,0,0
LEPSL,Direct,/programs/,1,,2,,0,,0,
Default - (not set),Direct,/search/Balance+between+school+and+life+difficult+/page/1/,1,,1,,0,,0,
MTS,Direct,/why-theological-studies/,1,-8,1,-7,0,0,0,0
EML,Paid Search,/masters-engineering-management-leadership/apply/,1,-4,1,-4,0,0,0,0
MSNNL,Display,/masters-nursing-leadership/,1,,1,,0,,0,
CyberOps,Paid Search,/information-assurance-vs-cybersecurity/,1,,1,,0,,0,
Informatics,Email,/masters-health-informatics/faculty/,1,,3,,0,,0,
Default - (not set),Organic Search,/about/online-learning/,1,-3,1,-2,0,0,0,0
Informatics,Referral,/ai-healthcare/,1,-8,1,-4,0,0,0,0
MESH,Referral,/blog-msph-vs-mph-degree-comparison/,1,,1,,0,,0,
MSLDT,Direct,/training-and-development-specialist/,1,-3,1,-3,0,0,0,0
Default - (not set),Email,/tuition-financial-aid/,1,,3,,0,,0,
MED,Organic Search,/search/is+homework+beneficial/,1,,1,,0,,0,
MSAAI,Unknown - perplexity / (not set),/ethics-in-ai/,1,,1,,0,,0,
Default - (not set),Referral,/top-100-cybersecurity-companies/,1,,3,,0,,0,
MSAAI,Organic Search,/faculty/som-shahapurkar/,1,-5,1,-6,0,0,0,0
MSAAI,Paid Social,/resources/free-ms-aai-program-brochure-thank-you/,1,,1,,1,,1,
MSNNL,Referral,/resources/msaai-artificial-intelligence-self-assessment/,1,,12,,0,,0,
CyberOps,Organic Search,/women-cyber-security-reasons-to-enter-field/,1,-10,1,-10,0,0,0,0
