program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
MSHA,Paid Search,/masters-humanitarian-action/,7,-5,8,-5,1,1,0.14285714285714285,0.14285714285714285
MSAAI,Organic Search,.translate.goog/ethics-in-artificial-intelligence/,7,,8,,0,,0,
CyberOps,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,7,-4,23,-17,6,6,0.8571428571428571,0.8571428571428571
Data Science,Direct,/when-inference-meets-prediction-navigating-the-line-between-statistical-models-and-machine-learning/,7,,7,,0,,0,
EML,Organic Search,.translate.goog/senior-engineer-vs-tech-lead-vs-lead-engineer/,7,-32,7,-32,0,0,0,0
MED,Direct,/what-grade-should-you-teach/,7,,6,,0,,0,
MED,Organic Search,/alternative-teacher-certification-guide/,7,-6,5,-14,0,0,0,0
CyberOps,Direct,/resources/top-paying-cybersecurity-jobs/,7,5,7,5,0,0,0,0
MSAAI,Direct,/resources/msaai-online-artificial-intelligence-self-assessment/,7,,8,,0,,0,
LEPSL,Organic Search,/improving-police-promotional-process/,7,,10,,0,,0,
MESH,Direct,/environmental-compliance-officer-career/,7,,6,,0,,0,
CyberEng,Organic Search,/network-administrator-career-salary-guide/,7,-221,10,-252,0,0,0,0
MSAAI,Paid Search,/masters-applied-artificial-intelligence/apply/,7,-17,9,-32,0,-3,0,-0.125
Informatics,Organic Search,/mha-vs-mph-vs-ms-health-informatics/,7,-61,14,-71,0,0,0,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/classes/,7,-1,5,-17,0,-6,0,-0.75
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/,7,-3,18,9,1,1,0.14285714285714285,0.14285714285714285
MSLDT,Organic Search,/instructional-design-masters-degree-worth-it/,7,5,6,-12,0,-1,0,-0.5
MSNP,Direct,/nonprofit-executive-director/,7,6,7,7,0,0,0,0
LEPSL,Direct,/police-captain-promotion-guide/,7,5,15,14,0,0,0,0
EML,Direct,/faculty/gb-singh/,7,6,6,5,0,0,0,0
MSLDT,Direct,/elearning-developer/,7,,8,,0,,0,
Default - (not set),Referral,/how-to-become-an-entrepreneur/,7,,8,,0,,0,
MESH,Direct,/sustainability-consultant-career/,7,2,7,3,0,0,0,0
MED,Organic Search,/continuing-education-units-teachers-guide/,7,-41,9,-40,0,0,0,0
Data Science,Organic Search,/supervised-machine-learning-with-gradient-boosting/,7,-16,6,-14,0,0,0,0
Default - (not set),Referral,/tuition-financial-aid/tuition/,7,,9,,1,,0.14285714285714285,
Data Science,Direct,/data-scientist-salary-guide/,7,-8,7,-8,0,0,0,0
MSAAI,Referral,/ai-research-scientist-career/,7,6,5,4,0,0,0,0
CyberEng,Organic Search,/cyber-security-coding/,7,-141,8,-146,0,0,0,0
MSNNL,Paid Social,/masters-nursing-leadership/classes/,7,,7,,0,,0,
CyberEng,Organic Search,/become-a-computer-forensics-analyst/,7,-80,8,-101,0,0,0,0
MTS,Organic Search,.translate.goog/catholic-charism-comparison/,7,-3,7,-3,0,0,0,0
Default - (not set),Organic Search,/computer-science/,7,1,6,-1,0,-1,0,-0.16666666666666666
MESH,Direct,/masters-engineering-sustainability-health/lp/ppc/,7,-71,9,-142,0,-3,0,-0.038461538461538464
MSAAI,Organic Search,.translate.goog/artificial-intelligence-jobs/,7,-30,8,-34,0,0,0,0
Data Science,Paid Social,/resources/msads-request-program-brochure/,7,1,8,2,0,0,0,0
MSAAI,Organic Search,.translate.goog/machine-learning-podcast/,7,5,7,5,0,0,0,0
MSLDT,Organic Search,/instructional-design-interview-questions/,7,,6,,0,,0,
MSHA,Direct,/masters-humanitarian-action/lp/humanitarian-action/,7,-18,5,-36,0,-2,0,-0.08
MSNP,Paid Social,/masters-nonprofit-leadership-management/lp/thank-you/,7,0,10,-6,7,2,1,0.2857142857142857
Data Science,Organic Search,/database-administrator-career/,7,-39,7,-38,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/lp/ppc/thank-you/,7,,7,,6,,0.8571428571428571,
Default - (not set),Organic Search,/masters-cyber-security-operations/,7,,31,,3,,0.42857142857142855,
CyberOps,Direct,/10-reasons-to-get-your-masters-degree-in-cyber-security/,7,-55,6,-62,0,0,0,0
Informatics,Organic Search,/nursing-informatics-vs-health-informatics/,7,-14,5,-16,0,0,0,0
Data Science,Organic Search,.translate.goog/data-communication/,7,-7,9,-7,0,0,0,0
Default - (not set),Email,/admissions/how-to-apply/,7,,7,,0,,0,
MTS,Organic Search,.translate.goog/liturgy-of-the-hours/,7,,8,,0,,0,
EML,Organic Search,/engineering-scholarships/,7,,7,,0,,0,
Default - (not set),Direct,/disruptive-innovation-examples/,7,,6,,0,,0,
MED,Organic Search,/best-podcasts-for-teachers/,7,-18,8,-16,0,0,0,0
MSAAI,Direct,/natural-language-processing-overview/,7,-56,7,-62,0,0,0,0
MED,Paid Search,/resources/free-med-program-brochure/,7,5,10,9,0,0,0,0
MSLDT,Direct,/instructional-design-interview-questions/,7,,7,,0,,0,
CyberEng,Direct,/what-is-cyberwarfare/,7,-8,7,-10,0,0,0,0
Informatics,Email,/masters-health-informatics/classes/,7,-8,12,-15,0,0,0,0
MSLDT,Organic Search,/instructional-designer-vs-elearning-developer/,7,-32,11,-30,0,-1,0,-0.02564102564102564
MSLDT,Referral,/learning-objectives-examples/,7,,4,,0,,0,
LEPSL,Email,/masters-law-enforcement-leadership/faculty/,7,-5,7,-24,0,0,0,0
MSNP,Organic Search,/masters-nonprofit-leadership-management/apply/,7,-1,17,11,0,0,0,0
MSAAI,Organic Search,/programs/,7,-3,21,-45,0,-2,0,-0.2
MED,Organic Search,/masters-education/specializations/,7,-2,8,-8,0,0,0,0
MED,Referral,/manage-cell-phones-in-class-tips/,7,,6,,0,,0,
CyberOps,Organic Search,.translate.goog/top-100-cybersecurity-companies/,7,-2,7,-2,0,0,0,0
LEPSL,Direct,/how-to-become-a-police-lieutenant/,7,4,7,3,0,0,0,0
MSAAI,Direct,/nlp-engineer-career/,7,-9,7,-7,0,0,0,0
Data Science,Organic Search,/what-is-data-science/,7,-106,7,-117,0,0,0,0
MED,Direct,/masters-education/faculty/,7,-1,7,-3,0,0,0,0
MESH,Organic Search,/faculty/rodney-reynolds/,7,2,7,2,0,0,0,0
Default - (not set),Referral,/admissions/,7,,8,,0,,0,
MSLDT,Direct,/instructional-designer-job/,7,-5,6,-5,0,0,0,0
MED,Organic Search,/technology-in-classroom/,7,-16,6,-18,0,0,0,0
MSLDT,Organic Search,/instructional-design-career-guide/,7,-45,11,-52,0,0,0,0
MSAAI,Organic Search,/machine-learning-bootcamps/,7,-20,7,-18,0,0,0,0
MSHA,Direct,/humanitarian-program-coordinator/,7,3,9,5,0,0,0,0
LEPSL,Direct,/forms/lepsl-applicant/,7,5,12,-2,0,-1,0,-0.5
MSHA,Referral,/humanitarian-intervention-success-stories/,7,-21,6,-20,0,0,0,0
MSNP,Paid Search,/masters-nonprofit-leadership-management/classes/,7,1,5,2,0,0,0,0
MED,Organic Social,/rethinking-education-assessment-types/,7,4,9,6,0,0,0,0
MSITL,Organic Social,/masters-information-technology-leadership/lp/ppc/,7,-75,11,-77,1,1,0.14285714285714285,0.14285714285714285
MSHA,Unknown - google / demandgen,/masters-humanitarian-action/lp/humanitarian-action/,7,,7,,0,,0,
Informatics,Organic Search,/nurse-leader-vs-nurse-manager/,7,,8,,0,,0,
MSHA,Email,/masters-humanitarian-action/,7,-5,6,-12,0,0,0,0
CyberEng,Organic Search,/masters-cyber-security-engineering/classes/,7,-14,5,-15,0,0,0,0
MSITL,Referral,/information-technology-trends/,7,-3,7,-4,0,0,0,0
CyberOps,Direct,/blog/,6,-23,6,-29,0,0,0,0
CyberOps,Direct,/what-is-a-chief-security-officer-high-demand-skyrocketing-pay-for-csos/,6,-11,6,-11,0,0,0,0
MED,Organic Search,/gfembed/,6,1,10,1,0,0,0,0
MTS,Organic Search,/campus-minister/,6,-27,6,-32,0,0,0,0
MED,Direct,/resources/9-reasons-master-education-degree-ebook/,6,-1,5,-2,0,0,0,0
Default - (not set),Organic Search,/gfembed/,6,-11,6,-12,0,-1,0,-0.058823529411764705
LEPSL,Referral,/women-in-law-enforcement/,6,-39,5,-49,0,0,0,0
LEPSL,Direct,/best-degrees-federal-law-enforcement-jobs/,6,-4,6,-5,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/health-informatics-track/,6,-28,4,-28,0,0,0,0
EML,Organic Search,/engineering-career-path/,6,0,8,2,0,0,0,0
MED,Direct,/masters-in-special-education-careers/,6,-3,6,-3,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/command-college/,6,-7,6,-8,0,0,0,0
MED,Direct,/resources/a-career-advancement-guide-for-educators-ebook/,6,-2,7,-2,0,0,0,0
MSITL,Direct,/systems-engineer-career/,6,-11,6,-12,0,0,0,0
MED,Referral,/what-is-educational-technology-definition-examples-impact/,6,-232,6,-345,0,0,0,0
MTS,Email,/masters-theological-studies/classes/,6,-2,12,-4,1,1,0.16666666666666666,0.16666666666666666
Data Science,Organic Search,/business-intelligence-developer/,6,-42,5,-46,0,0,0,0
MSNP,Paid Social,/masters-nonprofit-leadership-management/,6,4,6,3,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/let-us-pay-for-your-cse-program-application-fee/,6,,5,,0,,0,
Informatics,Organic Search,/informatics-certificate-vs-degree-best/,6,-14,10,-17,0,0,0,0
CyberEng,Paid Search,/masters-cyber-security-engineering/apply/,6,-8,4,-24,0,-1,0,-0.07142857142857142
MSNP,Direct,/nonprofit-fundraising-ideas/,6,,5,,0,,0,
MSNNL,Paid Search,/masters-nursing-leadership/classes/,6,,4,,0,,0,
MTS,Organic Search,/why-theological-studies/,6,-57,8,-71,0,-1,0,-0.015873015873015872
MSNNL,Display,/nurse-leader-career-paths-opportunities-thank-you/,6,,3,,1,,0.16666666666666666,
MED,Organic Search,.translate.goog/teacher-centered-vs-student-centered-learning/,6,-25,6,-34,0,0,0,0
MSNNL,Unknown - social / social,/masters-nursing-leadership/lp/nurse-cp/,6,,6,,0,,0,
Data Science,Organic Search,/data-science-in-finance/,6,-80,6,-89,0,0,0,0
MSNNL,Direct,/,6,,30,,0,,0,
MSLDT,Referral,/instructional-technology-tools/,6,,7,,0,,0,
CyberOps,Organic Search,/masters-cyber-security-operations/apply/,6,-3,10,-3,0,0,0,0
MED,Organic Social,/brain-based-learning/,6,-2,7,-2,0,0,0,0
MSHA,Email,/masters-humanitarian-action/lp/thank-you/,6,,4,,3,,0.5,
MSLDT,Email,/masters-learning-design-technology/,6,-34,8,-49,0,-1,0,-0.025
LEPSL,Paid Social,/masters-law-enforcement-leadership/classes/,6,,8,,0,,0,
MSHA,Organic Search,.translate.goog/international-affairs-careers/,6,,6,,0,,0,
MTS,Organic Social,/masters-theological-studies/resources/,6,,6,,0,,0,
MSAAI,Unknown - chatgpt.com / (not set),/masters-applied-artificial-intelligence/,6,,7,,0,,0,
CyberOps,Direct,/top-paying-cybersecurity-jobs/,6,-120,8,-134,0,0,0,0
Default - (not set),Paid Search,/masters-engineering-management-leadership/lp/ppc/,6,,6,,6,,1,
MED,Direct,/resources/complete-guide-to-teacher-centered-vs-student-centered-learning/,6,2,5,-1,0,0,0,0
MSITL,Direct,/it-leadership/,6,-14,5,-12,0,0,0,0
MSAAI,Referral,/artificial-intelligence-bootcamps/,6,4,6,4,0,0,0,0
MTS,Organic Search,/theology-of-retirement/,6,-12,6,-12,0,0,0,0
CyberEng,Direct,/cyber-security-salary-california/,6,,6,,0,,0,
Default - (not set),Referral,/employer-partnership/g2ops/,6,,19,,0,,0,
CyberOps,Direct,/chief-privacy-officer-career-guide/,6,0,6,-1,0,0,0,0
MSAAI,Organic Search,/classes/ethics-in-artificial-intelligence-maai-531/,6,-19,9,-20,1,1,0.16666666666666666,0.16666666666666666
MSAAI,Unknown - Data Not Available / Data Not Available,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,6,,17,,2,,0.3333333333333333,
LEPSL,Organic Search,/masters-law-enforcement-leadership/transfer-credit/perf-smip/,6,-1,7,-4,0,0,0,0
MED,Organic Search,/masters-education/faculty/,6,2,9,3,0,0,0,0
MTS,Organic Search,/faculty/angela-zautcke/,6,,5,,0,,0,
MSHA,Direct,/,6,-2,15,-29,0,0,0,0
MSNP,Direct,/,6,-13,31,-150,0,0,0,0
Default - (not set),Unknown - fashion-valley-mall / ooh,/,6,,7,,0,,0,
CyberOps,Direct,/ceh-certification/,6,-24,6,-26,0,0,0,0
EML,Referral,/masters-engineering-management-leadership/apply/,6,-7,5,-8,0,0,0,0
CyberOps,Direct,/data-protection-officer-career-guide/,6,-15,5,-19,0,0,0,0
MTS,Direct,/masters-theological-studies/lp/ppc/,6,-94,5,-146,0,-8,0,-0.08
MSLDT,Display,/masters-learning-design-technology/lp/dyna/,6,-448,7,-583,0,-32,0,-0.07048458149779736
Default - (not set),Organic Search,/student-support/military-and-veterans-program/,6,-3,6,-5,0,0,0,0
Default - (not set),Referral,/employer-partnership/,6,5,9,8,0,0,0,0
CyberOps,Direct,.translate.goog/bringing-gamification-to-cyber-security-training/,6,,6,,0,,0,
CyberOps,Direct,.translate.goog/ethical-hacker-career-salary-guide/,6,-1,6,-5,0,0,0,0
Default - (not set),Organic Social,/,6,,6,,0,,0,
MSAAI,Organic Search,.translate.goog/artificial-intelligence-finance/,6,0,7,2,0,0,0,0
Data Science,Direct,/data-science-vs-statistics-masters/,6,-2,6,-2,0,0,0,0
Data Science,Organic Search,/python-for-data-science/,6,-89,8,-94,0,0,0,0
MSLDT,Direct,/articulate-vs-captivate/,6,,6,,0,,0,
Data Science,Organic Search,/data-science-tools-of-the-trade-r-vs-python-2/,6,4,5,3,0,0,0,0
LEPSL,Referral,/police-communication-important-today/,6,-5,6,-4,0,0,0,0
MESH,Direct,/environmental-planner-career/,6,,6,,0,,0,
MSITL,Direct,/,6,-9,40,-47,0,0,0,0
MESH,Direct,/best-sustainability-podcasts/,6,-12,6,-12,0,0,0,0
MSAAI,Organic Search,.translate.goog/ai-impact-on-job-market/,6,4,6,2,0,0,0,0
MSLDT,Referral,/ai-instructional-design/,6,,6,,0,,0,
Data Science,Organic Search,/masters-applied-data-science/careers/,6,,6,,0,,0,
CyberOps,Paid Search,/masters-cyber-security-operations/classes/,6,-1,11,5,1,1,0.16666666666666666,0.16666666666666666
Informatics,Organic Search,/health-informatics-job-description-explained/,6,-40,6,-42,0,0,0,0
Data Science,Direct,/business-intelligence-engineer-career/,6,-7,6,-8,0,0,0,0
Informatics,Organic Search,/healthcare/,6,,6,,0,,0,
LEPSL,Email,/resilience-in-law-enforcement/,6,,4,,0,,0,
MSNP,Direct,/masters-nonprofit-leadership-management/lp/dyna/,6,-59,61,-30,0,-3,0,-0.046153846153846156
LEPSL,Organic Search,/,6,-13,24,-68,0,0,0,0
Default - (not set),Paid Social,/masters-engineering-management-leadership/lp/ppc/,6,,5,,5,,0.8333333333333334,
Data Science,Paid Search,/masters-applied-data-science/classes/,6,-17,6,-17,0,-1,0,-0.043478260869565216
LEPSL,Referral,/what-is-intelligence-led-policing/,6,-9,9,-8,0,0,0,0
MSITL,Direct,/masters-in-information-technology-salary/,6,-4,5,-5,0,0,0,0
LEPSL,Organic Search,/top-law-enforcement-blogs-websites/,6,-18,6,-20,0,0,0,0
Data Science,Referral,/when-inference-meets-prediction-navigating-the-line-between-statistical-models-and-machine-learning/,6,,10,,0,,0,
MSITL,Paid Search,/masters-information-technology-leadership/,6,-8,8,-5,0,-1,0,-0.07142857142857142
CyberOps,Referral,/top-100-cybersecurity-companies/,6,-63,4,-70,0,0,0,0
Data Science,Organic Search,/masters-applied-data-science/lp/study-data-science/,6,-9,7,-14,0,-1,0,-0.06666666666666667
LEPSL,Direct,/masters-law-enforcement-leadership/scholarships-grants/,6,3,6,3,0,0,0,0
Default - (not set),Referral,,6,5,13,13,0,0,0,0
Default - (not set),Unknown - chatgpt.com / (not set),/online-leadership-courses/,6,,5,,0,,0,
Informatics,Direct,/health-informatics-shaping-future-health-information-management/,6,1,8,3,0,0,0,0
Data Science,Direct,.translate.goog/data-communication/,6,-1,8,0,0,0,0,0
Default - (not set),Direct,/humanitarian-nonprofit/,6,-6,6,-7,0,0,0,0
Informatics,Referral,/masters-health-informatics/apply/,6,5,7,6,0,0,0,0
LEPSL,Direct,/risk-management-in-law-enforcement/,6,-6,7,-4,0,0,0,0
MED,Referral,/masters-education/,6,-1,12,-9,0,-1,0,-0.14285714285714285
EML,Organic Search,/masters-engineering-management-leadership/apply/,6,5,6,6,0,-1,0,-1
MED,Direct,/teacher-salaries-analysis/,6,-1,5,-2,0,0,0,0
CyberOps,Direct,/risk-manager-career-guide/,6,-20,6,-20,0,0,0,0
MSAAI,Direct,/resources/8-questions-artificial-intelligence-masters-ebook/,6,-3,5,-3,0,0,0,0
MESH,Organic Search,.translate.goog/high-paying-environmental-jobs/,6,,6,,0,,0,
MESH,Organic Search,/masters-in-sustainability-degree-comparison/,6,-17,6,-16,0,0,0,0
MSITL,Direct,/what-is-site-reliability-engineering/,6,,6,,0,,0,
EML,Direct,/,6,-1,15,-20,0,0,0,0
Data Science,Direct,/business-analyst-vs-data-analyst-vs-data-scientist/,6,-96,6,-117,0,0,0,0
CyberOps,Paid Social,/masters-cyber-security-engineering/lp/cyber-security-engineering/,6,,23,,9,,1.5,
MSLDT,Organic Search,/faculty/lisa-evans/,6,5,6,4,0,0,0,0
CyberOps,Paid Search,/masters-cyber-security-operations/apply/,6,-8,5,-4,0,0,0,0
MSLDT,Organic Search,/masters-learning-design-technology/classes/,6,-7,7,-7,0,0,0,0
Default - (not set),Referral,/mba-interview-questions/,6,,4,,0,,0,
Default - (not set),Direct,/masters-cyber-security-operations/,6,,33,,0,,0,
Data Science,Paid Social,/masters-applied-data-science/classes/,6,3,10,6,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/resources/,6,-11,8,-7,0,0,0,0
MSNNL,Organic Search,/masters-nursing-leadership/,6,,7,,0,,0,
Default - (not set),Organic Search,/student-support/disability-and-learning-difference-resource-center-dldrc/,5,-2,6,-3,0,0,0,0
MSITL,Organic Search,/how-to-start-it-career/,5,,11,,1,,0.2,
MTS,Organic Search,/faculty/jeffrey-burns/,5,2,6,1,0,0,0,0
MED,Organic Social,/masters-education/,5,-1,7,-3,0,0,0,0
MED,Organic Search,/the-joys-and-challenges-of-teaching-black-history-month/,5,-72,7,-70,0,0,0,0
Default - (not set),Direct,/blog/business-entrepreneurship/,5,3,7,5,0,0,0,0
MSITL,Paid Search,/masters-cyber-security-operations/lp/bva-cyber-security-operations-leadership/,5,4,14,8,0,-1,0,-1
MSAAI,Unknown - copilot.com / (not set),/artificial-intelligence-education/,5,,5,,0,,0,
Data Science,Direct,/business-intelligence-certifications/,5,-10,4,-11,0,0,0,0
MSNNL,Organic Search,/advisory-board/ryan/,5,,5,,0,,0,
MSITL,Direct,/how-to-become-a-devops-engineer/,5,,5,,0,,0,
LEPSL,Email,/masters-law-enforcement-leadership/endorsements-testimonials/,5,-18,6,-30,0,0,0,0
LEPSL,Direct,/gordon-graham-risk-management-reading-list/,5,4,5,3,0,0,0,0
"Default - business-entrepreneurship,computer-science,technology",Direct,/is-a-masters-in-data-science-worth-it/,5,,5,,0,,0,
MSAAI,Organic Search,/artificial-intelligence-salary-guide/,5,-18,4,-16,0,0,0,0
MSAAI,Organic Search,/resources/8-questions-artificial-intelligence-masters-ebook/,5,-4,4,-2,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/transfer-credit/sherman-block-sli/,5,-2,4,-12,0,0,0,0
MESH,Direct,/best-sustainability-certifications/,5,-17,5,-18,0,0,0,0
MSAAI,Paid Search,/artificial-intelligence-education/,5,0,3,0,0,0,0,0
MESH,Referral,/masters-engineering-sustainability-health/apply/,5,-4,4,-24,0,-2,0,-0.2222222222222222
CyberOps,Organic Search,/blog/,5,-3,4,-1,0,0,0,0
MSLDT,Organic Search,/instructional-technologist-career/,5,4,10,8,0,0,0,0
MSLDT,Organic Search,/learning-design-technology-careers/,5,-19,6,-36,0,-1,0,-0.041666666666666664
Informatics,Organic Search,/health-information-technology-terminology/,5,-32,5,-28,0,0,0,0
LEPSL,Organic Search,/faculty/mike-loarie/,5,4,5,4,0,0,0,0
LEPSL,Paid Search,/criminal-justice/,5,-4,17,8,0,0,0,0
CyberOps,Direct,/finding-a-career-in-cyber-security-tips-and-resources/,5,3,5,3,0,0,0,0
Data Science,Organic Search,/data-science-bootcamps/,5,,6,,0,,0,
MSLDT,Direct,/corporate-trainer-career/,5,4,5,-10,0,0,0,0
Data Science,Organic Search,/faculty/erin-cooke/,5,4,7,6,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/classes/,5,-3,15,5,1,1,0.2,0.2
MSAAI,Organic Search,.translate.goog/ai-blogs/,5,-2,5,-2,0,0,0,0
MSLDT,Organic Search,/elearning-designer-career/,5,2,5,-7,0,0,0,0
MED,Organic Search,/early-childhood-education-vs-elementary-education-masters/,5,-1,4,-3,0,0,0,0
LEPSL,Organic Search,/ambassador/kelly-blackwelder/,5,4,13,12,0,0,0,0
MSHA,Direct,/resources/msha-how-a-masters-degree-can-benefit-your-humanitarian-career/,5,0,7,2,0,0,0,0
MESH,Organic Search,/faculty/andrea-haverkamp/,5,-1,6,0,0,0,0,0
MSHA,Direct,/humanitarian-crises-around-the-world/,5,-2,8,-1,0,0,0,0
MSHA,Organic Search,/masters-humanitarian-action/faculty/,5,4,7,6,0,0,0,0
MED,Direct,/can-you-teach-with-a-bachelors-degree/,5,-13,5,-13,0,0,0,0
MED,Organic Search,/the-secrets-to-successful-school-leadership/,5,-5,5,-16,0,0,0,0
EML,Organic Search,/,5,2,20,6,0,0,0,0
Data Science,Organic Search,/how-to-become-a-software-engineer/,5,,10,,0,,0,
EML,Direct,/engineering-management-vs-technical-track/,5,-1,5,-1,0,0,0,0
MED,Direct,/gfembed/,5,1,9,4,0,0,0,0
MED,Direct,/teach-in-private-or-public-school/,5,,5,,0,,0,
Informatics,Organic Search,/big-tech-invest-health-care-innovations-informatics/,5,0,4,-1,0,0,0,0
MED,Direct,/special-education-masters-vs-masters-in-education-degree/,5,3,5,3,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/law-enforcement/,5,3,5,4,0,0,0,0
MSLDT,Organic Search,/elearning-developer/,5,1,8,-5,0,0,0,0
Default - (not set),Organic Search,/blue-leadership-podcast/the-art-of-persistence-solving-the-christie-wilson-cold-case-homicide-with-nuno-tavares/,5,3,5,3,0,0,0,0
CyberOps,Organic Search,/how-to-become-a-security-consultant-career-guide/,5,-119,5,-133,0,0,0,0
Default - (not set),Organic Search,/masters-degree-innovation/,5,,6,,0,,0,
MED,Direct,/is-blended-learning-the-next-big-thing-in-education/,5,0,5,1,0,0,0,0
MSAAI,Organic Search,/masters-artificial-intelligence-vs-data-science/,5,-48,3,-58,0,0,0,0
EML,Organic Search,/masters-in-engineering-management-vs-mba/,5,-26,5,-26,0,0,0,0
MSNP,Paid Search,/masters-nonprofit-leadership-management/apply/,5,,7,,0,,0,
Informatics,Organic Search,.translate.goog/8-technologies-changing-healthcare/,5,-3,6,-5,0,0,0,0
MSLDT,Organic Search,.translate.goog/instructional-design-models/,5,1,5,1,0,0,0,0
MTS,Organic Search,/faculty/keith-warner/,5,-6,5,-7,0,0,0,0
MTS,Email,/masters-theological-studies/apply/,5,-1,10,-4,1,0,0.2,0.033333333333333354
Data Science,Paid Search,/resources/data-science-self-assessment/,5,-4,5,-4,0,0,0,0
Data Science,Organic Search,/data-science-careers/,5,-28,7,-22,0,0,0,0
EML,Organic Search,/engineering-masters-scholarships/,5,3,7,6,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/rv-edu/,5,1,5,-2,0,-1,0,-0.25
MED,Organic Search,/resources/a-career-advancement-guide-for-educators-ebook/,5,3,5,5,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/student-services/,5,2,4,1,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/transfer-credit/command-college/,5,-5,5,-8,0,0,0,0
Default - (not set),Paid Search,/admitted-students/,5,,3,,0,,0,
MTS,Paid Search,/,5,-11,23,-93,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/lp/thank-you/,5,4,8,7,6,5,1.2,0.19999999999999996
MSHA,Organic Search,/humanitarian-corridor/,5,,5,,0,,0,
MSLDT,Direct,/instructional-design-career-guide/,5,-1,4,-2,0,0,0,0
EML,Organic Search,/engineering-leadership/,5,2,5,0,0,0,0,0
EML,Organic Search,/advisory-board/jimmy-anklesaria/,5,,6,,0,,0,
EML,Referral,/masters-engineering-management-leadership/lp/ppc/,5,4,14,13,0,0,0,0
MESH,Organic Search,/faculty/willy-oppenheim/,5,-3,5,-2,0,0,0,0
MSAAI,Referral,/ai-ethicist-career/,5,-2,5,-1,0,0,0,0
MTS,Unknown - Data Not Available / Data Not Available,/masters-theological-studies/lp/ppc/,5,,6,,0,,0,
CyberOps,Direct,/masters-cyber-security-operations/scholarships-grants/,5,2,5,3,0,0,0,0
Data Science,Organic Search,/storytelling-with-data-part-1/,5,-5,3,-8,0,0,0,0
MSLDT,Paid Search,/instructional-design-careers/,5,,7,,0,,0,
Informatics,Direct,/5-exciting-health-care-informatics-projects/,5,-6,5,-10,0,-1,0,-0.09090909090909091
LEPSL,Organic Search,/how-become-federal-correctional-officer/,5,-57,5,-59,0,0,0,0
MSHA,Paid Social,/masters-humanitarian-action/lp/thank-you/,5,4,5,4,5,4,1,0
MTS,Organic Search,/masters-theological-studies/lp/ppc/,5,-7,5,-9,0,0,0,0
MED,Organic Search,.translate.goog/what-is-educational-technology-definition-examples-impact/,5,-29,5,-36,0,0,0,0
CyberOps,Unknown - facebook / social,/masters-cyber-security-operations/,5,,5,,0,,0,
MSITL,Organic Search,/how-to-become-a-devops-engineer/,5,,5,,0,,0,
Informatics,Direct,/masters-health-informatics/careers/,5,-3,7,0,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/perf-smip/,5,-8,3,-16,0,0,0,0
LEPSL,Organic Search,/ambassador/jamison-maehler/,5,1,10,6,0,0,0,0
Default - computer-science,Paid Search,/masters-applied-data-science/lp/study-data-science/,5,,17,,5,,1,
Informatics,Organic Search,/what-is-health-informatics/,5,-78,8,-85,0,0,0,0
"Default - computer-science,engineering,technology",Direct,/cyber-security/,5,,8,,0,,0,
MED,Organic Search,/resources/career-in-ai-webinar-thank-you/,5,,3,,0,,0,
MTS,Organic Search,/what-is-theological-studies/,5,-93,5,-114,0,0,0,0
MSNP,Direct,/masters-humanitarian-action/,5,3,47,39,0,0,0,0
EML,Direct,/how-to-become-an-engineering-manager/,5,,4,,0,,0,
MED,Organic Search,.translate.goog/instructional-leadership/,5,0,5,0,0,0,0,0
EML,Direct,/engineering-masters-degrees/,5,,7,,0,,0,
MTS,Referral,/what-is-liturgy/,5,-42,4,-50,0,0,0,0
Data Science,Organic Search,/faculty/bilgenur-baloglu/,5,,5,,0,,0,
Default - (not set),Organic Search,/how-to-become-an-intrapreneur/,5,,4,,0,,0,
Default - (not set),Direct,/about/career-and-professional-resources/,5,-1,7,1,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/lp/dyna/,5,-174,13,-238,0,-27,0,-0.15083798882681565
MTS,Direct,.translate.goog/what-is-liturgy/,5,-13,5,-16,0,0,0,0
Informatics,Direct,/masters-health-informatics/lp/health-informatics-for-nurses/,5,-39,5,-83,1,-8,0.2,-0.004545454545454547
EML,Direct,/engineering-leadership-skills/,5,,4,,0,,0,
