program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
CyberOps,Direct,/blog/,8,-2,5,-6,0,0,0,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/apply/,8,2,8,4,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/lp/law-enforcement/,8,7,17,16,3,3,0.375,0.375
Default - (not set),Direct,/engineering/,8,2,8,-2,0,0,0,0
CyberOps,Organic Search,/risk-manager-career-guide/,8,-204,10,-205,0,0,0,0
MSAAI,Direct,/resources/career-in-ai-webinar/,8,,8,,1,,0.125,
MSLDT,Referral,/instructional-design-careers/,8,5,7,4,0,0,0,0
MSNP,Direct,/nonprofit-executive-director/,8,7,8,7,0,0,0,0
MED,Referral,/mental-health-issues-in-schools/,8,-14,9,-18,0,0,0,0
MSAAI,Direct,/university-of-san-diego-launches-full-time-on-campus-masters-degree-programs-in-applied-artificial-intelligence-and-cyber-security-engineering/,8,,9,,0,,0,
MSAAI,Referral,/application-of-ai-in-robotics/,8,-6,7,-7,0,0,0,0
Default - (not set),Organic Search,/computer-science/,8,6,9,9,0,0,0,0
MSNNL,Organic Search,/masters-in-nursing-worth-it/,8,,8,,0,,0,
Default - (not set),Direct,/admissions/military-veterans/,8,-10,9,-9,0,0,0,0
Default - (not set),Direct,/technology/,8,3,8,4,0,0,0,0
MSITL,Organic Search,/,8,-2,109,50,0,0,0,0
Informatics,Direct,/health-information-management-vs-health-informatics/,8,-2,11,-3,0,0,0,0
Default - computer-science,Paid Search,/masters-applied-data-science/lp/study-data-science/,8,,18,,7,,0.875,
MSNP,Organic Search,/nonprofit-cfo-career/,8,,9,,0,,0,
MTS,Email,/masters-theological-studies/apply/,8,,8,,0,,0,
CyberOps,Direct,/history-of-cyber-security-standards/,8,,6,,0,,0,
LEPSL,Organic Search,/police-media-relations-and-social-media/,8,-10,12,-6,0,0,0,0
MED,Direct,/master-education-vs-master-arts-teaching/,8,-4,10,-6,0,0,0,0
EML,Direct,/,8,2,20,0,0,0,0,0
CyberOps,Direct,/10-reasons-to-get-your-masters-degree-in-cyber-security/,8,-32,8,-32,0,0,0,0
MSITL,Direct,/it-leadership-skills/,8,-16,9,-20,0,0,0,0
Informatics,Direct,/data-science-health-care/,8,-19,5,-29,0,0,0,0
Data Science,Organic Search,/python-for-data-science/,8,-62,9,-61,0,0,0,0
Informatics,Direct,/masters-health-informatics/careers/,8,5,8,5,0,0,0,0
MED,Organic Search,/masters-education/scholarships-and-grants/,8,0,12,6,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,8,-1,12,-11,0,-2,0,-0.2222222222222222
LEPSL,Organic Search,/faculty/erik-fritsvold/,8,-5,10,-7,0,0,0,0
MTS,Direct,/what-is-ecospirituality/,8,-9,8,-12,0,0,0,0
Default - (not set),Organic Search,/how-to-be-innovative-at-work/,8,,8,,0,,0,
MSNNL,Direct,/masters-nursing-leadership/scholarships/,8,,8,,0,,0,
MSNNL,Unknown - Data Not Available / Data Not Available,/masters-nursing-leadership/lp/ppc/,8,-4,39,8,1,1,0.125,0.125
MESH,Direct,/resources/msesh-information-session-webinar-thank-you/,8,6,14,13,4,4,0.5,0.5
MSLDT,Organic Search,.translate.goog/instructional-design-models/,8,-1,10,-1,0,0,0,0
MED,Direct,/masters-education-non-teachers-offers-options/,8,4,8,1,0,0,0,0
MSITL,Direct,/technology-degrees/,8,-2,8,1,0,0,0,0
Data Science,Paid Search,/masters-applied-data-science/classes/,8,-4,8,-8,0,0,0,0
CyberEng,Organic Search,/network-security-solutions/,8,-84,8,-82,0,0,0,0
BSN,Unknown - Data Not Available / Data Not Available,/bachelors-nursing/bachelors-nursing-lp-ppc/,8,,11,,0,,0,
Data Science,Direct,/best-degrees-data-science/,8,-62,7,-72,0,0,0,0
Informatics,Organic Search,/healthcare-informatics-jobs-salary/,8,-31,8,-26,0,0,0,0
Data Science,Organic Search,/data-architect-career/,8,-9,8,-13,0,0,0,0
Default - (not set),Paid Search,/admitted-students/,8,,15,,0,,0,
Informatics,Organic Search,/data-science-health-care/,8,-112,11,-129,0,0,0,0
MSHA,Direct,/refugee-aid-careers/,8,2,9,3,0,0,0,0
MSLDT,Direct,/what-is-learning-design/,8,-6,8,-10,0,0,0,0
"Default - computer-science,engineering,technology",Direct,/cyber-security/,8,,42,,0,,0,
Default - (not set),Paid Search,/admissions/,8,,9,,0,,0,
MESH,Referral,/high-paying-environmental-jobs/,8,,8,,0,,0,
MSITL,Direct,/masters-information-technology-leadership/apply/,8,4,8,-1,0,0,0,0
MESH,Organic Search,/masters-engineering-sustainability-health/resources/,8,7,19,16,0,0,0,0
LEPSL,Email,/how-to-become-a-police-lieutenant/,8,,5,,0,,0,
Data Science,Organic Search,/business-intelligence-engineer-career/,8,-89,8,-84,0,0,0,0
MSNP,Organic Search,/masters-nonprofit-leadership-management/lp/ppc/,8,3,15,-54,2,2,0.25,0.25
MSNP,Direct,/benefits-of-working-in-nonprofit/,8,3,8,3,0,0,0,0
LEPSL,Organic Search,.translate.goog/police-communication-important-today/,8,-1,9,0,0,0,0,0
MTS,Direct,/jobs-for-catholics/,8,-6,8,-13,0,0,0,0
CyberOps,Organic Search,/history-of-cyber-security-standards/,8,-4,6,-5,0,0,0,0
MESH,Organic Search,/environmental-compliance-officer-career/,8,-6,8,-8,0,0,0,0
MESH,Email,/masters-engineering-sustainability-health/lp/dyna/,8,-136,9,-136,1,1,0.125,0.125
Data Science,Organic Search,/masters-applied-data-science/apply/,8,-23,6,-34,0,0,0,0
MESH,Organic Social,/resources/sustainability-careers-ebook/,8,,13,,2,,0.25,
MESH,Organic Search,/what-is-sustainable-development/,8,-88,7,-88,0,0,0,0
CyberOps,Organic Search,/masters-cyber-security-operations/lp/bva-cyber-security-operations-leadership/,8,-25,8,-34,0,0,0,0
MSLDT,Organic Search,/instructional-design-cover-letter-guide/,7,,7,,0,,0,
MSAAI,Direct,/ai-prompt-engineer/,7,-17,7,-18,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/ambassadors/,7,-9,10,-9,0,-1,0,-0.0625
Informatics,Organic Search,/is-health-informatics-degree-worth-it/,7,-33,7,-32,0,0,0,0
MSNP,Paid Search,/masters-nonprofit-leadership-management/lp/thank-you/,7,4,6,-2,6,5,0.8571428571428571,0.5238095238095237
Default - (not set),Direct,/student-support/one-stop-student-center/,7,,5,,0,,0,
MSHA,Direct,/resources/msha-how-a-masters-degree-can-benefit-your-humanitarian-career/,7,,31,,0,,0,
CyberOps,Paid Social,/masters-cyber-security-operations/,7,,4,,0,,0,
MSITL,Direct,/masters-information-technology-leadership/lp/ppc/,7,-17,12,-27,0,0,0,0
MED,Organic Search,/mba-vs-emba-8-key-differences-comparison-table/,7,-19,7,-22,0,0,0,0
Data Science,Direct,/coding-salary/,7,-3,5,-6,0,0,0,0
LEPSL,Organic Search,/faculty/dave-nisleit/,7,1,9,3,0,0,0,0
MSITL,Direct,/it-leadership/,7,-13,6,-13,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/let-us-pay-for-your-cse-program-application-fee/,7,6,8,6,0,0,0,0
LEPSL,Paid Search,/criminal-justice/,7,-1,17,8,0,0,0,0
Default - (not set),Organic Search,/leadership-management/,7,3,8,5,0,0,0,0
MSLDT,Display,/masters-learning-design-technology/lp/dyna/,7,-15,25,-5,5,2,0.7142857142857143,0.577922077922078
LEPSL,Direct,/criminal-justice/,7,-2,6,-6,0,0,0,0
MSLDT,Referral,/create-employee-training-program/,7,-13,8,-15,0,-1,0,-0.05
Default - (not set),Paid Search,/humanitarian-nonprofit/,7,6,7,6,0,0,0,0
MSAAI,Organic Search,/university-of-san-diegos-ms-in-applied-artificial-intelligence-launching-new-course-agentic-ai-systems-in-summer-2026/,7,,8,,0,,0,
MSLDT,Organic Search,/masters-learning-design-technology/classes/,7,-3,5,-7,0,0,0,0
MSAAI,Direct,/masters-engineering-management-leadership/,7,4,25,13,0,0,0,0
LEPSL,Organic Search,/how-to-become-police-sergeant/,7,-93,8,-111,0,-4,0,-0.04
MED,Unknown - chatgpt.com / (not set),/life-skills-education-in-schools/,7,,7,,0,,0,
MED,Referral,/teacher-salaries-analysis/,7,4,9,3,0,0,0,0
Default - (not set),Organic Search,/admissions/international-students/,7,,5,,0,,0,
Default - (not set),Organic Search,/business-entrepreneurship/,7,-10,5,-13,0,0,0,0
MSNP,Direct,/volunteer-management-software/,7,6,7,6,0,0,0,0
MESH,Direct,/what-is-sustainable-development/,7,-39,8,-47,0,0,0,0
Default - (not set),Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,7,,35,,2,,0.2857142857142857,
MSHA,Organic Search,/,7,2,97,65,0,-1,0,-0.2
MSHA,Direct,/masters-humanitarian-action/apply/,7,-3,10,-2,0,0,0,0
MED,Organic Search,/faculty/erika-d-garcia/,7,4,16,12,0,0,0,0
MSNP,Direct,/grant-writer-career/,7,-13,7,-17,0,0,0,0
MSITL,Organic Search,/faculty/raheleh-dilmaghani/,7,2,12,6,0,0,0,0
MSITL,Organic Search,/what-is-devops/,7,5,7,0,0,0,0,0
LEPSL,Direct,/,7,-27,39,-134,0,-1,0,-0.029411764705882353
Data Science,Organic Search,/applications-of-data-science-in-healthcare/,7,6,7,6,0,0,0,0
Data Science,Organic Search,/what-is-data-science/,7,-82,6,-79,0,0,0,0
Default - (not set),Direct,/faculty/edwin-addison/,7,,7,,0,,0,
CyberOps,Direct,/network-administrator-vs-systems-administrator/,7,4,7,3,0,0,0,0
MTS,Direct,/minimalist-catholic/,7,-15,6,-21,0,0,0,0
LEPSL,Organic Search,/become-a-criminal-justice-instructor/,7,-6,7,-10,0,0,0,0
Informatics,Organic Search,/what-is-medical-informatics/,7,-8,7,-8,0,0,0,0
MSLDT,Organic Search,/learning-design-technology-careers/,7,-9,7,-12,0,0,0,0
MED,Direct,/masters-education/lp/online-med/,7,-4,14,-27,2,1,0.2857142857142857,0.1948051948051948
EML,Referral,/masters-engineering-management-leadership/apply/,7,-6,10,-11,0,0,0,0
MSNP,Direct,/nonprofit-board-governance/,7,4,5,2,0,0,0,0
CyberEng,Direct,/cyber-security-salary-california/,7,,8,,0,,0,
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/command-college/,7,-2,6,-2,0,-1,0,-0.1111111111111111
EML,Organic Search,/engineering-leadership/,7,-53,7,-57,0,0,0,0
Default - (not set),Direct,/computer-science/,7,5,8,6,0,0,0,0
Data Science,Organic Search,/database-administrator-career/,7,-29,7,-23,0,0,0,0
MSITL,Direct,/masters-information-technology-leadership/classes/,7,-3,9,-11,0,0,0,0
MED,Organic Search,/substitute-teacher-tips/,7,,7,,0,,0,
MSAAI,Organic Search,.translate.goog/ai-trainer/,7,-24,7,-28,0,0,0,0
MED,Organic Search,/continuing-education-units-teachers-guide/,7,-67,7,-90,0,0,0,0
MSHA,Organic Search,/masters-humanitarian-action/classes/,7,-32,6,-36,0,0,0,0
Default - (not set),Direct,/resources/the-complete-list-of-teaching-methods-thank-you/,7,,9,,0,,0,
MSLDT,Direct,/how-to-become-a-curriculum-designer/,7,-2,7,-2,0,0,0,0
MSAAI,Organic Search,/from-devops-to-mlops-a-comprehensive-guide-to-migrating-and-adding-services/,7,-16,5,-16,0,0,0,0
Informatics,Referral,/masters-health-informatics/classes/,7,,11,,0,,0,
MESH,Direct,/sustainability-consultant-career/,7,-2,8,-8,0,0,0,0
LEPSL,Referral,/police-communication-important-today/,7,-8,10,-8,0,0,0,0
MSAAI,Email,/masters-applied-artificial-intelligence/,7,-4,15,-13,1,1,0.14285714285714285,0.14285714285714285
Default - engineering,Direct,/research-and-development-manager-career-guide/,7,,6,,0,,0,
LEPSL,Organic Search,/a-career-in-law-enforcement-3-federal-jobs/,7,3,8,3,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/lp/ppc/thank-you/,7,,7,,6,,0.8571428571428571,
MESH,Direct,/environmental-studies-vs-environmental-science-degree/,7,1,7,1,0,0,0,0
MSAAI,Organic Search,.translate.goog/application-of-ai-in-robotics/,7,-3,9,-3,0,0,0,0
Default - (not set),Direct,/employer-partnership/san-diego-futures-foundation/,7,,8,,0,,0,
MSNNL,Display,/masters-nursing-leadership/lp/nurse-cp/,7,,8,,0,,0,
Data Science,Organic Search,/ata-specialist-career/,7,-34,6,-38,0,0,0,0
Data Science,Direct,/faculty/ebrahim-k-tarshizi/,7,6,7,6,0,0,0,0
Data Science,Direct,/how-to-become-a-computer-scientist-salary-career-guide/,7,0,7,-1,0,0,0,0
MED,Organic Search,/masters-education/apply/,7,-1,11,-2,0,0,0,0
Data Science,Organic Search,/data-science-careers/,7,-13,7,-13,0,0,0,0
EML,Direct,/masters-engineering-management-leadership/apply/,7,2,7,-6,1,1,0.14285714285714285,0.14285714285714285
MSAAI,Organic Search,/education-inequity-and-homework/,6,2,18,0,0,0,0,0
Informatics,Paid Social,/masters-health-informatics/lp/thank-you/,6,-2,6,-3,4,-4,0.6666666666666666,-0.33333333333333337
CyberOps,Direct,/cryptographer-career/,6,-10,6,-10,0,0,0,0
MED,Organic Search,/resources/the-complete-list-of-teaching-methods/,6,-13,3,-13,1,1,0.16666666666666666,0.16666666666666666
MESH,Organic Search,/masters-engineering-sustainability-health/apply/,6,-9,7,-13,0,-1,0,-0.06666666666666667
Informatics,Organic Search,/health-informatics-impact-covid-19/,6,-59,8,-55,0,0,0,0
Default - (not set),Email,/mesh-mixer-rsvp/,6,,11,,0,,0,
MED,Direct,/masters-in-special-education-careers/,6,-3,6,-4,0,0,0,0
MSITL,Organic Search,/how-to-become-a-devops-engineer/,6,2,7,4,0,0,0,0
CyberEng,Paid Search,/masters-cyber-security-engineering/apply/,6,-6,5,-5,0,-1,0,-0.08333333333333333
Default - (not set),Paid Search,/masters-engineering-management-leadership/lp/ppc/,6,,5,,4,,0.6666666666666666,
CyberOps,Direct,/vulnerability-and-penetration-testing/,6,,6,,1,,0.16666666666666666,
MSITL,Organic Search,/masters-technology-management-vs-mba/,6,-61,7,-66,0,-1,0,-0.014925373134328358
CyberOps,Organic Search,.translate.goog/top-cyber-security-blogs-websites/,6,-4,6,-4,0,0,0,0
Default - (not set),Direct,/resources/msaai-artificial-intelligence-self-assessment/,6,,7,,0,,0,
Data Science,Direct,/what-is-data-analytics/,6,4,6,-16,0,0,0,0
LEPSL,Organic Search,/,6,-10,35,-17,0,0,0,0
MSHA,Direct,/top-humanitarian-degrees/,6,-16,6,-17,0,0,0,0
MSLDT,Direct,/educational-technology-jobs/,6,-6,6,-6,0,0,0,0
Default - (not set),Email,/admissions/,6,,4,,0,,0,
MSAAI,Organic Search,/machine-learning-courses-and-certifications/,6,-12,6,-12,0,0,0,0
MSNNL,Organic Search,/what-is-a-clinical-nurse-leader/,6,,6,,0,,0,
Data Science,Direct,/business-intelligence-certifications/,6,-3,6,-3,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/health-informatics-track/,6,-7,4,-28,0,0,0,0
MTS,Paid Search,/,6,-11,52,-101,0,-2,0,-0.11764705882352941
MSHA,Organic Search,/international-social-work/,6,-13,10,-17,0,0,0,0
CyberOps,Organic Search,/network-administrator-vs-systems-administrator/,6,-33,6,-33,0,0,0,0
MSAAI,Referral,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,6,4,15,10,0,0,0,0
MSNP,Direct,/nonprofit-certificate-programs/,6,-6,5,-14,0,0,0,0
Data Science,Organic Search,/faculty/ebrahim-k-tarshizi/,6,,5,,0,,0,
Informatics,Direct,/health-data-analyst/,6,-10,8,-9,1,1,0.16666666666666666,0.16666666666666666
MESH,Direct,/masters-engineering-sustainability-health/faculty/,6,2,8,-1,0,0,0,0
MSITL,Direct,/it-management-leadership-certifications/,6,-8,6,-7,0,0,0,0
MED,Direct,/can-you-teach-with-a-bachelors-degree/,6,-14,7,-14,0,0,0,0
MSHA,Direct,/resources/msha-how-a-masters-degree-can-benefit-your-humanitarian-career-thank-you/,6,,6,,2,,0.3333333333333333,
CyberOps,Direct,/entry-level-cyber-security-jobs-guide/,6,-31,7,-29,0,0,0,0
MSITL,Organic Search,/what-is-site-reliability-engineering/,6,-3,11,3,0,0,0,0
EML,Organic Search,/faculty/gb-singh/,6,-9,8,-14,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/lp/humanitarian-action/,6,1,10,4,1,1,0.16666666666666666,0.16666666666666666
Default - (not set),Email,/,6,,9,,0,,0,
Informatics,Organic Search,/education/,6,4,9,8,0,0,0,0
MED,Organic Search,/what-is-an-med-degree-explained/,6,-59,6,-68,0,0,0,0
MED,Direct,/resources/a-career-advancement-guide-for-educators-ebook/,6,,9,,0,,0,
MSITL,Direct,/,6,-8,36,-39,0,0,0,0
MTS,Organic Search,/faculty/angela-zautcke/,6,4,6,5,0,0,0,0
MESH,Direct,/sustainability-degree-careers/,6,-3,6,-3,0,0,0,0
MSAAI,Organic Search,.translate.goog/artificial-intelligence-finance/,6,-6,7,-6,0,0,0,0
Data Science,Organic Search,/data-science/,6,-1,8,0,0,0,0,0
LEPSL,Organic Search,/ai-in-law-enforcement/,6,-3,8,-3,0,0,0,0
MSAAI,Organic Search,/resources/msaai-online-artificial-intelligence-self-assessment/,6,,4,,0,,0,
MED,Organic Search,/masters-education/lp/online-med/,6,-4,11,-8,0,0,0,0
CyberEng,Direct,/cyber-security-vs-software-engineering/,6,,7,,0,,0,
MED,Organic Search,/special-education-masters-vs-masters-in-education-degree/,6,-40,8,-41,0,0,0,0
Data Science,Direct,/masters-applied-data-science/lp/let-us-pay-for-your-msads-program-application-fee/,6,,6,,0,,0,
Data Science,Organic Search,/faculty/bilgenur-baloglu/,6,,6,,0,,0,
MTS,Organic Search,.translate.goog/catholic-charism-comparison/,6,-8,6,-8,0,0,0,0
MSNP,Direct,/how-to-write-grant-proposals/,6,,4,,0,,0,
Default - (not set),Paid Social,/bachelors-nursing/bachelors-nursing-lp-ppc/,6,,14,,0,,0,
LEPSL,Organic Search,/police-management-training/,6,-3,5,-5,0,0,0,0
Informatics,Organic Search,/informatics-certificate-vs-degree-best/,6,-23,8,-29,0,-1,0,-0.034482758620689655
MSNNL,Organic Search,/director-of-nursing-career-guide/,6,,6,,0,,0,
CyberOps,Organic Search,/cyber-security-podcasts/,6,0,6,0,0,0,0,0
MTS,Direct,.translate.goog/serving-god/,6,-16,7,-15,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/lp/study-learning-design-technology/,6,-2,9,-8,0,-1,0,-0.125
Data Science,Organic Search,/data-consultant-career/,6,-13,5,-14,0,0,0,0
MSLDT,Organic Search,/elearning-developer/,6,-23,9,-21,1,1,0.16666666666666666,0.16666666666666666
Data Science,Organic Search,/masters-applied-data-science/classes/,6,-4,9,1,0,0,0,0
CyberOps,Paid Social,/masters-cyber-security-engineering/lp/cyber-security-engineering/,6,,25,,6,,1,
MSHA,Organic Search,.translate.goog/how-to-become-diplomat/,6,-22,6,-22,0,0,0,0
MSAAI,Direct,/ethics-in-ai/,6,-56,6,-55,0,-1,0,-0.016129032258064516
MSLDT,Organic Search,/corporate-trainer-career/,6,-19,6,-24,0,-1,0,-0.04
Data Science,Paid Search,/resources/data-science-self-assessment/,6,5,4,4,0,0,0,0
MSHA,Organic Search,/humanitarian-program-coordinator/,6,-31,9,-36,0,0,0,0
CyberOps,Display,/masters-cyber-security-operations/lp/smartbrief-display/,6,-4,6,-4,2,0,0.3333333333333333,0.1333333333333333
MSHA,Direct,/disaster-relief-jobs/,6,-5,6,-6,0,0,0,0
Informatics,Organic Search,/faculty/jonathan-mack/,6,-3,6,-3,0,0,0,0
MED,Organic Search,/faculty/tess-nunn-eves/,6,4,8,5,0,0,0,0
Data Science,Direct,/data-science-careers/,6,-7,6,-7,0,0,0,0
Informatics,Direct,/masters-health-informatics/lp/health-informatics-for-nurses/,6,0,5,-15,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/transfer-credit/perf-smip/,6,-12,15,-19,0,0,0,0
MSLDT,Paid Search,/masters-learning-design-technology/,6,-4,12,-22,0,-1,0,-0.1
CyberEng,Email,/masters-cyber-security-engineering/classes/,6,4,5,3,0,0,0,0
MESH,Organic Search,.translate.goog/high-paying-environmental-jobs/,6,,6,,0,,0,
"Default - business-entrepreneurship,computer-science,technology",Referral,/ai-for-teachers/,6,,5,,0,,0,
MESH,Direct,/how-to-become-an-environmental-engineer/,6,2,9,5,0,0,0,0
MESH,Email,/masters-engineering-sustainability-health/classes/,6,3,10,8,0,0,0,0
Data Science,Direct,/data-scientist-salary-guide/,6,-5,4,-8,0,0,0,0
MSAAI,Organic Search,/natural-language-processing-overview/,6,-116,7,-115,0,0,0,0
MSNP,Organic Search,/masters-nonprofit-leadership-management/apply/,6,5,20,19,0,0,0,0
MSAAI,Referral,/artificial-intelligence-bootcamps/,6,5,5,4,0,0,0,0
Default - (not set),Direct,/startup-mentor/,6,5,5,4,0,0,0,0
Data Science,Direct,/companies-hiring-data-scientists/,6,-4,7,-1,0,0,0,0
MTS,Unknown - Data Not Available / Data Not Available,/masters-theological-studies/lp/ppc/,6,-24,14,-39,0,-2,0,-0.06666666666666667
Default - (not set),Direct,/contact-us-thank-you/,6,,5,,0,,0,
Default - (not set),Paid Search,/business-entrepreneurship/,6,4,6,4,0,0,0,0
Data Science,Organic Search,/supervised-machine-learning-with-gradient-boosting/,6,-29,6,-27,0,0,0,0
CyberEng,Referral,/network-forensics-tools/,6,1,4,-1,0,0,0,0
Default - (not set),Direct,/how-to-become-an-intrapreneur/,6,,5,,0,,0,
MED,Direct,/technology-in-the-classroom/,6,1,22,14,0,0,0,0
CyberOps,Organic Search,/what-is-a-chief-security-officer-high-demand-skyrocketing-pay-for-csos/,6,-11,6,-9,0,0,0,0
MTS,Organic Search,/faculty/garrett-galvin/,6,2,7,3,0,0,0,0
MSHA,Organic Search,.translate.goog/theory-of-change/,6,,6,,0,,0,
Informatics,Organic Search,/health-data-analyst/,6,-29,6,-31,0,0,0,0
MED,Referral,/teaching-to-every-students-unique-learning-style/,6,-5,6,-7,0,0,0,0
MSAAI,Referral,/artificial-intelligence-scholarships/,6,-4,6,-1,0,0,0,0
MSNNL,Organic Social,/masters-nursing-leadership/,6,5,13,12,1,1,0.16666666666666666,0.16666666666666666
MSLDT,Direct,/instructional-design-vs-learning-experience-design/,6,-5,8,-3,0,0,0,0
Informatics,Paid Social,/healthcare/,6,,6,,0,,0,
CyberOps,Organic Search,/masters-cyber-security-operations/classes/,6,-16,11,-13,0,0,0,0
CyberOps,Organic Search,/how-to-become-a-security-consultant-career-guide/,6,-103,6,-106,0,0,0,0
Informatics,Email,/masters-health-informatics/classes/,6,-1,8,-4,0,0,0,0
MSAAI,Organic Search,/ai-prompt-engineer/,6,-112,6,-147,0,-2,0,-0.01694915254237288
MTS,Organic Search,/faculty/william-short/,6,5,6,5,0,0,0,0
MESH,Direct,/climate-change-analyst-career/,5,-10,7,-14,0,0,0,0
Data Science,Organic Search,/how-to-become-a-software-engineer/,5,-5,5,-8,0,0,0,0
MED,Referral,/faculty/joseph-lathan/,5,1,7,-2,0,0,0,0
EML,Display,/masters-engineering-management-leadership/lp/ppc/,5,-7,5,-7,0,0,0,0
MESH,Display,/masters-engineering-sustainability-health/lp/dyna/,5,,5,,0,,0,
EML,Organic Search,/how-to-become-vp-engineering/,5,-20,6,-16,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/police/,5,2,5,2,0,0,0,0
MESH,Direct,/environmental-compliance-officer-career/,5,0,5,0,0,0,0,0
MED,Organic Search,/early-childhood-education-vs-elementary-education-masters/,5,1,5,0,0,0,0,0
MED,Organic Search,/alternative-teacher-certification-guide/,5,-18,5,-28,0,0,0,0
MSLDT,Direct,/instructional-design-interview-questions/,5,,5,,0,,0,
LEPSL,Organic Search,.translate.goog/10-innovative-police-technologies/,5,-12,5,-14,0,0,0,0
MESH,Referral,/sustainability-scholarships/,5,4,5,4,0,0,0,0
LEPSL,Referral,/women-in-law-enforcement/,5,-30,7,-30,0,0,0,0
MSNNL,Email,/masters-nursing-leadership/lp/dyna/,5,,12,,0,,0,
MTS,Organic Search,/faculty/patty-jimenez/,5,-1,7,-5,0,0,0,0
MED,Direct,/masters-in-education-requirements/,5,0,5,1,0,0,0,0
MSNNL,Organic Search,/masters-nursing-leadership/nursing-educator-track/,5,,15,,0,,0,
CyberOps,Organic Search,/cyber-security-salaries-make-case-for-masters/,5,-11,5,-25,0,0,0,0
MESH,Direct,/sustainability-degree-options/,5,-15,9,-17,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/apply/,5,-6,4,-9,0,0,0,0
MESH,Organic Search,/renewable-energy-consultant-career/,5,,5,,0,,0,
BSN,Direct,/,5,,11,,0,,0,
MED,Direct,.translate.goog/what-is-educational-technology-definition-examples-impact/,5,-35,7,-35,0,0,0,0
Default - (not set),Organic Search,/employer-partnership/guidepoint-security-llc/,5,,5,,0,,0,
MSNNL,Direct,/masters-nursing-leadership/lp/preceptor-information/,5,,4,,2,,0.4,
Informatics,Organic Search,/advisory-board/kohrumel/,5,-1,4,0,0,0,0,0
MSLDT,Paid Search,/masters-learning-design-technology/classes/,5,-1,6,5,0,0,0,0
MSNP,Paid Search,/,5,-13,14,-125,0,0,0,0
MSAAI,Organic Search,/university-of-san-diego-launches-full-time-on-campus-masters-degree-programs-in-applied-artificial-intelligence-and-cyber-security-engineering/,5,,9,,0,,0,
MSITL,Direct,/systems-engineer-career/,5,-7,5,-7,0,0,0,0
MED,Direct,/resources/complete-guide-to-teacher-centered-vs-student-centered-learning/,5,-1,10,4,1,0,0.2,0.033333333333333354
EML,Direct,/manage-engineering-team/,5,-2,5,-3,0,0,0,0
MED,Organic Search,.translate.goog/complete-list-teaching-methods/,5,-49,5,-57,0,0,0,0
MSHA,Organic Search,.translate.goog/human-rights-violation-definition/,5,,6,,0,,0,
MED,Direct,/how-to-become-teacher-in-california/,5,2,6,3,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/apply/,5,2,6,4,0,0,0,0
LEPSL,Organic Search,/how-become-federal-correctional-officer/,5,-48,5,-52,0,0,0,0
MESH,Organic Search,.translate.goog/ngo-careers/,5,-66,6,-73,0,0,0,0
CyberEng,Display,/masters-cyber-security-engineering/lp/smartbrief-display/,5,2,5,-1,3,1,0.6,-0.06666666666666665
MED,Organic Search,/best-podcasts-for-teachers/,5,-23,6,-19,0,0,0,0
LEPSL,Direct,/police-captain-promotion-guide/,5,-12,5,-21,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/students-agencies/,5,3,4,-6,0,0,0,0
MSAAI,Organic Search,.translate.goog/ai-blogs/,5,-11,5,-9,0,0,0,0
MESH,Paid Search,/ngo-careers/,5,-1,4,-3,0,0,0,0
Informatics,Organic Search,/faculty/dorothy-ohagan/,5,3,5,3,0,0,0,0
MED,Organic Search,/are-charter-schools-better-in-creating-education-equity/,5,-14,4,-12,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/lp/thank-you/,5,,10,,5,,1,
Informatics,Organic Social,/masters-health-informatics/,5,,4,,0,,0,
MSAAI,Organic Social,/university-of-san-diego-launches-full-time-on-campus-masters-degree-programs-in-applied-artificial-intelligence-and-cyber-security-engineering/,5,,4,,0,,0,
MSHA,Direct,/,5,-6,39,-30,0,0,0,0
MSNP,Paid Search,/masters-nonprofit-leadership-management/app-waiver/,5,,5,,2,,0.4,
MSHA,Organic Search,/new-online-masters-degree-program-in-humanitarian-action/,5,3,9,8,0,0,0,0
LEPSL,Direct,/forms/,5,-1,14,-17,0,0,0,0
