program_category,default_channel,Landing_page,Session,sessions_mom_difference,Pageview,pageview_mom_difference,Conversions,conversions_mom_difference,Conversion_Rate,conversion_rate_mom_percent_difference
"Default - computer-science,engineering,technology",Direct,/cyber-security/,8,4,14,11,0,0,0,0
MSLDT,Direct,/instructional-design-certificate-vs-masters-degree/,8,5,12,9,0,0,0,0
CyberOps,Organic Search,/cyber-security-director/,8,2,5,-4,0,0,0,0
MED,Direct,/education-specialist/,8,-4,8,-13,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/classes/,8,-39,7,-99,0,0,0,0
Data Science,Direct,/what-is-data-analytics/,8,-1,13,4,0,0,0,0
CyberOps,Direct,/systems-administrator/,7,5,5,3,0,0,0,0
EML,Direct,/principal-engineer-vs-senior-engineer/,7,,8,,0,,0,
MSLDT,Organic Search,/instructional-design-masters-degree-worth-it/,7,-1,8,-3,0,0,0,0
LEPSL,Direct,/faculty/erik-fritsvold/,7,-7,7,-14,0,0,0,0
MSHA,Direct,/disaster-relief-jobs/,7,5,6,4,0,0,0,0
Default - (not set),Direct,/about/student-complaints/,7,,17,,0,,0,
MSHA,Direct,/humanitarian-program-coordinator/,7,4,11,8,0,0,0,0
MSNNL,Direct,/forms/,7,6,50,48,6,6,0.8571428571428571,0.8571428571428571
MSAAI,Referral,/artificial-intelligence-courses-and-certifications/,7,,8,,0,,0,
MSITL,Direct,/masters-information-technology-leadership/apply/,7,2,7,-1,0,0,0,0
MED,Direct,/resources/complete-guide-to-teacher-centered-vs-student-centered-learning/,7,-1,7,-10,0,-2,0,-0.25
MED,Referral,/mental-health-issues-in-schools/,7,,6,,0,,0,
Default - (not set),Direct,/how-to-become-an-intrapreneur/,7,-1,7,-4,0,0,0,0
LEPSL,Organic Search,/faculty/denton-carlson/,7,5,7,6,0,0,0,0
MSHA,Direct,/resources/msha-how-a-masters-degree-can-benefit-your-humanitarian-career/,7,2,8,-4,0,-2,0,-0.4
MED,Direct,/resources/a-career-advancement-guide-for-educators-ebook/,7,3,11,3,0,0,0,0
CyberOps,Direct,/resources/top-paying-cybersecurity-jobs/,7,0,7,-8,0,0,0,0
MSAAI,Paid Social,/masters-applied-artificial-intelligence/,7,2,8,1,0,0,0,0
Default - (not set),Unknown - chatgpt.com / (not set),/admissions/,7,,10,,0,,0,
MSLDT,Direct,/instructional-designer-vs-elearning-developer/,7,4,6,3,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/classes/data-science-elective/,7,,11,,0,,0,
Default - (not set),Referral,/admissions/international-students/,7,6,5,4,0,0,0,0
LEPSL,Paid Search,/police-media-relations-and-social-media/,7,6,9,8,0,0,0,0
MED,Direct,/teacher-cover-letter-examples/,7,0,5,-2,0,0,0,0
Default - (not set),Paid Social,/,7,-1,7,-1,0,0,0,0
EML,Organic Search,/,7,4,46,31,0,0,0,0
MSHA,Organic Social,/types-of-advocacy/,7,,8,,0,,0,
MSNP,Paid Search,/masters-nonprofit-leadership-management/lp/thank-you/,7,3,11,7,5,3,0.7142857142857143,0.2142857142857143
MED,Direct,/special-education-masters-vs-masters-in-education-degree/,7,2,12,6,0,0,0,0
MSAAI,Direct,/faculty/andrew-van-benschoten/,7,5,11,9,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/app-waiver/,7,4,7,2,2,1,0.2857142857142857,-0.047619048
Default - (not set),Organic Search,/masters-degree-innovation/,7,3,10,6,0,0,0,0
MSITL,Organic Search,/masters-information-technology-leadership/apply/,7,6,14,13,0,0,0,0
LEPSL,Organic Search,/ambassador/christopher-skidmore/,7,5,5,3,0,0,0,0
LEPSL,Direct,/shift-in-law-enforcement-leadership/,7,3,6,0,0,0,0,0
MESH,Direct,/sustainability-degree-careers/,7,5,6,4,0,0,0,0
Default - (not set),Direct,/masters-cyber-security-operations/,7,-1,53,12,0,-2,0,-0.25
MSAAI,Organic Social,/artificial-intelligence-jobs/,7,-11,7,-11,0,0,0,0
MTS,Organic Search,/theology-of-retirement/,7,2,6,-10,0,0,0,0
Informatics,Direct,/masters-health-informatics/lp/thank-you/,7,-13,16,-7,9,-7,1.2857142857142858,0.48571428571428577
Informatics,Unknown - Data Not Available / Data Not Available,/masters-health-informatics/lp/study-health-informatics/,7,-2,15,-3,1,1,0.14285714285714285,0.14285714285714285
Default - (not set),Direct,/about/learning-outcomes/,7,3,7,3,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/lp/combined-degree/,7,5,9,7,0,0,0,0
Informatics,Organic Social,/8-technologies-changing-healthcare/,7,,11,,0,,0,
MSLDT,Organic Search,/instructional-technologist-career/,7,4,8,-1,0,-1,0,-0.333333333
MSHA,Paid Social,/masters-humanitarian-action/lp/thank-you/,7,4,7,4,7,4,1,0
MESH,Direct,/masters-engineering-sustainability-health/let-us-pay-for-your-msesh-program-application-fee/,7,-2,7,-9,0,0,0,0
MSAAI,Unknown - perplexity / (not set),/artificial-intelligence-jobs/,7,,7,,0,,0,
Informatics,Direct,/5-health-care-big-data-companies-watch/,7,2,7,2,0,0,0,0
MSAAI,Unknown - chatgpt.com / (not set),/machine-learning-podcast/,7,5,8,6,0,0,0,0
MSLDT,Paid Search,/masters-engineering-sustainability-health/lp/ppc/,7,-17,22,-72,4,-24,0.5714285714285714,-0.595238095
LEPSL,Direct,/masters-law-enforcement-leadership/ambassadors/,7,-3,5,-4,0,0,0,0
MESH,Direct,/resources/mesh-information-session-webinar/,7,6,11,9,0,0,0,0
Default - (not set),Organic Social,/employer-partnership/wild-genomics/,7,,9,,0,,0,
MESH,Paid Social,/masters-engineering-sustainability-health/,7,6,7,6,0,0,0,0
LEPSL,Organic Search,/top-law-enforcement-blogs-websites/,7,1,6,0,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence/,7,-4,13,-17,0,0,0,0
MSAAI,Organic Search,/classes/probability-and-statistics-for-artificial-intelligence-maai-500/,7,1,9,3,0,0,0,0
Data Science,Organic Search,/data-science-in-finance/,7,1,8,3,0,0,0,0
MSITL,Direct,/information-technology-management/,7,-4,7,-15,0,0,0,0
MSLDT,Organic Search,/,7,0,41,17,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/lp/law-enforcement/,7,6,5,4,0,0,0,0
EML,Direct,/masters-engineering-management-leadership/apply/,7,3,7,3,0,0,0,0
EML,Paid Search,/masters-engineering-management-leadership/curriculum/,7,5,6,3,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/,7,-3,8,-9,0,0,0,0
MED,Direct,/implementing-universal-design-learning/,7,-2,8,-4,0,0,0,0
EML,Paid Search,/masters-engineering-management-leadership/apply/,7,6,9,8,0,0,0,0
MSITL,Direct,/systems-engineer-career/,7,1,7,-7,0,0,0,0
LEPSL,Organic Search,/shift-in-law-enforcement-leadership/,7,5,9,7,0,0,0,0
MED,Referral,/teaching-to-every-students-unique-learning-style/,7,-25,11,-42,1,1,0.14285714285714285,0.14285714285714285
MSLDT,Organic Search,/instructional-design-certificate-vs-masters-degree/,7,-7,30,12,4,4,0.5714285714285714,0.5714285714285714
Default - (not set),Unknown - Data Not Available / Data Not Available,/,7,1,21,15,0,0,0,0
EML,Unknown - Data Not Available / Data Not Available,/masters-engineering-management-leadership/lp/ppc/,7,2,7,1,0,0,0,0
CyberEng,Referral,/cyber-security-statistics/,7,4,6,4,0,0,0,0
MED,Organic Search,/masters-education/specializations/curriculum-and-instruction/,7,-9,15,-7,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/classes/,7,5,13,12,0,0,0,0
MSAAI,Organic Search,/faculty/rod-albuyeh/,7,3,7,5,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/health-informatics-track/,7,3,12,9,0,0,0,0
CyberOps,Direct,/cyber-security-auditor-career-guide/,7,4,8,5,0,0,0,0
CyberOps,Direct,/how-to-become-a-security-consultant-career-guide/,7,1,6,0,0,0,0,0
EML,Organic Search,/effective-engineering-manager/,7,1,8,2,0,0,0,0
MSLDT,Organic Social,/what-is-instructional-design-examples/,7,6,7,6,0,0,0,0
MSLDT,Direct,/instructional-design-masters-degree-worth-it/,7,4,7,4,0,0,0,0
Data Science,Direct,/how-to-become-a-computer-scientist-salary-career-guide/,7,6,7,6,0,0,0,0
Data Science,Direct,/data-scientist-salary-guide/,7,1,7,0,0,0,0,0
MSLDT,Direct,/elearning-designer-career/,7,3,7,3,0,0,0,0
MTS,Direct,.translate.goog/serving-god/,7,4,7,4,0,0,0,0
MED,Referral,/rethinking-education-assessment-types/,7,-3,6,-2,0,0,0,0
MSHA,Organic Search,/advisory-board/ocampo/,7,6,12,11,0,0,0,0
Data Science,Organic Search,/data-science-careers/,7,3,7,3,0,0,0,0
Informatics,Organic Search,/health-information-technology-terminology/,7,1,6,0,0,0,0,0
MSLDT,Organic Search,/resources/things-to-know-about-careers-in-instructional-design/,7,5,12,10,0,0,0,0
Informatics,Organic Search,/what-is-medical-informatics/,7,0,6,-10,0,-1,0,-0.142857143
MSAAI,Organic Search,.translate.goog/ai-blogs/,6,3,6,3,0,0,0,0
EML,Direct,/engineering-manager-vs-tech-lead/,6,-9,5,-11,0,0,0,0
MED,Organic Search,/what-is-an-med-degree-explained/,6,3,6,3,0,0,0,0
MSNP,Direct,/business-masters-degrees-types/,6,4,6,3,0,0,0,0
Default - (not set),Paid Search,/computer-science/,6,0,6,1,0,0,0,0
MED,Referral,/masters-education/,6,4,13,11,2,2,0.3333333333333333,0.3333333333333333
CyberOps,Organic Search,/how-to-pick-best-online-cyber-security-program/,6,0,6,-1,0,0,0,0
CyberEng,Direct,/cyber-security-salary-california/,6,-1,6,-1,0,0,0,0
MED,Unknown - chatgpt.com / (not set),/teacher-centered-vs-student-centered-learning/,6,,5,,0,,0,
CyberOps,Direct,/network-administrator-vs-systems-administrator/,6,-3,6,-3,0,0,0,0
MSLDT,Organic Search,/masters-learning-design-technology/faculty/,6,,7,,0,,0,
CyberEng,Direct,/cyber-security-internships/,6,1,7,2,0,0,0,0
MSLDT,Direct,/top-instructional-design-skills/,6,4,6,4,0,0,0,0
MSAAI,Unknown - chatgpt.com / (not set),/artificial-intelligence-courses-and-certifications/,6,,5,,0,,0,
Data Science,Direct,/financial-analyst-career/,6,,7,,0,,0,
MTS,Referral,/what-is-liturgy/,6,4,13,4,1,1,0.16666666666666666,0.16666666666666666
Informatics,Direct,/forms/,6,4,16,12,0,0,0,0
MSAAI,Organic Search,/from-devops-to-mlops-a-comprehensive-guide-to-migrating-and-adding-services/,6,-1,6,-2,0,0,0,0
MSLDT,Organic Search,/training-and-development-specialist/,6,3,6,3,0,0,0,0
Data Science,Organic Search,/how-to-become-database-developer/,6,-1,5,-2,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/fbina/,6,1,5,-2,0,0,0,0
CyberEng,Paid Search,/masters-cyber-security-engineering/classes/,6,-3,3,-10,0,0,0,0
MESH,Paid Search,/masters-engineering-sustainability-health/apply/,6,-3,13,5,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/police/,6,,6,,0,,0,
MED,Direct,/continuing-education-units-teachers-guide/,6,1,6,1,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/lp/health-informatics-for-nurses/,6,-2,13,-2,2,2,0.3333333333333333,0.3333333333333333
MTS,Organic Search,/campus-minister/,6,-2,6,-1,0,0,0,0
MTS,Direct,/st-francis-of-assisi-and-franciscan-theology/,6,-27,7,-22,0,0,0,0
CyberEng,Organic Search,/cybersecurity-masters-degree-comparison/,6,1,7,2,0,0,0,0
LEPSL,Organic Search,/become-a-criminal-justice-instructor/,6,4,6,2,0,0,0,0
MSHA,Direct,/international-social-work/,6,2,6,2,0,0,0,0
MSLDT,Referral,/ai-instructional-design/,6,3,5,0,0,0,0,0
LEPSL,Referral,/women-in-law-enforcement/,6,-9,9,-5,0,0,0,0
Default - (not set),Paid Social,/masters-engineering-management-leadership/lp/ppc/,6,4,6,4,6,4,1,0
MSITL,Organic Search,/how-to-start-it-career/,6,3,5,-10,0,0,0,0
MSLDT,Direct,/instructional-design-careers/,6,0,6,-4,0,0,0,0
LEPSL,Organic Search,/faculty/erik-fritsvold/,6,2,8,4,0,0,0,0
EML,Organic Search,/engineering-masters-scholarships/,6,-8,6,-11,0,-1,0,-0.071428571
MSITL,Organic Search,/what-is-site-reliability-engineering/,6,2,5,1,0,0,0,0
MED,Unknown - Data Not Available / Data Not Available,/masters-education/lp/online-med/,6,5,9,7,0,0,0,0
Default - (not set),Organic Search,/admissions/international-students/,6,5,5,4,0,0,0,0
CyberOps,Direct,/bringing-gamification-to-cyber-security-training/,6,3,5,2,0,0,0,0
MSITL,Direct,/masters-technology-management-vs-mba/,6,5,6,5,0,0,0,0
CyberEng,Organic Search,/become-a-computer-forensics-analyst/,6,-1,5,-1,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/careers/,6,3,6,3,0,0,0,0
CyberOps,Direct,/what-is-a-chief-security-officer-high-demand-skyrocketing-pay-for-csos/,6,1,7,2,0,0,0,0
MESH,Organic Search,/faculty/rodney-reynolds/,6,-4,6,-3,0,0,0,0
MESH,Direct,/best-sustainability-podcasts/,6,0,6,0,0,0,0,0
MSLDT,Organic Search,/learning-design-technology-careers/,6,-1,6,-1,0,0,0,0
Informatics,Referral,/health-information-technology-terminology/,6,-13,3,-14,0,0,0,0
MSNNL,Paid Search,/12-types-of-msn-degrees-how-to-choose-the-best-nursing-track/,6,-4,9,-5,0,0,0,0
MSHA,Direct,/what-makes-a-good-humanitarian-important-skills/,6,2,6,-1,0,0,0,0
Data Science,Organic Search,/how-to-become-a-software-engineer/,6,2,8,4,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/lp/thank-you/,6,0,7,-2,5,-2,0.8333333333333334,-0.333333333
Informatics,Organic Search,/nursing-informatics-vs-health-informatics/,6,1,8,-3,0,0,0,0
MESH,Organic Search,/masters-engineering-sustainability-health/lp/dyna/,6,5,7,6,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/apply/,6,-5,22,3,1,1,0.16666666666666666,0.16666666666666666
MED,Organic Search,/masters-educational-technology-worth-it/,6,-1,6,-1,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/lp/thank-you/,6,0,6,-3,6,-1,1,-0.166666667
Data Science,Direct,/what-is-data-science/,6,-6,6,-5,0,0,0,0
MED,Organic Search,/technology-in-classroom/,6,1,6,2,0,0,0,0
EML,Organic Search,/how-to-become-an-engineering-manager/,6,2,4,0,0,0,0,0
MSHA,Direct,/humanitarian-corridor/,6,-8,6,-14,0,0,0,0
CyberEng,Organic Search,.translate.goog/network-forensics-tools/,6,2,8,4,0,0,0,0
Informatics,Organic Search,/is-health-informatics-degree-worth-it/,6,-9,6,-8,0,0,0,0
MTS,Organic Social,/masters-theological-studies/resources/,6,0,6,0,0,0,0,0
Data Science,Organic Search,/masters-applied-data-science/classes/,6,0,6,3,0,0,0,0
MSNP,Direct,/resources/6-nonprofit-careers-ebook/,6,4,6,4,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/masters-cyber-operations-leadership-program-outcomes/,6,4,6,0,0,0,0,0
MSNP,Organic Search,/masters-nonprofit-leadership-management/app-waiver/,6,3,9,8,2,2,0.3333333333333333,0.3333333333333333
LEPSL,Direct,/masters-law-enforcement-leadership/lp/criminal-justice/,6,2,7,1,0,-1,0,-0.25
MESH,Organic Search,/masters-engineering-sustainability-health/apply/,6,-2,16,4,0,0,0,0
MTS,Email,/masters-theological-studies/lp/dyna/thank-you/,6,5,5,4,0,-1,0,-1
CyberOps,Direct,/best-industries-cyber-security-job-seekers/,6,-4,7,-4,0,0,0,0
MESH,Referral,/career-changes-for-engineers/,6,,7,,0,,0,
Default - (not set),Organic Search,/faculty/michael-lawless/,6,,7,,0,,0,
LEPSL,Organic Search,/ambassador/coleman-langdon/,6,,5,,0,,0,
Data Science,Direct,/13-essential-data-science-textbooks/,6,4,2,0,0,0,0,0
MSLDT,Referral,/instructional-designer-vs-elearning-developer/,6,,7,,0,,0,
CyberOps,Organic Search,/masters-cyber-security-engineering/,6,-1,30,7,1,1,0.16666666666666666,0.16666666666666666
MESH,Direct,/top-degrees-for-social-justice-careers/,6,0,6,0,0,0,0,0
Informatics,Direct,/health-informatics-impact-covid-19/,6,4,6,1,0,0,0,0
Data Science,Direct,/resources/planning-your-future-a-career-in-data-science/,6,5,6,5,0,0,0,0
MESH,Organic Search,/masters-in-sustainability-degree-comparison/,6,2,12,5,0,0,0,0
MESH,Email,/masters-engineering-sustainability-health/,6,-28,14,-33,0,0,0,0
MSAAI,Referral,/ai-ethicist-career/,6,-1,6,-1,0,0,0,0
EML,Direct,/manage-engineering-team/,6,-2,5,-1,0,0,0,0
Default - (not set),Direct,/how-to-create-a-tech-startup-company-in-12-steps-2/,6,4,5,3,0,0,0,0
LEPSL,Direct,/5-tips-for-a-successful-criminal-justice-career/,6,5,7,6,0,0,0,0
MSITL,Direct,/how-to-become-a-site-reliability-engineer/,6,1,6,-1,0,0,0,0
EML,Direct,/,6,4,27,19,0,0,0,0
Default - (not set),Organic Social,/,6,-3,10,0,0,0,0,0
MTS,Direct,/incorporate-faith-in-career/,6,4,7,5,0,0,0,0
CyberOps,Direct,/chief-privacy-officer-career-guide/,6,-9,6,-5,0,0,0,0
CyberEng,Email,/masters-cyber-security-engineering/,6,-2,23,11,0,0,0,0
Default - (not set),Direct,/forms/cse-applicant/,6,5,15,14,0,0,0,0
MTS,Organic Search,/,6,-1,48,-29,0,0,0,0
MTS,Organic Search,.translate.goog/nature-spirituality/,6,3,6,3,0,0,0,0
CyberOps,Organic Search,/black-vs-gray-vs-white-hat-hackers/,6,4,16,4,0,0,0,0
CyberOps,Paid Search,/top-cyber-security-threats/,6,4,4,3,0,0,0,0
MSNNL,Unknown - Data Not Available / Data Not Available,/masters-nursing-leadership/lp/ppc/,6,-2,13,-17,1,0,0.16666666666666666,0.041666667
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/,6,-6,8,-27,0,0,0,0
Data Science,Organic Search,/data-warehouse-engineer/,6,1,6,1,0,0,0,0
LEPSL,Direct,/best-degrees-federal-law-enforcement-jobs/,6,4,6,4,0,0,0,0
EML,Direct,/engineering-management-vs-technical-track/,6,2,6,1,0,0,0,0
Default - (not set),Direct,/how-to-be-innovative-at-work/,6,-5,7,-5,0,0,0,0
MSAAI,Referral,/resources/msaai-artificial-intelligence-self-assessment/,6,,9,,0,,0,
CyberOps,Organic Search,/threat-or-opportunity-big-data-and-cyber-security/,6,-3,7,-3,0,0,0,0
MED,Organic Search,.translate.goog/best-masters-degrees-for-teachers/,5,4,5,3,0,0,0,0
LEPSL,Organic Search,/faculty/duane-voss/,5,3,9,6,0,0,0,0
MSAAI,Organic Search,/imagining-healthcare-in-the-era-of-machine-learning-and-artificial-intelligence/,5,4,3,2,0,0,0,0
MSHA,Referral,/types-of-advocacy/,5,,5,,0,,0,
MSLDT,Direct,/corporate-trainer-career/,5,-3,5,-1,0,0,0,0
MED,Organic Search,/masters-education/faculty/,5,1,7,-4,0,0,0,0
EML,Organic Search,/engineering-career-path/,5,-1,6,1,0,0,0,0
Default - (not set),Organic Search,.translate.goog/transformational-leadership/,5,1,6,2,0,0,0,0
Default - (not set),Direct,/about/career-and-professional-resources/,5,-1,5,-5,0,0,0,0
CyberOps,Direct,/data-protection-officer-career-guide/,5,0,7,0,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/command-college/,5,3,6,3,0,0,0,0
LEPSL,Direct,/risk-management-in-law-enforcement/,5,4,5,4,0,0,0,0
EML,Referral,/engineering-management-leadership-certifications/,5,3,5,3,0,0,0,0
MSAAI,Direct,/open-source-ai-tools/,5,-7,5,-11,0,0,0,0
Default - (not set),Direct,/student-support/one-stop-student-center/,5,2,4,4,0,0,0,0
LEPSL,Email,/police-communication-important-today/,5,,5,,0,,0,
MESH,Affiliate,/masters-engineering-sustainability-health/lp/request-info-rv/,5,0,6,-3,0,-1,0,-0.2
MED,Referral,/teacher-resume-examples/,5,3,7,5,2,2,0.4,0.4
LEPSL,Organic Search,/faculty/matthew-odeane/,5,3,8,4,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/advisory-board/,5,,7,,0,,0,
MSAAI,Referral,/ethics-in-ai/,5,4,8,-1,0,0,0,0
Default - (not set),Referral,/employer-partnership/axos/,5,-6,5,-7,0,0,0,0
Default - (not set),Referral,/about/,5,4,5,4,0,0,0,0
CyberOps,Organic Search,.translate.goog/top-100-cybersecurity-companies/,5,-3,6,-3,0,0,0,0
MESH,Organic Search,.translate.goog/high-paying-environmental-jobs/,5,4,6,5,0,0,0,0
CyberOps,Unknown - chatgpt.com / (not set),/top-cyber-security-threats/,5,4,5,4,0,0,0,0
MTS,Display,/masters-theological-studies/lp/dyna/,5,3,5,3,0,0,0,0
MESH,Referral,/climate-change-careers/,5,2,5,3,0,0,0,0
MED,Organic Search,/implementing-universal-design-learning/,5,-11,4,-14,0,0,0,0
MTS,Direct,/biblical-studies-theology/,5,-1,7,-3,0,-1,0,-0.166666667
Default - (not set),Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,5,-1,38,2,3,-1,0.6,-0.066666667
Default - (not set),Organic Search,/top-cyber-security-threats/,5,-12,13,-83,0,-2,0,-0.117647059
MSNNL,Organic Social,/masters-nursing-leadership/faculty/,5,,6,,0,,0,
MSNNL,Organic Search,/masters-nursing-leadership/scholarships/,5,2,6,3,0,0,0,0
Data Science,Direct,/data-consultant-career/,5,-16,6,-36,0,0,0,0
Data Science,Direct,/how-to-become-a-software-engineer/,5,2,5,2,0,0,0,0
MED,Direct,/resources/9-reasons-master-education-degree-ebook/,5,1,5,1,0,0,0,0
LEPSL,Organic Search,/faculty/steven-weiss/,5,2,4,1,0,0,0,0
MSHA,Direct,/,5,-3,18,-9,0,0,0,0
MED,Direct,/masters-in-special-education-careers/,5,0,4,-1,0,0,0,0
MSNNL,Paid Search,/online-ms-nursing-nl/,5,-1,5,-4,0,0,0,0
MSNP,Paid Search,/masters-nonprofit-leadership-management/app-waiver/,5,2,5,3,1,0,0.2,-0.133333333
Default - (not set),Email,/admissions/,5,3,5,2,0,0,0,0
LEPSL,Organic Search,/decision-making-authority-sid-heal/,5,4,5,4,0,0,0,0
MSAAI,Unknown - Data Not Available / Data Not Available,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,5,-2,10,-5,0,-1,0,-0.142857143
MED,Unknown - chatgpt.com / (not set),/rethinking-education-assessment-types/,5,,6,,0,,0,
LEPSL,Organic Search,/community-policing-through-leadership/,5,0,6,2,0,0,0,0
MSITL,Direct,/what-is-devops/,5,0,5,0,0,0,0,0
MED,Referral,/manage-cell-phones-in-class-tips/,5,,14,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/endorsements-testimonials/,5,1,11,7,0,0,0,0
MSITL,Organic Search,.translate.goog/how-to-become-a-devops-engineer/,5,4,6,5,0,0,0,0
MSHA,Organic Search,/faculty/john-patterson/,5,,5,,0,,0,
MSNP,Referral,/masters-nonprofit-leadership-management/lp/ppc/,5,1,10,-1,2,1,0.4,0.15000000000000002
Informatics,Organic Search,/masters-health-informatics/careers/,5,1,5,-1,0,0,0,0
MSITL,Organic Search,/masters-information-technology-leadership/classes/,5,4,5,2,0,0,0,0
Data Science,Direct,/masters-applied-data-science/lp/study-data-science/,5,-9,5,-7,0,0,0,0
LEPSL,Organic Search,/faculty/benjamin-kelso/,5,-1,6,-3,0,0,0,0
Informatics,Organic Search,/healthcare-informatics-jobs-salary/,5,-8,5,-10,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/scholarships-and-grants/,5,-3,5,-6,0,0,0,0
MSITL,Direct,/resources/free-msitl-program-brochure-thank-you/,5,,8,,0,,0,
LEPSL,Organic Search,/police-community-relations/,5,4,5,4,0,0,0,0
MED,Organic Search,/faculty/lisa-yegin/,5,,7,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/public-safety/,5,1,6,-1,0,-1,0,-0.25
Default - (not set),Organic Search,/technology/,5,4,6,5,0,0,0,0
MSAAI,Direct,/resources/free-ms-aai-program-brochure-thank-you/,5,-2,11,4,4,-2,0.8,-0.057142857
Default - (not set),Direct,/forms/msaai-applicant/,5,-1,5,-9,0,0,0,0
Default - (not set),Direct,/faq/,5,1,5,2,0,0,0,0
MSAAI,Paid Search,/masters-applied-data-science/lp/study-data-science/,5,4,31,27,0,0,0,0
LEPSL,Direct,/how-become-federal-correctional-officer/,5,,5,,0,,0,
LEPSL,Organic Search,/the-importance-of-building-trust-inside-your-community/,5,4,5,4,0,0,0,0
Data Science,Direct,/data-science-in-finance/,5,0,6,1,0,0,0,0
MED,Organic Social,/complete-list-teaching-methods/,5,-6,7,-6,0,-1,0,-0.090909091
MSAAI,Direct,/resources/an-inside-look-at-the-artificial-intelligence-masters-degree-webinar/thank-you/,5,,6,,0,,0,
LEPSL,Organic Search,/gordon-graham-risk-management-reading-list/,5,-9,5,-10,0,0,0,0
CyberEng,Unknown - Data Not Available / Data Not Available,/masters-cyber-security-engineering/lp/cyber-security-engineering/,5,-5,9,-7,0,-1,0,-0.1
Informatics,Email,/masters-health-informatics/,5,-8,8,-14,0,-1,0,-0.076923077
MED,Organic Social,/differentiated-instruction/,5,3,5,3,0,0,0,0
Default - (not set),Organic Search,/tuition-financial-aid/additional-funding-options/,5,-1,3,-1,0,0,0,0
MSNP,Paid Search,/,5,0,22,1,0,0,0,0
EML,Direct,/engineering-career-path/,5,3,5,3,0,0,0,0
MED,Organic Social,/manage-cell-phones-in-class-tips/,5,,5,,0,,0,
Default - (not set),Organic Search,/best-mba-alternatives/,5,0,5,1,0,0,0,0
MSLDT,Organic Search,.translate.goog/instructional-design-models/,5,3,5,2,0,0,0,0
MED,Email,/masters-education/specializations/curriculum-and-instruction/,5,,2,,1,,0.2,
CyberOps,Organic Search,/cyber-security-salaries-make-case-for-masters/,5,-7,5,-14,0,0,0,0
MTS,Direct,/theology-degree-salary/,5,3,5,3,0,0,0,0
MSNNL,Referral,/masters-nursing-leadership/lp/dyna/,5,-12,5,-24,0,-2,0,-0.117647059
Default - (not set),Paid Search,/lp/apply-now/,5,4,5,4,0,0,0,0
MSAAI,Referral,/resources/free-ms-aai-program-brochure/,5,3,5,2,0,0,0,0
Data Science,Referral,/quantitative-analyst-career/,5,4,7,6,0,0,0,0
MSITL,Organic Social,/information-technology-trends/,5,2,3,0,0,0,0,0
LEPSL,Organic Search,/law-enforcement-salaries-spike-with-a-masters-degree/,5,-9,5,-7,0,0,0,0
MSITL,Organic Search,/information-technology-scholarships/,5,,4,,0,,0,
MESH,Direct,/masters-engineering-sustainability-health/resources/,5,-14,4,-20,0,-1,0,-0.052631579
MESH,Direct,/sustainability-degree-options/,5,-2,5,-2,0,0,0,0
MSNNL,Organic Search,/advisory-board/de-veyra/,5,,4,,0,,0,
MTS,Unknown - tradedesk / ctv,/masters-theological-studies/lp/ppc/,5,,5,,0,,0,
MSITL,Paid Search,/masters-information-technology-leadership/apply/,5,2,11,8,0,0,0,0
CyberOps,Organic Search,/faculty/michelle-moore/,5,-7,3,-7,0,0,0,0
MSLDT,Direct,/instructional-design-career-guide/,5,1,4,0,0,0,0,0
Informatics,Organic Search,/classes/introduction-health-care-information-management/,5,4,5,4,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/scholarships/,5,4,13,10,0,0,0,0
LEPSL,Direct,/police-management-training/,5,,7,,0,,0,
LEPSL,Referral,/what-style-police-leadership-most-effective/,5,-3,7,0,0,0,0,0
Default - (not set),Paid Search,/engineering/,5,-3,5,-4,0,0,0,0
MSNNL,Direct,/how-to-become-a-cno/,5,2,5,2,0,0,0,0
