program_category,default_channel,Landing_page,Session,sessions_mom_difference,Pageview,pageview_mom_difference,Conversions,conversions_mom_difference,Conversion_Rate,conversion_rate_mom_percent_difference
MSNNL,Paid Search,/masters-nursing-leadership/lp/ppc/,362,-142,584,-179,14,-2,0.03867403314917127,0.006928001403139525
MTS,Paid Search,/masters-theological-studies/lp/ppc/,361,-217,445,-289,15,-13,0.04155124653739612,-0.006891660036998343
MED,Referral,/education-inequity-and-homework/,354,169,372,167,0,0,0,0
MTS,Organic Search,/serving-god/,353,-125,384,-120,0,0,0,0
MED,Organic Search,/best-paying-school-districts-ca-teachers/,343,-104,355,-124,0,0,0,0
Data Science,Paid Social,/masters-applied-data-science/lp/study-data-science/,334,-64,353,-75,0,-2,0,-0.005025125628140704
MESH,Organic Search,/high-paying-environmental-jobs/,326,-123,356,-122,0,0,0,0
LEPSL,Paid Social,/masters-law-enforcement-leadership/lp/law-enforcement/,313,-268,334,-285,10,-20,0.03194888178913738,-0.01968623008693835
MSNNL,Paid Social,/masters-nursing-leadership/lp/ppc/,312,62,391,52,15,-2,0.04807692307692308,-0.019923076923076925
Default - (not set),Paid Search,/,308,-22,520,-31,2,1,0.006493506493506494,0.0034632034632034636
MSLDT,Paid Social,/masters-learning-design-technology/lp/instructional-design-for-teachers/,307,80,345,93,22,15,0.07166123778501629,0.04082423337972994
MSNP,Paid Search,/masters-nonprofit-leadership-management/lp/ppc/,303,77,387,95,8,-5,0.026402640264026403,-0.031119483629778906
LEPSL,Organic Search,/10-innovative-police-technologies/,297,21,311,12,0,0,0,0
MTS,Email,/masters-theological-studies/lp/dyna/,289,,365,,16,,0.05536332179930796,
Informatics,Paid Search,/masters-health-informatics/lp/study-health-informatics/,288,-56,373,-65,19,1,0.06597222222222222,0.013646640826873384
MSHA,Organic Search,/humanitarian-careers/,287,-74,322,-58,2,0,0.006968641114982578,0.0014284749099964288
MTS,Organic Search,/theology-careers/,287,-18,311,-25,0,-2,0,-0.006557377049180328
Default - (not set),Organic Search,/how-to-become-an-entrepreneur/,284,-154,313,-134,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/,281,12,451,-39,12,0,0.042704626334519574,-0.0019050390929897174
MED,Organic Search,/teacher-centered-vs-student-centered-learning/,279,7,301,-19,1,-5,0.0035842293906810036,-0.018474594138730763
CyberEng,Paid Social,/masters-cyber-security-engineering/lp/cyber-security-degrees/,276,-69,280,-73,0,0,0,0
Default - (not set),Organic Search,/,275,-57,421,-79,0,0,0,0
MED,Organic Search,/brain-based-learning/,272,-50,265,-73,0,-1,0,-0.003105590062111801
MED,Direct,/life-skills-education-in-schools/,267,-42,279,-63,0,0,0,0
MED,Direct,/teacher-centered-vs-student-centered-learning/,266,106,260,100,2,0,0.007518796992481203,-0.004981203007518798
MSAAI,Direct,/artificial-intelligence-business/,261,-53,258,-53,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/,260,29,394,-1,9,6,0.03461538461538462,0.02162837162837163
MSHA,Paid Social,/masters-humanitarian-action/lp/humanitarian-action/,259,-49,297,-73,24,-4,0.09266409266409266,0.0017550017550017477
MSLDT,Paid Search,/masters-learning-design-technology/lp/study-learning-design-technology/,257,-62,307,-91,17,-3,0.06614785992217899,0.003451935157288713
MSLDT,Organic Search,/kirkpatrick-training-evaluation-model/,256,-8,238,-33,0,-1,0,-0.003787878787878788
MSAAI,Organic Search,/application-of-ai-in-robotics/,256,-102,267,-99,0,0,0,0
MSHA,Organic Search,/how-to-become-diplomat/,256,-118,261,-143,0,-2,0,-0.0053475935828877
CyberEng,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,249,49,296,66,12,2,0.04819277108433735,-0.0018072289156626509
MSAAI,Organic Search,/entry-level-ai-careers/,247,43,273,47,2,2,0.008097165991902834,0.008097165991902834
MED,Paid Search,/masters-education/lp/online-med/,246,-8,381,30,23,6,0.09349593495934959,0.026566801101081866
MSHA,Organic Search,/humanitarian-intervention-success-stories/,245,93,255,110,0,0,0,0
MSAAI,Organic Search,/ai-ethicist-career/,244,-58,274,-62,3,3,0.012295081967213115,0.012295081967213115
CyberEng,Direct,/masters-cyber-security-engineering/,236,4,268,6,0,-1,0,-0.004310344827586207
MED,Direct,/complete-list-teaching-methods/,232,66,237,65,2,1,0.008620689655172414,0.0025965932696302447
EML,Paid Search,/masters-engineering-management-leadership/lp/ppc/,229,-55,320,-40,18,5,0.07860262008733625,0.0328279722000123
Informatics,Direct,/8-technologies-changing-healthcare/,225,117,233,130,0,0,0,0
Informatics,Direct,/masters-health-informatics/,222,25,340,60,3,2,0.013513513513513514,0.00843737138153382
MED,Organic Search,/teaching-to-every-students-unique-learning-style/,212,29,226,41,1,0,0.0047169811320754715,-0.0007474997422414684
CyberOps,Organic Search,/top-cyber-security-blogs-websites/,208,-72,203,-80,0,0,0,0
MSLDT,Organic Search,/instructional-design-models/,203,-74,203,-67,0,-1,0,-0.0036101083032490976
MSHA,Organic Search,/international-aid-worker-tips/,201,-6,223,9,0,-1,0,-0.004830917874396135
MTS,Direct,/masters-theological-studies/,201,113,234,92,1,-4,0.004975124378109453,-0.051843057440072365
MED,Organic Search,/effective-educational-leadership/,199,-69,258,-99,1,-1,0.005025125628140704,-0.0024375609390234754
MSAAI,Direct,/ai-impact-on-job-market/,198,-215,194,-206,0,0,0,0
MSITL,Organic Search,/it-job-titles/,197,-86,201,-98,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/lp/study-healthcare-analytics/,195,-20,220,-18,10,4,0.05128205128205128,0.023375074537865234
MED,Organic Search,/cooperative-learning-strategies/,195,-37,193,-42,0,0,0,0
MED,Direct,/effective-educational-leadership/,191,13,234,25,1,0,0.005235602094240838,-0.00038237543384904947
Informatics,Paid Search,/masters-health-informatics/lp/health-informatics-for-nurses/,191,-27,209,-46,7,1,0.03664921465968586,0.009126278879869346
MSITL,Paid Social,/masters-information-technology-leadership/lp/ppc/,189,-67,232,-93,7,-16,0.037037037037037035,-0.052806712962962965
MSLDT,Organic Search,/what-is-instructional-design-examples/,181,14,193,-10,1,0,0.0055248618784530384,-0.0004631620736427703
MSHA,Organic Search,/theory-of-change/,180,-80,173,-60,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/,180,5,245,1,2,1,0.011111111111111112,0.005396825396825397
CyberOps,Direct,/top-100-cybersecurity-companies/,178,4,173,1,0,0,0,0
CyberOps,Direct,/top-cyber-security-threats/,177,-77,172,-80,0,0,0,0
MTS,Direct,/what-is-liturgy/,175,-90,191,-102,1,1,0.005714285714285714,0.005714285714285714
MSITL,Organic Search,/information-technology-trends/,175,43,194,61,0,0,0,0
EML,Organic Search,/future-engineering-trends/,173,-52,185,-24,1,1,0.005780346820809248,0.005780346820809248
MTS,Direct,/serving-god/,170,-40,187,-40,0,0,0,0
MED,Organic Search,/what-is-educational-technology-definition-examples-impact/,169,-61,180,-89,0,-1,0,-0.004347826086956522
LEPSL,Organic Search,/police-communication-important-today/,166,-17,194,-8,0,-3,0,-0.01639344262295082
MTS,Paid Social,/masters-theological-studies/,165,36,174,34,0,-1,0,-0.007751937984496124
MTS,Organic Search,/catholic-charism-comparison/,159,-52,178,-52,0,0,0,0
MSNP,Email,/masters-nonprofit-leadership-management/lp/dyna/,159,157,170,167,6,6,0.03773584905660377,0.03773584905660377
MSAAI,Direct,/artificial-intelligence-jobs/,158,-15,165,-19,1,0,0.006329113924050633,0.0005487671032413845
MSLDT,Direct,/instructional-design-models/,157,-3,157,-12,0,-1,0,-0.00625
MSAAI,Referral,/artificial-intelligence-education/,157,55,159,59,0,0,0,0
MED,Organic Search,/adaptive-curriculum-for-special-education/,155,7,157,10,1,1,0.0064516129032258064,0.0064516129032258064
MESH,Email,/masters-engineering-sustainability-health/lp/dyna/,154,124,162,116,0,-7,0,-0.23333333333333334
LEPSL,Organic Search,/masters-law-enforcement-leadership/,154,7,273,22,3,1,0.01948051948051948,0.005875077303648732
MSHA,Email,/masters-humanitarian-action/lp/dyna/,154,,186,,12,,0.07792207792207792,
MED,Organic Search,/manage-cell-phones-in-class-tips/,151,34,153,37,0,0,0,0
MSAAI,Organic Search,/ai-trainer/,149,-43,162,-104,0,0,0,0
MSNP,Display,/masters-nonprofit-leadership-management/lp/dyna/,145,,161,,3,,0.020689655172413793,
Informatics,Paid Social,/nursing-informatics-vs-health-informatics/,137,61,147,69,0,-1,0,-0.013157894736842105
MTS,Organic Search,/ministry-careers/,136,-36,137,-47,0,0,0,0
MSHA,Organic Search,/examples-of-social-change/,136,-33,146,-40,0,-1,0,-0.005917159763313609
EML,Direct,/masters-engineering-management-leadership/,135,76,173,84,2,0,0.014814814814814815,-0.019083490269930947
Default - (not set),Direct,/about/state-authorization-status/,131,-11,139,-6,0,0,0,0
MSLDT,Organic Search,/job-aid-examples-template/,129,-28,126,-19,0,0,0,0
MED,Direct,/what-is-educational-technology-definition-examples-impact/,127,-22,132,-31,0,0,0,0
MED,Organic Search,/rethinking-education-assessment-types/,126,-51,117,-62,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-finance/,126,-43,124,-50,0,0,0,0
MED,Organic Search,/educational-resources-for-teachers/,124,-9,127,-1,1,1,0.008064516129032258,0.008064516129032258
LEPSL,Email,/best-police-leadership-books/,124,-25,145,-36,0,0,0,0
CyberEng,Organic Search,/cyber-security-statistics/,122,45,119,48,0,0,0,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/law-enforcement/,121,62,171,96,10,7,0.08264462809917356,0.03179717047205491
MED,Organic Search,/careers-masters-curriculum-instruction/,116,-87,121,-106,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/,114,-10,218,-12,6,6,0.05263157894736842,0.05263157894736842
MSAAI,Direct,/masters-applied-artificial-intelligence/classes/,113,46,155,85,1,1,0.008849557522123894,0.008849557522123894
Data Science,Paid Search,/masters-applied-data-science/lp/study-data-science/,112,-16,135,-12,0,0,0,0
CyberOps,Direct,/top-cyber-security-blogs-websites/,112,-21,110,-16,0,0,0,0
MSLDT,Organic Search,/career-changes-for-teachers/,112,-54,126,-46,0,0,0,0
MSAAI,Organic Search,/careers-using-python/,109,-82,113,-86,0,0,0,0
MSLDT,Organic Search,/addie-model-instructional-design/,108,21,111,33,1,0,0.009259259259259259,-0.0022349936143039595
MSAAI,Direct,/masters-applied-artificial-intelligence/apply/,107,23,155,34,6,3,0.056074766355140186,0.020360480640854474
MED,Organic Search,/inclusive-education-strategies/,107,-35,132,-15,0,0,0,0
Default - (not set),Organic Search,/transformational-leadership/,106,42,105,40,0,0,0,0
MED,Direct,/brain-based-learning/,105,22,107,25,0,-1,0,-0.012048192771084338
MED,Organic Search,/faculty/joseph-lathan/,101,10,122,31,0,0,0,0
EML,Organic Search,/senior-engineer-vs-tech-lead-vs-lead-engineer/,101,-23,105,-13,0,0,0,0
MSNP,Organic Search,/best-nonprofit-degrees/,100,-37,116,-46,0,-3,0,-0.021897810218978103
Data Science,Organic Search,/quantitative-analyst-career/,97,-46,95,-56,0,0,0,0
MED,Direct,/differentiated-instruction/,96,-12,95,2,0,0,0,0
MESH,Organic Search,/climate-change-careers/,96,-131,96,-132,1,1,0.010416666666666666,0.010416666666666666
LEPSL,Direct,/10-innovative-police-technologies/,95,-31,93,-35,0,0,0,0
MSAAI,Direct,/ai-blogs/,95,25,85,21,0,0,0,0
LEPSL,Organic Search,/women-in-law-enforcement/,94,-16,97,-26,0,0,0,0
MESH,Organic Search,/sustainability-scholarships/,94,-44,94,-55,0,0,0,0
MSLDT,Organic Search,/create-employee-training-program/,94,3,96,7,2,2,0.02127659574468085,0.02127659574468085
CyberEng,Display,/masters-cyber-security-engineering/lp/smartbrief-display/,93,37,104,44,5,-6,0.053763440860215055,-0.14266513056835636
MSHA,Organic Search,/types-of-advocacy/,93,24,92,31,0,0,0,0
MED,Organic Search,/steam-education-in-schools/,92,7,106,-4,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/,92,-6,193,17,3,2,0.03260869565217391,0.022404614019520853
MED,Direct,/teaching-to-every-students-unique-learning-style/,90,41,96,48,0,0,0,0
MSHA,Organic Search,/logical-framework-approach/,90,8,78,6,0,0,0,0
MSNP,Organic Search,/nonprofit-jobs/,89,7,92,-2,0,0,0,0
Data Science,Display,/masters-applied-data-science/lp/study-data-science/,88,50,92,50,1,-1,0.011363636363636364,-0.04126794258373205
CyberOps,Display,/masters-cyber-security-operations/lp/smartbrief-display/,87,18,89,12,0,-15,0,-0.21739130434782608
MED,Referral,/teacher-centered-vs-student-centered-learning/,87,37,90,38,1,1,0.011494252873563218,0.011494252873563218
MSAAI,Organic Search,/best-artificial-intelligence-degrees/,87,-80,95,-104,0,-2,0,-0.011976047904191617
MSITL,Paid Search,/masters-information-technology-leadership/lp/ppc/,86,-26,113,-89,4,-10,0.046511627906976744,-0.07848837209302326
LEPSL,Organic Search,/what-is-intelligence-led-policing/,86,-71,100,-67,0,0,0,0
MED,Organic Search,/per-pupil-education-spending-by-state/,86,13,94,16,0,0,0,0
MED,Organic Search,/differentiated-instruction/,86,14,71,-5,0,0,0,0
MESH,Organic Search,/career-changes-for-engineers/,86,-21,93,-22,0,0,0,0
CyberOps,Organic Search,/ethical-hacker-career-salary-guide/,85,-25,96,-30,0,-1,0,-0.00909090909090909
MSHA,Organic Search,/top-humanitarian-degrees/,85,-47,107,-54,2,1,0.023529411764705882,0.015953654188948306
LEPSL,Organic Search,/what-style-police-leadership-most-effective/,85,-38,86,-39,0,0,0,0
LEPSL,Organic Search,/top-5-trends-in-law-enforcement/,84,34,97,43,0,0,0,0
MSLDT,Organic Search,/learning-objectives-examples/,84,-82,79,-70,0,0,0,0
MSAAI,Direct,/application-of-ai-in-robotics/,84,-9,96,-4,0,0,0,0
MTS,Organic Search,/liturgy-of-the-hours/,84,2,100,16,1,1,0.011904761904761904,0.011904761904761904
MSAAI,Organic Search,/artificial-intelligence-courses-and-certifications/,83,13,88,17,0,0,0,0
MESH,Organic Search,/ngo-careers/,83,-32,89,-34,1,1,0.012048192771084338,0.012048192771084338
CyberEng,Organic Search,/masters-cyber-security-engineering/,83,3,116,9,0,-2,0,-0.025
MSAAI,Direct,/ethics-in-artificial-intelligence/,82,66,74,55,0,0,0,0
MED,Direct,/masters-education/,81,-34,121,-97,2,-2,0.024691358024691357,-0.010091250670960818
CyberOps,Direct,/masters-cyber-security-operations/,80,-17,123,-1,4,3,0.05,0.03969072164948454
MED,Unknown - chatgpt.com / (not set),/life-skills-education-in-schools/,80,,78,,0,,0,
MED,Direct,/faculty/joseph-lathan/,79,-20,105,-11,0,0,0,0
MSNP,Organic Search,/grant-writer-career/,78,17,81,1,0,-1,0,-0.01639344262295082
LEPSL,Email,/masters-law-enforcement-leadership/,78,-14,98,-49,0,0,0,0
MSLDT,Direct,/kirkpatrick-training-evaluation-model/,78,7,68,-1,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/,78,9,145,26,0,-2,0,-0.028985507246376812
Default - (not set),Direct,/how-to-become-an-entrepreneur/,77,-10,81,-7,0,0,0,0
MSNNL,Unknown - social / social,/director-of-nursing-career-guide/,77,20,86,29,0,0,0,0
MTS,Organic Search,/how-to-become-a-spiritual-director/,77,-32,88,-36,0,0,0,0
MTS,Organic Search,/what-is-lay-ministry/,76,6,95,27,0,0,0,0
MSAAI,Referral,/artificial-intelligence-business/,76,-1,65,-17,0,0,0,0
Informatics,Paid Social,/masters-health-informatics/lp/request-info/,75,16,81,16,0,-5,0,-0.0847457627118644
MSNNL,Display,/resources/nurse-leader-career-paths-opportunities/,75,72,97,94,20,20,0.26666666666666666,0.26666666666666666
Default - (not set),Direct,/employer-partnership/,75,47,83,51,2,2,0.02666666666666667,0.02666666666666667
MTS,Direct,/why-study-theology/,75,40,75,38,0,0,0,0
MESH,Organic Search,/6-best-urban-planning-careers-degree-salary-guide/,74,-21,80,-17,0,0,0,0
MSAAI,Referral,/masters-applied-artificial-intelligence/,74,-36,125,-54,3,-5,0.04054054054054054,-0.03218673218673218
LEPSL,Organic Search,/faculty/wendy-patrick/,74,-38,83,-35,0,0,0,0
MSLDT,Paid Social,/masters-learning-design-technology/lp/study-learning-design-technology/,74,-176,79,-205,4,-10,0.05405405405405406,-0.0019459459459459441
MTS,Organic Search,/jobs-for-catholics/,74,-9,87,-16,0,-1,0,-0.012048192771084338
LEPSL,Organic Search,/why-police-officer-education-is-important/,74,5,74,0,1,1,0.013513513513513514,0.013513513513513514
MSAAI,Organic Search,/machine-learning-podcast/,73,-34,75,-34,0,0,0,0
MSLDT,Direct,/create-employee-training-program/,72,32,64,17,0,-1,0,-0.025
MED,Direct,/best-masters-degrees-for-teachers/,72,-37,76,-36,0,0,0,0
MED,Organic Search,/co-teaching-models/,72,-15,63,-18,0,0,0,0
CyberEng,Organic Search,/network-forensics-tools/,71,19,69,22,0,0,0,0
MESH,Organic Search,/community-health-degree-jobs/,71,-39,70,-41,0,0,0,0
MTS,Email,/masters-theological-studies/,71,63,110,101,1,1,0.014084507042253521,0.014084507042253521
CyberOps,Organic Search,/best-jobs-in-cyber-security/,71,-125,77,-138,0,-2,0,-0.01020408163265306
Data Science,Direct,/masters-applied-data-science/,70,-23,87,-28,1,0,0.014285714285714285,0.0035330261136712737
CyberEng,Organic Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,69,-77,75,-71,2,2,0.028985507246376812,0.028985507246376812
EML,Organic Search,/principal-engineer-vs-senior-engineer/,68,-3,71,0,0,-2,0,-0.028169014084507043
MSAAI,Organic Search,/artificial-intelligence-scholarships/,68,-40,80,-38,1,0,0.014705882352941176,0.0054466230936819175
MED,Direct,/rethinking-education-assessment-types/,67,18,61,10,0,0,0,0
MSNNL,Email,/masters-nursing-leadership/lp/nurse-cp/,67,,68,,0,,0,
MED,Organic Search,/teacher-cover-letter-examples/,66,-4,59,-14,0,-4,0,-0.05714285714285714
MED,Organic Search,/instructional-leadership/,66,-52,67,-48,0,0,0,0
MED,Organic Search,/masters-education/,65,-41,117,-74,1,1,0.015384615384615385,0.015384615384615385
MSITL,Direct,/it-job-titles/,65,24,67,27,0,0,0,0
MSLDT,Organic Search,/top-instructional-design-software/,64,-25,56,-28,0,0,0,0
Default - (not set),Unknown - tradedesk / dooh,/,64,-2,64,-2,0,0,0,0
EML,Direct,/future-engineering-trends/,64,6,67,3,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/,64,0,138,16,5,3,0.078125,0.046875
MSNP,Organic Search,/nonprofit-grant-databases/,63,-51,59,-55,0,-1,0,-0.008771929824561403
EML,Organic Search,/engineering-manager-skills/,63,-37,62,-43,1,1,0.015873015873015872,0.015873015873015872
MSLDT,Email,/top-instructional-design-skills/,63,,69,,5,,0.07936507936507936,
CyberEng,Organic Search,/black-vs-gray-vs-white-hat-hackers/,62,-28,62,-27,0,0,0,0
Informatics,Email,/masters-health-informatics/lp/learn-more/,62,,64,,1,,0.016129032258064516,
MSHA,Organic Search,/social-advocacy-definition/,62,8,60,-2,0,0,0,0
MESH,Direct,/high-paying-environmental-jobs/,61,5,65,9,0,0,0,0
CyberEng,Organic Search,/cyber-crime-investigator-career/,60,-37,61,-36,0,0,0,0
MTS,Organic Search,/religious-vocational-discernment/,60,-6,70,3,0,0,0,0
MSAAI,Display,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,60,10,76,23,3,2,0.05,0.030000000000000002
MTS,Organic Search,/how-to-regain-your-faith/,60,9,75,22,0,0,0,0
MTS,Display,/masters-theological-studies/,60,,90,,2,,0.03333333333333333,
MSAAI,Organic Social,/masters-applied-artificial-intelligence/,59,53,83,78,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/apply/,59,23,54,0,0,-2,0,-0.05555555555555555
MSLDT,Direct,/top-instructional-design-software/,59,26,56,21,0,0,0,0
CyberEng,Direct,/cyber-security-statistics/,58,31,60,36,0,0,0,0
MSITL,Organic Search,/it-careers-after-help-desk/,58,-13,53,-21,0,0,0,0
MSHA,Direct,/how-to-become-diplomat/,57,-21,60,-23,0,0,0,0
MSNP,Organic Search,/ngo-vs-nonprofit/,57,2,71,13,0,0,0,0
MTS,Direct,/theology-careers/,57,-16,58,-26,0,0,0,0
MED,Direct,/steam-education-in-schools/,57,24,52,22,0,0,0,0
MED,Direct,/co-teaching-models/,57,-3,55,0,0,0,0,0
MED,Direct,/cooperative-learning-strategies/,57,11,54,9,0,0,0,0
MESH,Organic Search,/environmental-justice-careers/,56,-10,61,-17,0,0,0,0
MSHA,Direct,/humanitarian-intervention-success-stories/,56,-3,57,5,0,0,0,0
LEPSL,Email,/masters-law-enforcement-leadership/lp/request-info/,55,53,62,61,2,2,0.03636363636363636,0.03636363636363636
MTS,Organic Search,/why-study-theology/,55,-54,60,-62,0,0,0,0
MSLDT,Organic Search,/instructional-technology-tools/,55,-8,52,-16,0,0,0,0
MESH,Direct,/ngo-careers/,54,-2,57,-7,0,0,0,0
MSITL,Display,/masters-information-technology-leadership/lp/ppc/,54,10,56,11,1,1,0.018518518518518517,0.018518518518518517
MED,Referral,/brain-based-learning/,54,28,53,34,1,1,0.018518518518518517,0.018518518518518517
MESH,Organic Search,/jobs-that-make-difference/,54,-32,57,-26,0,0,0,0
MSITL,Organic Search,/it-organizational-structure/,54,-24,54,-31,0,0,0,0
MSAAI,Direct,/artificial-intelligence-finance/,53,-14,53,-16,0,0,0,0
MTS,Organic Search,/ways-to-deepen-your-faith/,53,-77,60,-91,0,-2,0,-0.015384615384615385
Informatics,Paid Social,/health-data-analyst/,53,-37,54,-39,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/lp/fop/,53,-20,60,-15,2,1,0.03773584905660377,0.02403721891961747
MTS,Organic Search,/how-to-become-a-catholic-school-teacher/,53,-13,67,-10,0,0,0,0
MED,Referral,/the-joys-and-challenges-of-teaching-black-history-month/,52,47,66,61,0,0,0,0
MSHA,Direct,/humanitarian-careers/,51,-4,52,-2,0,0,0,0
EML,Organic Search,/engineering-management-leadership-certifications/,51,-21,49,-20,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/,51,-26,69,-45,1,0,0.0196078431372549,0.006620830150241914
CyberOps,Organic Search,/masters-cyber-security-operations/,51,16,72,27,1,1,0.0196078431372549,0.0196078431372549
MSAAI,Referral,/ai-blogs/,51,,54,,0,,0,
Default - (not set),Direct,/programs/,50,-20,63,-24,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/apply/,50,-11,55,-8,0,-1,0,-0.01639344262295082
MED,Direct,/best-teacher-blogs/,50,43,53,46,0,0,0,0
Data Science,Organic Search,/companies-hiring-data-scientists/,50,-35,47,-47,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/,50,15,90,32,1,1,0.02,0.02
MED,Direct,/best-paying-school-districts-ca-teachers/,50,-10,49,-10,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/classes/,50,20,49,13,0,0,0,0
MSLDT,Organic Search,/masters-learning-design-technology/,49,13,97,44,0,0,0,0
MTS,Organic Search,/what-is-ecospirituality/,49,4,47,-12,0,0,0,0
MESH,Unknown - smartbrief / impression,/masters-engineering-sustainability-health/lp/dyna/,49,,48,,0,,0,
MSLDT,Organic Search,/educational-technology-jobs/,49,-27,50,-30,0,0,0,0
Data Science,Organic Search,/data-communication/,49,0,55,8,0,0,0,0
MED,Organic Search,/fastest-way-to-teaching-degree/,49,-40,57,-43,0,0,0,0
MSLDT,Direct,/job-aid-examples-template/,48,17,42,13,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/apply/,48,-20,70,-29,0,0,0,0
MSNP,Organic Search,/masters-nonprofit-leadership-management/,48,3,89,25,2,1,0.041666666666666664,0.01944444444444444
MSITL,Organic Search,/technology-degrees/,48,-90,52,-100,0,0,0,0
MSNNL,Display,/resources/nursing-leadership-information-session/,48,,53,,2,,0.041666666666666664,
CyberEng,Direct,/masters-cyber-security-engineering/classes/,48,13,50,8,0,0,0,0
MED,Direct,/inclusive-education-strategies/,47,-10,50,1,0,0,0,0
