program_category,default_channel,Landing_page,Session,sessions_mom_difference,Pageview,pageview_mom_difference,Conversions,conversions_mom_difference,Conversion_Rate,conversion_rate_mom_percent_difference
MTS,Direct,/ministry-careers/,19,-1,18,-10,0,0,0,0
CyberOps,Organic Search,/chief-privacy-officer-career-guide/,19,6,19,4,0,0,0,0
MSITL,Direct,/it-organizational-structure/,19,-7,20,-3,0,0,0,0
Informatics,Organic Search,/healthcare-informatics-jobs-salary/,19,0,19,-4,0,0,0,0
MSNP,Organic Search,/nonprofit-certificate-programs/,19,-20,20,-33,0,-1,0,-0.02564102564102564
LEPSL,Organic Search,/criminal-justice-masters-degree-comparison/,19,-8,22,-8,0,0,0,0
MTS,Organic Social,/serving-god/,19,,19,,0,,0,
MED,Organic Search,/masters-education/specializations/curriculum-and-instruction/,19,5,23,5,0,0,0,0
EML,Direct,/engineering-manager-skills/,19,-1,20,3,0,0,0,0
LEPSL,Organic Search,/gordon-graham-risk-management-reading-list/,19,10,20,9,0,0,0,0
Informatics,Direct,/ai-healthcare/,19,10,17,8,0,0,0,0
MSNNL,Organic Search,/what-is-a-nurse-administrator/,19,-5,22,-3,0,0,0,0
MTS,Direct,/how-to-become-a-spiritual-director/,19,11,27,19,0,0,0,0
Informatics,Organic Search,/health-information-management-vs-health-informatics/,19,-26,20,-26,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/classes/,19,7,31,19,0,0,0,0
MSITL,Organic Search,/how-to-become-a-site-reliability-engineer/,19,-4,20,-3,0,0,0,0
MSLDT,Direct,/learning-objectives-examples/,19,-9,22,-5,0,0,0,0
MSNP,Organic Search,/volunteer-management-software/,19,1,14,0,0,0,0,0
CyberOps,Organic Search,/10-reasons-to-get-your-masters-degree-in-cyber-security/,19,-21,20,-25,0,0,0,0
Default - (not set),Direct,/how-to-start-a-business/,19,0,18,-1,0,0,0,0
MTS,Paid Search,/masters-theological-studies/,19,2,23,-8,0,0,0,0
Informatics,Direct,/healthcare/,19,-7,23,-6,0,0,0,0
MSLDT,Direct,/educational-technology-jobs/,19,4,22,-4,1,1,0.05263157894736842,0.05263157894736842
MSAAI,Direct,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,18,-20,28,-18,1,0,0.05555555555555555,0.029239766081871343
Informatics,Direct,/health-information-technology-terminology/,18,-7,16,-3,0,0,0,0
MSAAI,Organic Search,/introduction-to-computer-vision/,18,0,21,0,0,0,0,0
MED,Organic Search,/masters-education/specializations/steam/,18,-2,20,1,0,0,0,0
MED,Direct,/the-joys-and-challenges-of-teaching-black-history-month/,18,8,19,-5,0,0,0,0
MSNP,Organic Search,/business-masters-degrees-types/,18,-12,20,-10,0,0,0,0
MSLDT,Referral,/kirkpatrick-training-evaluation-model/,18,14,14,11,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/nursing-informatics-track/,18,10,25,17,0,0,0,0
MSNP,Organic Search,/nonprofit-board-governance/,18,1,17,-6,0,0,0,0
MSHA,Organic Search,.translate.goog/how-to-become-diplomat/,18,5,18,5,0,0,0,0
MESH,Organic Search,/sustainability-consultant-career/,18,-2,27,6,1,1,0.05555555555555555,0.05555555555555555
MSNNL,Direct,/masters-nursing-leadership/classes/,18,-5,27,-1,0,0,0,0
MSAAI,Direct,/machine-learning-podcast/,18,-3,20,3,0,0,0,0
MSNP,Direct,/volunteer-management-software/,18,12,17,12,0,0,0,0
MED,Organic Social,/teacher-centered-vs-student-centered-learning/,18,-1,18,-2,0,0,0,0
MED,Direct,/masters-education/specializations/school-leadership/,18,3,23,1,0,0,0,0
MTS,Direct,/nature-spirituality/,18,1,18,1,0,0,0,0
MSNP,Direct,/nonprofit-jobs/,18,0,21,5,0,0,0,0
CyberEng,Organic Search,/cyber-threat-intelligence-analyst/,18,-5,20,-7,0,0,0,0
LEPSL,Direct,/why-police-officer-education-is-important/,18,5,17,4,0,0,0,0
Informatics,Direct,/healthcare-informatics-jobs-salary/,17,11,18,12,0,0,0,0
Default - (not set),Paid Search,/admissions/,17,-2,17,-6,0,0,0,0
MTS,Direct,/religious-studies-degree-jobs/,17,-14,16,-16,0,0,0,0
Informatics,Direct,/what-is-health-care-analytics/,17,3,16,1,0,0,0,0
MED,Direct,/resources/the-complete-list-of-teaching-methods/,17,1,25,-1,2,2,0.11764705882352941,0.11764705882352941
MSHA,Direct,/international-affairs-careers/,17,-7,16,-7,0,0,0,0
Default - (not set),Direct,/gfembed/,17,-12,17,-12,0,0,0,0
Informatics,Direct,/masters-health-informatics/classes/,17,-1,26,-5,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/lp/request-info/,17,15,17,16,0,0,0,0
Default - (not set),Organic Search,/how-to-start-a-business/,17,7,18,7,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/apply/,17,7,21,11,0,-1,0,-0.1
LEPSL,Direct,/what-is-intelligence-led-policing/,17,-6,17,-6,0,0,0,0
EML,Direct,/engineering-management-leadership-certifications/,17,7,17,7,0,0,0,0
Default - (not set),Direct,/business-entrepreneurship/,17,-2,24,2,0,-1,0,-0.05263157894736842
MSNP,Direct,/best-nonprofit-degrees/,17,4,17,5,0,0,0,0
LEPSL,Referral,/how-to-become-a-police-lieutenant/,17,,20,,0,,0,
MSAAI,Organic Search,/data-scientist-vs-artificial-intelligence-engineer/,17,-21,15,-24,0,0,0,0
CyberEng,Direct,/black-vs-gray-vs-white-hat-hackers/,17,-1,17,-2,0,0,0,0
MSITL,Organic Search,/it-management-leadership-certifications/,17,-24,24,-18,1,1,0.058823529411764705,0.058823529411764705
LEPSL,Direct,/top-5-trends-in-law-enforcement/,17,5,18,6,0,0,0,0
MESH,Organic Search,/masters-engineering-sustainability-health/classes/,17,1,43,9,0,0,0,0
EML,Organic Search,/engineering-manager-vs-tech-lead/,17,-5,21,-3,0,0,0,0
Data Science,Organic Search,/how-to-become-database-developer/,17,9,15,9,0,0,0,0
Default - (not set),Direct,/transformational-leadership/,17,-13,20,-8,0,0,0,0
MTS,Direct,/jobs-for-catholics/,17,13,18,16,0,0,0,0
MED,Direct,/masters-education/specializations/special-ed/,17,-5,33,7,0,0,0,0
Data Science,Organic Search,/best-computer-science-jobs/,17,-12,16,-14,0,0,0,0
MED,Direct,/master-education-vs-master-arts-teaching/,17,6,15,4,0,0,0,0
LEPSL,Organic Search,/a-career-in-law-enforcement-3-federal-jobs/,17,9,14,6,0,0,0,0
MSLDT,Direct,/career-changes-for-teachers/,17,-23,20,-16,1,1,0.058823529411764705,0.058823529411764705
Default - (not set),Direct,/about/,17,2,15,-1,0,0,0,0
MED,Direct,/blog/education/,16,-5,21,-2,0,0,0,0
EML,Direct,/principal-engineer-vs-senior-engineer/,16,3,16,4,0,0,0,0
Informatics,Referral,/health-information-technology-terminology/,16,-15,12,-17,0,0,0,0
MSAAI,Unknown - perplexity / (not set),/artificial-intelligence-education/,16,,23,,0,,0,
Data Science,Direct,/data-communication/,16,1,18,4,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/apply/,16,7,25,7,0,-1,0,-0.1111111111111111
Default - (not set),Organic Search,/how-to-be-innovative-at-work/,16,-10,15,-11,0,0,0,0
EML,Organic Search,/chief-engineer-officer-career/,16,-24,15,-29,0,0,0,0
MESH,Direct,/6-best-urban-planning-careers-degree-salary-guide/,16,-5,16,-4,0,0,0,0
MSNNL,Organic Search,/12-types-of-msn-degrees-how-to-choose-the-best-nursing-track/,16,-4,17,-1,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/classes/,16,-28,27,-24,0,0,0,0
MSNNL,Organic Search,/masters-in-nursing-worth-it/,16,10,14,9,0,0,0,0
Default - (not set),Organic Search,/admissions/military-veterans/,16,4,21,3,0,-1,0,-0.08333333333333333
MSNNL,Paid Search,/masters-nursing-leadership/,16,3,21,-11,0,-1,0,-0.07692307692307693
MSNNL,Display,/director-of-nursing-career-guide/,16,-168,15,-174,0,0,0,0
MSLDT,Direct,/instructional-technology-tools/,16,-2,16,-1,0,0,0,0
Default - (not set),Direct,/technology/,16,15,22,21,0,0,0,0
CyberOps,Organic Search,/cryptographer-career/,16,-23,16,-23,0,0,0,0
CyberOps,Paid Search,/masters-cyber-security-operations/,16,2,16,-2,0,0,0,0
CyberOps,Organic Search,/cyber-security-architect/,16,-14,16,-13,0,0,0,0
MESH,Direct,/jobs-that-make-difference/,16,4,16,3,0,0,0,0
MED,Organic Search,/mental-health-issues-in-schools/,16,-13,18,-10,0,0,0,0
MED,Organic Search,/teaching-license-reciprocity-guide/,16,7,15,6,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/lp/ppc/,16,12,14,10,0,0,0,0
Data Science,Organic Search,/business-intelligence-engineer-career/,16,-4,15,-3,0,0,0,0
MED,Referral,/masters-education/specializations/steam/,16,1,15,-6,0,-1,0,-0.06666666666666667
MED,Direct,/resources/free-med-program-brochure/,16,0,19,-5,2,0,0.125,0
MSAAI,Organic Search,.translate.goog/ai-trainer/,16,13,18,15,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/lp/thank-you/,16,14,18,16,15,13,0.9375,-0.0625
LEPSL,Organic Search,/promoting-women-in-law-enforcement-leadership/,16,1,20,2,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/,16,-10,24,-21,1,1,0.0625,0.0625
Default - (not set),Direct,/computer-science/,16,10,16,8,0,0,0,0
LEPSL,Organic Search,/best-degrees-federal-law-enforcement-jobs/,16,-16,20,-20,0,0,0,0
LEPSL,Direct,/faculty/wendy-patrick/,15,-16,16,-16,0,0,0,0
MSAAI,Direct,/how-to-start-career-artificial-intelligence/,15,5,15,-7,0,0,0,0
MTS,Paid Search,/masters-theological-studies/classes/,15,-14,21,-24,0,0,0,0
CyberEng,Paid Search,/masters-cyber-security-engineering/,15,-1,20,5,0,0,0,0
MSNP,Direct,/benefits-of-working-in-nonprofit/,15,10,16,11,0,0,0,0
CyberOps,Organic Search,/cybersecurity-jobs-report/,15,-3,15,-5,0,0,0,0
Informatics,Organic Search,/health-data-analyst/,15,8,16,11,0,0,0,0
MED,Referral,/inclusive-education-strategies/,15,-5,20,4,0,0,0,0
MSLDT,Direct,/resources/things-to-know-about-careers-in-instructional-design/,15,1,16,-10,0,-6,0,-0.42857142857142855
CyberOps,Organic Search,/masters-cyber-security-operations/lp/bva-cyber-security-operations-leadership/,15,5,17,-18,0,-2,0,-0.2
Default - (not set),Direct,/employer-partnership/g2ops/,15,13,16,14,0,0,0,0
MSNP,Referral,/masters-nonprofit-leadership-management/,15,0,24,-7,2,2,0.13333333333333333,0.13333333333333333
LEPSL,Organic Search,/faculty/ygnacio-nash-flores/,15,-10,15,-9,0,0,0,0
Default - (not set),Direct,/faq/,15,12,15,12,0,0,0,0
LEPSL,Organic Search,/how-to-become-police-sergeant/,15,2,17,1,0,0,0,0
MSITL,Organic Search,/it-leadership/,15,4,14,4,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-bootcamps/,15,-3,17,-6,0,-3,0,-0.16666666666666666
MSAAI,Unknown - chatgpt.com / (not set),/machine-learning-podcast/,15,,15,,0,,0,
Data Science,Direct,/resources/data-science-self-assessment/,15,-2,14,-9,0,0,0,0
MED,Organic Search,/masters-in-education-requirements/,15,-13,19,-10,0,0,0,0
MSNP,Organic Search,/nonprofit-leadership/,15,-5,14,-14,0,0,0,0
CyberEng,Organic Search,/masters-cyber-security-engineering/apply/,15,1,17,4,1,1,0.06666666666666667,0.06666666666666667
MSNP,Paid Search,/masters-nonprofit-leadership-management/,15,-8,29,-14,0,-1,0,-0.043478260869565216
Data Science,Direct,/best-computer-science-jobs/,15,-7,17,-7,0,-1,0,-0.045454545454545456
Default - (not set),Direct,/tuition-financial-aid/financial-aid/,15,-12,21,-6,0,0,0,0
MTS,Direct,/masters-theological-studies/classes/,15,-19,29,-11,0,0,0,0
MSAAI,Direct,/ai-governance/,15,5,14,4,0,0,0,0
MSLDT,Organic Search,/what-is-learning-design/,15,0,22,7,0,0,0,0
MED,Direct,/masters-education/apply/,15,6,22,13,1,1,0.06666666666666667,0.06666666666666667
MTS,Direct,/what-is-lay-ministry/,15,-6,19,-2,0,0,0,0
MESH,Direct,/environmental-scientist-career/,15,-5,16,-4,0,0,0,0
LEPSL,Organic Search,/how-to-become-a-police-lieutenant/,15,1,17,3,0,0,0,0
MED,Organic Search,/grants-for-masters-degree-in-teaching/,14,1,18,1,0,0,0,0
MSHA,Organic Search,/masters-humanitarian-action/,14,-16,21,-19,1,1,0.07142857142857142,0.07142857142857142
Informatics,Paid Search,/masters-health-informatics/health-informatics-track/,14,9,16,10,0,0,0,0
CyberOps,Organic Search,/is-a-cyber-security-engineering-degree-right-for-you/,14,7,16,9,0,0,0,0
MSLDT,Organic Search,/ai-instructional-design/,14,-2,19,2,0,0,0,0
MSITL,Organic Search,/masters-information-technology-leadership/,14,-7,34,-15,4,4,0.2857142857142857,0.2857142857142857
MSITL,Organic Search,/what-is-site-reliability-engineering/,14,3,12,3,0,0,0,0
CyberOps,Direct,/cyber-security-podcasts/,14,7,14,8,0,0,0,0
CyberOps,Direct,/cyber-security-specialist-career-guide/,14,5,15,6,0,0,0,0
MTS,Direct,/how-to-regain-your-faith/,14,-3,15,-4,0,0,0,0
MSHA,Direct,/top-humanitarian-degrees/,14,4,15,5,0,0,0,0
CyberEng,Direct,/should-you-become-a-cyber-security-engineer/,14,-21,16,-20,0,-2,0,-0.05714285714285714
MTS,Direct,/masters-theological-studies/apply/,14,7,13,7,0,0,0,0
Default - (not set),Direct,/masters-cyber-security-engineering/,14,1,48,-7,1,-4,0.07142857142857142,-0.3131868131868132
CyberEng,Direct,/cyber-crime-investigator-career/,14,-19,18,-15,0,0,0,0
MTS,Organic Search,/biblical-studies-theology/,14,-5,12,-7,0,-1,0,-0.05263157894736842
CyberOps,Organic Search,/malware-analyst-career-guide/,14,-7,13,-8,0,0,0,0
EML,Organic Search,/manage-engineering-team/,14,-18,15,-20,0,0,0,0
CyberOps,Unknown - chatgpt.com / (not set),/top-cyber-security-blogs-websites/,14,,17,,0,,0,
MSNP,Organic Search,/grant-writing-for-nonprofits/,14,-12,13,-17,0,0,0,0
MESH,Organic Search,/masters-engineering-sustainability-health/,14,-5,15,-11,0,0,0,0
LEPSL,Paid Search,/,14,-1,58,5,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/transfer-credit/fbi-leeda/,14,9,23,1,0,0,0,0
EML,Paid Search,/masters-engineering-management-leadership/,14,4,24,4,0,0,0,0
Default - (not set),Organic Search,/admitted-students/,14,5,16,0,0,0,0,0
LEPSL,Referral,/top-5-trends-in-law-enforcement/,14,-5,12,-9,0,0,0,0
MSHA,Organic Search,/humanitarian-program-coordinator/,14,4,20,6,0,0,0,0
Informatics,Direct,/education/,14,-10,14,-11,0,0,0,0
MSAAI,Organic Social,/artificial-intelligence-education/,14,-36,18,-35,0,0,0,0
MTS,Organic Search,/theology-degree-salary/,14,-6,15,-7,0,0,0,0
MTS,Direct,/philosophy-degree-jobs/,14,-15,13,-14,0,0,0,0
EML,Direct,/manage-engineering-team/,14,5,11,3,0,0,0,0
MSAAI,Direct,/open-source-ai-tools/,14,6,15,0,0,0,0,0
MSLDT,Organic Search,/articulate-vs-captivate/,14,0,15,-2,0,0,0,0
CyberOps,Organic Search,/cyber-security-specialist-career-guide/,14,-2,17,1,0,0,0,0
LEPSL,Direct,/police-media-relations-and-social-media/,14,11,26,23,0,0,0,0
Default - (not set),Direct,/campus-programs/,14,-10,15,-8,0,0,0,0
MSNP,Direct,/grant-writer-career/,14,-8,13,-17,0,0,0,0
EML,Direct,/lead-engineer-career/,13,-11,11,-13,0,0,0,0
MED,Direct,/mental-health-issues-in-schools/,13,5,14,6,0,0,0,0
LEPSL,Direct,/shift-in-law-enforcement-leadership/,13,7,9,3,0,0,0,0
MED,Direct,/teacher-cover-letter-examples/,13,-2,12,-3,0,0,0,0
MTS,Direct,/apologetics-catechesis-theological-studies-comparison/,13,6,14,7,0,0,0,0
MSHA,Referral,/masters-humanitarian-action/,13,-5,21,-8,2,2,0.15384615384615385,0.15384615384615385
LEPSL,Direct,/blog/police-leadership/,13,,16,,0,,0,
MED,Organic Search,/substitute-teacher-tips/,13,-4,15,-11,0,-2,0,-0.11764705882352941
MESH,Direct,/environmental-science-vs-engineering-degree/,13,4,13,4,0,0,0,0
Data Science,Organic Search,/ata-specialist-career/,13,-6,15,-4,0,0,0,0
MSAAI,Organic Social,/university-of-san-diegos-ms-in-applied-artificial-intelligence-launching-new-course-agentic-ai-systems-in-summer-2026/,13,,15,,0,,0,
LEPSL,Organic Search,/police-captain-promotion-guide/,13,4,12,4,0,0,0,0
MTS,Organic Search,/faith-formation/,13,-5,15,-5,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/apply/,13,5,14,4,0,0,0,0
CyberOps,Direct,/faculty/michelle-moore/,13,7,13,8,0,0,0,0
MED,Email,/rethinking-education-assessment-types/,13,-11,14,-19,0,0,0,0
MED,Direct,/edutainment/,13,-7,12,-5,0,0,0,0
CyberOps,Organic Search,/cyber-security-auditor-career-guide/,13,-24,15,-34,0,0,0,0
MESH,Paid Search,/masters-engineering-sustainability-health/apply/,13,9,19,17,0,0,0,0
LEPSL,Referral,/blog/police-leadership/,13,,15,,0,,0,
Default - (not set),Paid Social,/,13,4,13,2,0,0,0,0
MED,Organic Search,/masters-education/apply/,13,-5,12,-6,0,0,0,0
CyberOps,Organic Search,/cyber-security-podcasts/,13,6,13,6,0,0,0,0
Default - (not set),Direct,/contact-us/,13,-5,17,-4,1,1,0.07692307692307693,0.07692307692307693
MSAAI,Direct,/artificial-intelligence-scholarships/,13,-17,11,-17,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/ambassadors/,13,,14,,0,,0,
Default - (not set),Direct,/engineering/,13,2,13,2,0,0,0,0
MSAAI,Referral,/resources/msaai-artificial-intelligence-self-assessment/,13,12,28,27,0,0,0,0
MSAAI,Direct,/top-artificial-intelligence-companies-startups/,13,2,11,0,0,0,0,0
MTS,Display,/masters-theological-studies/lp/dyna/,13,,15,,0,,0,
MESH,Referral,/masters-engineering-sustainability-health/,13,-4,19,-4,0,-1,0,-0.058823529411764705
MED,Referral,/differentiated-instruction/,13,-79,15,-65,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/apply/,13,-5,13,-9,0,0,0,0
MESH,Direct,/community-health-degree-jobs/,13,-20,10,-20,0,0,0,0
CyberOps,Direct,/entry-level-cyber-security-jobs-guide/,13,-8,13,-7,0,0,0,0
Default - (not set),Direct,/admissions/military-veterans/,13,-11,19,-6,0,0,0,0
Default - (not set),Referral,/about/state-authorization-status/,13,6,14,8,0,0,0,0
MSITL,Organic Search,/what-is-devops/,13,10,12,9,0,0,0,0
MSAAI,Referral,/artificial-intelligence-finance/,13,5,12,5,0,0,0,0
Data Science,Organic Search,/database-engineer-career/,12,-3,9,-6,0,0,0,0
Data Science,Organic Search,/business-analyst-vs-data-analyst-vs-data-scientist/,12,-6,10,-7,0,0,0,0
MESH,Direct,/environmental-justice-careers/,12,10,14,12,0,0,0,0
MED,Organic Search,/masters-in-special-education-careers/,12,-17,12,-16,0,0,0,0
MED,Paid Search,/masters-education/,12,-2,28,4,0,0,0,0
EML,Direct,/engineering-scholarships/,12,-26,8,-30,0,0,0,0
Default - (not set),Paid Search,/online-programs/,12,-2,10,-4,0,0,0,0
CyberOps,Organic Search,/best-industries-cyber-security-job-seekers/,12,-4,10,-6,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/criminal-justice/,12,-5,16,-17,3,0,0.25,0.07352941176470587
CyberEng,Referral,/cyber-security-statistics/,12,8,10,6,0,0,0,0
MSAAI,Referral,/application-of-ai-in-robotics/,12,8,11,7,0,0,0,0
MSLDT,Direct,/instructional-design-best-practices/,12,2,13,4,0,0,0,0
Data Science,Organic Search,/data-science-vs-statistics-masters/,12,2,11,-1,0,-1,0,-0.1
"Default - business-entrepreneurship,computer-science,technology",Direct,/ai-for-teachers/,12,-7,11,-6,0,0,0,0
MTS,Direct,/st-francis-of-assisi-and-franciscan-theology/,12,3,14,5,0,0,0,0
MSLDT,Organic Search,/masters-learning-design-technology/lp/study-learning-design-technology/,12,0,12,-5,1,1,0.08333333333333333,0.08333333333333333
MSHA,Organic Search,/organizational-capacity/,12,4,9,1,0,0,0,0
MTS,Organic Search,/theological-education/,12,-9,12,-13,0,0,0,0
MSITL,Direct,/it-management-leadership-certifications/,12,0,13,2,0,0,0,0
MTS,Direct,/ways-to-deepen-your-faith/,12,-7,14,-9,0,0,0,0
MSHA,Organic Search,/humanitarian-scholarships/,12,-13,14,-12,0,0,0,0
CyberOps,Organic Search,/top-paying-cybersecurity-jobs/,12,-2,13,0,0,0,0,0
MSNP,Direct,/nonprofit-board-governance/,12,4,9,1,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/health-analytics-track/,12,-9,16,-14,0,0,0,0
MSLDT,Organic Search,/instructional-design-vs-learning-experience-design/,12,4,14,-2,0,0,0,0
MESH,Direct,/what-is-sustainable-development/,12,8,12,8,0,0,0,0
MSITL,Direct,/technology-degrees/,12,-1,11,-2,0,0,0,0
Default - (not set),Organic Search,/disruptive-innovation-examples/,12,-14,13,-15,0,0,0,0
MSNNL,Organic Search,/how-to-become-a-cno/,12,6,12,6,0,0,0,0
MED,Direct,/masters-education/lp/online-med/,12,7,18,14,0,0,0,0
MESH,Direct,/sustainability-degree-options/,12,4,15,4,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/transfer-credit/perf-smip/,12,4,20,10,0,-1,0,-0.125
EML,Email,/masters-engineering-management-leadership/,12,,19,,1,,0.08333333333333333,
Data Science,Organic Search,/data-science-vs-software-engineering/,12,-44,15,-40,0,-1,0,-0.017857142857142856
MED,Direct,/masters-education/specializations/steam/,12,1,14,-15,0,-1,0,-0.09090909090909091
CyberOps,Organic Search,/master-of-science-in-cyber-security-or-mba/,12,-2,11,-4,0,0,0,0
MSHA,Direct,/social-advocacy-definition/,12,-3,12,-1,0,0,0,0
LEPSL,Direct,/,12,-5,42,-36,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/lp/thank-you/,12,2,11,4,4,2,0.3333333333333333,0.1333333333333333
MSLDT,Organic Search,/instructional-design-careers/,12,-2,17,6,1,1,0.08333333333333333,0.08333333333333333
MSNNL,Direct,/what-is-a-nurse-administrator/,12,8,12,6,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/lp/cyber-security-engineering/,12,2,22,13,0,0,0,0
Default - computer-science,Paid Social,/masters-applied-data-science/lp/study-data-science/,11,-3,23,-4,12,-3,1.0909090909090908,0.01948051948051943
Default - (not set),Paid Search,/admissions/how-to-apply/,11,-15,11,-12,0,-1,0,-0.038461538461538464
Default - (not set),Organic Search,/tuition-financial-aid/financial-aid/,11,-4,12,-3,0,0,0,0
MSNP,Direct,/what-is-organizational-leadership/,11,5,10,5,0,0,0,0
MTS,Direct,/moral-theology/,11,-1,12,-2,0,0,0,0
MESH,Referral,/climate-change-careers/,11,-11,10,-9,0,0,0,0
MED,Referral,/mental-health-issues-in-schools/,11,7,11,8,0,0,0,0
MED,Organic Search,/special-education-masters-vs-masters-in-education-degree/,11,-1,18,6,1,1,0.09090909090909091,0.09090909090909091
MESH,Unknown - Data Not Available / Data Not Available,/masters-engineering-sustainability-health/lp/ppc/,11,6,22,6,1,1,0.09090909090909091,0.09090909090909091
Informatics,Organic Search,/data-science-health-care/,11,-10,9,-17,0,0,0,0
MSITL,Organic Search,/it-leadership-skills/,11,-16,8,-18,0,0,0,0
LEPSL,Direct,/police-conflict-management-strategies/,11,4,11,3,0,0,0,0
MSAAI,Referral,/masters-applied-artificial-intelligence/classes/,11,0,9,-4,0,0,0,0
EML,Referral,/future-engineering-trends/,11,10,10,9,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/faculty/,11,0,28,7,0,0,0,0
LEPSL,Email,/masters-law-enforcement-leadership/classes/,11,5,9,0,0,0,0,0
MSLDT,Organic Search,/instructional-design-best-practices/,11,-10,12,-10,0,0,0,0
CyberOps,Organic Search,/cybersecurity-analyst-career-guide/,11,3,8,-1,0,0,0,0
CyberEng,Organic Search,/what-is-cyberwarfare/,11,3,14,6,0,0,0,0
MSNP,Organic Search,/volunteer-management/,11,0,10,-8,0,0,0,0
MSHA,Referral,/masters-humanitarian-action/app-waiver/,11,6,10,0,0,-1,0,-0.2
LEPSL,Organic Social,/masters-law-enforcement-leadership/,11,-7,19,-2,1,1,0.09090909090909091,0.09090909090909091
Informatics,Paid Search,/what-skills-do-you-need-to-work-in-health-care-informatics/,11,-16,14,-28,0,0,0,0
CyberOps,Organic Search,/masters-cyber-security-operations/classes/,11,7,18,16,0,0,0,0
MED,Referral,/steam-education-in-schools/,11,-5,12,-3,0,0,0,0
LEPSL,Organic Search,/shift-in-law-enforcement-leadership/,11,5,10,3,0,0,0,0
MSAAI,Email,/masters-applied-artificial-intelligence/,11,9,21,12,0,0,0,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/,11,3,19,5,0,0,0,0
Default - (not set),Organic Search,/tuition-financial-aid/,11,0,12,-1,0,0,0,0
Default - (not set),Direct,/effective-leadership-skills/,11,0,11,0,0,0,0,0
CyberOps,Organic Search,/faculty/michelle-moore/,11,5,14,7,0,0,0,0
Data Science,Organic Search,/masters-applied-data-science/apply/,11,-2,13,0,0,0,0,0
Default - (not set),Paid Search,/programs/,11,-6,11,-6,0,0,0,0
CyberOps,Organic Search,/information-assurance-vs-cybersecurity/,11,-13,15,-9,0,0,0,0
MSAAI,Direct,/data-scientist-vs-artificial-intelligence-engineer/,11,-2,11,-3,0,0,0,0
MSAAI,Direct,/artificial-intelligence-developer-career/,11,0,13,3,0,0,0,0
Informatics,Paid Social,/masters-health-informatics/lp/thank-you/,11,-3,9,-4,8,-4,0.7272727272727273,-0.1298701298701298
CyberOps,Direct,/threat-or-opportunity-big-data-and-cyber-security/,11,7,8,4,0,0,0,0
EML,Organic Search,/how-to-become-vp-engineering/,11,-4,10,-8,0,0,0,0
MSAAI,Referral,/ai-governance/,11,,9,,0,,0,
LEPSL,Direct,/federal-security-specialist-earns-law-enforcement-leadership-masters/,11,,13,,0,,0,
MSHA,Organic Search,/international-social-work/,10,-4,10,-4,0,0,0,0
MSNNL,Organic Search,/classes/advanced-pathophysiology/,10,6,19,10,0,0,0,0
MESH,Direct,/,10,2,31,5,1,1,0.1,0.1
Informatics,Direct,/health-data-analyst/,10,7,10,7,0,0,0,0
Informatics,Direct,/masters-health-informatics/lp/thank-you/,10,1,10,1,9,1,0.9,0.011111111111111183
MSNNL,Direct,/masters-nursing-leadership/nursing-educator-track/,10,0,16,6,0,0,0,0
MED,Direct,/education-specialist/,10,0,10,0,0,0,0,0
MSAAI,Direct,/introduction-to-computer-vision/,10,-12,10,-8,0,0,0,0
MED,Referral,/education-specialist/,10,,11,,0,,0,
Informatics,Paid Search,/education/,10,2,12,4,1,1,0.1,0.1
EML,Direct,/masters-engineering-management-leadership/lp/ppc/,10,-5,11,-9,1,1,0.1,0.1
Data Science,Direct,/masters-applied-data-science/lp/study-data-science/,10,-4,10,1,0,0,0,0
Default - (not set),Direct,/bringing-a-product-to-market/,10,-6,10,-6,0,0,0,0
CyberEng,Organic Search,/chief-risk-officer/,10,-3,10,-4,0,0,0,0
EML,Direct,/chief-engineer-officer-career/,10,-11,10,-11,0,0,0,0
EML,Organic Search,/masters-engineering-management-leadership/curriculum/,10,-1,10,0,0,0,0,0
MSLDT,Direct,/how-to-become-a-curriculum-designer/,10,1,10,0,0,0,0,0
Informatics,Organic Search,/what-is-medical-informatics/,10,7,10,6,0,0,0,0
