program_category,default_channel,Landing_page,Session,sessions_mom_difference,Pageview,pageview_mom_difference,Conversions,conversions_mom_difference,Conversion_Rate,conversion_rate_mom_percent_difference
MED,Organic Search,/masters-education/specializations/special-ed/,13,3,20,12,0,0,0,0
CyberOps,AI Traffic,/top-cyber-security-threats/,13,-17,14,-29,0,0,0,0
Default - (not set),Direct,/leadership-management/,13,4,14,5,0,0,0,0
MSHA,Email,/masters-humanitarian-action/,13,6,13,7,0,0,0,0
CyberOps,Organic Search,/master-of-science-in-cyber-security-or-mba/,13,1,12,1,0,0,0,0
MESH,Organic Search,/faculty/rodney-reynolds/,13,6,12,5,0,0,0,0
"Default - computer-science,engineering,technology",Direct,/cyber-security/,13,8,13,5,0,0,0,0
CyberEng,Organic Search,/faculty/nahid-farhady/,13,9,16,12,0,0,0,0
MSITL,Organic Search,/it-leadership-skills/,13,2,9,1,0,0,0,0
MTS,Direct,/,13,3,65,21,1,1,0.07692307692307693,0.07692307692307693
MSAAI,Direct,/ai-governance/,13,-2,13,-1,0,0,0,0
MSAAI,Organic Search,/,13,-20,62,-109,1,-1,0.07692307692307693,0.01631701631701632
Data Science,Direct,/data-communication/,13,-3,14,-4,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/,13,-3,28,7,1,1,0.07692307692307693,0.07692307692307693
MTS,Organic Search,/faith-formation/,12,-1,13,-2,0,0,0,0
Default - (not set),Organic Search,/tuition-financial-aid/,12,1,13,1,0,0,0,0
Data Science,Organic Search,/data-science-bootcamps/,12,7,13,7,0,0,0,0
Data Science,Organic Search,/business-analyst-vs-data-analyst-vs-data-scientist/,12,0,11,1,0,0,0,0
Informatics,Direct,/masters-health-informatics/lp/health-informatics-for-nurses/,12,7,10,5,0,-1,0,-0.2
MSAAI,Organic Search,/introduction-to-computer-vision/,12,-6,17,-4,0,0,0,0
CyberOps,Direct,/information-assurance-vs-cybersecurity/,12,7,13,6,0,0,0,0
MED,AI Traffic,/differentiated-instruction/,12,8,18,14,0,0,0,0
Informatics,Organic Search,/data-science-health-care/,12,1,9,0,0,0,0,0
MED,Organic Search,/masters-in-special-education-careers/,12,0,18,6,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/nursing-educator-track/,12,2,10,-6,0,0,0,0
CyberEng,Organic Search,/cryptanalyst-career-guide/,12,-8,11,-9,0,0,0,0
MSHA,Organic Search,/humanitarian-scholarships/,12,0,16,2,1,1,0.08333333333333333,0.08333333333333333
Default - (not set),Direct,/campus-programs/,12,-2,20,5,1,1,0.08333333333333333,0.08333333333333333
Default - (not set),Organic Social,/,12,6,16,10,0,0,0,0
MTS,Email,/masters-theological-studies/resources/,12,11,19,14,0,0,0,0
LEPSL,Paid Search,/,12,-2,62,4,0,0,0,0
MSAAI,Direct,/open-source-ai-tools/,12,-2,12,-3,0,0,0,0
Default - business-entrepreneurship,Direct,/top-engineering-leaders/,12,,12,,0,,0,
CyberEng,Organic Search,/cyber-security-internships/,12,3,11,3,0,0,0,0
LEPSL,Direct,/,12,0,50,8,1,1,0.08333333333333333,0.08333333333333333
CyberOps,Paid Search,/masters-cyber-security-operations/,12,-4,18,2,0,0,0,0
MSITL,Direct,/it-career-paths/,12,8,13,9,0,0,0,0
MED,Direct,/blog/education/,12,-4,15,-6,0,0,0,0
MED,AI Traffic,/life-skills-education-in-schools/,12,-114,17,-110,0,0,0,0
Data Science,Organic Search,/ata-specialist-career/,12,-1,14,-1,0,0,0,0
CyberOps,Direct,/entry-level-cyber-security-jobs-guide/,12,-1,13,0,0,0,0,0
Data Science,Direct,/business-intelligence-certifications/,12,7,12,8,0,0,0,0
MSAAI,Direct,/data-scientist-vs-artificial-intelligence-engineer/,12,1,11,0,0,0,0,0
Informatics,Direct,/what-skills-do-you-need-to-work-in-health-care-informatics/,12,2,21,8,0,0,0,0
EML,Organic Search,/how-to-become-vp-engineering/,12,1,11,1,0,0,0,0
Informatics,Organic Search,/how-to-get-a-job-in-health-informatics/,12,9,14,10,0,0,0,0
MSNP,Organic Search,/masters-nonprofit-leadership-management/classes/,12,-13,14,-15,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/apply/,12,-5,16,-5,0,0,0,0
MED,Organic Search,/special-education-masters-vs-masters-in-education-degree/,12,1,14,-4,1,0,0.08333333333333333,-0.007575757575757583
MTS,Organic Search,/franciscan-theology-reading-list/,12,4,14,0,0,0,0,0
MED,Paid Search,/masters-education/,12,0,14,-14,0,0,0,0
MSHA,Organic Search,/international-social-work/,12,2,18,8,0,0,0,0
CyberOps,Organic Search,/chief-privacy-officer-career-guide/,12,-7,14,-5,0,0,0,0
MED,Organic Search,/teacher-salary-by-state-since-2000/,12,10,15,13,0,0,0,0
MESH,Paid Search,/masters-engineering-sustainability-health/apply/,12,-1,13,-6,0,0,0,0
MSLDT,Direct,/instructional-design-portfolio/,12,,12,,0,,0,
Default - (not set),Paid Search,/admitted-students/,12,7,11,8,0,0,0,0
MSAAI,Paid Search,/,12,3,45,-3,0,-5,0,-0.5555555555555556
Default - (not set),Direct,/transformational-leadership/,12,-5,10,-10,0,0,0,0
Default - (not set),Direct,/effective-leadership-skills/,12,1,12,1,0,0,0,0
MSLDT,Organic Search,/instructional-design-careers/,12,0,10,-7,0,-1,0,-0.08333333333333333
Informatics,Organic Search,.translate.goog/health-data-analyst/,12,11,13,12,0,0,0,0
MSAAI,Direct,/best-artificial-intelligence-degrees/,12,-13,14,-12,0,0,0,0
Default - (not set),Direct,/technology/,12,-4,12,-10,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/classes/data-science-elective/,12,-8,20,-11,1,1,0.08333333333333333,0.08333333333333333
CyberEng,Organic Search,/network-administrator-career-salary-guide/,12,5,16,6,0,0,0,0
MESH,Direct,/top-degrees-for-social-justice-careers/,12,8,12,8,0,0,0,0
CyberOps,Email,/masters-cyber-security-operations/,12,8,17,14,0,0,0,0
Informatics,Direct,/masters-health-informatics/careers/,11,6,10,3,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/faculty/,11,3,12,2,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/faculty/,11,8,20,18,0,0,0,0
Informatics,Paid Social,/masters-health-informatics/lp/request-info/,11,-64,11,-70,0,0,0,0
LEPSL,Organic Search,/best-degrees-federal-law-enforcement-jobs/,11,-5,12,-8,0,0,0,0
Default - (not set),Direct,/computer-science/,11,-5,10,-6,0,0,0,0
MTS,Paid Social,/masters-theological-studies/lp/mts-ppc/,11,,11,,0,,0,
MED,Direct,/mental-health-issues-in-schools/,11,-2,11,-3,0,0,0,0
Default - (not set),Organic Search,/usd-online-alumni/,11,7,12,7,0,0,0,0
Data Science,Organic Search,/business-intelligence-developer/,11,5,11,6,0,0,0,0
MED,Direct,/resources/the-complete-list-of-teaching-methods/,11,-6,15,-10,1,-1,0.09090909090909091,-0.0267379679144385
MSAAI,Direct,/how-to-start-career-artificial-intelligence/,11,-4,9,-6,0,0,0,0
Default - (not set),Email,/admitted-students/,11,1,11,-2,0,0,0,0
LEPSL,Organic Search,/best-police-leadership-books/,11,-10,12,-10,0,0,0,0
MSNP,Organic Search,/how-to-write-grant-proposals/,11,-15,8,-15,0,0,0,0
MSAAI,Referral,/masters-applied-artificial-intelligence/classes/,11,0,13,4,0,0,0,0
LEPSL,Organic Social,/masters-law-enforcement-leadership/,11,0,18,-1,0,-1,0,-0.09090909090909091
Data Science,Organic Search,/data-science-vs-statistics/,11,-10,11,-12,0,0,0,0
MSNNL,Organic Search,/director-of-nursing-career-guide/,11,7,12,8,0,0,0,0
LEPSL,Organic Search,/become-a-criminal-justice-instructor/,11,2,11,-2,0,-1,0,-0.1111111111111111
Informatics,Organic Search,/masters-health-informatics/health-informatics-track/,11,5,8,4,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/apply/,11,3,16,3,1,1,0.09090909090909091,0.09090909090909091
Data Science,Organic Search,/when-inference-meets-prediction-navigating-the-line-between-statistical-models-and-machine-learning/,11,1,9,0,0,0,0,0
CyberOps,Direct,/10-reasons-to-get-your-masters-degree-in-cyber-security/,11,4,11,5,0,0,0,0
MSNP,Organic Search,/grant-writing-for-nonprofits/,11,-3,11,-2,0,0,0,0
MESH,Direct,/sustainability-engineer-career/,11,1,10,1,0,0,0,0
MED,Organic Social,/complete-list-teaching-methods/,11,7,12,8,0,0,0,0
Default - (not set),Direct,,11,-12,11,-18,0,0,0,0
CyberEng,Paid Search,/masters-cyber-security-engineering/classes/,11,2,14,6,0,0,0,0
MSAAI,Organic Social,/artificial-intelligence-education/,11,-3,14,-4,0,0,0,0
EML,Organic Search,/engineering-management-vs-technical-track/,11,9,13,10,0,0,0,0
Default - engineering,Organic Search,/research-and-development-manager-career-guide/,11,,9,,0,,0,
MED,Organic Search,/mental-health-issues-in-schools/,11,-5,12,-6,0,0,0,0
MTS,Organic Search,/master-of-theology-vs-divinity-vs-ministry-degrees/,11,-9,22,2,1,1,0.09090909090909091,0.09090909090909091
LEPSL,Organic Search,/gordon-graham-risk-management-reading-list/,11,-8,16,-4,0,0,0,0
Informatics,Organic Search,/health-information-technology-terminology/,11,6,10,5,0,0,0,0
MED,Referral,/adaptive-curriculum-for-special-education/,11,9,12,11,0,0,0,0
Default - (not set),Direct,/masters-cyber-security-engineering/,11,-3,54,6,0,-1,0,-0.07142857142857142
Default - (not set),Email,/mesh-mixer-rsvp/,11,,14,,0,,0,
MESH,Direct,/community-health-degree-jobs/,11,-2,11,1,0,0,0,0
LEPSL,Direct,/forms/,11,6,33,14,0,0,0,0
Default - computer-science,Paid Social,/masters-applied-data-science/lp/study-data-science/,11,0,20,-3,11,-1,1,-0.09090909090909083
MED,Direct,/resources/free-med-program-brochure/,11,-5,17,-2,3,1,0.2727272727272727,0.1477272727272727
MED,Direct,/resources/complete-guide-to-teacher-centered-vs-student-centered-learning/,11,5,11,6,0,0,0,0
LEPSL,Referral,/10-innovative-police-technologies/,11,-12,11,-19,0,0,0,0
Default - (not set),Direct,/usd-online-alumni/,10,1,12,4,0,0,0,0
MSLDT,Paid Search,/masters-learning-design-technology/,10,3,11,4,0,0,0,0
MSLDT,Direct,/resources/things-to-know-about-careers-in-instructional-design/,10,-5,17,1,0,0,0,0
MSNNL,Direct,/what-is-a-nurse-administrator/,10,-2,13,1,0,0,0,0
MSAAI,Organic Search,/machine-learning-courses-and-certifications/,10,2,10,3,0,0,0,0
MSITL,Organic Search,/what-is-devops/,10,-3,8,-4,0,0,0,0
MSNP,Organic Search,/nonprofit-leadership/,10,-5,13,-1,0,0,0,0
Informatics,Email,/masters-health-informatics/,10,2,33,21,1,1,0.1,0.1
MSLDT,Direct,/masters-learning-design-technology/lp/study-learning-design-technology/,10,1,19,7,0,0,0,0
CyberOps,Referral,/top-cyber-security-threats/,10,-6,12,-10,0,0,0,0
EML,AI Traffic,/future-engineering-trends/,10,-10,9,-12,0,0,0,0
MTS,Direct,/how-to-regain-your-faith/,10,-4,10,-5,0,0,0,0
CyberEng,Direct,/cybersecurity-vs-it-degree/,10,0,10,0,0,0,0,0
MSLDT,Organic Search,/corporate-trainer-career/,10,-11,16,-9,0,-1,0,-0.047619047619047616
MSAAI,Referral,/artificial-intelligence-jobs/,10,7,18,14,0,0,0,0
MSNP,Direct,/nonprofit-certificate-programs/,10,8,11,6,0,0,0,0
LEPSL,Organic Search,/police-management-training/,10,7,13,4,0,0,0,0
MSITL,Direct,/technology-degrees/,10,-2,10,-1,0,0,0,0
Default - (not set),Direct,/forms/cse-applicant/,10,1,11,-2,0,0,0,0
CyberOps,Direct,/cyber-security-specialist-career-guide/,10,-4,10,-5,0,0,0,0
MSLDT,Paid Social,/masters-learning-design-technology/lp/thank-you/,10,8,10,8,9,8,0.9,0.4
Informatics,Paid Search,/masters-health-informatics/apply/,10,6,18,13,0,0,0,0
Default - (not set),Organic Search,/how-to-be-innovative-at-work/,10,-6,10,-5,0,0,0,0
MSAAI,Organic Search,.translate.goog/ai-impact-on-job-market/,10,4,11,5,0,0,0,0
Default - (not set),Paid Search,/programs/,10,-1,9,-2,0,0,0,0
LEPSL,Email,/best-police-leadership-books/,10,-114,9,-136,0,0,0,0
MSAAI,Direct,/natural-language-processing-overview/,10,3,16,9,0,0,0,0
MSAAI,Referral,/university-of-san-diego-launches-full-time-on-campus-masters-degree-programs-in-applied-artificial-intelligence-and-cyber-security-engineering/,10,,13,,0,,0,
LEPSL,Direct,/why-military-vets-should-consider-career-in-criminal-justice/,10,6,10,6,0,0,0,0
LEPSL,Organic Search,/police-media-relations-and-social-media/,10,7,9,6,0,0,0,0
Default - (not set),Organic Search,/about/state-authorization-status/,10,1,7,-3,0,0,0,0
MSAAI,Organic Search,/classes/ethics-in-artificial-intelligence-maai-531/,10,4,10,1,0,-1,0,-0.16666666666666666
Informatics,Organic Search,/health-informatics-websites-blogs/,10,2,12,6,0,0,0,0
CyberEng,Organic Search,.translate.goog/network-forensics-tools/,10,6,10,6,0,0,0,0
MSLDT,Organic Search,/learning-design-technology-careers/,10,5,10,4,0,0,0,0
MED,Organic Search,/teaching-license-reciprocity-guide/,10,-6,10,-5,0,0,0,0
MED,Organic Search,/online-teaching-certification-licensure-programs/,10,2,16,7,0,0,0,0
Data Science,Organic Search,/financial-analyst-career/,10,8,11,9,0,0,0,0
MESH,Direct,/environmental-science-vs-engineering-degree/,10,-3,10,-3,0,0,0,0
Default - business-entrepreneurship,Direct,/best-engineering-software/,10,2,10,1,0,0,0,0
CyberOps,Organic Search,.translate.goog/top-100-cybersecurity-companies/,10,3,11,4,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/health-informatics-track/,10,-4,16,0,1,1,0.1,0.1
MSLDT,AI Traffic,/what-is-instructional-design-examples/,10,,10,,0,,0,
Data Science,Paid Search,/masters-applied-data-science/apply/,10,-26,11,-28,0,0,0,0
MSNP,Direct,/nonprofit-grant-databases/,10,-10,7,-15,0,0,0,0
Default - (not set),Direct,/bringing-a-product-to-market/,10,0,12,2,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/lp/cyber-security-engineering/,10,-2,6,-16,0,0,0,0
Informatics,Organic Search,/health-data-analyst/,10,-5,9,-7,0,0,0,0
MSLDT,Display,/masters-learning-design-technology/lp/dyna/,10,4,15,8,3,3,0.3,0.3
MTS,Direct,/what-is-ecospirituality/,10,-12,10,-15,0,0,0,0
MED,Organic Search,/blog/education/,10,-12,12,-8,0,0,0,0
Default - (not set),Organic Search,/best-mba-alternatives/,9,0,9,0,0,0,0,0
MSAAI,AI Traffic,/machine-learning-podcast/,9,-9,9,-9,0,0,0,0
Data Science,Organic Search,/data-science-certifications/,9,6,6,3,0,0,0,0
Default - (not set),AI Traffic,/online-leadership-courses/,9,2,9,3,0,0,0,0
MSAAI,Organic Search,/business-intelligence-analyst-career/,9,6,9,6,0,0,0,0
LEPSL,Email,/masters-law-enforcement-leadership/classes/,9,-2,9,0,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/classes/,9,3,16,12,0,0,0,0
LEPSL,Organic Search,/law-enforcement-salaries-spike-with-a-masters-degree/,9,0,11,0,0,0,0,0
MESH,Direct,/environmental-consultant-career/,9,5,9,5,0,0,0,0
CyberEng,Direct,/network-forensics-tools/,9,-13,7,-11,0,0,0,0
MSNP,Direct,/public-administration-careers/,9,0,9,-2,0,0,0,0
MESH,Direct,/sustainability-consultant-career/,9,2,9,2,0,0,0,0
Data Science,Organic Search,/13-essential-data-science-textbooks/,9,2,8,1,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/health-analytics-track/,9,0,18,10,1,1,0.1111111111111111,0.1111111111111111
MSAAI,Organic Search,/ai-prompt-engineer/,9,-16,14,-6,0,0,0,0
MSAAI,Organic Search,/natural-language-processing-overview/,9,-11,11,-9,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/ambassadors/,9,-4,9,-5,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/transfer-credit/perf-smip/,9,-3,7,-13,0,0,0,0
MED,Paid Search,/,9,0,48,1,0,0,0,0
MSNP,Paid Search,/masters-nonprofit-leadership-management/,9,-6,10,-19,0,0,0,0
CyberOps,Direct,/cyber-security-scholarships/,9,0,10,2,0,0,0,0
MESH,Direct,/climate-change-analyst-career/,9,-37,11,-40,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/lp/ppc/thank-you/,9,2,10,3,8,2,0.8888888888888888,0.031746031746031744
CyberEng,Direct,/masters-cyber-security-engineering/scholarships-and-grants/,9,1,14,6,1,1,0.1111111111111111,0.1111111111111111
MSHA,Direct,/masters-humanitarian-action/apply/,9,-7,11,-14,0,0,0,0
MSLDT,AI Traffic,/instructional-design-models/,9,-3,9,-5,0,0,0,0
MSNP,Direct,/forms/,9,6,29,20,9,6,1,0
MED,AI Traffic,/co-teaching-models/,9,4,8,3,0,0,0,0
MSNNL,Organic Search,/12-types-of-msn-degrees-how-to-choose-the-best-nursing-track/,9,-7,57,40,0,0,0,0
MED,Direct,/summer-jobs-teachers/,9,6,10,7,0,0,0,0
MSITL,Organic Search,/how-to-become-a-devops-engineer/,9,4,9,4,0,0,0,0
CyberEng,Organic Search,/what-is-cyberwarfare/,9,-2,9,-5,0,0,0,0
MSAAI,Organic Search,.translate.goog/open-source-ai-tools/,9,6,9,6,0,0,0,0
Default - (not set),Direct,/how-to-start-a-business/,9,-10,13,-5,0,0,0,0
Informatics,Direct,/health-informatics-job-description-explained/,9,7,25,18,0,0,0,0
MSLDT,Direct,/how-to-become-a-curriculum-designer/,9,-1,9,-1,2,2,0.2222222222222222,0.2222222222222222
MSNP,Direct,/grant-writer-career/,9,-5,10,-3,0,0,0,0
MESH,Email,/masters-engineering-sustainability-health/classes/,9,7,10,6,0,0,0,0
Default - (not set),Direct,/employer-partnership/g2ops/,9,-6,9,-7,0,0,0,0
CyberOps,Direct,/cyber-security-architect/,9,5,9,5,0,0,0,0
MSHA,Organic Search,/organizational-capacity/,9,-3,9,0,0,0,0,0
Default - (not set),Direct,/tuition-financial-aid/additional-funding-options/,9,0,6,-3,0,0,0,0
Data Science,Paid Search,/masters-applied-data-science/,9,0,10,1,0,0,0,0
MED,AI Traffic,/rethinking-education-assessment-types/,9,3,8,3,0,0,0,0
CyberOps,Organic Search,/10-entry-level-cyber-security-resume-interview-pitfalls/,9,-12,11,-8,0,0,0,0
LEPSL,Organic Search,/,9,3,35,11,0,0,0,0
MED,Organic Search,/masters-education/lp/online-med/,9,1,12,1,0,-1,0,-0.125
MSAAI,Organic Search,.translate.goog/application-of-ai-in-robotics/,9,1,9,1,0,0,0,0
LEPSL,Direct,/police-officer-wellness-programs/,9,1,6,-5,0,0,0,0
MSITL,Direct,/how-to-become-a-site-reliability-engineer/,9,-1,9,2,0,0,0,0
MSHA,AI Traffic,/masters-humanitarian-action/,9,4,11,3,1,1,0.1111111111111111,0.1111111111111111
LEPSL,Email,/resources/law-enforcement-careers-ebook/,9,-33,20,-52,4,-14,0.4444444444444444,0.015873015873015872
Default - (not set),Paid Search,/computer-science/,9,6,9,7,0,0,0,0
CyberEng,Organic Search,/masters-cyber-security-engineering/classes/,9,2,11,6,0,0,0,0
MSLDT,Direct,/educational-technology-jobs/,9,-10,9,-13,0,-1,0,-0.05263157894736842
EML,Direct,/lead-engineer-career/,9,-4,9,-2,0,0,0,0
MTS,Direct,.translate.goog/what-is-liturgy/,9,4,9,4,0,0,0,0
MESH,Direct,/blog-msph-vs-mph-degree-comparison/,9,5,9,5,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/apply/,9,5,24,21,5,5,0.5555555555555556,0.5555555555555556
MTS,Direct,/incorporate-faith-in-career/,8,7,8,7,0,0,0,0
MED,Direct,/teach-in-private-or-public-school/,8,3,8,3,0,0,0,0
MED,AI Traffic,/teacher-centered-vs-student-centered-learning/,8,-4,9,-1,0,0,0,0
MSAAI,Organic Search,.translate.goog/ai-trainer/,8,-8,8,-10,0,0,0,0
MSLDT,Organic Search,.translate.goog/what-is-instructional-design-examples/,8,-2,8,-2,0,0,0,0
MED,Organic Search,/master-of-education-salary/,8,4,9,5,0,0,0,0
Informatics,Organic Search,/health-informatics-impact-covid-19/,8,-21,5,-23,0,0,0,0
Default - (not set),Paid Search,/technology/,8,4,8,5,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/apply-for-free-usd-msn-in-nursing-leadership-online/,8,7,7,6,1,1,0.125,0.125
MSAAI,Direct,/resources/8-questions-artificial-intelligence-masters-ebook/,8,2,6,1,0,0,0,0
MSLDT,AI Traffic,/kirkpatrick-training-evaluation-model/,8,3,9,3,0,0,0,0
MED,Organic Search,/technology-in-classroom/,8,1,9,3,0,0,0,0
Data Science,Organic Search,/etl-developer-career/,8,4,6,1,0,0,0,0
MED,Referral,/teaching-to-every-students-unique-learning-style/,8,-9,8,-9,0,0,0,0
MSNNL,Organic Search,/masters-nursing-leadership/lp/ppc/,8,4,8,3,0,0,0,0
Data Science,Direct,/sports-analytics-careers/,8,-2,8,-2,0,0,0,0
MSAAI,Direct,/artificial-intelligence-developer-career/,8,-3,9,-4,0,0,0,0
MED,Direct,/teacher-cover-letter-examples/,8,-5,8,-4,0,0,0,0
Default - (not set),Direct,/resources/msaai-artificial-intelligence-self-assessment/,8,0,14,5,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,8,-1,11,-1,0,-1,0,-0.1111111111111111
Data Science,Direct,/companies-hiring-data-scientists/,8,-21,6,-20,0,0,0,0
MSNP,Direct,/volunteer-management-software/,8,-10,8,-9,0,0,0,0
EML,Organic Search,/engineering-career-path/,8,2,9,1,0,0,0,0
Default - (not set),Organic Search,/about/,8,5,7,5,0,0,0,0
Default - (not set),Organic Search,/admissions/international-students/,8,1,6,2,0,0,0,0
MSLDT,Organic Search,/faculty/lisa-evans/,8,2,9,3,0,0,0,0
MTS,Organic Social,/masters-theological-studies/resources/,8,2,11,5,0,0,0,0
Default - (not set),Organic Search,/computer-science/,8,1,13,7,0,0,0,0
MSITL,Direct,/masters-information-technology-leadership/classes/applied-ai-specialization/,8,4,9,5,0,0,0,0
Data Science,Organic Search,/data-science-vs-statistics-masters/,8,-4,9,-2,0,0,0,0
LEPSL,Organic Search,/importance-education-law-enforcement/,8,3,9,4,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/mesh-combined-degree/,8,5,10,7,0,0,0,0
Default - (not set),Organic Search,/forms/,8,7,28,27,0,0,0,0
MSHA,Display,/masters-humanitarian-action/lp/dyna/,8,-2,9,-10,1,-2,0.125,-0.175
Informatics,Direct,/nurse-leader-vs-nurse-manager/,8,6,8,6,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/careers/,8,4,10,5,0,0,0,0
MSHA,Paid Search,/masters-humanitarian-action/,8,1,8,0,0,-1,0,-0.14285714285714285
MSNNL,Direct,/masters-nursing-leadership/scholarships/,8,5,15,11,0,0,0,0
MSHA,Organic Search,/humanitarian-crises-around-the-world/,8,,6,,0,,0,
MSAAI,Direct,/artificial-intelligence-bootcamps/,8,-2,8,-1,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/lp/health-informatics-for-nurses/,8,5,16,10,0,-3,0,-1
EML,Organic Search,/advisory-board/jimmy-anklesaria/,8,3,9,3,0,0,0,0
MTS,Direct,.translate.goog/serving-god/,8,0,9,1,0,0,0,0
Data Science,Direct,/data-science-vs-software-engineering/,8,4,7,2,0,0,0,0
LEPSL,Organic Search,.translate.goog/10-innovative-police-technologies/,8,0,9,0,0,0,0,0
MED,Direct,/masters-education/faculty/,8,1,10,3,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/sherman-block-sli/,8,4,12,4,0,0,0,0
MTS,Organic Search,.translate.goog/liturgy-of-the-hours/,8,1,9,1,0,0,0,0
MSLDT,Direct,/ai-instructional-design/,8,0,15,9,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/app-waiver/,8,0,8,-8,2,-2,0.25,-0.25
CyberEng,Direct,/cyber-threat-intelligence-analyst/,8,0,8,1,0,0,0,0
EML,Direct,/manage-engineering-team/,8,-6,8,-3,0,0,0,0
MSNNL,Organic Search,/masters-nursing-leadership/,8,2,32,25,1,1,0.125,0.125
MTS,Direct,/biblical-studies-theology/,8,6,8,6,0,0,0,0
CyberOps,Organic Search,.translate.goog/top-cyber-security-blogs-websites/,8,-1,8,-1,0,0,0,0
MESH,Unknown - Data Not Available / Data Not Available,/masters-engineering-sustainability-health/lp/ppc/,8,-3,11,-11,0,-1,0,-0.09090909090909091
MTS,Organic Search,/biblical-studies-theology/,8,-6,12,0,0,0,0,0
MSLDT,Paid Search,/masters-learning-design-technology/classes/,8,7,4,3,0,0,0,0
Data Science,Direct,/database-engineer-career/,8,1,9,2,0,0,0,0
Default - (not set),Referral,/employer-partnership/axos/,8,6,11,6,0,0,0,0
EML,Organic Search,/engineering-leadership/,8,3,8,3,0,0,0,0
MSAAI,Organic Search,/resources/8-questions-artificial-intelligence-masters-ebook/,8,3,7,3,0,0,0,0
MED,Referral,/life-skills-education-in-schools/,8,-3,9,-4,0,0,0,0
LEPSL,Organic Search,/ambassador/roberto-vasquez/,8,6,12,10,0,0,0,0
MTS,Organic Search,/faculty/garrett-galvin/,8,5,8,5,0,0,0,0
MSNNL,Direct,s-nursing-leadership/,8,6,9,6,0,0,0,0
MSAAI,Organic Search,.translate.goog/artificial-intelligence-finance/,8,2,9,2,0,0,0,0
Informatics,Direct,/data-science-health-care/,8,7,9,8,0,0,0,0
Informatics,Direct,/what-is-health-care-analytics/,8,-9,7,-9,0,0,0,0
MESH,Direct,/best-sustainability-certifications/,8,3,7,2,0,0,0,0
MSNP,Referral,/masters-nonprofit-leadership-management/classes/,8,,7,,0,,0,
Informatics,Direct,/health-informatics-websites-blogs/,8,5,6,3,0,0,0,0
MED,Email,/rethinking-education-assessment-types/,8,-5,7,-7,0,0,0,0
MSLDT,Direct,/top-instructional-design-skills/,8,0,7,-4,0,0,0,0
MTS,Direct,/how-to-get-more-involved-in-church/,8,-1,7,-5,0,0,0,0
MESH,Organic Search,/renewable-energy-consultant-career/,8,5,10,7,1,1,0.125,0.125
LEPSL,Email,/masters-law-enforcement-leadership/faculty/,8,1,16,9,0,0,0,0
MED,Organic Social,/inclusive-education-strategies/,8,5,8,5,0,0,0,0
MSLDT,Organic Search,/instructional-design-certificate-vs-masters-degree/,8,3,9,3,0,0,0,0
MSNP,Organic Social,/ngo-vs-nonprofit/,8,,8,,0,,0,
MTS,Direct,/jobs-for-catholics/,8,-9,8,-10,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/faculty/,8,-3,7,-21,0,0,0,0
MESH,Email,/masters-engineering-sustainability-health/,8,5,13,5,0,0,0,0
CyberEng,Organic Search,/masters-cyber-security-engineering/apply/,8,-7,4,-13,0,-1,0,-0.06666666666666667
MTS,Direct,/how-to-become-a-catholic-school-teacher/,8,-1,8,-1,0,0,0,0
MED,Direct,/best-teacher-blogs/,8,-42,11,-42,0,0,0,0
MSAAI,Organic Search,/how-to-start-career-artificial-intelligence/,8,-21,12,-20,0,0,0,0
MSITL,Direct,/information-systems-vs-information-technology/,8,7,12,11,0,0,0,0
LEPSL,Direct,/police-media-relations-and-social-media/,8,-6,8,-18,0,0,0,0
Default - computer-science,Paid Search,/masters-applied-data-science/lp/study-data-science/,8,3,20,3,9,4,1.125,0.125
EML,Direct,/engineering-management-leadership-certifications/,8,-9,7,-10,0,0,0,0
MSAAI,Direct,/resources/msaai-on-campus-artificial-intelligence-self-assessment/,8,5,10,5,0,0,0,0
MTS,Organic Search,/masters-theological-studies/classes/,8,5,11,7,0,0,0,0
Data Science,Referral,/resources/data-science-self-assessment/,8,,7,,0,,0,
