program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
MTS,Paid Search,/masters-theological-studies/lp/ppc/,452,-1041,579,-1412,21,-89,0.046460176991150445,-0.02721698308922464
MSAAI,Organic Search,/artificial-intelligence-jobs/,446,-5515,477,-5693,2,-5,0.004484304932735426,0.003310005318576728
CyberEng,Paid Social,/masters-cyber-security-engineering/lp/cyber-security-engineering/,422,379,467,421,24,22,0.05687203791469194,0.010360410007715197
MED,Organic Search,/best-masters-degrees-for-teachers/,410,-1395,459,-1509,2,-1,0.004878048780487805,0.00321599891899196
CyberOps,Organic Search,/top-100-cybersecurity-companies/,409,-495,395,-441,0,-1,0,-0.0011061946902654867
CyberOps,Paid Social,/masters-cyber-security-operations/lp/bva-cyber-security-operations-leadership/,408,300,463,329,30,22,0.07352941176470588,-0.0005446623093681852
MED,Organic Search,/best-paying-school-districts-ca-teachers/,398,-727,421,-739,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/lp/ppc/,380,-191,595,-134,17,14,0.04473684210526316,0.03948290164992165
MSAAI,Organic Search,/ai-blogs/,373,-768,377,-734,0,0,0,0
MED,Organic Search,/brain-based-learning/,364,-854,372,-918,1,-7,0.0027472527472527475,-0.0038208917519262343
MTS,Email,/masters-theological-studies/lp/dyna/,349,28,453,-91,24,10,0.06876790830945559,0.025154201144346557
Informatics,Paid Social,/masters-health-informatics/lp/health-informatics-for-nurses/,342,-589,389,-674,20,-44,0.05847953216374269,-0.010263754624656882
MSNNL,Paid Social,/masters-nursing-leadership/lp/ppc/,338,337,431,430,15,15,0.04437869822485207,0.04437869822485207
MED,Organic Search,/teacher-centered-vs-student-centered-learning/,334,-2551,386,-3247,0,-30,0,-0.010398613518197574
MSHA,Organic Search,/humanitarian-careers/,330,-845,352,-887,2,-3,0.006060606060606061,0.0018052869116698903
MSAAI,Direct,/masters-applied-artificial-intelligence/,320,-159,532,-497,5,-18,0.015625,-0.03239170146137787
MTS,Organic Search,/serving-god/,319,-2737,376,-2887,0,-6,0,-0.001963350785340314
MED,Referral,/education-inequity-and-homework/,319,-601,365,-601,0,0,0,0
MTS,Organic Search,/what-is-liturgy/,316,-423,334,-479,0,-1,0,-0.0013531799729364006
CyberOps,Organic Search,/top-cyber-security-threats/,314,-3897,329,-3981,0,-5,0,-0.0011873664212776064
MSHA,Organic Search,/humanitarian-intervention-success-stories/,309,-218,314,-260,0,0,0,0
Data Science,Paid Social,/masters-applied-data-science/lp/study-data-science/,305,67,321,50,1,-1,0.003278688524590164,-0.005124672819947651
MSHA,Organic Search,/how-to-become-diplomat/,296,-319,312,-325,0,0,0,0
MSLDT,Paid Search,/masters-learning-design-technology/lp/study-learning-design-technology/,292,-523,382,-669,19,-27,0.06506849315068493,0.008626775359273885
MTS,Paid Social,/masters-theological-studies/lp/ppc/,284,110,312,131,14,10,0.04929577464788732,0.026307268900760884
LEPSL,Paid Social,/masters-law-enforcement-leadership/lp/law-enforcement/,281,,299,,13,,0.046263345195729534,
MED,Direct,/teacher-centered-vs-student-centered-learning/,280,-406,292,-616,0,-11,0,-0.016034985422740525
MSNP,Paid Search,/masters-nonprofit-leadership-management/lp/ppc/,279,-626,355,-808,17,-48,0.06093189964157706,-0.01089130477831244
MSHA,Paid Social,/masters-humanitarian-action/lp/humanitarian-action/,270,36,313,8,26,0,0.0962962962962963,-0.014814814814814808
Informatics,Paid Search,/masters-health-informatics/lp/study-health-informatics/,270,-202,360,-305,14,-16,0.05185185185185185,-0.011707470182046452
MED,Direct,/life-skills-education-in-schools/,266,,270,,0,,0,
Default - (not set),Paid Search,/,265,,393,,2,,0.007547169811320755,
MSLDT,Organic Search,/kirkpatrick-training-evaluation-model/,264,-105,254,-102,2,1,0.007575757575757576,0.004865730475486573
MSITL,Paid Search,/masters-information-technology-leadership/lp/ppc/,260,-265,356,-374,17,-12,0.06538461538461539,0.01014652014652015
MSAAI,Organic Search,/application-of-ai-in-robotics/,258,-411,277,-454,0,-4,0,-0.005979073243647235
Default - (not set),Organic Search,/,254,,372,,0,,0,
MESH,Display,/masters-engineering-sustainability-health/lp/dyna/,253,,254,,1,,0.003952569169960474,
MSAAI,Paid Search,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,246,-899,381,-1360,23,-53,0.09349593495934959,0.027120389107821205
Informatics,Organic Search,/8-technologies-changing-healthcare/,244,-1778,256,-1856,0,-1,0,-0.0004945598417408506
EML,Paid Social,/masters-engineering-management-leadership/lp/ppc/,243,98,272,125,13,13,0.053497942386831275,0.053497942386831275
MSAAI,Organic Search,/masters-applied-artificial-intelligence/,241,-442,453,-837,11,-16,0.04564315352697095,0.006111674756839179
Informatics,Paid Search,/masters-health-informatics/lp/study-healthcare-analytics/,238,-206,278,-248,10,-10,0.04201680672268908,-0.003028238322355964
Informatics,Direct,/masters-health-informatics/,234,-140,400,-270,3,-6,0.01282051282051282,-0.011243658302481831
LEPSL,Organic Search,/10-innovative-police-technologies/,232,-1110,222,-1142,0,0,0,0
Default - (not set),Organic Search,/how-to-become-an-entrepreneur/,223,,244,,0,,0,
MSAAI,Organic Search,/ai-ethicist-career/,219,-649,229,-776,2,-13,0.0091324200913242,-0.008148685899459211
MED,Direct,/complete-list-teaching-methods/,215,-361,227,-414,1,-3,0.004651162790697674,-0.0022932816537467697
CyberEng,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,214,-683,245,-895,12,-37,0.056074766355140186,0.0014482334677377307
MSAAI,Organic Search,/entry-level-ai-careers/,210,-227,239,-268,1,-3,0.004761904761904762,-0.004391413315898441
CyberOps,Direct,/top-cyber-security-threats/,206,-664,202,-690,0,-1,0,-0.0011494252873563218
MSAAI,Direct,/ai-impact-on-job-market/,205,-260,222,-296,0,-1,0,-0.002150537634408602
MSHA,Organic Search,/human-rights-violation-definition/,204,,233,,0,,0,
Default - (not set),Direct,/how-to-become-an-entrepreneur/,202,,193,,0,,0,
MSITL,Paid Social,/masters-information-technology-leadership/lp/ppc/,202,147,268,201,18,14,0.0891089108910891,0.01638163816381638
MTS,Organic Search,/theology-careers/,200,-291,218,-290,0,-2,0,-0.004073319755600814
MED,Organic Search,/effective-educational-leadership/,200,-1478,260,-2162,3,-12,0.015,0.006060786650774731
LEPSL,Direct,/masters-law-enforcement-leadership/,198,-94,282,-231,1,1,0.005050505050505051,0.005050505050505051
CyberOps,Organic Search,/top-cyber-security-blogs-websites/,192,-1421,179,-1393,0,-2,0,-0.0012399256044637321
MSAAI,Direct,/artificial-intelligence-business/,192,-288,175,-314,0,0,0,0
EML,Paid Search,/masters-engineering-management-leadership/lp/ppc/,186,-889,248,-1252,17,-40,0.0913978494623656,0.03837459364841211
MSLDT,Organic Search,/instructional-design-models/,185,-271,177,-268,1,-5,0.005405405405405406,-0.007752489331436699
MTS,Organic Search,/catholic-charism-comparison/,184,-176,195,-178,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/lp/health-informatics-for-nurses/,183,-572,224,-717,14,-51,0.07650273224043716,-0.009589982991350915
MSITL,Organic Search,/it-job-titles/,181,-628,173,-602,0,0,0,0
MSHA,Direct,/humanitarian-careers/,179,84,181,72,0,0,0,0
MSHA,Organic Search,/international-aid-worker-tips/,176,-311,199,-329,2,-1,0.011363636363636364,0.005203472092589136
MED,Direct,/effective-educational-leadership/,176,-98,199,-200,0,-2,0,-0.0072992700729927005
MSLDT,Organic Search,/what-is-instructional-design-examples/,174,-401,200,-411,2,-1,0.011494252873563218,0.006276861569215392
LEPSL,Organic Search,/police-communication-important-today/,174,-551,190,-671,0,0,0,0
MED,Organic Search,/teaching-to-every-students-unique-learning-style/,174,-736,207,-1212,4,-1,0.022988505747126436,0.01749400025262094
MED,Paid Search,/masters-education/lp/online-med/,171,-688,264,-979,29,-15,0.1695906432748538,0.11836829170325891
MED,Organic Search,/cooperative-learning-strategies/,170,-1128,187,-1179,1,1,0.0058823529411764705,0.0058823529411764705
Default - (not set),Direct,/about/state-authorization-status/,164,,167,,0,,0,
MSHA,Organic Search,/theory-of-change/,163,-17,157,-8,0,0,0,0
MSAAI,Referral,/artificial-intelligence-education/,163,-389,187,-398,0,-1,0,-0.0018115942028985507
CyberOps,Direct,/top-100-cybersecurity-companies/,160,-7145,161,-9021,0,0,0,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/law-enforcement/,158,145,187,168,13,12,0.08227848101265822,0.005355404089581295
MSAAI,Organic Search,/ai-trainer/,157,-394,168,-400,0,-4,0,-0.007259528130671506
MSAAI,Organic Search,/artificial-intelligence-finance/,156,-569,147,-580,1,0,0.00641025641025641,0.0050309460654288235
MED,Organic Search,/rethinking-education-assessment-types/,155,-49,147,-58,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/,154,-94,273,-252,1,-3,0.006493506493506494,-0.009635525764558022
MSHA,Organic Search,/examples-of-social-change/,153,,157,,0,,0,
EML,Organic Search,/future-engineering-trends/,152,,154,,0,,0,
LEPSL,Direct,/10-innovative-police-technologies/,150,-176,147,-175,0,0,0,0
Informatics,Organic Search,/health-information-technology-jobs-salary/,150,-833,162,-911,0,-3,0,-0.003051881993896236
MSAAI,Direct,/masters-applied-artificial-intelligence/apply/,147,51,212,87,2,1,0.013605442176870748,0.0031887755102040817
MED,Organic Search,/careers-masters-curriculum-instruction/,147,97,161,95,0,0,0,0
MED,Organic Search,/manage-cell-phones-in-class-tips/,145,,156,,0,,0,
Informatics,Organic Search,/masters-health-informatics/,144,-78,277,-138,4,-5,0.027777777777777776,-0.012762762762762767
MSAAI,Direct,/artificial-intelligence-jobs/,144,-626,145,-781,0,-1,0,-0.0012987012987012987
null,Direct,/education-inequity-and-homework/,138,,138,,0,,0,
MSLDT,Organic Search,/job-aid-examples-template/,138,-297,130,-283,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/,137,-89,162,-263,0,-5,0,-0.022123893805309734
MSAAI,Direct,/masters-applied-artificial-intelligence/classes/,137,24,165,23,3,1,0.021897810218978103,0.004198695174730316
MESH,Organic Search,/sustainability-scholarships/,134,-50,139,-46,0,0,0,0
EML,Direct,/masters-engineering-management-leadership/,134,11,181,-18,0,0,0,0
CyberOps,Display,/masters-cyber-security-operations/lp/smartbrief-display/,134,-48,149,-49,6,-2,0.04477611940298507,0.0008200754469411126
Default - (not set),Paid Social,/lp/apply-now/,131,130,135,132,0,0,0,0
MTS,Direct,/what-is-liturgy/,130,-82,154,-95,1,1,0.007692307692307693,0.007692307692307693
MESH,Organic Search,/climate-change-careers/,129,-140,136,-118,0,-2,0,-0.007434944237918215
MSNNL,Paid Search,/masters-nursing-leadership/nursing-educator-track/,129,,195,,1,,0.007751937984496124,
MSNP,Organic Search,/nonprofit-jobs/,127,20,132,14,0,-2,0,-0.018691588785046728
LEPSL,Organic Search,/women-in-law-enforcement/,127,-539,130,-558,0,0,0,0
MSHA,Organic Search,/logical-framework-approach/,127,43,124,32,0,0,0,0
Default - (not set),Organic Search,/transformational-leadership/,124,,120,,0,,0,
MTS,Direct,/serving-god/,124,-400,131,-468,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/,123,-22,260,-14,5,4,0.04065040650406504,0.03375385477992711
MED,Organic Search,/steam-education-in-schools/,123,-533,144,-528,0,-1,0,-0.001524390243902439
MSLDT,Organic Search,/addie-model-instructional-design/,123,-75,114,-91,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/,123,18,207,22,1,-1,0.008130081300813009,-0.01091753774680604
MED,Organic Search,/educational-resources-for-teachers/,121,-456,117,-451,0,0,0,0
MED,Direct,/faculty/joseph-lathan/,120,52,139,55,0,0,0,0
CyberEng,Display,/masters-cyber-security-engineering/lp/smartbrief-display/,119,-67,128,-54,1,-2,0.008403361344537815,-0.007725670913526701
CyberOps,Direct,/top-cyber-security-blogs-websites/,119,-446,109,-482,0,-2,0,-0.0035398230088495575
MSHA,Paid Search,/masters-humanitarian-action/lp/humanitarian-action/,118,-422,168,-571,13,-38,0.11016949152542373,0.015725047080979285
MESH,Organic Search,/6-best-urban-planning-careers-degree-salary-guide/,118,-238,122,-259,0,0,0,0
MED,Organic Search,/inclusive-education-strategies/,117,-518,121,-532,0,0,0,0
Data Science,Paid Search,/masters-applied-data-science/lp/study-data-science/,116,-705,145,-1111,3,-41,0.02586206896551724,-0.027731110084421858
MSHA,Organic Search,/types-of-advocacy/,113,,114,,0,,0,
MED,Organic Search,/adaptive-curriculum-for-special-education/,113,,125,,0,,0,
MED,Organic Search,/teacher-cover-letter-examples/,110,-424,100,-366,4,-2,0.03636363636363636,0.025127681307456587
MED,Organic Search,/faculty/joseph-lathan/,109,-14,119,-18,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-courses-and-certifications/,108,103,110,95,1,1,0.009259259259259259,0.009259259259259259
MED,Organic Search,/summer-jobs-teachers/,108,-103,105,-104,0,0,0,0
LEPSL,Organic Search,/what-style-police-leadership-most-effective/,106,-570,112,-588,0,-3,0,-0.004437869822485207
MED,Organic Search,/what-is-educational-technology-definition-examples-impact/,104,-946,120,-1116,0,-1,0,-0.0009523809523809524
MSAAI,Organic Search,/careers-using-python/,104,-713,114,-744,0,-1,0,-0.0012239902080783353
MSAAI,Direct,/ai-blogs/,103,-59,105,-58,0,0,0,0
MSLDT,Organic Search,/career-changes-for-teachers/,103,-779,113,-867,0,-3,0,-0.003401360544217687
MSLDT,Direct,/instructional-design-models/,102,-23,109,-16,0,0,0,0
MED,Direct,/brain-based-learning/,102,-182,99,-224,0,-1,0,-0.0035211267605633804
EML,Organic Search,/principal-engineer-vs-senior-engineer/,101,,100,,1,,0.009900990099009901,
LEPSL,Organic Search,/what-is-intelligence-led-policing/,100,-487,96,-497,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/,100,-83,131,-276,1,-2,0.01,-0.00639344262295082
EML,Organic Search,/senior-engineer-vs-tech-lead-vs-lead-engineer/,100,-618,99,-585,0,0,0,0
MSAAI,Email,/masters-applied-artificial-intelligence/,100,83,148,114,1,0,0.01,-0.0488235294117647
MSITL,Organic Search,/information-technology-trends/,99,-312,104,-356,0,-3,0,-0.0072992700729927005
MED,Organic Search,/co-teaching-models/,98,-129,91,-137,0,0,0,0
MSNP,Organic Search,/best-nonprofit-degrees/,97,-52,115,-53,0,-2,0,-0.013422818791946308
MESH,Organic Search,/community-health-degree-jobs/,97,-273,103,-248,0,-1,0,-0.002702702702702703
MSLDT,Direct,/kirkpatrick-training-evaluation-model/,96,-38,88,-40,0,0,0,0
MTS,Organic Search,/ministry-careers/,95,-352,96,-373,0,0,0,0
MSHA,Unknown - ihsa / social,/masters-humanitarian-action/,94,,145,,8,,0.0851063829787234,
MSNNL,Display,/masters-nursing-leadership/lp/nurse-cp/,93,,99,,0,,0,
MSHA,Direct,/how-to-become-diplomat/,93,34,99,37,0,0,0,0
MED,Direct,/masters-education/,93,-167,171,-359,1,-10,0.010752688172043012,-0.031555004135649295
LEPSL,Direct,/community-policing-through-leadership/,92,85,85,79,0,0,0,0
CyberEng,Organic Search,/cyber-security-statistics/,91,-128,87,-96,0,0,0,0
MESH,Direct,/high-paying-environmental-jobs/,89,,96,,0,,0,
Data Science,Display,/masters-applied-data-science/lp/study-data-science/,88,,91,,0,,0,
MED,Direct,/what-is-educational-technology-definition-examples-impact/,88,-306,83,-397,0,0,0,0
MSLDT,Organic Search,/create-employee-training-program/,86,-952,91,-932,0,-3,0,-0.002890173410404624
Data Science,Organic Search,/quantitative-analyst-career/,85,-310,85,-343,0,0,0,0
MED,Organic Search,/per-pupil-education-spending-by-state/,84,-57,84,-59,0,0,0,0
Informatics,Direct,/8-technologies-changing-healthcare/,83,-404,77,-473,0,0,0,0
MSAAI,Display,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,82,-528,90,-676,1,0,0.012195121951219513,0.01055577768892443
EML,Direct,/future-engineering-trends/,82,,79,,0,,0,
MED,Referral,/teacher-centered-vs-student-centered-learning/,82,-49,84,-49,3,2,0.036585365853658534,0.028951778067398994
MTS,Organic Search,/liturgy-of-the-hours/,81,,83,,0,,0,
MSLDT,Paid Social,/masters-learning-design-technology/lp/study-learning-design-technology/,81,-37,86,-43,1,-1,0.012345679012345678,-0.004603473530027203
MED,AI Traffic,/education-inequity-and-homework/,80,-302,89,-373,0,0,0,0
CyberOps,Organic Search,/ethical-hacker-career-salary-guide/,79,-679,90,-841,0,-2,0,-0.002638522427440633
MED,Direct,/co-teaching-models/,79,24,64,0,0,0,0,0
MTS,Organic Search,/how-to-become-a-spiritual-director/,79,,84,,0,,0,
MTS,Organic Search,/jobs-for-catholics/,79,-102,88,-134,0,-2,0,-0.011049723756906077
MSHA,Organic Search,/top-humanitarian-degrees/,79,-275,84,-364,0,-4,0,-0.011299435028248588
MESH,Organic Search,/career-changes-for-engineers/,77,-95,79,-90,0,0,0,0
MSLDT,Organic Search,/learning-objectives-examples/,76,,76,,0,,0,
MED,Organic Search,/differentiated-instruction/,76,-367,73,-387,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/apply/,76,73,99,92,1,1,0.013157894736842105,0.013157894736842105
MSAAI,Direct,/artificial-intelligence-finance/,76,-181,72,-197,0,0,0,0
Data Science,Direct,/masters-applied-data-science/,74,-124,98,-194,1,-2,0.013513513513513514,-0.0016380016380016377
MED,Direct,/best-masters-degrees-for-teachers/,74,-2173,78,-2889,0,0,0,0
MSLDT,Organic Search,/top-instructional-design-software/,74,-240,71,-211,1,1,0.013513513513513514,0.013513513513513514
MED,Direct,/teaching-to-every-students-unique-learning-style/,73,-189,84,-285,0,-2,0,-0.007633587786259542
MESH,Organic Search,/ngo-careers/,71,-385,75,-385,1,1,0.014084507042253521,0.014084507042253521
MSAAI,Direct,/application-of-ai-in-robotics/,71,-5724,70,-6332,0,-1,0,-0.0001725625539257981
MED,Organic Search,/instructional-leadership/,71,-118,71,-148,0,-1,0,-0.005291005291005291
MSAAI,Organic Search,/machine-learning-podcast/,70,-272,72,-277,0,0,0,0
Default - (not set),Organic Search,/programs/,70,,97,,0,,0,
Default - (not set),Direct,/tuition-financial-aid/tuition/,70,,75,,0,,0,
MSHA,Direct,/masters-humanitarian-action/,70,-8,120,-30,0,-3,0,-0.038461538461538464
MED,Direct,/steam-education-in-schools/,69,-125,70,-152,0,0,0,0
MSITL,Direct,/it-job-titles/,69,-25,92,-9,0,0,0,0
MTS,Direct,/masters-theological-studies/,69,-91,119,-155,0,-2,0,-0.0125
EML,Display,/masters-engineering-management-leadership/lp/ppc/,69,-710,70,-798,1,-24,0.014492753623188406,-0.01759967256423136
MED,Direct,/inclusive-education-strategies/,68,-300,68,-359,0,-1,0,-0.002717391304347826
MED,Direct,/differentiated-instruction/,68,-138,60,-146,0,0,0,0
"Default - business-entrepreneurship,computer-science,technology",Organic Search,/ai-for-teachers/,67,,69,,0,,0,
MSNNL,Direct,/masters-nursing-leadership/,67,2,153,24,3,0,0.04477611940298507,-0.0013777267508610844
MED,Organic Search,/masters-education/,67,-157,97,-303,1,-3,0.014925373134328358,-0.0029317697228144982
MTS,Direct,/catholic-charism-comparison/,66,4,70,2,0,0,0,0
MSAAI,Referral,/artificial-intelligence-business/,66,12,65,14,2,2,0.030303030303030304,0.030303030303030304
MSHA,Direct,/examples-of-social-change/,65,,68,,0,,0,
MSLDT,Organic Social,/instructional-design-interview-questions/,64,,66,,0,,0,
MSHA,Direct,/humanitarian-intervention-success-stories/,64,0,71,-27,1,1,0.015625,0.015625
MSLDT,Organic Search,/masters-learning-design-technology/,64,-84,150,-117,1,0,0.015625,0.008868243243243243
MED,Direct,/teacher-resume-examples/,63,-93,57,-102,3,1,0.047619047619047616,0.0347985347985348
CyberEng,Organic Search,/cyber-crime-investigator-career/,63,-295,68,-370,0,-1,0,-0.002793296089385475
MSLDT,Organic Search,/instructional-technology-tools/,63,-347,62,-343,1,1,0.015873015873015872,0.015873015873015872
MSITL,Organic Search,/it-careers-after-help-desk/,63,-76,61,-77,0,0,0,0
MSITL,Organic Search,/technology-degrees/,63,45,67,42,0,0,0,0
MSAAI,Organic Search,/best-artificial-intelligence-degrees/,62,-987,65,-1219,1,-9,0.016129032258064516,0.006596143792859558
MED,Direct,/cooperative-learning-strategies/,62,-126,56,-152,0,-2,0,-0.010638297872340425
MSNP,Organic Search,/nonprofit-grant-databases/,62,-361,62,-325,1,1,0.016129032258064516,0.016129032258064516
MSHA,Direct,/human-rights-violation-definition/,62,,69,,0,,0,
MSAAI,Direct,/ai-ethicist-career/,62,-94,61,-116,0,-1,0,-0.00641025641025641
MSHA,Organic Search,/international-affairs-careers/,61,-226,67,-227,0,0,0,0
LEPSL,Organic Search,/top-5-trends-in-law-enforcement/,61,-293,64,-323,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/classes/,61,-8,61,-5,0,0,0,0
MSLDT,Direct,/what-is-instructional-design-examples/,61,-111,60,-125,0,0,0,0
MED,Direct,/adaptive-curriculum-for-special-education/,60,,55,,0,,0,
MSNP,Organic Search,/grant-writer-career/,60,36,71,38,0,0,0,0
LEPSL,Organic Search,/why-police-officer-education-is-important/,60,-128,59,-148,0,0,0,0
Default - (not set),Direct,/admissions/how-to-apply/,60,,67,,2,,0.03333333333333333,
EML,Organic Search,/masters-engineering-management-leadership/,59,-5,106,5,1,0,0.01694915254237288,0.0013241525423728813
MSNP,Organic Search,/ngo-vs-nonprofit/,59,,60,,0,,0,
MSLDT,Referral,/instructional-design-models/,59,47,57,46,0,0,0,0
CyberEng,Organic Search,/network-forensics-tools/,58,-319,50,-301,0,0,0,0
MTS,Organic Search,/religious-vocational-discernment/,58,-144,62,-143,0,0,0,0
Informatics,Paid Social,/masters-health-informatics/lp/study-health-informatics/,57,2,60,-6,1,-1,0.017543859649122806,-0.018819776714513556
Default - (not set),Organic Search,/student-support/office-of-financial-aid-services/,57,30,63,31,0,0,0,0
Default - (not set),Direct,/admissions/,56,,66,,2,,0.03571428571428571,
Default - (not set),Direct,/online-programs/,56,,57,,0,,0,
MTS,Organic Search,/why-study-theology/,56,-331,59,-369,0,-1,0,-0.002583979328165375
CyberEng,Organic Search,/masters-cyber-security-engineering/,55,-96,79,-236,0,-4,0,-0.026490066225165563
MED,Organic Search,/teacher-resume-examples/,55,-1231,63,-1177,2,-49,0.03636363636363636,-0.0032942174466280214
MTS,Organic Search,/how-to-regain-your-faith/,54,-178,57,-202,0,0,0,0
MSNP,Organic Search,/nonprofit-executive-director/,53,30,59,27,0,-1,0,-0.043478260869565216
MSNP,Organic Search,/nonprofit-operations-career/,52,,53,,0,,0,
CyberOps,Direct,/ethical-hacker-career-salary-guide/,52,-112,58,-167,0,-2,0,-0.012195121951219513
MSITL,Direct,/information-technology-trends/,52,-60,51,-81,0,0,0,0
MSAAI,Direct,/ai-trainer/,52,-11,55,-15,0,0,0,0
CyberEng,Organic Search,/black-vs-gray-vs-white-hat-hackers/,51,-198,48,-268,0,0,0,0
Data Science,Organic Search,/sports-analytics-careers/,51,-52,62,-37,1,1,0.0196078431372549,0.0196078431372549
MSAAI,Paid Search,/masters-applied-artificial-intelligence/,50,-38,73,-88,2,-5,0.04,-0.03954545454545454
LEPSL,Organic Search,/police-conflict-management-strategies/,50,-75,52,-78,0,0,0,0
Default - (not set),Direct,/programs/,50,,72,,2,,0.04,
LEPSL,Email,/masters-law-enforcement-leadership/,50,-23,57,-47,1,1,0.02,0.02
MSHA,Direct,/logical-framework-approach/,50,43,50,43,0,0,0,0
MED,Direct,/rethinking-education-assessment-types/,49,1,53,-8,0,0,0,0
MSITL,Organic Search,/it-organizational-structure/,49,-1,44,-5,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/,49,-26,57,-88,0,-2,0,-0.02666666666666667
MSAAI,AI Traffic,/ai-blogs/,49,-40,57,-41,0,0,0,0
MSNP,Organic Search,/masters-nonprofit-leadership-management/,49,-29,86,-74,5,2,0.10204081632653061,0.06357927786499215
CyberOps,Organic Search,/masters-cyber-security-operations/,49,-68,95,-148,2,-1,0.04081632653061224,0.015175300889586602
MSHA,Organic Search,/social-advocacy-definition/,49,,46,,0,,0,
MED,Direct,/manage-cell-phones-in-class-tips/,49,,52,,0,,0,
MSNNL,Paid Search,/masters-nursing-leadership/nursing-informatics-track/,49,,88,,1,,0.02040816326530612,
MSAAI,AI Traffic,/artificial-intelligence-education/,49,-1248,56,-1478,0,-2,0,-0.0015420200462606013
MESH,Organic Search,/top-degrees-for-social-justice-careers/,48,-69,55,-71,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-scholarships/,48,-531,55,-527,0,-8,0,-0.013816925734024179
MSITL,Display,/masters-information-technology-leadership/lp/ppc/,48,,52,,3,,0.0625,
EML,Organic Search,/engineering-manager-skills/,47,-99,44,-91,0,0,0,0
MSLDT,Direct,/create-employee-training-program/,47,-115,47,-124,0,0,0,0
MSAAI,Referral,/masters-applied-artificial-intelligence/,47,-149,126,-332,6,-4,0.1276595744680851,0.07663916630481979
LEPSL,Direct,/what-style-police-leadership-most-effective/,46,-89,51,-109,0,0,0,0
Informatics,Direct,/masters-health-informatics/health-informatics-track/,46,9,48,11,0,0,0,0
