program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
MED,Organic Search,/continuing-education-units-teachers-guide/,15,-95,10,-104,0,0,0,0
Data Science,Direct,/coding-salary/,15,10,15,10,0,0,0,0
MSNNL,Organic Search,/masters-nursing-leadership/clinical-practicums/,15,,21,,0,,0,
MSLDT,Direct,/career-changes-for-teachers/,15,-46,14,-54,0,0,0,0
LEPSL,Organic Search,/promoting-women-in-law-enforcement-leadership/,15,-56,16,-53,0,0,0,0
MTS,Organic Social,/religious-studies-degree-jobs/,15,,13,,0,,0,
Data Science,Organic Search,/masters-applied-data-science/classes/,15,-2,15,-2,0,0,0,0
Default - (not set),Paid Search,/admissions/how-to-apply/,15,,15,,0,,0,
Default - (not set),Direct,/events/,15,4,16,2,0,0,0,0
Data Science,Direct,/masters-applied-data-science/lp/study-data-science/,15,-53,10,-108,0,-6,0,-0.08823529411764706
MESH,Organic Search,/masters-engineering-sustainability-health/apply/,15,1,23,6,0,-1,0,-0.07142857142857142
MSAAI,Referral,/masters-applied-artificial-intelligence/apply/,15,-6,38,19,0,0,0,0
MSAAI,Direct,/ethics-in-ai/,14,-42,13,-52,0,0,0,0
CyberOps,Organic Search,/cyber-security-architect/,14,-100,15,-116,0,0,0,0
MTS,Direct,/masters-theological-studies/apply/,14,-24,23,-38,1,0,0.07142857142857142,0.045112781954887216
EML,Direct,/faculty/mandeep-kaur/,14,11,14,12,0,0,0,0
MSAAI,AI Traffic,/ai-impact-on-job-market/,14,-94,15,-110,0,0,0,0
Data Science,Direct,/best-degrees-data-science/,14,-80,9,-99,0,0,0,0
Default - (not set),Direct,/business-entrepreneurship/,14,10,14,10,0,0,0,0
LEPSL,Organic Search,/how-to-become-a-police-lieutenant/,14,-52,16,-51,0,0,0,0
Default - (not set),Organic Search,/student-support/one-stop-student-center/,14,,14,,0,,0,
MSLDT,Organic Search,/instructional-design-portfolio/,14,,15,,0,,0,
MSITL,Organic Search,/masters-information-technology-leadership/,14,-30,31,-43,0,-1,0,-0.022727272727272728
Default - business-entrepreneurship,Organic Search,/top-engineering-leaders/,14,,18,,0,,0,
MTS,Direct,/ways-to-deepen-your-faith/,14,7,15,7,0,0,0,0
MSITL,Display,/masters-information-technology-leadership/lp/dyna/,14,-148,14,-159,0,-2,0,-0.012345679012345678
Default - (not set),Paid Search,/tuition-financial-aid/,14,,21,,0,,0,
"Default - computer-science,engineering,technology",Organic Search,/cyber-security/,14,,38,,0,,0,
MSHA,Referral,/masters-humanitarian-action/,14,-1,20,-17,2,2,0.14285714285714285,0.14285714285714285
MSITL,Direct,/it-organizational-structure/,14,-5,15,-1,0,0,0,0
MSLDT,Organic Search,/masters-learning-design-technology/lp/study-learning-design-technology/,14,-3,20,-9,0,-2,0,-0.11764705882352941
Default - (not set),Organic Search,/admissions/how-to-apply/,14,,14,,0,,0,
MSNP,Direct,/donor-management-software/,14,,14,,0,,0,
MTS,Direct,/how-to-become-a-spiritual-director/,14,,14,,0,,0,
MSNNL,Direct,/masters-nursing-leadership/lp/ppc/,14,-43,27,-133,0,-18,0,-0.3157894736842105
Default - (not set),Direct,/admissions/military-veterans/,14,-27,13,-27,0,0,0,0
Informatics,Referral,/8-technologies-changing-healthcare/,14,-445,13,-480,0,0,0,0
MED,Referral,/effective-educational-leadership/,14,-43,30,-74,1,-1,0.07142857142857142,0.03634085213032581
CyberOps,Organic Search,/cybersecurity-jobs-report/,14,-38,15,-34,0,0,0,0
Informatics,Organic Search,/what-is-medical-informatics/,14,-14,13,-18,0,0,0,0
CyberOps,AI Traffic,/top-cyber-security-threats/,13,-313,14,-371,0,0,0,0
Data Science,Paid Social,/what-is-data-science/,13,,14,,0,,0,
EML,Organic Search,/masters-engineering-management-leadership/curriculum/,13,-1,11,-18,0,0,0,0
MTS,Organic Search,/apologetics-catechesis-theological-studies-comparison/,13,-66,15,-70,0,0,0,0
MED,Direct,/per-pupil-education-spending-by-state/,13,5,13,5,0,0,0,0
MESH,Direct,/jobs-that-make-difference/,13,-13,16,-10,0,0,0,0
MSAAI,Direct,/ai-prompt-engineer/,13,-5,19,-2,0,0,0,0
Informatics,Direct,/health-information-management-vs-health-informatics/,13,-12,14,-11,0,0,0,0
MESH,Organic Search,/environmental-consultant-career/,13,-2,12,-2,0,-1,0,-0.06666666666666667
MTS,Direct,/philosophy-degree-jobs/,13,-72,16,-77,0,0,0,0
EML,Paid Search,/masters-engineering-management-leadership/curriculum/,13,8,13,9,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/lp/bva-cyber-security-operations-leadership/,13,-44,14,-104,0,-9,0,-0.15789473684210525
MSAAI,Organic Search,/,13,-27,62,-293,1,0,0.07692307692307693,0.051923076923076926
Default - (not set),Direct,/leadership-management/,13,10,14,12,0,0,0,0
Data Science,Organic Search,/business-intelligence-engineer-career/,13,-106,13,-118,0,0,0,0
MED,Direct,/masters-education/specializations/steam/,13,-19,15,-20,0,-1,0,-0.03125
"Default - computer-science,engineering,technology",Direct,/cyber-security/,13,,13,,0,,0,
MED,Organic Search,/masters-in-education-requirements/,13,-27,22,-25,0,0,0,0
MSHA,Email,/masters-humanitarian-action/,13,1,13,-6,0,0,0,0
Data Science,Direct,/data-communication/,13,-73,14,-86,0,0,0,0
LEPSL,Organic Search,/faculty/ygnacio-nash-flores/,13,-16,15,-21,0,0,0,0
MSITL,Organic Search,/it-leadership-skills/,13,-109,9,-111,0,0,0,0
MSAAI,Referral,/application-of-ai-in-robotics/,13,-87,11,-92,0,0,0,0
MTS,Direct,/,13,-10,65,-333,1,1,0.07692307692307693,0.07692307692307693
MSNNL,Paid Search,/masters-nursing-leadership/,13,9,28,16,1,1,0.07692307692307693,0.07692307692307693
CyberOps,Organic Search,/master-of-science-in-cyber-security-or-mba/,13,-56,12,-84,0,-2,0,-0.028985507246376812
MSAAI,Organic Search,/artificial-intelligence-salary-guide/,13,-10,14,-8,0,0,0,0
MESH,Organic Search,/faculty/rodney-reynolds/,13,3,12,1,0,0,0,0
Default - (not set),Organic Search,/tuition-financial-aid/financial-aid/,13,-27,8,-33,0,0,0,0
MESH,Organic Search,/sustainability-degree-careers/,13,0,15,1,0,0,0,0
MSAAI,Organic Search,/programs/,13,-1,69,-15,5,4,0.38461538461538464,0.3131868131868132
MSNP,Direct,/ngo-vs-nonprofit/,13,,13,,0,,0,
MED,Direct,/technology-in-the-classroom/,13,1,13,-2,0,0,0,0
MED,Email,/masters-education/,13,-18,29,-7,2,2,0.15384615384615385,0.15384615384615385
EML,Organic Search,/engineering-manager-vs-tech-lead/,13,-103,11,-94,0,0,0,0
MSHA,Organic Search,/humanitarian-program-coordinator/,13,-19,14,-26,0,0,0,0
Default - (not set),Direct,/employer-partnership/xsite/,13,,12,,0,,0,
Default - (not set),Unknown - tradedesk / dooh,/,13,,13,,0,,0,
Informatics,Direct,/masters-health-informatics/lp/study-healthcare-analytics/,13,-9,10,-14,0,0,0,0
Default - (not set),Direct,/contact-us/,13,,13,,0,,0,
CyberOps,Direct,/faculty/michelle-moore/,13,-53,13,-82,0,0,0,0
CyberEng,Organic Search,/faculty/nahid-farhady/,13,,16,,0,,0,
MED,Organic Search,/masters-education/specializations/special-ed/,13,-16,20,-21,0,-1,0,-0.034482758620689655
MSAAI,Direct,/ai-governance/,13,-3,13,-14,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/lp/study-health-informatics/,13,-4,22,-9,3,2,0.23076923076923078,0.17194570135746606
MSAAI,Organic Search,/ethics-in-ai/,13,-71,11,-95,0,0,0,0
MSLDT,Organic Search,/instructional-design-cover-letter-guide/,13,,12,,0,,0,
Informatics,Direct,/masters-health-informatics/lp/health-informatics-for-nurses/,12,-53,10,-86,0,-6,0,-0.09230769230769231
MSNP,Organic Search,/masters-nonprofit-leadership-management/classes/,12,5,14,6,0,0,0,0
CyberOps,Direct,/information-assurance-vs-cybersecurity/,12,-11,13,-9,0,0,0,0
MSHA,Organic Search,/international-social-work/,12,-21,18,-26,0,0,0,0
CyberEng,Organic Search,/cryptanalyst-career-guide/,12,-43,11,-56,0,0,0,0
MSLDT,Organic Search,/instructional-design-careers/,12,-18,10,-20,0,0,0,0
MED,Organic Search,/masters-in-special-education-careers/,12,-56,18,-48,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/apply/,12,-24,16,-33,0,0,0,0
MSAAI,Direct,/open-source-ai-tools/,12,2,12,0,0,0,0,0
CyberEng,Organic Search,/network-administrator-career-salary-guide/,12,-146,16,-201,0,-3,0,-0.0189873417721519
MESH,Direct,/top-degrees-for-social-justice-careers/,12,2,12,1,0,0,0,0
Data Science,Organic Search,/data-science-bootcamps/,12,-16,13,-14,0,0,0,0
MED,Organic Search,/teacher-salary-by-state-since-2000/,12,-1,15,2,0,0,0,0
CyberOps,Paid Search,/masters-cyber-security-operations/,12,-26,18,-55,0,-3,0,-0.07894736842105263
LEPSL,Paid Search,/,12,-22,62,-63,0,-2,0,-0.058823529411764705
MED,Direct,/blog/education/,12,1,15,1,0,0,0,0
Informatics,Organic Search,/data-science-health-care/,12,-121,9,-134,0,-2,0,-0.015037593984962405
MSLDT,Direct,/instructional-design-portfolio/,12,,12,,0,,0,
Informatics,Direct,/what-skills-do-you-need-to-work-in-health-care-informatics/,12,-7,21,2,0,0,0,0
MED,AI Traffic,/life-skills-education-in-schools/,12,,17,,0,,0,
MED,Paid Search,/masters-education/,12,-21,14,-52,0,0,0,0
MTS,Organic Search,/faith-formation/,12,,13,,0,,0,
CyberEng,Organic Search,/cyber-security-internships/,12,-41,11,-43,0,0,0,0
CyberOps,Direct,/entry-level-cyber-security-jobs-guide/,12,-34,13,-50,0,-1,0,-0.021739130434782608
MSAAI,Paid Search,/,12,-19,45,-123,0,-1,0,-0.03225806451612903
Default - (not set),Organic Social,/,12,,16,,0,,0,
Default - (not set),Direct,/effective-leadership-skills/,12,,12,,0,,0,
MESH,Paid Search,/masters-engineering-sustainability-health/apply/,12,-3,13,-7,0,0,0,0
Default - (not set),Paid Search,/admitted-students/,12,,11,,0,,0,
Informatics,Organic Search,.translate.goog/health-data-analyst/,12,10,13,11,0,0,0,0
Data Science,Direct,/business-intelligence-certifications/,12,-2,12,-3,0,0,0,0
MED,Organic Search,/special-education-masters-vs-masters-in-education-degree/,12,-38,14,-49,1,0,0.08333333333333333,0.06333333333333332
MSAAI,Organic Search,/introduction-to-computer-vision/,12,-157,17,-136,0,0,0,0
Default - (not set),Direct,/technology/,12,-4,12,-12,0,0,0,0
MTS,Organic Search,/franciscan-theology-reading-list/,12,,14,,0,,0,
MED,AI Traffic,/differentiated-instruction/,12,-16,18,-13,0,0,0,0
MSITL,Direct,/it-career-paths/,12,2,13,-1,0,0,0,0
MSHA,Organic Search,/humanitarian-scholarships/,12,-32,16,-29,1,1,0.08333333333333333,0.08333333333333333
Data Science,Organic Search,/ata-specialist-career/,12,-33,14,-29,0,0,0,0
MSAAI,Direct,/best-artificial-intelligence-degrees/,12,-135,14,-145,0,0,0,0
MSAAI,Direct,/data-scientist-vs-artificial-intelligence-engineer/,12,-75,11,-89,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/classes/data-science-elective/,12,,20,,1,,0.08333333333333333,
MTS,Email,/masters-theological-studies/resources/,12,,19,,0,,0,
Informatics,Organic Search,/how-to-get-a-job-in-health-informatics/,12,-1,14,-4,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/nursing-educator-track/,12,,10,,0,,0,
CyberOps,Organic Search,/chief-privacy-officer-career-guide/,12,-38,14,-45,0,0,0,0
Data Science,Organic Search,/business-analyst-vs-data-analyst-vs-data-scientist/,12,-17,11,-23,0,0,0,0
Default - (not set),Organic Search,/tuition-financial-aid/,12,,13,,0,,0,
CyberOps,Email,/masters-cyber-security-operations/,12,3,17,4,0,0,0,0
LEPSL,Direct,/,12,-14,50,-57,1,1,0.08333333333333333,0.08333333333333333
Default - business-entrepreneurship,Direct,/top-engineering-leaders/,12,,12,,0,,0,
Default - (not set),Direct,/transformational-leadership/,12,,10,,0,,0,
EML,Organic Search,/how-to-become-vp-engineering/,12,-6,11,-4,0,0,0,0
Default - (not set),Direct,/campus-programs/,12,,20,,1,,0.08333333333333333,
Default - computer-science,Paid Social,/masters-applied-data-science/lp/study-data-science/,11,,20,,11,,1,
LEPSL,Organic Search,/masters-law-enforcement-leadership/apply/,11,-2,16,8,1,0,0.09090909090909091,0.013986013986013984
MSAAI,Organic Social,/artificial-intelligence-education/,11,-125,14,-159,0,0,0,0
Default - (not set),Email,/admitted-students/,11,,11,,0,,0,
LEPSL,Referral,/10-innovative-police-technologies/,11,-26,11,-23,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/faculty/,11,4,20,11,0,0,0,0
Informatics,Paid Social,/masters-health-informatics/lp/request-info/,11,-10,11,-15,0,-1,0,-0.047619047619047616
EML,Organic Search,/engineering-management-vs-technical-track/,11,-14,13,-18,0,0,0,0
MED,Referral,/adaptive-curriculum-for-special-education/,11,,12,,0,,0,
MED,Direct,/resources/the-complete-list-of-teaching-methods/,11,-8,15,-23,1,-3,0.09090909090909091,-0.11961722488038276
MSAAI,Direct,/how-to-start-career-artificial-intelligence/,11,-56,9,-68,0,-2,0,-0.029850746268656716
MESH,Direct,/sustainability-engineer-career/,11,-3,10,-10,0,0,0,0
Informatics,Organic Search,/health-information-technology-terminology/,11,-14,10,-21,0,0,0,0
LEPSL,Organic Search,/best-degrees-federal-law-enforcement-jobs/,11,-77,12,-84,0,0,0,0
LEPSL,Organic Social,/masters-law-enforcement-leadership/,11,0,18,-10,0,0,0,0
MSNP,Organic Search,/how-to-write-grant-proposals/,11,,8,,0,,0,
Data Science,Organic Search,/when-inference-meets-prediction-navigating-the-line-between-statistical-models-and-machine-learning/,11,,9,,0,,0,
LEPSL,Organic Search,/become-a-criminal-justice-instructor/,11,-12,11,-12,0,0,0,0
Data Science,Organic Search,/data-science-vs-statistics/,11,,11,,0,,0,
MSNNL,Organic Search,/director-of-nursing-career-guide/,11,,12,,0,,0,
Default - (not set),Organic Search,/usd-online-alumni/,11,10,12,11,0,0,0,0
MED,Organic Search,/mental-health-issues-in-schools/,11,-246,12,-258,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/faculty/,11,-36,12,-76,0,-3,0,-0.06382978723404255
MED,Direct,/resources/complete-guide-to-teacher-centered-vs-student-centered-learning/,11,5,11,6,0,0,0,0
CyberEng,Paid Search,/masters-cyber-security-engineering/classes/,11,-3,14,-9,0,-1,0,-0.07142857142857142
Default - (not set),Direct,,11,-17,11,-25,0,0,0,0
CyberOps,Direct,/10-reasons-to-get-your-masters-degree-in-cyber-security/,11,-22,11,-36,0,0,0,0
MED,Organic Social,/complete-list-teaching-methods/,11,-4,12,-19,0,-2,0,-0.13333333333333333
MTS,Paid Social,/masters-theological-studies/lp/mts-ppc/,11,,11,,0,,0,
MSNP,Organic Search,/grant-writing-for-nonprofits/,11,-41,11,-36,0,0,0,0
Default - (not set),Direct,/masters-cyber-security-engineering/,11,,54,,0,,0,
MED,Direct,/resources/free-med-program-brochure/,11,7,17,14,3,3,0.2727272727272727,0.2727272727272727
LEPSL,Organic Search,/gordon-graham-risk-management-reading-list/,11,-18,16,-12,0,0,0,0
MTS,Organic Search,/master-of-theology-vs-divinity-vs-ministry-degrees/,11,-199,22,-211,1,1,0.09090909090909091,0.09090909090909091
Informatics,Direct,/masters-health-informatics/careers/,11,5,10,6,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/health-informatics-track/,11,-25,8,-27,0,0,0,0
Data Science,Organic Search,/business-intelligence-developer/,11,-32,11,-32,0,0,0,0
MSAAI,Referral,/masters-applied-artificial-intelligence/classes/,11,-14,13,-21,0,-1,0,-0.04
MED,Direct,/mental-health-issues-in-schools/,11,-193,11,-204,0,0,0,0
LEPSL,Organic Search,/best-police-leadership-books/,11,-48,12,-52,0,0,0,0
LEPSL,Direct,/forms/,11,-2,33,-53,0,-4,0,-0.3076923076923077
Default - engineering,Organic Search,/research-and-development-manager-career-guide/,11,,9,,0,,0,
MESH,Direct,/community-health-degree-jobs/,11,-13,11,-16,0,0,0,0
Default - (not set),Email,/mesh-mixer-rsvp/,11,,14,,0,,0,
Default - (not set),Direct,/computer-science/,11,-10,10,-17,0,0,0,0
Informatics,Organic Search,/health-data-analyst/,10,-16,9,-17,0,0,0,0
Informatics,Organic Search,/health-informatics-websites-blogs/,10,-24,12,-24,0,0,0,0
Default - (not set),Direct,/usd-online-alumni/,10,1,12,2,0,0,0,0
Default - (not set),Organic Search,/how-to-be-innovative-at-work/,10,,10,,0,,0,
MSAAI,Referral,/university-of-san-diego-launches-full-time-on-campus-masters-degree-programs-in-applied-artificial-intelligence-and-cyber-security-engineering/,10,,13,,0,,0,
Data Science,Paid Search,/masters-applied-data-science/apply/,10,-3,11,10,0,0,0,0
EML,AI Traffic,/future-engineering-trends/,10,,9,,0,,0,
Default - (not set),Direct,/bringing-a-product-to-market/,10,,12,,0,,0,
MSAAI,Direct,/natural-language-processing-overview/,10,-53,16,-57,0,0,0,0
MSLDT,Direct,/resources/things-to-know-about-careers-in-instructional-design/,10,4,17,10,0,0,0,0
Default - (not set),Direct,/forms/cse-applicant/,10,8,11,6,0,0,0,0
MESH,Direct,/environmental-science-vs-engineering-degree/,10,-14,10,-16,0,0,0,0
MSNNL,Direct,/what-is-a-nurse-administrator/,10,,13,,0,,0,
CyberEng,Direct,/cybersecurity-vs-it-degree/,10,-8,10,-9,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/apply/,10,2,18,6,0,0,0,0
CyberOps,Organic Search,.translate.goog/top-100-cybersecurity-companies/,10,-1,11,-2,0,0,0,0
CyberOps,Referral,/top-cyber-security-threats/,10,-100,12,-106,0,0,0,0
MSAAI,Organic Search,.translate.goog/ai-impact-on-job-market/,10,-10,11,-18,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/lp/study-learning-design-technology/,10,-26,19,-53,0,-6,0,-0.16666666666666666
MSITL,Organic Search,/what-is-devops/,10,,8,,0,,0,
MSLDT,Display,/masters-learning-design-technology/lp/dyna/,10,-35,15,-42,3,-1,0.3,0.21111111111111108
Default - (not set),Organic Search,/about/state-authorization-status/,10,,7,,0,,0,
MED,Organic Search,/blog/education/,10,5,12,6,0,0,0,0
MSNP,Organic Search,/nonprofit-leadership/,10,-49,13,-43,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/health-informatics-track/,10,-6,16,4,1,1,0.1,0.1
Data Science,Organic Search,/financial-analyst-career/,10,5,11,6,0,0,0,0
MSITL,Direct,/technology-degrees/,10,1,10,3,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/lp/cyber-security-engineering/,10,-46,6,-80,0,-2,0,-0.03571428571428571
LEPSL,Organic Search,/police-management-training/,10,5,13,5,0,0,0,0
LEPSL,Email,/best-police-leadership-books/,10,9,9,8,0,0,0,0
MSNP,Direct,/nonprofit-grant-databases/,10,-47,7,-75,0,0,0,0
Default - business-entrepreneurship,Direct,/best-engineering-software/,10,,10,,0,,0,
MED,Organic Search,/online-teaching-certification-licensure-programs/,10,-11,16,-5,0,0,0,0
MTS,Direct,/what-is-ecospirituality/,10,-16,10,-21,0,0,0,0
MED,Organic Search,/teaching-license-reciprocity-guide/,10,-30,10,-27,0,0,0,0
MSAAI,Organic Search,/classes/ethics-in-artificial-intelligence-maai-531/,10,-11,10,-26,0,-1,0,-0.047619047619047616
Informatics,Email,/masters-health-informatics/,10,-10,33,6,1,1,0.1,0.1
CyberOps,Direct,/cyber-security-specialist-career-guide/,10,-16,10,-25,0,0,0,0
MSAAI,Referral,/artificial-intelligence-jobs/,10,-36,18,-31,0,0,0,0
MSNP,Direct,/nonprofit-certificate-programs/,10,-3,11,-9,0,0,0,0
MSLDT,Paid Social,/masters-learning-design-technology/lp/thank-you/,10,,10,,9,,0.9,
MSLDT,Paid Search,/masters-learning-design-technology/,10,-20,11,-25,0,0,0,0
CyberEng,Organic Search,.translate.goog/network-forensics-tools/,10,5,10,5,0,0,0,0
Default - (not set),Paid Search,/programs/,10,,9,,0,,0,
MSLDT,Organic Search,/corporate-trainer-career/,10,-24,16,-41,0,-1,0,-0.029411764705882353
MSLDT,Organic Search,/learning-design-technology-careers/,10,-13,10,-14,0,0,0,0
MTS,Direct,/how-to-regain-your-faith/,10,-23,10,-26,0,0,0,0
MSLDT,AI Traffic,/what-is-instructional-design-examples/,10,-15,10,-23,0,0,0,0
LEPSL,Direct,/why-military-vets-should-consider-career-in-criminal-justice/,10,7,10,7,0,0,0,0
MSAAI,Organic Search,/machine-learning-courses-and-certifications/,10,-13,10,-14,0,0,0,0
LEPSL,Organic Search,/police-media-relations-and-social-media/,10,-12,9,-14,0,0,0,0
CyberEng,Organic Search,/what-is-cyberwarfare/,9,-24,9,-21,0,0,0,0
LEPSL,Email,/masters-law-enforcement-leadership/classes/,9,-27,9,-27,0,0,0,0
MESH,Direct,/environmental-consultant-career/,9,6,9,6,0,0,0,0
CyberOps,Direct,/cyber-security-scholarships/,9,-11,10,-32,0,-1,0,-0.05
MSAAI,Organic Search,/natural-language-processing-overview/,9,-154,11,-162,0,0,0,0
Data Science,Paid Search,/masters-applied-data-science/,9,-46,10,-91,0,-2,0,-0.03636363636363636
MSNP,Paid Search,/masters-nonprofit-leadership-management/,9,-74,10,-131,0,-3,0,-0.03614457831325301
MSLDT,Direct,/how-to-become-a-curriculum-designer/,9,-2,9,-3,2,2,0.2222222222222222,0.2222222222222222
MED,Organic Search,/masters-education/lp/online-med/,9,-7,12,-18,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/apply/,9,-14,11,-15,0,0,0,0
Default - (not set),Direct,/tuition-financial-aid/additional-funding-options/,9,,6,,0,,0,
Default - (not set),Paid Search,/computer-science/,9,7,9,7,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/transfer-credit/perf-smip/,9,-12,7,-39,0,0,0,0
MESH,Direct,/blog-msph-vs-mph-degree-comparison/,9,-7,9,-13,0,0,0,0
MESH,Direct,/climate-change-analyst-career/,9,-12,11,-14,0,-1,0,-0.047619047619047616
CyberOps,Organic Search,/10-entry-level-cyber-security-resume-interview-pitfalls/,9,-6,11,-1,0,0,0,0
MSITL,Organic Search,/how-to-become-a-devops-engineer/,9,8,9,8,0,0,0,0
MSNP,Direct,/grant-writer-career/,9,-2,10,-6,0,0,0,0
Default - (not set),Organic Search,/best-mba-alternatives/,9,-1,9,0,0,0,0,0
CyberOps,Direct,/cyber-security-architect/,9,-13,9,-11,0,0,0,0
MED,Direct,/summer-jobs-teachers/,9,-3,10,-2,0,0,0,0
CyberEng,Direct,/network-forensics-tools/,9,-50,7,-55,0,0,0,0
MED,AI Traffic,/co-teaching-models/,9,5,8,3,0,0,0,0
EML,Direct,/lead-engineer-career/,9,-13,9,-13,0,0,0,0
MESH,Direct,/sustainability-consultant-career/,9,-5,9,-8,0,0,0,0
MSAAI,Organic Search,/ai-prompt-engineer/,9,-104,14,-101,0,-1,0,-0.008849557522123894
LEPSL,Email,/resources/law-enforcement-careers-ebook/,9,6,20,15,4,3,0.4444444444444444,0.1111111111111111
MESH,Email,/masters-engineering-sustainability-health/classes/,9,1,10,1,0,0,0,0
MSAAI,AI Traffic,/machine-learning-podcast/,9,0,9,1,0,0,0,0
MSLDT,AI Traffic,/instructional-design-models/,9,-5,9,-3,0,0,0,0
Data Science,Organic Search,/data-science-certifications/,9,-5,6,-7,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/ambassadors/,9,-11,9,-28,0,0,0,0
Default - (not set),Direct,/how-to-start-a-business/,9,-10,13,-7,0,0,0,0
MSHA,AI Traffic,/masters-humanitarian-action/,9,5,11,6,1,1,0.1111111111111111,0.1111111111111111
MESH,Direct,/masters-engineering-sustainability-health/lp/ppc/thank-you/,9,,10,,8,,0.8888888888888888,
LEPSL,Organic Search,/law-enforcement-salaries-spike-with-a-masters-degree/,9,-23,11,-20,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/health-analytics-track/,9,-2,18,4,1,1,0.1111111111111111,0.1111111111111111
MTS,Direct,.translate.goog/what-is-liturgy/,9,-29,9,-33,0,0,0,0
MED,AI Traffic,/rethinking-education-assessment-types/,9,-10,8,-15,0,0,0,0
Default - (not set),AI Traffic,/online-leadership-courses/,9,,9,,0,,0,
MSNNL,Paid Search,/masters-nursing-leadership/classes/,9,8,16,14,0,0,0,0
Informatics,Direct,/health-informatics-job-description-explained/,9,0,25,13,0,0,0,0
LEPSL,Direct,/police-officer-wellness-programs/,9,-20,6,-29,0,0,0,0
MSAAI,Organic Search,.translate.goog/open-source-ai-tools/,9,,9,,0,,0,
MSNNL,Organic Search,/12-types-of-msn-degrees-how-to-choose-the-best-nursing-track/,9,,57,,0,,0,
MSNP,Direct,/public-administration-careers/,9,,9,,0,,0,
Data Science,Organic Search,/13-essential-data-science-textbooks/,9,-29,8,-34,0,0,0,0
MSHA,Organic Search,/organizational-capacity/,9,,9,,0,,0,
MED,Paid Search,/,9,-105,48,-452,0,-1,0,-0.008771929824561403
Default - (not set),Direct,/employer-partnership/g2ops/,9,,9,,0,,0,
CyberEng,Organic Search,/masters-cyber-security-engineering/classes/,9,-6,11,-18,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/apply/,9,4,24,15,5,5,0.5555555555555556,0.5555555555555556
MSAAI,Organic Search,/business-intelligence-analyst-career/,9,-17,9,-12,0,0,0,0
MSITL,Direct,/how-to-become-a-site-reliability-engineer/,9,2,9,2,0,0,0,0
MSNP,Direct,/forms/,9,,29,,9,,1,
LEPSL,Organic Search,/,9,-5,35,-8,0,0,0,0
MSAAI,Organic Search,.translate.goog/application-of-ai-in-robotics/,9,5,9,4,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/scholarships-and-grants/,9,7,14,13,1,1,0.1111111111111111,0.1111111111111111
MSLDT,Direct,/educational-technology-jobs/,9,-21,9,-18,0,0,0,0
MED,Direct,/teacher-cover-letter-examples/,8,-6,8,-6,0,0,0,0
MSAAI,Organic Search,.translate.goog/artificial-intelligence-finance/,8,2,9,5,0,0,0,0
MESH,Email,/masters-engineering-sustainability-health/,8,7,13,12,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/apply-for-free-usd-msn-in-nursing-leadership-online/,8,,7,,1,,0.125,
MTS,Direct,/how-to-become-a-catholic-school-teacher/,8,-13,8,-16,0,0,0,0
EML,Direct,/engineering-management-leadership-certifications/,8,-4,7,-10,0,0,0,0
MTS,Organic Search,/biblical-studies-theology/,8,-62,12,-68,0,0,0,0
MED,Email,/rethinking-education-assessment-types/,8,,7,,0,,0,
MTS,Organic Social,/masters-theological-studies/resources/,8,,11,,0,,0,
MSNNL,Organic Search,/masters-nursing-leadership/,8,-16,32,-14,1,1,0.125,0.125
CyberEng,Direct,/cyber-threat-intelligence-analyst/,8,-10,8,-14,0,0,0,0
Informatics,Direct,/data-science-health-care/,8,-9,9,-8,0,0,0,0
MESH,Direct,/best-sustainability-certifications/,8,-59,7,-52,0,0,0,0
CyberOps,Organic Search,.translate.goog/top-cyber-security-blogs-websites/,8,-6,8,-6,0,0,0,0
MSLDT,Direct,/top-instructional-design-skills/,8,4,7,3,0,0,0,0
MSHA,Organic Search,/humanitarian-crises-around-the-world/,8,-22,6,-23,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/mesh-combined-degree/,8,-4,10,-5,0,0,0,0
MSAAI,Direct,/resources/msaai-on-campus-artificial-intelligence-self-assessment/,8,,10,,0,,0,
Data Science,Direct,/sports-analytics-careers/,8,-6,8,-10,0,0,0,0
