program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
Informatics,Paid Search,/masters-health-informatics/lp/study-healthcare-analytics/,141,-147,182,-203,5,-4,0.03546099290780142,0.004210992907801421
Data Science,Organic Search,/quantitative-analyst-career/,141,-996,147,-1075,0,-1,0,-0.0008795074758135445
MED,Organic Search,/adaptive-curriculum-for-special-education/,139,,144,,1,,0.007194244604316547,
CyberOps,Organic Search,/ethical-hacker-career-salary-guide/,137,-584,155,-725,0,-1,0,-0.0013869625520110957
Default - (not set),Direct,/how-to-become-an-entrepreneur/,134,,148,,0,,0,
LEPSL,Direct,/masters-law-enforcement-leadership/,134,-72,222,-163,2,0,0.014925373134328358,0.005216635270250689
MED,Direct,/effective-educational-leadership/,133,-147,156,-302,1,-7,0.007518796992481203,-0.021052631578947368
MED,Organic Search,/rethinking-education-assessment-types/,132,36,132,15,0,0,0,0
MSHA,Organic Search,/international-aid-worker-tips/,128,-421,148,-489,2,1,0.015625,0.013803506375227686
MSNP,Paid Social,/masters-nonprofit-leadership-management/lp/ppc/,128,-38,129,-55,2,0,0.015625,0.003576807228915662
MSNP,Organic Search,/best-nonprofit-degrees/,128,,158,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/,127,-87,257,-222,3,-3,0.023622047244094488,-0.004415335933475605
MTS,Direct,/serving-god/,127,-226,137,-261,0,-1,0,-0.0028328611898017
EML,Paid Search,/masters-engineering-management-leadership/lp/ppc/,123,-617,159,-843,10,-26,0.08130081300813008,0.03265216435948143
EML,Organic Search,/future-engineering-trends/,122,,126,,2,,0.01639344262295082,
MESH,Organic Search,/sustainability-scholarships/,120,-72,142,-69,0,0,0,0
MSAAI,Referral,/artificial-intelligence-education/,119,-107,138,-135,0,-3,0,-0.01327433628318584
MSAAI,Organic Search,/careers-using-python/,119,-650,124,-707,0,-3,0,-0.0039011703511053317
Informatics,Paid Search,/masters-health-informatics/lp/health-informatics-for-nurses/,114,-366,137,-449,4,-30,0.03508771929824561,-0.03574561403508772
MSLDT,Organic Search,/job-aid-examples-template/,114,-165,112,-189,0,0,0,0
MED,Paid Search,/masters-education/lp/online-med/,114,-313,194,-382,12,-22,0.10526315789473684,0.025637865154689993
EML,Organic Search,/senior-engineer-vs-tech-lead-vs-lead-engineer/,113,-500,107,-535,0,0,0,0
CyberOps,Direct,/top-cyber-security-blogs-websites/,113,-221,112,-253,0,-1,0,-0.0029940119760479044
MSHA,Organic Search,/top-humanitarian-degrees/,112,-144,148,-162,2,-2,0.017857142857142856,0.002232142857142856
MSHA,Organic Search,/humanitarian-intervention-success-stories/,111,-185,117,-217,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/,110,-54,199,-218,3,-5,0.02727272727272727,-0.02150776053215078
MSAAI,Paid Search,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,109,-493,181,-912,11,-31,0.10091743119266056,0.03114998933219544
CyberEng,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,109,-363,148,-412,5,-16,0.045871559633027525,0.0013800342092987125
MTS,Direct,/what-is-liturgy/,107,67,126,81,0,0,0,0
MSLDT,Paid Search,/masters-learning-design-technology/lp/study-learning-design-technology/,107,-491,155,-641,12,-26,0.11214953271028037,0.04860438220860813
MSLDT,Organic Search,/learning-objectives-examples/,107,,108,,0,,0,
CyberOps,Direct,/top-100-cybersecurity-companies/,106,-4,102,-11,0,0,0,0
MED,Direct,/masters-education/,106,-9,150,-42,2,0,0.018867924528301886,0.001476620180475799
CyberEng,Direct,/masters-cyber-security-engineering/,105,-145,138,-295,1,-3,0.009523809523809525,-0.006476190476190476
MED,Organic Search,/masters-education/,104,-42,222,-85,2,-1,0.019230769230769232,-0.001317175974710219
MSHA,Organic Search,/logical-framework-approach/,104,,91,,0,,0,
MSAAI,AI Traffic,/ai-blogs/,104,71,104,71,0,0,0,0
MED,Organic Search,/differentiated-instruction/,102,-271,107,-320,0,0,0,0
MSAAI,Referral,/artificial-intelligence-business/,100,68,106,4,0,0,0,0
MESH,Direct,/ngo-careers/,99,-275,115,-339,0,-3,0,-0.008021390374331552
EML,Organic Search,/engineering-manager-skills/,99,-78,101,-81,0,0,0,0
MED,Direct,/brain-based-learning/,99,-27,104,-51,0,-1,0,-0.007936507936507936
MESH,Organic Search,/6-best-urban-planning-careers-degree-salary-guide/,98,-289,99,-331,0,-1,0,-0.002583979328165375
Informatics,Direct,/8-technologies-changing-healthcare/,98,-165,108,-235,0,0,0,0
MTS,Organic Search,/ways-to-deepen-your-faith/,97,,105,,0,,0,
MSITL,Direct,/masters-information-technology-leadership/,96,39,158,-13,2,1,0.020833333333333332,0.003289473684210526
MSAAI,Organic Search,/machine-learning-podcast/,94,-15,98,-20,0,-1,0,-0.009174311926605505
MTS,Organic Search,/philosophy-degree-jobs/,94,-786,108,-844,0,0,0,0
MSITL,Organic Search,/technology-degrees/,94,,101,,0,,0,
MSAAI,Referral,/masters-applied-artificial-intelligence/,93,8,177,-1,9,3,0.0967741935483871,0.026185958254269448
MED,Direct,/teacher-centered-vs-student-centered-learning/,92,-229,93,-351,0,-5,0,-0.01557632398753894
MED,Direct,/what-is-educational-technology-definition-examples-impact/,91,-278,98,-362,0,-2,0,-0.005420054200542005
MSNP,Organic Search,/grant-writer-career/,91,,108,,0,,0,
MSAAI,Direct,/ai-ethicist-career/,90,3,89,-15,0,-2,0,-0.022988505747126436
MED,Organic Search,/instructional-leadership/,90,12,99,15,0,0,0,0
CyberEng,Organic Search,/masters-cyber-security-engineering/,90,3,163,5,0,-3,0,-0.034482758620689655
CyberOps,Paid Social,/masters-cyber-security-operations/lp/bva-cyber-security-operations-leadership/,89,-33,92,-48,0,0,0,0
MSLDT,Organic Search,/create-employee-training-program/,88,-774,85,-882,0,-4,0,-0.004640371229698376
LEPSL,Organic Search,/what-style-police-leadership-most-effective/,88,-402,95,-480,0,0,0,0
MSNP,Organic Search,/how-to-write-grant-proposals/,87,,85,,0,,0,
MSAAI,Direct,/artificial-intelligence-finance/,86,-50,103,-43,0,0,0,0
MSAAI,Direct,/ai-blogs/,86,-35,88,-38,0,0,0,0
MTS,Organic Search,/how-to-become-a-spiritual-director/,84,,93,,0,,0,
MED,Direct,/best-masters-degrees-for-teachers/,82,-149,85,-186,0,-1,0,-0.004329004329004329
MED,Direct,/faculty/joseph-lathan/,82,36,108,48,0,0,0,0
CyberEng,Organic Search,/cyber-crime-investigator-career/,80,-230,80,-252,0,0,0,0
MESH,Organic Search,/blog-msph-vs-mph-degree-comparison/,80,-57,81,-66,0,0,0,0
EML,Organic Search,/engineering-management-leadership-certifications/,79,-112,102,-97,2,2,0.02531645569620253,0.02531645569620253
MSAAI,Organic Search,/entry-level-ai-careers/,78,-584,86,-704,0,0,0,0
MSNP,Organic Search,/nonprofit-grant-databases/,78,,78,,0,,0,
CyberOps,Direct,/masters-cyber-security-operations/,78,-100,101,-266,5,-8,0.0641025641025641,-0.00893114376260444
LEPSL,Direct,/police-communication-important-today/,78,24,78,19,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-courses-and-certifications/,78,-55,82,-80,0,-3,0,-0.022556390977443608
MSLDT,Organic Search,/addie-model-instructional-design/,76,-59,89,-68,1,1,0.013157894736842105,0.013157894736842105
MED,Organic Search,/steam-education-in-schools/,76,-522,80,-624,0,-1,0,-0.0016722408026755853
MSITL,Paid Search,/masters-information-technology-leadership/lp/ppc/,75,-240,120,-323,6,-4,0.08,0.04825396825396826
MSLDT,Organic Search,/top-instructional-design-software/,75,-289,73,-324,0,-3,0,-0.008241758241758242
MSITL,Organic Search,/it-organizational-structure/,75,,77,,0,,0,
MESH,Organic Search,/community-health-degree-jobs/,74,-327,77,-351,0,0,0,0
MSAAI,Organic Search,/machine-learning-engineer-career/,74,-112,79,-130,0,-3,0,-0.016129032258064516
MED,Organic Search,/co-teaching-models/,73,-181,78,-197,0,0,0,0
MSITL,Referral,/masters-information-technology-leadership/,73,72,126,125,0,0,0,0
Data Science,Direct,/masters-applied-data-science/,72,-131,96,-326,3,-6,0.041666666666666664,-0.002668308702791465
CyberEng,Organic Search,/black-vs-gray-vs-white-hat-hackers/,72,-70,72,-77,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/,72,-29,116,-102,1,-1,0.013888888888888888,-0.005913091309130914
MSNP,Organic Search,/donor-management-software/,70,,71,,0,,0,
MTS,Organic Search,/why-study-theology/,70,-242,79,-279,0,-1,0,-0.003205128205128205
MTS,Organic Search,/how-to-regain-your-faith/,70,-97,81,-111,2,2,0.02857142857142857,0.02857142857142857
MED,Organic Search,/per-pupil-education-spending-by-state/,69,25,71,26,0,0,0,0
MSHA,Paid Search,/masters-humanitarian-action/lp/humanitarian-action/,69,-245,78,-365,3,-21,0.043478260869565216,-0.03295486014954306
MTS,Organic Search,/nature-spirituality/,68,-173,70,-194,0,-1,0,-0.004149377593360996
MED,Direct,/inclusive-education-strategies/,67,-126,68,-181,0,0,0,0
MSITL,Paid Social,/masters-information-technology-leadership/lp/ppc/,67,-88,68,-133,0,-2,0,-0.012903225806451613
MTS,Organic Search,/liturgy-of-the-hours/,67,,82,,0,,0,
MSHA,Direct,/how-to-become-diplomat/,66,41,68,41,0,0,0,0
LEPSL,Organic Search,/faculty/wendy-patrick/,66,18,67,17,0,0,0,0
Default - (not set),Organic Search,/transformational-leadership/,66,,74,,0,,0,
MSAAI,Organic Search,/nlp-engineer-career/,65,-223,66,-281,0,-1,0,-0.003472222222222222
MSHA,Organic Search,/international-affairs-careers/,65,-64,68,-83,3,2,0.046153846153846156,0.03840190816935003
MSAAI,Direct,/masters-applied-artificial-intelligence/classes/,64,-36,71,-83,0,-1,0,-0.01
Default - (not set),Direct,/admissions/,63,,76,,0,,0,
LEPSL,Organic Search,/top-5-trends-in-law-enforcement/,62,-168,62,-217,0,0,0,0
MESH,Organic Search,/ngo-careers/,62,-427,62,-484,0,-4,0,-0.0081799591002045
MED,Direct,/cooperative-learning-strategies/,62,-32,66,-39,0,0,0,0
MSLDT,Organic Search,/instructional-technology-tools/,62,-275,65,-316,1,1,0.016129032258064516,0.016129032258064516
LEPSL,Organic Search,/why-military-vets-should-consider-career-in-criminal-justice/,61,40,62,39,0,0,0,0
MSLDT,Organic Search,/masters-learning-design-technology/,61,-31,93,-92,3,-4,0.04918032786885246,-0.026906628652886677
Default - (not set),Direct,/programs/,61,,70,,0,,0,
Default - (not set),Unknown - tradedesk / dooh,/,61,,61,,0,,0,
MSLDT,Direct,/what-is-instructional-design-examples/,60,-15,69,-18,0,-4,0,-0.05333333333333334
MSLDT,Direct,/masters-learning-design-technology/,60,-38,144,-49,0,-2,0,-0.02040816326530612
CyberEng,Organic Search,/should-you-become-a-cyber-security-engineer/,60,-202,61,-236,0,-1,0,-0.003816793893129771
MSHA,Direct,/theory-of-change/,59,,52,,0,,0,
CyberOps,Direct,/ethical-hacker-career-salary-guide/,59,-107,64,-125,0,0,0,0
MSITL,Organic Search,/it-careers-after-help-desk/,59,-133,59,-144,0,-1,0,-0.005208333333333333
MED,Organic Search,/master-education-vs-master-arts-teaching/,59,-201,66,-237,0,-3,0,-0.011538461538461539
MESH,Direct,/masters-engineering-sustainability-health/,58,-30,77,-59,0,-2,0,-0.022727272727272728
Data Science,Paid Social,/masters-applied-data-science/lp/study-data-science/,57,-50,58,-61,0,0,0,0
Data Science,Paid Search,/masters-applied-data-science/lp/study-data-science/,57,-465,75,-724,0,-26,0,-0.04980842911877394
Data Science,Direct,/sports-analytics-careers/,56,37,55,36,0,0,0,0
MTS,Organic Search,/how-to-become-a-catholic-school-teacher/,56,-41,65,-50,0,0,0,0
MTS,Organic Search,/religious-vocational-discernment/,55,-89,64,-94,0,0,0,0
MTS,Organic Search,/what-is-lay-ministry/,55,-181,53,-213,0,0,0,0
MED,Organic Search,/what-grade-should-you-teach/,55,,58,,0,,0,
MSHA,Direct,/examples-of-social-change/,54,,52,,0,,0,
"Default - business-entrepreneurship,computer-science,technology",Direct,/ai-for-teachers/,54,,36,,0,,0,
MSHA,Organic Search,/social-advocacy-definition/,54,,60,,0,,0,
MED,Organic Search,/faculty/joseph-lathan/,54,-22,66,-54,0,0,0,0
MSNP,Organic Search,/nonprofit-operations-career/,54,,52,,0,,0,
Data Science,Organic Search,/companies-hiring-data-scientists/,54,,56,,0,,0,
MSLDT,Direct,/instructional-design-models/,54,-24,48,-53,0,-1,0,-0.01282051282051282
CyberEng,Paid Social,/masters-cyber-security-engineering/lp/cyber-security-engineering/,54,-199,57,-230,2,0,0.037037037037037035,0.029131898697116087
Default - (not set),Organic Search,/bringing-a-product-to-market/,53,,45,,0,,0,
MSITL,Direct,/information-technology-trends/,53,-12,55,-24,0,0,0,0
MTS,Organic Search,/jobs-for-catholics/,53,-154,73,-168,0,0,0,0
MESH,Organic Search,/jobs-that-make-difference/,53,-232,52,-249,0,0,0,0
MED,Direct,/best-paying-school-districts-ca-teachers/,53,,55,,0,,0,
MSNP,Organic Search,/nonprofit-jobs/,53,-61,57,-62,0,0,0,0
Default - (not set),Direct,/admissions/how-to-apply/,52,51,55,52,0,-1,0,-1
CyberEng,Organic Search,/cyber-security-statistics/,52,49,44,41,0,0,0,0
Default - (not set),Organic Search,/programs/,52,,87,,0,,0,
Informatics,Organic Search,/what-is-health-care-analytics/,51,-175,57,-199,0,0,0,0
EML,Direct,/masters-engineering-management-leadership/,51,-27,66,-50,1,0,0.0196078431372549,0.006787330316742082
MSAAI,Direct,/masters-applied-artificial-intelligence/apply/,51,-122,75,-173,4,-2,0.0784313725490196,0.04374929162416412
MSNNL,Direct,/masters-nursing-leadership/,50,,75,,1,,0.02,
MSAAI,Direct,/introduction-to-computer-vision/,50,26,53,33,0,0,0,0
Data Science,Organic Search,/data-communication/,49,-294,58,-323,0,0,0,0
MESH,Direct,/high-paying-environmental-jobs/,48,,46,,0,,0,
MSAAI,Organic Search,/ai-research-scientist-career/,48,-126,52,-174,0,-2,0,-0.011494252873563218
Informatics,Organic Search,/health-information-management-vs-health-informatics/,48,-69,51,-88,0,0,0,0
MED,Direct,/teaching-to-every-students-unique-learning-style/,48,-121,50,-216,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/lp/fop/,47,-95,49,-110,0,-1,0,-0.007042253521126761
MED,AI Traffic,/education-inequity-and-homework/,47,-15,52,-36,0,0,0,0
CyberOps,Organic Search,/masters-cyber-security-operations/,47,-51,74,-122,0,-2,0,-0.02040816326530612
CyberEng,Organic Search,/cyber-security-salary-california/,46,,48,,0,,0,
LEPSL,Email,/masters-law-enforcement-leadership/lp/request-info/,46,3,49,-8,1,-2,0.021739130434782608,-0.04802831142568251
MTS,Organic Search,/how-to-get-more-involved-in-church/,46,-250,49,-289,0,0,0,0
MTS,Organic Search,/moral-theology/,46,-63,49,-77,0,0,0,0
MED,Organic Search,/teacher-resume-examples/,46,-639,49,-674,0,-21,0,-0.030656934306569343
MTS,Direct,/masters-theological-studies/,46,-24,70,-118,1,-1,0.021739130434782608,-0.0068322981366459624
CyberEng,Organic Search,/network-forensics-tools/,45,-257,47,-275,0,0,0,0
Data Science,Organic Search,/sports-analytics-careers/,45,-60,45,-72,0,0,0,0
MESH,Organic Search,/career-changes-for-engineers/,45,-145,54,-169,0,0,0,0
MESH,Organic Search,/environmental-scientist-career/,45,6,45,1,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/classes/,45,-19,43,-27,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/classes/,45,5,48,5,0,0,0,0
MED,Organic Search,/technology-in-the-classroom/,44,0,43,-8,0,0,0,0
MSLDT,Organic Search,/educational-technology-jobs/,44,-139,57,-148,2,0,0.045454545454545456,0.03452558370591158
CyberOps,AI Traffic,/top-cyber-security-threats/,44,-50,50,-70,0,0,0,0
MED,Direct,/differentiated-instruction/,44,-135,44,-168,0,-2,0,-0.0111731843575419
Data Science,Organic Search,/best-degrees-data-science/,44,-329,46,-370,0,0,0,0
MSITL,Direct,/it-leadership-skills/,43,34,43,33,0,0,0,0
MSHA,Direct,/humanitarian-careers/,43,-81,63,-90,0,0,0,0
MED,Paid Social,/masters-education/lp/online-med/,43,-95,43,-119,0,-4,0,-0.028985507246376812
MTS,Direct,/catholic-charism-comparison/,43,5,47,7,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-developer-career/,43,-215,58,-242,0,-1,0,-0.003875968992248062
LEPSL,Direct,/women-in-law-enforcement/,43,-20,42,-34,0,0,0,0
Informatics,Direct,/masters-health-informatics/health-informatics-track/,42,13,45,24,0,0,0,0
CyberOps,Organic Search,/ceh-certification/,42,-210,43,-229,0,0,0,0
Default - (not set),Direct,/tuition-financial-aid/tuition/,42,,44,,0,,0,
MSAAI,Direct,/ai-trainer/,42,-88,41,-105,0,-1,0,-0.007692307692307693
MTS,Organic Search,/masters-theological-studies/,41,-4,77,-15,0,0,0,0
Default - (not set),Direct,/employer-partnership/axos/,41,,52,,0,,0,
CyberEng,Direct,/masters-cyber-security-engineering/apply/,41,-104,52,-152,1,-2,0.024390243902439025,0.0037005887300252324
Informatics,Direct,/masters-health-informatics/apply/,41,5,43,-14,0,0,0,0
MED,Organic Search,/teacher-cover-letter-examples/,41,-104,43,-115,2,0,0.04878048780487805,0.03498738435660219
Data Science,Organic Search,/business-intelligence-certifications/,40,-137,41,-144,0,0,0,0
MSLDT,Organic Search,/how-to-become-a-curriculum-designer/,40,-140,46,-162,1,1,0.025,0.025
MESH,Organic Search,/environmental-justice-careers/,40,,41,,0,,0,
Data Science,Organic Search,/data-science-vs-software-engineering/,40,-231,44,-243,0,-3,0,-0.01107011070110701
MSITL,Direct,/it-job-titles/,40,-20,41,-30,0,0,0,0
MESH,Organic Search,/environmental-compliance-officer-career/,40,,48,,0,,0,
CyberOps,Organic Search,/entry-level-cyber-security-jobs-guide/,40,-207,49,-221,0,-1,0,-0.004048582995951417
MED,Direct,/instructional-leadership/,40,25,36,17,0,0,0,0
CyberOps,Organic Search,/top-paying-cybersecurity-jobs/,40,-1203,48,-1403,0,0,0,0
MTS,Organic Search,/religious-studies-degree-jobs/,40,-157,45,-169,0,0,0,0
MED,Organic Search,/education-specialist/,40,-166,39,-191,0,0,0,0
MED,Organic Search,/bilingual-education/,40,-175,41,-213,0,0,0,0
MSLDT,Paid Social,/masters-learning-design-technology/lp/study-learning-design-technology/,39,-71,41,-93,1,-6,0.02564102564102564,-0.03799533799533799
MSLDT,Direct,/create-employee-training-program/,39,-69,34,-82,0,0,0,0
Default - (not set),Organic Search,/online-programs/,39,,53,,0,,0,
LEPSL,Direct,/what-style-police-leadership-most-effective/,39,-53,41,-63,0,0,0,0
