program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
MED,AI Traffic,/manage-cell-phones-in-class-tips/,9,,11,,0,,0,
MED,AI Traffic,/complete-list-teaching-methods/,9,-27,17,-35,0,-1,0,-0.027777777777777776
MSNP,Direct,/nonprofit-operations-career/,9,,14,,0,,0,
MSLDT,Direct,/instructional-design-courses/,9,4,10,5,0,0,0,0
LEPSL,Organic Search,/resilience-in-law-enforcement/,9,,9,,0,,0,
MED,Direct,/mental-health-issues-in-schools/,9,-69,8,-75,0,0,0,0
Data Science,Organic Search,/data-warehouse-engineer/,9,-43,9,-54,0,0,0,0
LEPSL,Email,/police-communication-important-today/,9,,7,,0,,0,
CyberEng,Referral,/masters-cyber-security-engineering/,9,5,13,3,0,-1,0,-0.25
MESH,Direct,/sustainability-engineer-career/,9,-1,9,-2,0,0,0,0
MED,Direct,/masters-education/specializations/steam/,9,-29,12,-31,0,0,0,0
MSLDT,Organic Search,/elearning-designer-career/,9,-39,9,-44,0,0,0,0
MSLDT,Organic Search,/instructional-design-career-guide/,9,-53,9,-76,0,-2,0,-0.03225806451612903
Default - (not set),Direct,/admissions/international-students/,9,,9,,0,,0,
MSLDT,Direct,/instructional-technologist-career/,9,-1,9,-3,0,0,0,0
MSNP,Organic Search,/nonprofit-cfo-career/,9,,11,,0,,0,
MSITL,Direct,/masters-information-technology-leadership/lp/ppc/,9,-14,12,-40,0,-4,0,-0.17391304347826086
LEPSL,Referral,/police-conflict-management-strategies/,9,5,8,2,0,0,0,0
MED,Organic Search,.translate.goog/complete-list-teaching-methods/,9,-286,9,-356,0,0,0,0
MED,Direct,/masters-education/faculty/,9,5,6,2,0,0,0,0
MTS,Paid Search,/masters-theological-studies/classes/,9,-14,10,-27,0,0,0,0
Data Science,Direct,/masters-applied-data-science/lp/let-us-pay-for-your-msads-program-application-fee/,9,6,10,5,0,-1,0,-0.3333333333333333
Default - (not set),Organic Search,/admissions/military-veterans/,9,,12,,0,,0,
Informatics,Organic Search,/big-tech-invest-health-care-innovations-informatics/,9,8,8,7,0,0,0,0
MSITL,Organic Search,/information-technology-management/,9,6,10,7,0,0,0,0
Informatics,Organic Search,/what-is-health-informatics/,9,-96,7,-128,0,0,0,0
MED,Organic Search,/best-teacher-blogs/,9,-362,11,-401,0,0,0,0
MED,AI Traffic,/brain-based-learning/,9,-5,9,-11,0,0,0,0
MSHA,Organic Search,/humanitarian-program-coordinator/,9,-22,11,-21,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/health-analytics-track/,9,1,11,-11,0,0,0,0
LEPSL,Direct,/,9,-23,37,-281,0,0,0,0
Data Science,Direct,/career-data-mining/,9,5,9,3,0,0,0,0
MESH,Unknown - Data Not Available / Data Not Available,/masters-engineering-sustainability-health/lp/ppc/,9,,14,,0,,0,
MTS,Direct,/religious-studies-degree-jobs/,9,-20,9,-36,0,-1,0,-0.034482758620689655
Data Science,Direct,/when-inference-meets-prediction-navigating-the-line-between-statistical-models-and-machine-learning/,9,,9,,0,,0,
MSAAI,Paid Search,/masters-applied-artificial-intelligence/apply/,9,-43,13,-47,0,0,0,0
CyberEng,Direct,s-cyber-security-engineering/scholarships-and-grants/,9,,22,,0,,0,
Data Science,Organic Search,/supervised-machine-learning-with-gradient-boosting/,9,-16,8,-24,0,0,0,0
MSAAI,Paid Social,/masters-applied-artificial-intelligence/classes/,9,8,9,6,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/faculty/,9,0,10,-11,0,0,0,0
MSAAI,Organic Search,.translate.goog/artificial-intelligence-jobs/,9,-34,9,-39,0,0,0,0
MESH,Direct,/how-to-become-an-environmental-engineer/,9,3,9,2,0,0,0,0
LEPSL,Referral,/police-communication-important-today/,9,3,9,0,0,-1,0,-0.16666666666666666
MTS,Direct,/master-of-theology-vs-divinity-vs-ministry-degrees/,9,-9,9,-16,0,0,0,0
Default - (not set),Referral,/how-to-become-an-entrepreneur/,9,,7,,0,,0,
MSNNL,Direct,/masters-nursing-leadership/nursing-educator-track/,9,,18,,0,,0,
CyberOps,Direct,/ceh-certification/,9,-7,9,-10,0,0,0,0
MSNP,Direct,/ngo-vs-nonprofit/,9,,19,,0,,0,
CyberOps,Direct,/faculty/michelle-moore/,9,3,13,0,0,0,0,0
MSAAI,Direct,.translate.goog/ai-impact-on-job-market/,9,4,10,2,0,0,0,0
MESH,Referral,/ngo-careers/,9,8,7,6,0,0,0,0
Data Science,Organic Search,/coding-salary/,9,-45,10,-50,0,0,0,0
MTS,Direct,/,9,-10,134,-11,0,0,0,0
CyberOps,Direct,/what-is-a-chief-security-officer-high-demand-skyrocketing-pay-for-csos/,9,-7,9,-7,0,0,0,0
MSLDT,Direct,/instructional-design-careers/,9,2,9,1,0,0,0,0
MED,Organic Social,/differentiated-instruction/,9,4,9,-1,0,0,0,0
MED,Direct,/implementing-universal-design-learning/,9,0,9,0,0,0,0,0
Default - (not set),Direct,/campus-programs/,8,,7,,0,,0,
CyberOps,Organic Search,/best-industries-cyber-security-job-seekers/,8,-76,9,-88,0,0,0,0
MTS,Unknown - Data Not Available / Data Not Available,/masters-theological-studies/lp/ppc/,8,,12,,0,,0,
MED,Direct,/3-ways-to-create-inclusive-learning/,8,0,9,-8,0,0,0,0
CyberOps,Direct,/cyber-security-specialist-career-guide/,8,-20,8,-20,0,0,0,0
MED,Referral,/effective-educational-leadership/,8,-1,9,-14,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/apply/,8,-6,26,17,0,0,0,0
MSITL,AI Traffic,/masters-information-technology-leadership/,8,,11,,1,,0.125,
MTS,Organic Search,/,8,4,63,44,2,2,0.25,0.25
CyberEng,Email,/cyber-security-coding/,8,,8,,0,,0,
MSAAI,Direct,/ai-governance/,8,,9,,0,,0,
Informatics,Direct,/health-information-technology-terminology/,8,-8,7,-10,0,0,0,0
CyberOps,Organic Search,/information-security-analyst/,8,,6,,0,,0,
Data Science,Organic Search,/data-science-vs-statistics-masters/,8,,9,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/criminal-justice/,8,-3,9,-11,0,-1,0,-0.09090909090909091
MSAAI,Organic Search,/classes/ethics-in-artificial-intelligence-maai-531/,8,-9,15,-21,0,-2,0,-0.11764705882352941
LEPSL,Organic Search,/police-media-relations-and-social-media/,8,-33,6,-45,0,0,0,0
MTS,Organic Search,/why-theological-studies/,8,-11,9,-10,0,0,0,0
Informatics,Direct,/what-is-clinical-informatics/,8,-4,7,-6,0,0,0,0
MED,Direct,/masters-education/specializations/school-leadership/,8,-23,11,-34,0,-3,0,-0.0967741935483871
MED,Organic Search,/online-teaching-certification-licensure-programs/,8,-3,8,-7,0,0,0,0
Default - (not set),Organic Search,/tuition-financial-aid/financial-aid/,8,7,8,7,0,-1,0,-1
MSITL,Organic Search,/how-to-become-a-devops-engineer/,8,,10,,0,,0,
Informatics,Organic Search,/healthcare/,8,7,8,7,0,0,0,0
MSAAI,Direct,/artificial-intelligence-salary-guide/,8,-8,8,-8,0,0,0,0
LEPSL,Direct,/police-media-relations-and-social-media/,8,-22,8,-30,0,0,0,0
EML,Referral,/senior-engineer-vs-tech-lead-vs-lead-engineer/,8,-3,8,-3,0,0,0,0
MESH,Direct,/environmental-science-vs-engineering-degree/,8,-3,6,-5,0,0,0,0
MTS,Direct,/st-francis-of-assisi-and-franciscan-theology/,8,-11,8,-13,0,0,0,0
Default - (not set),Organic Search,/mba-interview-questions/,8,,6,,0,,0,
CyberEng,Direct,/chief-risk-officer/,8,,8,,0,,0,
Default - (not set),Organic Search,/admissions/international-students/,8,,5,,0,,0,
MSHA,Direct,/humanitarian-aid-certificate-courses/,8,-5,8,-5,0,0,0,0
CyberOps,Organic Social,/top-cyber-security-blogs-websites/,8,5,8,5,0,0,0,0
Data Science,Direct,/how-to-become-database-developer/,8,2,7,-1,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/scholarships-grants/,8,-17,8,-16,0,0,0,0
MSNNL,Organic Search,/masters-in-nursing-worth-it/,8,,8,,0,,0,
Informatics,Direct,/health-informatics-impact-covid-19/,8,1,7,-1,0,0,0,0
MTS,Direct,/what-is-theological-studies/,8,-9,10,-18,0,0,0,0
MSNP,Direct,/benefits-of-working-in-nonprofit/,8,-18,9,-24,0,0,0,0
MED,Direct,/resources/9-reasons-master-education-degree-ebook/,8,0,11,3,1,1,0.125,0.125
Data Science,Direct,/masters-applied-data-science/lp/study-data-science/,8,-24,11,-51,0,-1,0,-0.03125
CyberOps,Direct,/blog/,8,-10,9,-9,0,0,0,0
LEPSL,Direct,/why-military-vets-should-consider-career-in-criminal-justice/,8,-2,8,-3,0,0,0,0
CyberEng,Direct,/network-security-engineer/,8,,8,,0,,0,
MSAAI,Organic Search,/programs/,8,0,36,10,0,0,0,0
Data Science,Direct,/best-degrees-data-science/,8,-61,8,-72,0,-1,0,-0.014492753623188406
Data Science,AI Traffic,/data-communication/,8,5,7,3,0,0,0,0
Default - (not set),Unknown - tradedesk / ctv,/,8,,8,,0,,0,
MSLDT,AI Traffic,/addie-model-instructional-design/,8,-1,7,-3,0,0,0,0
MESH,Direct,/environmental-consultant-career/,8,,6,,0,,0,
CyberEng,Direct,/cybersecurity-vs-it-degree/,8,-4,8,-5,0,0,0,0
LEPSL,AI Traffic,/police-communication-important-today/,8,-3,10,-5,0,0,0,0
CyberEng,Organic Search,/cybersecurity-masters-degree-comparison/,8,-41,9,-48,0,0,0,0
MSHA,AI Traffic,/masters-humanitarian-action/,8,,10,,0,,0,
Default - (not set),Paid Search,/programs/,8,,9,,0,,0,
MED,Direct,/per-pupil-education-spending-by-state/,8,6,8,6,0,0,0,0
LEPSL,Organic Search,/police-officer-wellness-programs/,8,,8,,0,,0,
MESH,Organic Search,/masters-engineering-sustainability-health/lp/ppc/,8,-4,16,-4,0,0,0,0
CyberEng,Organic Search,/network-administrator-career-salary-guide/,8,-252,7,-270,0,0,0,0
Default - (not set),Paid Search,/online-programs/,8,,7,,0,,0,
Informatics,Direct,/what-skills-do-you-need-to-work-in-health-care-informatics/,8,-7,8,-12,0,0,0,0
MED,Direct,/what-is-an-med-degree-explained/,8,-19,8,-24,0,0,0,0
Default - (not set),Organic Search,/usd-online-alumni/,8,-8,9,-6,0,0,0,0
Data Science,Direct,/what-is-data-analytics/,8,6,8,6,0,0,0,0
MSHA,Direct,/types-of-advocacy/,8,,8,,0,,0,
MSLDT,Organic Search,/training-and-development-specialist/,8,-128,7,-138,0,0,0,0
CyberEng,Direct,/network-administrator-career-salary-guide/,8,-31,8,-36,0,0,0,0
EML,Direct,/manage-engineering-team/,8,-3,7,-4,0,0,0,0
Data Science,Direct,/data-scientist-salary-guide/,8,2,8,2,0,0,0,0
Data Science,Paid Search,/resources/msads-request-program-brochure/,8,1,11,1,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/faculty/,8,-8,12,-26,0,0,0,0
MSITL,Direct,/it-leadership/,8,-23,8,-23,0,0,0,0
Default - (not set),Referral,/,8,3,21,3,0,-3,0,-0.6
MSAAI,Organic Search,/machine-learning-courses-and-certifications/,8,-19,8,-22,0,0,0,0
MED,Organic Search,/masters-education/specializations/special-ed/,8,-26,14,-60,0,-2,0,-0.058823529411764705
Default - (not set),Organic Search,/organizational-change-strategies/,8,,6,,0,,0,
CyberOps,Direct,/malware-analyst-career-guide/,8,-3,8,-4,0,0,0,0
MED,Organic Search,/special-education-masters-vs-masters-in-education-degree/,8,-17,11,-20,0,0,0,0
MESH,Direct,/best-sustainability-podcasts/,8,-15,8,-15,0,0,0,0
MED,Referral,/steam-education-in-schools/,8,-22,8,-27,0,0,0,0
Default - (not set),Direct,/employer-partnership/artemis-consulting/,7,,5,,0,,0,
Default - (not set),AI Traffic,/bringing-a-product-to-market/,7,,8,,0,,0,
LEPSL,Email,/masters-law-enforcement-leadership/ambassadors/,7,-50,12,-59,0,0,0,0
EML,Referral,/masters-engineering-management-leadership/curriculum/,7,6,6,5,0,0,0,0
MED,AI Traffic,/differentiated-instruction/,7,-4,10,-4,0,0,0,0
MTS,Direct,/minimalist-catholic/,7,-6,8,-9,0,0,0,0
MSAAI,Direct,/masters-applied-data-science/,7,-8,43,-100,2,1,0.2857142857142857,0.21904761904761905
MTS,Organic Search,.translate.goog/catholic-charism-comparison/,7,4,8,5,0,0,0,0
CyberOps,Direct,/cyber-security-architect/,7,-12,8,-11,0,0,0,0
Informatics,AI Traffic,/do-you-need-health-informatics-certification/,7,,6,,0,,0,
CyberEng,Direct,/masters-cyber-security-engineering/scholarships-and-grants/,7,2,17,10,0,0,0,0
MESH,Paid Search,/masters-engineering-sustainability-health/apply/,7,-8,18,-26,0,-1,0,-0.06666666666666667
MTS,Organic Search,/masters-theological-studies/apply/,7,5,9,7,0,0,0,0
CyberOps,Organic Search,.translate.goog/ethical-hacker-career-salary-guide/,7,-16,7,-21,0,0,0,0
MSHA,Organic Search,/advisory-board/ocampo/,7,5,10,7,0,0,0,0
MSNNL,Organic Search,/,7,,96,,0,,0,
CyberOps,Organic Social,/masters-cyber-security-operations/,7,-2,8,-6,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/lp/noble/,7,6,10,9,0,0,0,0
MSNP,Paid Social,/masters-engineering-sustainability-health/lp/ppc/,7,,20,,7,,1,
MESH,Paid Search,/masters-engineering-sustainability-health/,7,-10,8,-38,0,0,0,0
MSNP,Direct,/public-administration-careers/,7,,8,,0,,0,
EML,Direct,/engineering-manager-vs-tech-lead/,7,-7,7,-8,0,0,0,0
MESH,Organic Search,/masters-engineering-sustainability-health/faculty/,7,2,12,3,0,0,0,0
MED,Organic Search,.translate.goog/steam-education-in-schools/,7,2,8,3,0,0,0,0
CyberOps,Direct,/how-to-become-cybersecurity-consultant/,7,-6,8,-9,0,0,0,0
Data Science,Organic Search,/storytelling-with-data-part-2/,7,-1,9,1,0,0,0,0
null,Direct,/quantitative-analyst-career/,7,,7,,0,,0,
MSHA,Direct,/international-social-work/,7,0,7,-1,0,0,0,0
MED,Referral,/what-is-educational-technology-definition-examples-impact/,7,-162,6,-305,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/lp/combined-degree/,7,-9,11,-7,0,0,0,0
CyberOps,Direct,/data-protection-officer-career-guide/,7,-20,7,-21,0,0,0,0
LEPSL,Organic Search,/5-law-enforcement-jobs-that-require-an-advanced-degree/,7,-19,7,-22,0,0,0,0
CyberOps,Direct,/risk-manager-career-guide/,7,-13,9,-13,0,0,0,0
MSLDT,Direct,/learning-experience-design/,7,-8,7,-8,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/,7,,8,,0,,0,
MSAAI,Direct,.translate.goog/artificial-intelligence-education/,7,-3,7,-6,0,0,0,0
"Default - computer-science,engineering,technology",Direct,/cyber-security/,7,,13,,0,,0,
MSHA,Direct,/what-makes-a-good-humanitarian-important-skills/,7,-9,8,-11,0,0,0,0
MED,Organic Search,/faculty/amanda-roth/,7,4,6,3,0,0,0,0
Informatics,AI Traffic,/masters-health-informatics/,7,3,16,10,0,-1,0,-0.25
MSLDT,Organic Search,/,7,-4,40,-24,0,0,0,0
LEPSL,Direct,/faculty/erik-fritsvold/,7,2,7,-11,0,0,0,0
Data Science,Organic Search,/how-to-become-database-developer/,7,-28,7,-28,0,0,0,0
MED,AI Traffic,/educational-resources-for-teachers/,7,6,8,7,0,0,0,0
MED,Organic Search,/masters-education/specializations/school-leadership/,7,-10,11,-35,0,-1,0,-0.058823529411764705
CyberOps,Organic Search,.translate.goog/top-paying-cybersecurity-jobs/,7,2,7,-1,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/lp/health-informatics-for-nurses/,7,1,6,-3,0,0,0,0
MED,Direct,/technology-in-the-classroom/,7,-5,8,-5,0,0,0,0
MSITL,Direct,/it-management-leadership-certifications/,7,-3,6,-34,0,0,0,0
EML,Direct,/engineering-masters-degrees/,7,,7,,0,,0,
MSAAI,Direct,/open-source-ai-tools/,7,-1,7,-1,0,0,0,0
MESH,Referral,/climate-change-careers/,7,4,9,5,0,0,0,0
LEPSL,Organic Search,/faculty/erik-fritsvold/,7,-10,10,-20,0,0,0,0
MSNP,AI Traffic,/nonprofit-grant-databases/,7,,6,,1,,0.14285714285714285,
Informatics,Email,/masters-health-informatics/apply/,7,-3,11,-10,0,-1,0,-0.1
CyberEng,Email,/cyber-security-salary-california/,7,,6,,0,,0,
Informatics,Organic Search,/masters-health-informatics/lp/study-health-informatics/,7,-2,11,-8,1,1,0.14285714285714285,0.14285714285714285
Data Science,Organic Search,/faculty/mohammad-yavarimanesh/,7,2,7,1,0,0,0,0
Data Science,Organic Search,/data-science-careers/,7,-15,7,-15,0,0,0,0
Informatics,Organic Search,/health-data-analyst/,7,-85,5,-111,0,0,0,0
MESH,Direct,/community-health-worker-certification/,7,,8,,0,,0,
MSLDT,Direct,/corporate-trainer-career/,7,-5,6,-9,0,0,0,0
LEPSL,Organic Search,/top-law-enforcement-blogs-websites/,7,-22,6,-24,0,0,0,0
MSAAI,Organic Search,/faculty/leon-shpaner/,7,,9,,0,,0,
CyberEng,Organic Search,/network-security-engineer/,7,,5,,0,,0,
MESH,Paid Search,/ngo-careers/,7,,7,,0,,0,
MSNNL,Direct,/masters-nursing-leadership/nursing-informatics-track/,7,,7,,0,,0,
LEPSL,Organic Search,/top-ranked-law-enforcement-masters-degree/,7,0,17,3,0,-1,0,-0.14285714285714285
MED,Referral,/inclusive-education-strategies/,7,-17,8,-19,0,0,0,0
MTS,Direct,/faith-formation/,7,,7,,0,,0,
Default - (not set),Direct,/about/student-complaints/,7,,7,,0,,0,
MSHA,Paid Social,/masters-humanitarian-action/,7,5,4,2,0,0,0,0
MTS,Direct,/what-is-ecospirituality/,7,-31,7,-37,0,0,0,0
MSHA,Organic Search,/masters-humanitarian-action/lp/humanitarian-action/,7,-5,7,-4,0,0,0,0
MSHA,Organic Search,/masters-humanitarian-action/classes/,7,-19,6,-21,0,0,0,0
MSLDT,Organic Search,/articulate-vs-captivate/,7,-6,12,-3,0,0,0,0
LEPSL,Paid Search,/criminal-justice/,7,6,8,7,0,0,0,0
MSLDT,Direct,/educational-technology-jobs/,7,-22,7,-27,0,0,0,0
Informatics,Unknown - Data Not Available / Data Not Available,/masters-health-informatics/lp/health-informatics-for-nurses/,7,,9,,1,,0.14285714285714285,
Default - (not set),Direct,/engineering/,7,,7,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/police/,6,4,6,1,0,0,0,0
MED,Organic Search,/resources/free-med-program-brochure/,6,-2,5,-17,0,0,0,0
Data Science,Organic Search,/data-architect-career/,6,-21,5,-32,0,0,0,0
MSITL,Direct,/enterprise-it-management-guide/,6,,15,,0,,0,
MSAAI,Organic Search,.translate.goog/data-scientist-vs-artificial-intelligence-engineer/,6,2,6,-1,0,0,0,0
CyberOps,Organic Search,/how-to-start-career-in-cyber-security/,6,-27,8,-33,0,0,0,0
MED,Direct,/how-to-get-a-teaching-certificate/,6,-11,7,-12,0,-1,0,-0.058823529411764705
CyberOps,Direct,/cybersecurity-analyst-career-guide/,6,-15,6,-21,0,0,0,0
Default - (not set),Organic Search,/gfembed/,6,-2,6,-2,0,0,0,0
MED,Direct,/masters-in-education-requirements/,6,,9,,1,,0.16666666666666666,
MSNNL,Direct,/masters-in-nursing-worth-it/,6,,10,,0,,0,
MSAAI,Organic Search,/classes/data-analytics-and-internet-of-things-maai-530/,6,4,9,7,0,0,0,0
MTS,Organic Search,/what-is-theological-studies/,6,-68,7,-86,0,0,0,0
LEPSL,Organic Search,/,6,-10,24,-43,0,0,0,0
MESH,Direct,/social-justice-careers/,6,-4,7,-4,0,0,0,0
MED,AI Traffic,/careers-masters-curriculum-instruction/,6,,5,,0,,0,
EML,Direct,/principal-engineer-vs-senior-engineer/,6,,6,,0,,0,
CyberOps,Direct,/resources/top-paying-cybersecurity-jobs/,6,3,6,3,0,0,0,0
Informatics,Organic Search,/classes/introduction-health-care-information-management/,6,-4,7,-9,0,0,0,0
Default - (not set),Direct,/employer-partnership/xsite/,6,,10,,0,,0,
MSLDT,Paid Search,/masters-learning-design-technology/,6,-13,12,-22,1,1,0.16666666666666666,0.16666666666666666
MED,Organic Search,/what-is-an-med-degree-explained/,6,-63,6,-73,0,0,0,0
Data Science,Referral,/how-to-become-a-computer-scientist-salary-career-guide/,6,,5,,0,,0,
Informatics,Paid Search,/what-skills-do-you-need-to-work-in-health-care-informatics/,6,5,11,6,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/app-waiver/,6,2,8,4,5,5,0.8333333333333334,0.8333333333333334
MESH,Direct,/,6,-8,33,-31,0,0,0,0
MSAAI,AI Traffic,/masters-applied-artificial-intelligence/apply/,6,3,5,2,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/faculty/,6,-11,7,-17,0,-1,0,-0.058823529411764705
MED,Organic Search,/3-ways-to-create-inclusive-learning/,6,-13,7,-34,0,0,0,0
CyberOps,Direct,/is-a-cyber-security-certification-right-for-you/,6,1,8,3,0,0,0,0
Data Science,Direct,/masters-applied-data-science/careers/,6,3,7,1,0,0,0,0
MSNP,Organic Search,/faculty/kenneth-hurst/,6,,7,,0,,0,
EML,Direct,/engineering-management-vs-technical-track/,6,4,6,4,0,0,0,0
MESH,Organic Search,/,6,-9,41,-31,0,0,0,0
MED,Direct,/teacher-salaries-analysis/,6,-4,6,-6,0,0,0,0
MSITL,Organic Social,/information-technology-trends/,6,5,6,5,0,0,0,0
CyberOps,Direct,/cisa-certification/,6,-17,6,-21,0,-1,0,-0.043478260869565216
Default - (not set),Direct,/forms/msads-applicant/,6,,9,,0,,0,
MSITL,Direct,/,6,-6,18,-65,0,-1,0,-0.08333333333333333
LEPSL,Organic Search,/faculty/maria-munayer/,6,2,6,2,0,0,0,0
MSNP,Organic Search,/nonprofit-leadership/,6,-46,7,-49,0,0,0,0
Default - (not set),Direct,/organizational-change-strategies/,6,,6,,0,,0,
Informatics,Direct,/do-you-need-health-informatics-certification/,6,-8,6,-7,0,0,0,0
null,Direct,/ai-healthcare/,6,,6,,0,,0,
Data Science,Organic Search,/data-consultant-career/,6,-5,5,-7,0,0,0,0
null,Direct,/artificial-intelligence-education/,6,,6,,0,,0,
CyberOps,Direct,/cyber-security-auditor-career-guide/,6,-5,6,-17,0,0,0,0
EML,AI Traffic,/future-engineering-trends/,6,,5,,0,,0,
MSLDT,Organic Search,/instructional-designer-vs-elearning-developer/,6,-24,6,-37,0,0,0,0
MSNP,Organic Search,/masters-nonprofit-leadership-management/apply/,6,5,7,7,0,0,0,0
Default - (not set),Organic Social,/,6,,6,,0,,0,
CyberOps,Direct,/masters-cyber-security-operations/apply/,6,-13,7,-14,0,0,0,0
MSHA,Direct,/disaster-relief-jobs/,6,-1,6,-1,0,0,0,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/thank-you/,6,4,6,6,0,0,0,0
MSNP,Direct,/nonprofit-executive-director/,6,,6,,0,,0,
EML,Direct,/faculty/mandeep-kaur/,6,4,6,4,0,0,0,0
Data Science,Direct,/13-essential-data-science-textbooks/,6,2,7,3,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/faculty/,6,-20,9,-31,0,0,0,0
LEPSL,Direct,/how-to-become-police-sergeant/,6,-9,6,-11,0,0,0,0
MSHA,Paid Social,/masters-humanitarian-action/lp/thank-you/,6,3,6,-15,6,2,1,-0.33333333333333326
EML,Organic Search,/how-to-become-vp-engineering/,6,-6,8,-6,0,0,0,0
Default - (not set),Organic Search,/student-support/its-help-desk/,6,,8,,0,,0,
Informatics,Paid Search,/masters-health-informatics/lp/thank-you/,6,-10,6,-10,6,4,1,0.875
null,Direct,/effective-educational-leadership/,6,,12,,0,,0,
CyberEng,Direct,/masters-cyber-security-engineering/lp/cyber-security-engineering/,6,-51,6,-81,0,-5,0,-0.08771929824561403
MED,Organic Search,/masters-educational-technology-worth-it/,6,-42,6,-46,0,0,0,0
MSNP,Organic Search,/,6,-2,30,-32,0,0,0,0
LEPSL,Organic Search,/ambassador/andrew-leyva/,6,4,6,4,0,0,0,0
Informatics,Organic Search,/informatics-certificate-vs-degree-best/,6,-12,14,-4,0,0,0,0
MSAAI,AI Traffic,/artificial-intelligence-bootcamps/,6,0,5,-1,0,0,0,0
Informatics,Organic Search,/how-to-get-a-job-in-health-informatics/,6,-4,6,-5,0,0,0,0
Data Science,Direct,/business-analyst-vs-data-analyst-vs-data-scientist/,6,3,5,3,0,0,0,0
MSAAI,Organic Search,/aws-azure-gcp-certification/,6,4,6,4,0,0,0,0
MED,Direct,/master-education-vs-master-arts-teaching/,6,-27,7,-26,0,0,0,0
CyberOps,Direct,/cyber-security-podcasts/,6,,4,,0,,0,
LEPSL,Direct,/masters-law-enforcement-leadership/lp/criminal-justice/,6,-4,6,-9,0,-2,0,-0.2
MSLDT,Direct,/top-instructional-design-skills/,6,-9,6,-12,0,-1,0,-0.06666666666666667
MSAAI,Direct,/machine-learning-courses-and-certifications/,6,4,7,5,0,0,0,0
MED,Organic Search,/masters-education/scholarships-and-grants/,6,-6,7,-8,0,-3,0,-0.25
MSHA,Direct,/,6,-6,33,-30,1,1,0.16666666666666666,0.16666666666666666
"Default - computer-science,engineering,technology",Organic Search,/usd-gradright-partnership/,6,,4,,0,,0,
MSHA,Organic Search,/humanitarian-crises-around-the-world/,6,-17,11,-19,0,0,0,0
Data Science,Direct,.translate.goog/resources/questions-to-ask-masters-data-science-checklist/,6,,7,,0,,0,
MESH,Paid Search,/masters-engineering-sustainability-health/classes/,6,-6,5,-7,0,0,0,0
CyberOps,Organic Search,/network-administrator-vs-systems-administrator/,6,-30,7,-30,0,0,0,0
Data Science,Direct,/business-intelligence-engineer-career/,6,-3,6,-4,0,0,0,0
CyberOps,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,6,-8,17,-30,3,3,0.5,0.5
MESH,Organic Search,/sustainability-degree-options/,6,-95,8,-111,0,0,0,0
MED,Direct,/teaching-students-with-autism/,6,2,6,2,0,0,0,0
MSLDT,Organic Search,.translate.goog/what-is-instructional-design-examples/,6,-12,6,-15,0,0,0,0
MSITL,Organic Search,/sre-vs-devops/,6,,5,,0,,0,
LEPSL,Paid Search,/masters-law-enforcement-leadership/,6,-9,9,-24,0,0,0,0
Default - (not set),Referral,/about/state-authorization-status/,6,,7,,0,,0,
Data Science,Paid Search,/masters-applied-data-science/classes/,6,-9,6,-22,0,0,0,0
CyberOps,Organic Search,/faculty/michelle-moore/,6,-12,7,-31,0,0,0,0
CyberOps,Organic Search,/vulnerability-and-penetration-testing/,6,-4,4,-4,0,0,0,0
MTS,Organic Search,/campus-minister/,6,-13,5,-21,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/classes/cyber-security-pathway/,6,,6,,0,,0,
MSAAI,AI Traffic,/ai-governance/,6,,7,,0,,0,
MSAAI,Direct,/software-engineer-to-machine-learning-engineer/,6,3,6,-5,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/apply/,6,-8,7,-11,0,-1,0,-0.07142857142857142
MED,Referral,/rethinking-education-assessment-types/,6,5,6,4,0,0,0,0
MSLDT,Referral,/learning-objectives-examples/,6,,6,,0,,0,
MSAAI,Direct,/artificial-intelligence-developer-career/,6,-17,6,-22,0,0,0,0
MTS,Direct,/theological-education/,6,-9,7,-11,0,0,0,0
LEPSL,Organic Search,/law-enforcement-training-tips-to-tackle-multitasking-risks/,6,3,5,2,0,0,0,0
MSLDT,Direct,/training-and-development-specialist/,6,3,5,2,0,0,0,0
MSLDT,AI Traffic,/what-is-instructional-design-examples/,6,-11,4,-11,0,0,0,0
