program_category,default_channel,Landing_page,Session,sessions_mom_difference,Pageview,pageview_mom_difference,Conversions,conversions_mom_difference,Conversion_Rate,conversion_rate_mom_percent_difference
MSNNL,Paid Search,/masters-nursing-leadership/lp/ppc/,273,-188,462,-306,15,-1,0.054945054945054944,0.020237896593644965
MED,Organic Search,/brain-based-learning/,267,-138,270,-116,1,1,0.003745318352059925,0.003745318352059925
MSAAI,Paid Social,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,257,-258,333,-292,22,-14,0.08560311284046693,0.0157002002191077
MSHA,Organic Search,/theory-of-change/,255,-63,231,-46,0,0,0,0
MED,Organic Search,/cooperative-learning-strategies/,247,-124,272,-105,0,0,0,0
MTS,Paid Social,/masters-theological-studies/lp/ppc/,246,135,288,152,27,18,0.10975609756097561,0.028675016479894525
Informatics,Organic Search,/health-information-technology-jobs-salary/,235,163,256,177,1,1,0.00425531914893617,0.00425531914893617
CyberOps,Paid Search,/masters-cyber-security-operations/lp/bva-cyber-security-operations-leadership/,227,-130,280,-140,20,-9,0.0881057268722467,0.006873233875047818
MTS,Organic Search,/catholic-charism-comparison/,226,41,242,45,0,0,0,0
MSAAI,Direct,/artificial-intelligence-jobs/,225,-140,228,-147,1,0,0.0044444444444444444,0.0017047184170471841
MED,Organic Search,/teacher-centered-vs-student-centered-learning/,224,-239,251,-312,5,-9,0.022321428571428572,-0.007916152422091947
MSAAI,Organic Search,/masters-applied-artificial-intelligence/,220,-77,368,-148,7,-1,0.031818181818181815,0.00488215488215488
MSAAI,Direct,/masters-applied-artificial-intelligence/,209,-55,307,-121,3,0,0.014354066985645933,0.0029904306220095694
MTS,Organic Search,/theology-careers/,208,84,228,96,0,0,0,0
MSITL,Organic Search,/it-job-titles/,207,-32,216,-13,0,0,0,0
MED,Direct,/complete-list-teaching-methods/,201,-81,196,-95,0,-1,0,-0.0035460992907801418
MSLDT,Organic Search,/kirkpatrick-training-evaluation-model/,200,-103,170,-104,0,0,0,0
LEPSL,Paid Social,/masters-law-enforcement-leadership/lp/law-enforcement/,199,-23,205,-56,8,-5,0.04020100502512563,-0.01835755353343293
MESH,Paid Search,/masters-engineering-sustainability-health/lp/ppc/,198,-264,241,-294,0,-1,0,-0.0021645021645021645
CyberOps,Direct,/top-cyber-security-threats/,196,-101,190,-91,0,0,0,0
CyberOps,Organic Search,/top-cyber-security-blogs-websites/,194,18,182,11,0,0,0,0
MED,Organic Search,/effective-educational-leadership/,190,-168,269,-214,2,-1,0.010526315789473684,0.0021464275213172596
Informatics,Direct,/masters-health-informatics/,188,-8,333,35,3,0,0.015957446808510637,0.0006513243595310456
MSAAI,Organic Search,/ai-trainer/,182,47,183,34,1,1,0.005494505494505495,0.005494505494505495
MSLDT,Organic Search,/instructional-design-models/,180,-58,171,-40,1,1,0.005555555555555556,0.005555555555555556
Informatics,Paid Search,/masters-health-informatics/lp/study-health-informatics/,179,-49,214,-120,12,3,0.0670391061452514,0.02756542193472508
MED,Organic Search,/careers-masters-curriculum-instruction/,179,34,186,20,0,-1,0,-0.006896551724137931
MED,Organic Search,/inclusive-education-strategies/,178,-60,185,-62,0,0,0,0
LEPSL,Organic Search,/women-in-law-enforcement/,174,-57,184,-40,0,0,0,0
MSHA,Organic Search,/examples-of-social-change/,172,-37,172,-35,0,0,0,0
MED,Referral,/education-inequity-and-homework/,171,-31,166,-55,0,0,0,0
LEPSL,Email,/become-a-criminal-justice-instructor/,171,170,189,188,1,1,0.005847953216374269,0.005847953216374269
MSAAI,Organic Search,/artificial-intelligence-finance/,167,-71,174,-75,0,-1,0,-0.004201680672268907
null,Direct,,165,,154,,0,,0,
LEPSL,Organic Search,/police-communication-important-today/,164,-90,196,-83,0,0,0,0
MED,Organic Search,/manage-cell-phones-in-class-tips/,161,13,189,23,0,0,0,0
MED,Direct,/life-skills-education-in-schools/,161,-86,163,-96,0,0,0,0
MSAAI,Direct,/application-of-ai-in-robotics/,160,17,157,15,0,0,0,0
MSLDT,Organic Search,/career-changes-for-teachers/,160,-73,169,-78,2,0,0.0125,0.003916309012875537
MTS,Organic Search,/ministry-careers/,159,28,172,33,1,1,0.006289308176100629,0.006289308176100629
MED,Organic Search,/what-is-educational-technology-definition-examples-impact/,158,-39,182,-38,1,1,0.006329113924050633,0.006329113924050633
MSITL,Organic Search,/information-technology-trends/,157,23,163,18,0,0,0,0
Default - (not set),Paid Search,/,156,-369,240,-635,0,-4,0,-0.007619047619047619
MSLDT,Direct,/kirkpatrick-training-evaluation-model/,154,20,128,-10,0,0,0,0
MED,Organic Search,/teaching-to-every-students-unique-learning-style/,154,-121,154,-140,0,-1,0,-0.0036363636363636364
MED,Organic Search,/educational-resources-for-teachers/,153,-131,162,-157,0,0,0,0
MSAAI,AI Traffic,/artificial-intelligence-education/,153,-86,163,-79,0,0,0,0
Default - (not set),Direct,/about/state-authorization-status/,153,-25,154,-37,0,0,0,0
Informatics,Paid Social,/masters-health-informatics/lp/study-health-informatics/,152,75,157,78,2,-1,0.013157894736842105,-0.025803144224196856
MSLDT,Organic Search,/what-is-instructional-design-examples/,151,-11,156,-14,3,2,0.019867549668874173,0.013694710162701334
CyberOps,Organic Search,/best-jobs-in-cyber-security/,149,34,161,35,0,-2,0,-0.017391304347826087
MSAAI,Organic Search,/best-artificial-intelligence-degrees/,146,6,170,20,3,3,0.02054794520547945,0.02054794520547945
MSAAI,Organic Search,/artificial-intelligence-scholarships/,145,-6,156,-25,0,-3,0,-0.019867549668874173
MSNP,Paid Search,/masters-nonprofit-leadership-management/lp/ppc/,145,-401,187,-509,3,-35,0.020689655172413793,-0.04890741442465581
LEPSL,Organic Search,/what-is-intelligence-led-policing/,145,-28,164,1,0,0,0,0
LEPSL,Direct,/10-innovative-police-technologies/,144,-66,135,-72,0,0,0,0
MESH,Organic Search,/climate-change-careers/,144,16,142,17,0,0,0,0
Data Science,Organic Search,/quantitative-analyst-career/,141,-53,147,-63,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/lp/study-healthcare-analytics/,141,65,182,67,5,-3,0.03546099290780142,-0.06980216498693542
MED,Organic Search,/adaptive-curriculum-for-special-education/,139,-38,144,-57,1,1,0.007194244604316547,0.007194244604316547
CyberOps,Organic Search,/ethical-hacker-career-salary-guide/,137,12,155,18,0,-1,0,-0.008
LEPSL,Direct,/masters-law-enforcement-leadership/,134,45,222,65,2,0,0.014925373134328358,-0.007546536978031192
Default - (not set),Direct,/how-to-become-an-entrepreneur/,134,29,148,45,0,0,0,0
MED,Direct,/effective-educational-leadership/,133,-27,156,-17,1,1,0.007518796992481203,0.007518796992481203
MED,Organic Search,/rethinking-education-assessment-types/,132,-73,132,-63,0,0,0,0
MSNP,Paid Social,/masters-nonprofit-leadership-management/lp/ppc/,128,-428,129,-525,2,-48,0.015625,-0.07430305755395683
MSNP,Organic Search,/best-nonprofit-degrees/,128,-12,158,2,0,-1,0,-0.007142857142857143
MSHA,Organic Search,/international-aid-worker-tips/,128,-16,148,-19,2,-1,0.015625,-0.005208333333333332
LEPSL,Organic Search,/masters-law-enforcement-leadership/,127,12,257,32,3,-1,0.023622047244094488,-0.011160561451557686
MTS,Direct,/serving-god/,127,-107,137,-109,0,0,0,0
EML,Paid Search,/masters-engineering-management-leadership/lp/ppc/,123,-351,159,-450,10,-71,0.08130081300813008,-0.089585262941237
EML,Organic Search,/future-engineering-trends/,122,49,126,61,2,2,0.01639344262295082,0.01639344262295082
MESH,Organic Search,/sustainability-scholarships/,120,62,142,77,0,0,0,0
MSAAI,Organic Search,/careers-using-python/,119,-21,124,-20,0,0,0,0
MSAAI,Referral,/artificial-intelligence-education/,119,-125,138,-128,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/lp/health-informatics-for-nurses/,114,-339,137,-450,4,-57,0.03508771929824561,-0.099570117346346
MSLDT,Organic Search,/job-aid-examples-template/,114,-8,112,-2,0,0,0,0
MED,Paid Search,/masters-education/lp/online-med/,114,-66,194,-42,12,-1,0.10526315789473684,0.03304093567251462
CyberOps,Direct,/top-cyber-security-blogs-websites/,113,-3,112,3,0,0,0,0
EML,Organic Search,/senior-engineer-vs-tech-lead-vs-lead-engineer/,113,-33,107,-34,0,0,0,0
MSHA,Organic Search,/top-humanitarian-degrees/,112,21,148,44,2,2,0.017857142857142856,0.017857142857142856
MSHA,Organic Search,/humanitarian-intervention-success-stories/,111,-42,117,-30,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/,110,-3,199,-35,3,-2,0.02727272727272727,-0.016975060337892197
CyberEng,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,109,-219,148,-235,5,-24,0.045871559633027525,-0.04254307451331393
MSAAI,Paid Search,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,109,-213,181,-359,11,-29,0.10091743119266056,-0.023306171291811492
MSLDT,Organic Search,/learning-objectives-examples/,107,-228,108,-217,0,-1,0,-0.0029850746268656717
MSLDT,Paid Search,/masters-learning-design-technology/lp/study-learning-design-technology/,107,-321,155,-401,12,-12,0.11214953271028037,0.056074766355140186
MTS,Direct,/what-is-liturgy/,107,-101,126,-105,0,0,0,0
CyberOps,Direct,/top-100-cybersecurity-companies/,106,-65,102,-89,0,0,0,0
MED,Direct,/masters-education/,106,12,150,20,2,0,0.018867924528301886,-0.0024086712163789645
CyberEng,Direct,/masters-cyber-security-engineering/,105,-2,138,1,1,0,0.009523809523809525,0.00017801513128616088
MSAAI,AI Traffic,/ai-blogs/,104,22,104,13,0,0,0,0
MSHA,Organic Search,/logical-framework-approach/,104,-2,91,-15,0,0,0,0
MED,Organic Search,/masters-education/,104,22,222,71,2,-1,0.019230769230769232,-0.017354596622889303
MED,Organic Search,/differentiated-instruction/,102,-24,107,-17,0,0,0,0
MSAAI,Referral,/artificial-intelligence-business/,100,18,106,21,0,0,0,0
MED,Direct,/brain-based-learning/,99,-61,104,-31,0,0,0,0
MESH,Direct,/ngo-careers/,99,-67,115,-59,0,0,0,0
EML,Organic Search,/engineering-manager-skills/,99,-5,101,-3,0,-1,0,-0.009615384615384616
Informatics,Direct,/8-technologies-changing-healthcare/,98,-84,108,-77,0,0,0,0
MESH,Organic Search,/6-best-urban-planning-careers-degree-salary-guide/,98,7,99,-1,0,0,0,0
MTS,Organic Search,/ways-to-deepen-your-faith/,97,-38,105,-40,0,0,0,0
MSITL,Direct,/masters-information-technology-leadership/,96,17,158,19,2,1,0.020833333333333332,0.008175105485232067
MSITL,Organic Search,/technology-degrees/,94,7,101,16,0,0,0,0
MTS,Organic Search,/philosophy-degree-jobs/,94,21,108,27,0,0,0,0
MSAAI,Organic Search,/machine-learning-podcast/,94,10,98,12,0,0,0,0
MSAAI,Referral,/masters-applied-artificial-intelligence/,93,-35,177,-118,9,0,0.0967741935483871,0.026461693548387094
MED,Direct,/teacher-centered-vs-student-centered-learning/,92,-115,93,-127,0,-1,0,-0.004830917874396135
MED,Direct,/what-is-educational-technology-definition-examples-impact/,91,-11,98,-19,0,0,0,0
MSNP,Organic Search,/grant-writer-career/,91,19,108,31,0,0,0,0
CyberEng,Organic Search,/masters-cyber-security-engineering/,90,4,163,45,0,-2,0,-0.023255813953488372
MED,Organic Search,/instructional-leadership/,90,-20,99,0,0,-1,0,-0.00909090909090909
MSAAI,Direct,/ai-ethicist-career/,90,2,89,0,0,-1,0,-0.011363636363636364
CyberOps,Paid Social,/masters-cyber-security-operations/lp/bva-cyber-security-operations-leadership/,89,37,92,39,0,0,0,0
MSLDT,Organic Search,/create-employee-training-program/,88,-57,85,-71,0,-2,0,-0.013793103448275862
LEPSL,Organic Search,/what-style-police-leadership-most-effective/,88,-79,95,-86,0,-1,0,-0.005988023952095809
MSNP,Organic Search,/how-to-write-grant-proposals/,87,-39,85,-66,0,-2,0,-0.015873015873015872
MSAAI,Direct,/ai-blogs/,86,-6,88,-9,0,0,0,0
MSAAI,Direct,/artificial-intelligence-finance/,86,-28,103,-19,0,0,0,0
MTS,Organic Search,/how-to-become-a-spiritual-director/,84,33,93,28,0,-1,0,-0.0196078431372549
MED,Direct,/best-masters-degrees-for-teachers/,82,-11,85,-14,0,0,0,0
MED,Direct,/faculty/joseph-lathan/,82,-22,108,-8,0,0,0,0
CyberEng,Organic Search,/cyber-crime-investigator-career/,80,-1,80,2,0,0,0,0
MESH,Organic Search,/blog-msph-vs-mph-degree-comparison/,80,29,81,30,0,0,0,0
EML,Organic Search,/engineering-management-leadership-certifications/,79,24,102,44,2,2,0.02531645569620253,0.02531645569620253
LEPSL,Direct,/police-communication-important-today/,78,20,78,20,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/,78,3,101,4,5,4,0.0641025641025641,0.05076923076923076
MSAAI,Organic Search,/artificial-intelligence-courses-and-certifications/,78,-13,82,-9,0,0,0,0
MSNP,Organic Search,/nonprofit-grant-databases/,78,14,78,14,0,0,0,0
MSAAI,Organic Search,/entry-level-ai-careers/,78,37,86,33,0,0,0,0
MSLDT,Organic Search,/addie-model-instructional-design/,76,-51,89,-36,1,1,0.013157894736842105,0.013157894736842105
MED,Organic Search,/steam-education-in-schools/,76,-43,80,-62,0,-2,0,-0.01680672268907563
MSLDT,Organic Search,/top-instructional-design-software/,75,-21,73,-25,0,-3,0,-0.03125
MSITL,Paid Search,/masters-information-technology-leadership/lp/ppc/,75,29,120,48,6,1,0.08,-0.02869565217391304
MSITL,Organic Search,/it-organizational-structure/,75,-13,77,-4,0,0,0,0
MESH,Organic Search,/community-health-degree-jobs/,74,-14,77,-13,0,0,0,0
MSAAI,Organic Search,/machine-learning-engineer-career/,74,-5,79,-5,0,0,0,0
MED,Organic Search,/co-teaching-models/,73,5,78,12,0,0,0,0
MSITL,Referral,/masters-information-technology-leadership/,73,-2,126,17,0,0,0,0
MSNP,Direct,/masters-nonprofit-leadership-management/,72,-14,116,0,1,-1,0.013888888888888888,-0.009366925064599484
Data Science,Direct,/masters-applied-data-science/,72,0,96,16,3,3,0.041666666666666664,0.041666666666666664
CyberEng,Organic Search,/black-vs-gray-vs-white-hat-hackers/,72,-1,72,-2,0,0,0,0
MSNP,Organic Search,/donor-management-software/,70,46,71,47,0,0,0,0
MTS,Organic Search,/why-study-theology/,70,-22,79,-19,0,0,0,0
MTS,Organic Search,/how-to-regain-your-faith/,70,-3,81,5,2,2,0.02857142857142857,0.02857142857142857
MED,Organic Search,/per-pupil-education-spending-by-state/,69,5,71,4,0,0,0,0
MSHA,Paid Search,/masters-humanitarian-action/lp/humanitarian-action/,69,-183,78,-236,3,-16,0.043478260869565216,-0.031918564527260176
MTS,Organic Search,/nature-spirituality/,68,15,70,8,0,0,0,0
MTS,Organic Search,/liturgy-of-the-hours/,67,2,82,3,0,0,0,0
MED,Direct,/inclusive-education-strategies/,67,-63,68,-74,0,0,0,0
MSITL,Paid Social,/masters-information-technology-leadership/lp/ppc/,67,-222,68,-273,0,-20,0,-0.06920415224913495
Default - (not set),Organic Search,/transformational-leadership/,66,-81,74,-72,0,0,0,0
LEPSL,Organic Search,/faculty/wendy-patrick/,66,18,67,18,0,0,0,0
MSHA,Direct,/how-to-become-diplomat/,66,-2,68,-2,0,0,0,0
MSHA,Organic Search,/international-affairs-careers/,65,4,68,6,3,3,0.046153846153846156,0.046153846153846156
MSAAI,Organic Search,/nlp-engineer-career/,65,22,66,16,0,-1,0,-0.023255813953488372
MSAAI,Direct,/masters-applied-artificial-intelligence/classes/,64,-56,71,-66,0,-5,0,-0.041666666666666664
Default - (not set),Direct,/admissions/,63,-12,76,-2,0,0,0,0
LEPSL,Organic Search,/top-5-trends-in-law-enforcement/,62,-18,62,-25,0,0,0,0
MESH,Organic Search,/ngo-careers/,62,-81,62,-106,0,-7,0,-0.04895104895104895
MED,Direct,/cooperative-learning-strategies/,62,-19,66,-12,0,0,0,0
MSLDT,Organic Search,/instructional-technology-tools/,62,-25,65,-21,1,1,0.016129032258064516,0.016129032258064516
Default - (not set),Unknown - tradedesk / dooh,/,61,,61,,0,,0,
MSLDT,Organic Search,/masters-learning-design-technology/,61,12,93,18,3,3,0.04918032786885246,0.04918032786885246
Default - (not set),Direct,/programs/,61,-6,70,-15,0,0,0,0
LEPSL,Organic Search,/why-military-vets-should-consider-career-in-criminal-justice/,61,3,62,8,0,0,0,0
CyberEng,Organic Search,/should-you-become-a-cyber-security-engineer/,60,-20,61,-18,0,0,0,0
MSLDT,Direct,/what-is-instructional-design-examples/,60,-7,69,0,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/,60,-4,144,30,0,0,0,0
CyberOps,Direct,/ethical-hacker-career-salary-guide/,59,-7,64,-4,0,0,0,0
MSITL,Organic Search,/it-careers-after-help-desk/,59,-29,59,-26,0,0,0,0
MSHA,Direct,/theory-of-change/,59,-16,52,-12,0,0,0,0
MED,Organic Search,/master-education-vs-master-arts-teaching/,59,1,66,5,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/,58,-10,77,-20,0,-2,0,-0.029411764705882353
Data Science,Paid Social,/masters-applied-data-science/lp/study-data-science/,57,-96,58,-124,0,-17,0,-0.1111111111111111
Data Science,Paid Search,/masters-applied-data-science/lp/study-data-science/,57,-119,75,-127,0,-18,0,-0.10227272727272728
Data Science,Direct,/sports-analytics-careers/,56,45,55,43,0,-1,0,-0.09090909090909091
MTS,Organic Search,/how-to-become-a-catholic-school-teacher/,56,13,65,18,0,0,0,0
MED,Organic Search,/what-grade-should-you-teach/,55,11,58,4,0,0,0,0
MTS,Organic Search,/religious-vocational-discernment/,55,-2,64,1,0,0,0,0
MTS,Organic Search,/what-is-lay-ministry/,55,-11,53,-18,0,0,0,0
CyberEng,Paid Social,/masters-cyber-security-engineering/lp/cyber-security-engineering/,54,-4,57,-4,2,-1,0.037037037037037035,-0.014687100893997447
MSLDT,Direct,/instructional-design-models/,54,-52,48,-60,0,0,0,0
Data Science,Organic Search,/companies-hiring-data-scientists/,54,13,56,11,0,0,0,0
MSHA,Organic Search,/social-advocacy-definition/,54,0,60,-1,0,0,0,0
MSHA,Direct,/examples-of-social-change/,54,-36,52,-33,0,0,0,0
"Default - business-entrepreneurship,computer-science,technology",Direct,/ai-for-teachers/,54,45,36,28,0,0,0,0
MSNP,Organic Search,/nonprofit-operations-career/,54,27,52,26,0,0,0,0
MED,Organic Search,/faculty/joseph-lathan/,54,-9,66,-6,0,0,0,0
MSITL,Direct,/information-technology-trends/,53,14,55,16,0,0,0,0
MTS,Organic Search,/jobs-for-catholics/,53,-20,73,0,0,0,0,0
Default - (not set),Organic Search,/bringing-a-product-to-market/,53,-18,45,-26,0,0,0,0
MESH,Organic Search,/jobs-that-make-difference/,53,21,52,21,0,0,0,0
MSNP,Organic Search,/nonprofit-jobs/,53,-26,57,-31,0,0,0,0
MED,Direct,/best-paying-school-districts-ca-teachers/,53,0,55,1,0,0,0,0
CyberEng,Organic Search,/cyber-security-statistics/,52,-43,44,-49,0,0,0,0
Default - (not set),Organic Search,/programs/,52,-9,87,-8,0,-1,0,-0.01639344262295082
Default - (not set),Direct,/admissions/how-to-apply/,52,-9,55,-20,0,0,0,0
EML,Direct,/masters-engineering-management-leadership/,51,-17,66,-41,1,0,0.0196078431372549,0.004901960784313725
Informatics,Organic Search,/what-is-health-care-analytics/,51,28,57,32,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/apply/,51,-45,75,-38,4,4,0.0784313725490196,0.0784313725490196
MSNNL,Direct,/masters-nursing-leadership/,50,-17,75,-28,1,0,0.02,0.0050746268656716425
MSAAI,Direct,/introduction-to-computer-vision/,50,26,53,27,0,0,0,0
Data Science,Organic Search,/data-communication/,49,13,58,18,0,0,0,0
MESH,Direct,/high-paying-environmental-jobs/,48,-4,46,-4,0,0,0,0
MSAAI,Organic Search,/ai-research-scientist-career/,48,-39,52,-43,0,0,0,0
Informatics,Organic Search,/health-information-management-vs-health-informatics/,48,-7,51,-8,0,0,0,0
MED,Direct,/teaching-to-every-students-unique-learning-style/,48,-23,50,-19,0,0,0,0
MED,AI Traffic,/education-inequity-and-homework/,47,-95,52,-124,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/lp/fop/,47,4,49,1,0,0,0,0
CyberOps,Organic Search,/masters-cyber-security-operations/,47,-12,74,-31,0,-4,0,-0.06779661016949153
CyberEng,Organic Search,/cyber-security-salary-california/,46,16,48,19,0,0,0,0
MTS,Organic Search,/how-to-get-more-involved-in-church/,46,-13,49,-15,0,0,0,0
LEPSL,Email,/masters-law-enforcement-leadership/lp/request-info/,46,42,49,45,1,1,0.021739130434782608,0.021739130434782608
MED,Organic Search,/teacher-resume-examples/,46,8,49,10,0,0,0,0
MTS,Direct,/masters-theological-studies/,46,-14,70,-15,1,0,0.021739130434782608,0.005072463768115942
MTS,Organic Search,/moral-theology/,46,13,49,4,0,0,0,0
MESH,Organic Search,/environmental-scientist-career/,45,6,45,3,0,0,0,0
CyberEng,Organic Search,/network-forensics-tools/,45,-2,47,-1,0,0,0,0
Data Science,Organic Search,/sports-analytics-careers/,45,9,45,9,0,0,0,0
MESH,Organic Search,/career-changes-for-engineers/,45,2,54,10,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/classes/,45,17,43,16,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/classes/,45,23,48,16,0,0,0,0
CyberOps,AI Traffic,/top-cyber-security-threats/,44,-39,50,-36,0,0,0,0
Data Science,Organic Search,/best-degrees-data-science/,44,-8,46,-9,0,0,0,0
MED,Direct,/differentiated-instruction/,44,-57,44,-64,0,0,0,0
MSLDT,Organic Search,/educational-technology-jobs/,44,-16,57,-10,2,2,0.045454545454545456,0.045454545454545456
MED,Organic Search,/technology-in-the-classroom/,44,2,43,4,0,0,0,0
MED,Paid Social,/masters-education/lp/online-med/,43,-210,43,-228,0,-5,0,-0.019762845849802372
LEPSL,Direct,/women-in-law-enforcement/,43,-17,42,-21,0,0,0,0
MSAAI,Organic Search,/artificial-intelligence-developer-career/,43,-4,58,6,0,0,0,0
MSITL,Direct,/it-leadership-skills/,43,23,43,25,0,0,0,0
MTS,Direct,/catholic-charism-comparison/,43,-56,47,-47,0,0,0,0
MSHA,Direct,/humanitarian-careers/,43,-8,63,11,0,0,0,0
CyberOps,Organic Search,/ceh-certification/,42,14,43,16,0,0,0,0
Default - (not set),Direct,/tuition-financial-aid/tuition/,42,-11,44,-7,0,0,0,0
Informatics,Direct,/masters-health-informatics/health-informatics-track/,42,5,45,0,0,0,0,0
MSAAI,Direct,/ai-trainer/,42,3,41,-1,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/apply/,41,-6,52,2,1,1,0.024390243902439025,0.024390243902439025
MTS,Organic Search,/masters-theological-studies/,41,9,77,23,0,0,0,0
Informatics,Direct,/masters-health-informatics/apply/,41,13,43,9,0,0,0,0
Default - (not set),Direct,/employer-partnership/axos/,41,30,52,38,0,0,0,0
MED,Organic Search,/teacher-cover-letter-examples/,41,-17,43,-7,2,0,0.04878048780487805,0.014297729184188396
CyberOps,Organic Search,/entry-level-cyber-security-jobs-guide/,40,-20,49,-10,0,-1,0,-0.016666666666666666
CyberOps,Organic Search,/top-paying-cybersecurity-jobs/,40,5,48,5,0,0,0,0
Data Science,Organic Search,/data-science-vs-software-engineering/,40,1,44,-1,0,0,0,0
MESH,Organic Search,/environmental-compliance-officer-career/,40,10,48,12,0,0,0,0
MED,Direct,/instructional-leadership/,40,-6,36,-7,0,0,0,0
Data Science,Organic Search,/business-intelligence-certifications/,40,-7,41,-9,0,0,0,0
MED,Organic Search,/bilingual-education/,40,-15,41,-4,0,0,0,0
MTS,Organic Search,/religious-studies-degree-jobs/,40,4,45,8,0,0,0,0
MED,Organic Search,/education-specialist/,40,-1,39,-3,0,-1,0,-0.024390243902439025
MESH,Organic Search,/environmental-justice-careers/,40,5,41,0,0,0,0,0
MSITL,Direct,/it-job-titles/,40,-14,41,-7,0,0,0,0
MSLDT,Organic Search,/how-to-become-a-curriculum-designer/,40,-8,46,-11,1,0,0.025,0.004166666666666669
MSLDT,Paid Social,/masters-learning-design-technology/lp/study-learning-design-technology/,39,-37,41,-40,1,-3,0.02564102564102564,-0.026990553306342778
LEPSL,Direct,/what-style-police-leadership-most-effective/,39,-15,41,-15,0,-1,0,-0.018518518518518517
Default - (not set),Organic Search,/online-programs/,39,-3,53,3,0,0,0,0
MSLDT,Direct,/create-employee-training-program/,39,-96,34,-87,0,0,0,0
MESH,Organic Search,/sustainability-engineer-career/,38,12,50,25,4,4,0.10526315789473684,0.10526315789473684
