program_category,default_channel,Landing_page,Session,sessions_mom_difference,Pageview,pageview_mom_difference,Conversions,conversions_mom_difference,Conversion_Rate,conversion_rate_mom_percent_difference
MSITL,Direct,/masters-information-technology-leadership/lp/ppc/,9,-19,12,-24,0,-3,0,-0.10714285714285714
LEPSL,Direct,/,9,-5,37,-38,0,0,0,0
Data Science,Organic Search,/supervised-machine-learning-with-gradient-boosting/,9,0,8,-1,0,0,0,0
MED,Direct,/mental-health-issues-in-schools/,9,-5,8,-9,0,0,0,0
Default - (not set),Direct,/admissions/international-students/,9,-11,9,-10,0,0,0,0
MED,Organic Social,/differentiated-instruction/,9,4,9,4,0,0,0,0
CyberEng,Direct,s-cyber-security-engineering/scholarships-and-grants/,9,,22,,0,,0,
Data Science,Organic Search,/what-is-data-science/,9,-11,10,-12,0,0,0,0
MESH,Referral,/ngo-careers/,9,-34,7,-25,0,0,0,0
Informatics,Organic Search,/what-is-health-informatics/,9,-2,7,-5,0,0,0,0
MED,Organic Search,/best-teacher-blogs/,9,-33,11,-33,0,0,0,0
CyberOps,Direct,/ceh-certification/,9,-1,9,0,0,0,0,0
MTS,Paid Search,/masters-theological-studies/classes/,9,-6,10,-15,0,-1,0,-0.06666666666666667
MED,Direct,/masters-education/specializations/steam/,9,-7,12,-5,0,0,0,0
Default - (not set),Referral,/how-to-become-an-entrepreneur/,9,-50,7,-61,0,0,0,0
LEPSL,Referral,/police-conflict-management-strategies/,9,7,8,5,0,0,0,0
Data Science,Organic Search,/coding-salary/,9,-10,10,-12,0,0,0,0
Data Science,Direct,/when-inference-meets-prediction-navigating-the-line-between-statistical-models-and-machine-learning/,9,-6,9,-2,0,0,0,0
Informatics,Organic Search,/big-tech-invest-health-care-innovations-informatics/,9,5,8,4,0,0,0,0
Data Science,Direct,/career-data-mining/,9,4,9,4,0,0,0,0
MSAAI,Paid Social,/masters-applied-artificial-intelligence/classes/,9,-5,9,-5,0,0,0,0
MED,Organic Search,.translate.goog/complete-list-teaching-methods/,9,-1,9,-1,0,0,0,0
Default - (not set),Organic Search,/best-jobs-for-mba-graduates/,9,5,9,5,0,0,0,0
MESH,Unknown - Data Not Available / Data Not Available,/masters-engineering-sustainability-health/lp/ppc/,9,-5,14,-9,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/health-analytics-track/,9,6,11,7,0,0,0,0
MSLDT,Direct,/instructional-design-careers/,9,3,9,3,0,0,0,0
MESH,Direct,/sustainability-engineer-career/,9,-1,9,-1,0,0,0,0
MED,AI Traffic,/brain-based-learning/,9,1,9,-6,0,0,0,0
MED,AI Traffic,/complete-list-teaching-methods/,9,-1,17,7,0,0,0,0
LEPSL,Organic Search,/police-officer-wellness-programs/,8,-4,8,-5,0,0,0,0
CyberEng,Email,/cyber-security-coding/,8,,8,,0,,0,
EML,Direct,/manage-engineering-team/,8,2,7,2,0,0,0,0
LEPSL,Organic Search,/police-media-relations-and-social-media/,8,-11,6,-15,0,0,0,0
CyberOps,Direct,/blog/,8,-5,9,-7,0,0,0,0
Default - (not set),Organic Search,/admissions/international-students/,8,2,5,0,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/faculty/,8,4,12,8,0,0,0,0
Data Science,Direct,/how-to-become-database-developer/,8,6,7,5,0,0,0,0
MSITL,AI Traffic,/masters-information-technology-leadership/,8,5,11,6,1,1,0.125,0.125
CyberEng,Organic Search,/network-administrator-career-salary-guide/,8,-4,7,-4,0,0,0,0
MED,Direct,/masters-education/specializations/school-leadership/,8,-11,11,-6,0,0,0,0
MSITL,Organic Search,/how-to-become-a-devops-engineer/,8,-1,10,0,0,0,0,0
CyberEng,Direct,/network-security-engineer/,8,6,8,6,0,0,0,0
MED,Organic Search,/online-teaching-certification-licensure-programs/,8,-1,8,-2,0,0,0,0
MTS,Unknown - Data Not Available / Data Not Available,/masters-theological-studies/lp/ppc/,8,-8,12,-16,0,-1,0,-0.0625
MED,Referral,/steam-education-in-schools/,8,-12,8,-6,0,0,0,0
MSLDT,AI Traffic,/addie-model-instructional-design/,8,1,7,-2,0,0,0,0
CyberOps,Organic Social,/top-cyber-security-blogs-websites/,8,,8,,0,,0,
MSHA,Direct,/humanitarian-aid-certificate-courses/,8,5,8,5,0,0,0,0
MESH,Direct,/environmental-consultant-career/,8,-4,6,-7,0,0,0,0
LEPSL,Direct,/why-military-vets-should-consider-career-in-criminal-justice/,8,4,8,4,0,0,0,0
MESH,Direct,/environmental-science-vs-engineering-degree/,8,-12,6,-13,0,0,0,0
EML,Referral,/senior-engineer-vs-tech-lead-vs-lead-engineer/,8,6,8,6,0,0,0,0
MSNP,Direct,/benefits-of-working-in-nonprofit/,8,-2,9,-1,0,0,0,0
MSITL,Direct,/it-leadership/,8,-5,8,-5,0,0,0,0
MSLDT,Organic Search,/training-and-development-specialist/,8,2,7,1,0,0,0,0
MTS,Direct,/st-francis-of-assisi-and-franciscan-theology/,8,2,8,1,0,0,0,0
Default - (not set),Unknown - tradedesk / ctv,/,8,,8,,0,,0,
MTS,Organic Search,/why-theological-studies/,8,-4,9,-5,0,0,0,0
MED,Organic Search,/masters-education/specializations/special-ed/,8,-13,14,-14,0,0,0,0
MSAAI,Organic Search,/programs/,8,-2,36,-9,0,-4,0,-0.4
MTS,Organic Search,/,8,2,63,15,2,2,0.25,0.25
Data Science,Organic Search,/data-science-vs-statistics-masters/,8,-4,9,-5,0,-1,0,-0.08333333333333333
Data Science,Direct,/masters-applied-data-science/lp/study-data-science/,8,2,11,4,0,-1,0,-0.16666666666666666
MTS,Direct,/what-is-theological-studies/,8,-3,10,-2,0,0,0,0
MSAAI,Direct,/ai-governance/,8,-6,9,-4,0,0,0,0
Default - (not set),Direct,/campus-programs/,8,-20,7,-22,0,0,0,0
MED,Direct,/resources/9-reasons-master-education-degree-ebook/,8,3,11,6,1,1,0.125,0.125
Data Science,Direct,/what-is-data-analytics/,8,0,8,-5,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/apply/,8,2,26,4,0,-1,0,-0.16666666666666666
CyberOps,Organic Search,/information-security-analyst/,8,6,6,3,0,0,0,0
Default - (not set),Organic Search,/mba-interview-questions/,8,-4,6,-4,0,0,0,0
Informatics,Organic Search,/healthcare/,8,4,8,2,0,0,0,0
Default - (not set),Paid Search,/online-programs/,8,-13,7,-16,0,0,0,0
Informatics,Direct,/what-is-clinical-informatics/,8,4,7,3,0,0,0,0
CyberOps,Organic Search,/best-industries-cyber-security-job-seekers/,8,-1,9,-2,0,0,0,0
MSHA,AI Traffic,/masters-humanitarian-action/,8,6,10,1,0,0,0,0
Informatics,Direct,/health-information-technology-terminology/,8,-27,7,-22,0,0,0,0
LEPSL,AI Traffic,/police-communication-important-today/,8,0,10,-1,0,0,0,0
Informatics,Direct,/health-informatics-impact-covid-19/,8,2,7,1,0,0,0,0
LEPSL,Direct,/police-media-relations-and-social-media/,8,-37,8,-32,0,0,0,0
MESH,Direct,/best-sustainability-podcasts/,8,2,8,2,0,0,0,0
MSAAI,Direct,/artificial-intelligence-salary-guide/,8,-1,8,-2,0,0,0,0
Data Science,Direct,/data-scientist-salary-guide/,8,1,8,1,0,0,0,0
MSAAI,Organic Search,/classes/ethics-in-artificial-intelligence-maai-531/,8,-4,15,1,0,0,0,0
Data Science,Direct,/best-degrees-data-science/,8,-7,8,-8,0,0,0,0
Default - (not set),Paid Search,/programs/,8,-9,9,-9,0,0,0,0
CyberEng,Direct,/cybersecurity-vs-it-degree/,8,-7,8,-7,0,0,0,0
MSHA,Direct,/types-of-advocacy/,8,-7,8,-22,0,0,0,0
Data Science,AI Traffic,/data-communication/,8,5,7,4,0,0,0,0
CyberEng,Direct,/chief-risk-officer/,8,-4,8,-4,0,0,0,0
Default - (not set),Referral,/,8,-8,21,-2,0,0,0,0
CyberEng,Organic Search,/cybersecurity-masters-degree-comparison/,8,2,9,2,0,0,0,0
MED,Direct,/per-pupil-education-spending-by-state/,8,-9,8,-10,0,0,0,0
MESH,Organic Search,/masters-engineering-sustainability-health/lp/ppc/,8,6,16,14,0,0,0,0
MSNNL,Organic Search,/masters-in-nursing-worth-it/,8,,8,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/scholarships-grants/,8,5,8,5,0,0,0,0
MED,Organic Search,/special-education-masters-vs-masters-in-education-degree/,8,-1,11,2,0,0,0,0
CyberOps,Direct,/malware-analyst-career-guide/,8,-1,8,0,0,0,0,0
CyberEng,Direct,/network-administrator-career-salary-guide/,8,-1,8,-1,0,0,0,0
Default - (not set),Organic Search,/organizational-change-strategies/,8,5,6,3,0,0,0,0
MSAAI,Organic Search,/machine-learning-courses-and-certifications/,8,0,8,1,0,0,0,0
MED,Referral,/effective-educational-leadership/,8,3,9,2,0,0,0,0
CyberOps,Direct,/cyber-security-specialist-career-guide/,8,-4,8,-4,0,0,0,0
Data Science,Paid Search,/resources/msads-request-program-brochure/,8,,11,,0,,0,
MED,Direct,/what-is-an-med-degree-explained/,8,0,8,0,0,0,0,0
Default - (not set),Organic Search,/usd-online-alumni/,8,-2,9,-1,0,0,0,0
Default - (not set),Organic Search,/tuition-financial-aid/financial-aid/,8,-14,8,-18,0,0,0,0
MED,Direct,/3-ways-to-create-inclusive-learning/,8,-1,9,1,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/criminal-justice/,8,-4,9,-3,0,0,0,0
Informatics,Direct,/what-skills-do-you-need-to-work-in-health-care-informatics/,8,-19,8,-14,0,0,0,0
MED,AI Traffic,/differentiated-instruction/,7,-8,10,-4,0,0,0,0
CyberOps,Direct,/data-protection-officer-career-guide/,7,2,7,0,0,0,0,0
Informatics,AI Traffic,/masters-health-informatics/,7,0,16,-4,0,0,0,0
"Default - computer-science,engineering,technology",Direct,/cyber-security/,7,-1,13,-1,0,0,0,0
MSNP,Paid Social,/masters-engineering-sustainability-health/lp/ppc/,7,,20,,7,,1,
Data Science,Organic Search,/storytelling-with-data-part-2/,7,,9,,0,,0,
MED,Organic Search,/masters-education/specializations/school-leadership/,7,4,11,8,0,0,0,0
Data Science,Organic Search,/faculty/mohammad-yavarimanesh/,7,-1,7,-1,0,0,0,0
MSHA,Direct,/international-social-work/,7,1,7,1,0,0,0,0
MED,Direct,/technology-in-the-classroom/,7,-11,8,-17,0,0,0,0
MED,Referral,/inclusive-education-strategies/,7,-3,8,-8,0,0,0,0
MSITL,Direct,/it-management-leadership-certifications/,7,4,6,3,0,0,0,0
MSHA,Organic Search,/advisory-board/ocampo/,7,0,10,-2,0,0,0,0
LEPSL,Organic Search,/top-law-enforcement-blogs-websites/,7,0,6,0,0,0,0,0
CyberOps,Direct,/how-to-become-cybersecurity-consultant/,7,4,8,4,0,0,0,0
LEPSL,Paid Search,/criminal-justice/,7,-6,8,-9,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/nursing-informatics-track/,7,-13,7,-37,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/lp/health-informatics-for-nurses/,7,1,6,-7,0,-2,0,-0.3333333333333333
Data Science,Organic Search,/data-science-careers/,7,0,7,0,0,0,0,0
MTS,Direct,/faith-formation/,7,4,7,4,0,0,0,0
null,Direct,/quantitative-analyst-career/,7,,7,,0,,0,
MTS,Organic Search,.translate.goog/catholic-charism-comparison/,7,-4,8,-4,0,0,0,0
Default - (not set),Direct,/about/student-complaints/,7,0,7,-10,0,0,0,0
MESH,Direct,/community-health-worker-certification/,7,4,8,4,0,0,0,0
CyberOps,Direct,/risk-manager-career-guide/,7,-2,9,0,0,0,0,0
CyberOps,Organic Social,/masters-cyber-security-operations/,7,5,8,6,0,0,0,0
MSLDT,Direct,/educational-technology-jobs/,7,-16,7,-23,0,-1,0,-0.043478260869565216
EML,Direct,/engineering-manager-vs-tech-lead/,7,1,7,2,0,0,0,0
Data Science,Organic Search,/how-to-become-database-developer/,7,1,7,2,0,0,0,0
MSLDT,Organic Search,/articulate-vs-captivate/,7,-3,12,0,0,0,0,0
CyberOps,Organic Search,.translate.goog/top-paying-cybersecurity-jobs/,7,-3,7,-3,0,0,0,0
MED,Referral,/what-is-educational-technology-definition-examples-impact/,7,0,6,-2,0,0,0,0
MSLDT,Direct,/corporate-trainer-career/,7,2,6,1,0,0,0,0
MED,Organic Search,/faculty/amanda-roth/,7,2,6,2,0,0,0,0
MED,AI Traffic,/educational-resources-for-teachers/,7,1,8,3,0,0,0,0
MESH,Referral,/climate-change-careers/,7,2,9,4,0,0,0,0
MSHA,Direct,/what-makes-a-good-humanitarian-important-skills/,7,1,8,2,0,0,0,0
MSLDT,Organic Search,/,7,0,40,-1,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/lp/combined-degree/,7,0,11,2,0,0,0,0
MSAAI,Direct,/open-source-ai-tools/,7,2,7,2,0,0,0,0
LEPSL,Organic Search,/faculty/erik-fritsvold/,7,1,10,2,0,0,0,0
MSAAI,Organic Search,/faculty/leon-shpaner/,7,4,9,6,0,0,0,0
MSLDT,Direct,/learning-experience-design/,7,-8,7,-10,0,0,0,0
LEPSL,Email,/masters-law-enforcement-leadership/ambassadors/,7,5,12,9,0,0,0,0
MESH,Paid Search,/masters-engineering-sustainability-health/apply/,7,1,18,5,0,0,0,0
MSHA,Organic Search,/masters-humanitarian-action/lp/humanitarian-action/,7,4,7,4,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/,7,0,8,0,0,0,0,0
EML,Direct,/engineering-masters-degrees/,7,-4,7,-4,0,0,0,0
MTS,Organic Search,/masters-theological-studies/apply/,7,3,9,5,0,0,0,0
Default - (not set),Direct,/engineering/,7,-10,7,-13,0,0,0,0
MSHA,Organic Search,/masters-humanitarian-action/classes/,7,-3,6,-3,0,0,0,0
Informatics,Organic Search,/health-data-analyst/,7,-5,5,-8,0,0,0,0
Informatics,Unknown - Data Not Available / Data Not Available,/masters-health-informatics/lp/health-informatics-for-nurses/,7,-6,9,-15,1,0,0.14285714285714285,0.06593406593406592
LEPSL,Organic Search,/top-ranked-law-enforcement-masters-degree/,7,-3,17,8,0,0,0,0
Default - (not set),AI Traffic,/bringing-a-product-to-market/,7,,8,,0,,0,
Informatics,Organic Search,/masters-health-informatics/lp/study-health-informatics/,7,-6,11,-8,1,0,0.14285714285714285,0.06593406593406592
MED,Organic Search,.translate.goog/steam-education-in-schools/,7,5,8,6,0,0,0,0
MESH,Paid Search,/masters-engineering-sustainability-health/,7,-8,8,-16,0,0,0,0
MTS,Direct,/minimalist-catholic/,7,-3,8,-6,0,-1,0,-0.1
MSAAI,Direct,/masters-applied-data-science/,7,3,43,22,2,2,0.2857142857142857,0.2857142857142857
MSNP,AI Traffic,/nonprofit-grant-databases/,7,2,6,1,1,1,0.14285714285714285,0.14285714285714285
CyberEng,Email,/cyber-security-salary-california/,7,,6,,0,,0,
LEPSL,Direct,/faculty/erik-fritsvold/,7,0,7,0,0,0,0,0
Default - (not set),Direct,/employer-partnership/artemis-consulting/,7,4,5,2,0,0,0,0
MESH,Paid Search,/ngo-careers/,7,4,7,4,0,0,0,0
MSAAI,Direct,.translate.goog/artificial-intelligence-education/,7,-13,7,-19,0,0,0,0
MTS,Direct,/what-is-ecospirituality/,7,-9,7,-8,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/scholarships-and-grants/,7,2,17,12,0,0,0,0
MESH,Organic Search,/masters-engineering-sustainability-health/faculty/,7,5,12,9,0,0,0,0
CyberEng,Organic Search,/network-security-engineer/,7,-2,5,-2,0,0,0,0
MSNNL,Organic Search,/,7,6,96,92,0,0,0,0
Informatics,AI Traffic,/do-you-need-health-informatics-certification/,7,6,6,5,0,0,0,0
CyberOps,Organic Search,.translate.goog/ethical-hacker-career-salary-guide/,7,-5,7,-5,0,0,0,0
MSHA,Paid Social,/masters-humanitarian-action/,7,-16,4,-36,0,-2,0,-0.08695652173913043
LEPSL,Direct,/masters-law-enforcement-leadership/lp/noble/,7,5,10,8,0,0,0,0
CyberOps,Direct,/cyber-security-architect/,7,-16,8,-15,0,0,0,0
MSNP,Direct,/public-administration-careers/,7,,8,,0,,0,
EML,Referral,/masters-engineering-management-leadership/curriculum/,7,4,6,5,0,0,0,0
LEPSL,Organic Search,/5-law-enforcement-jobs-that-require-an-advanced-degree/,7,-1,7,-1,0,0,0,0
Informatics,Email,/masters-health-informatics/apply/,7,5,11,9,0,0,0,0
MSAAI,Organic Search,.translate.goog/data-scientist-vs-artificial-intelligence-engineer/,6,,6,,0,,0,
CyberOps,Organic Search,/faculty/michelle-moore/,6,1,7,4,0,0,0,0
Informatics,Organic Search,/5-health-care-big-data-companies-watch/,6,-6,5,-6,0,0,0,0
Informatics,Organic Search,/how-to-get-a-job-in-health-informatics/,6,-11,6,-9,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/apply/,6,-5,7,-22,0,-2,0,-0.18181818181818182
MED,Direct,/how-to-get-a-teaching-certificate/,6,,7,,0,,0,
Informatics,Organic Search,/classes/introduction-health-care-information-management/,6,1,7,2,0,0,0,0
MSHA,Direct,/humanitarian-scholarships/,6,3,4,2,0,0,0,0
MSNP,Organic Search,/masters-nonprofit-leadership-management/apply/,6,4,7,3,0,0,0,0
MSITL,Organic Search,/sre-vs-devops/,6,-9,5,-8,0,0,0,0
Data Science,Direct,/13-essential-data-science-textbooks/,6,0,7,5,0,0,0,0
MSLDT,Referral,/learning-objectives-examples/,6,-1,6,1,0,0,0,0
MSAAI,AI Traffic,/ai-governance/,6,5,7,6,0,0,0,0
CyberOps,Paid Search,/masters-cyber-security-engineering/lp/cyber-security-engineering/,6,-4,17,-14,3,-2,0.5,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/thank-you/,6,2,6,-2,0,-3,0,-0.75
MSAAI,Direct,/machine-learning-courses-and-certifications/,6,3,7,2,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/app-waiver/,6,-4,8,-7,5,2,0.8333333333333334,0.5333333333333334
CyberOps,Organic Search,/network-administrator-vs-systems-administrator/,6,2,7,3,0,0,0,0
MSAAI,Organic Search,/classes/data-analytics-and-internet-of-things-maai-530/,6,5,9,8,0,0,0,0
Data Science,Direct,/masters-applied-data-science/careers/,6,2,7,3,0,0,0,0
MTS,Organic Search,/campus-minister/,6,0,5,-1,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/lp/thank-you/,6,-16,6,-11,6,1,1,0.7727272727272727
MSLDT,Organic Search,/instructional-design-courses/,6,3,6,2,0,0,0,0
Default - (not set),Direct,/about/learning-outcomes/,6,-1,6,-1,0,0,0,0
MED,Organic Search,/masters-education/scholarships-and-grants/,6,3,7,3,0,0,0,0
Data Science,Organic Search,/data-consultant-career/,6,-4,5,-5,0,0,0,0
MSAAI,Direct,/software-engineer-to-machine-learning-engineer/,6,,6,,0,,0,
Default - (not set),Direct,/forms/msads-applicant/,6,2,9,3,0,0,0,0
MSAAI,Direct,/masters-applied-artificial-intelligence/faculty/,6,-16,9,-24,0,-1,0,-0.045454545454545456
MSAAI,AI Traffic,/masters-applied-artificial-intelligence/apply/,6,-3,5,-11,0,0,0,0
MTS,Organic Search,/masters-theological-studies/classes/,6,-9,19,-1,1,1,0.16666666666666666,0.16666666666666666
EML,Direct,/engineering-management-vs-technical-track/,6,0,6,0,0,0,0,0
Informatics,Direct,/do-you-need-health-informatics-certification/,6,-4,6,-4,0,0,0,0
MESH,Organic Search,/,6,2,41,15,0,0,0,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/,6,-6,9,-7,0,0,0,0
CyberOps,Direct,/cisa-certification/,6,2,6,2,0,0,0,0
Default - (not set),Organic Search,/student-support/its-help-desk/,6,2,8,4,0,0,0,0
CyberEng,Direct,/cyber-threat-intelligence-analyst/,6,-7,6,-7,0,0,0,0
EML,Organic Search,/how-to-become-vp-engineering/,6,-4,8,0,0,0,0,0
MED,Organic Search,/masters-educational-technology-worth-it/,6,0,6,0,0,0,0,0
null,Direct,/ai-healthcare/,6,,6,,0,,0,
MSNP,Direct,/nonprofit-executive-director/,6,-3,6,-1,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/lp/police/,6,0,6,0,0,0,0,0
LEPSL,Direct,/how-to-become-police-sergeant/,6,4,6,4,0,0,0,0
MSHA,Direct,/disaster-relief-jobs/,6,-1,6,0,0,0,0,0
MSITL,Direct,/,6,-5,18,-139,0,-3,0,-0.2727272727272727
MSLDT,Paid Search,/masters-learning-design-technology/,6,2,12,6,1,1,0.16666666666666666,0.16666666666666666
Data Science,Organic Search,/data-architect-career/,6,-3,5,-4,0,0,0,0
Informatics,Paid Search,/what-skills-do-you-need-to-work-in-health-care-informatics/,6,5,11,10,0,0,0,0
Default - (not set),Organic Search,/gfembed/,6,3,6,3,0,0,0,0
null,Direct,/artificial-intelligence-education/,6,,6,,0,,0,
MESH,Paid Search,/masters-engineering-sustainability-health/classes/,6,2,5,1,0,0,0,0
Data Science,Direct,.translate.goog/resources/questions-to-ask-masters-data-science-checklist/,6,,7,,0,,0,
CyberOps,Organic Search,/vulnerability-and-penetration-testing/,6,3,4,-2,0,0,0,0
null,Direct,/effective-educational-leadership/,6,,12,,0,,0,
MTS,Organic Search,/what-is-theological-studies/,6,-9,7,-8,0,0,0,0
LEPSL,Direct,/masters-law-enforcement-leadership/lp/criminal-justice/,6,0,6,-1,0,0,0,0
Default - (not set),Direct,/employer-partnership/xsite/,6,-4,10,-4,0,0,0,0
MED,Direct,/teaching-students-with-autism/,6,3,6,3,0,0,0,0
CyberOps,Direct,/is-a-cyber-security-certification-right-for-you/,6,4,8,6,0,0,0,0
Data Science,Direct,/business-intelligence-engineer-career/,6,-2,6,-2,0,0,0,0
LEPSL,Organic Search,/ambassador/andrew-leyva/,6,4,6,3,0,0,0,0
EML,AI Traffic,/future-engineering-trends/,6,0,5,-2,0,0,0,0
MED,Direct,/teacher-salaries-analysis/,6,2,6,1,0,0,0,0
MED,Organic Search,/what-is-an-med-degree-explained/,6,0,6,0,0,0,0,0
MED,Organic Search,/resources/free-med-program-brochure/,6,5,5,4,0,0,0,0
MSAAI,Organic Search,.translate.goog/application-of-ai-in-robotics/,6,-6,6,-8,0,0,0,0
MSNP,Organic Search,/faculty/kenneth-hurst/,6,2,7,4,0,0,0,0
CyberOps,Direct,/cyber-security-podcasts/,6,4,4,2,0,0,0,0
MSAAI,Organic Search,/aws-azure-gcp-certification/,6,2,6,-1,0,0,0,0
MSITL,AI Traffic,/it-organizational-structure/,6,5,4,2,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/lp/cyber-security-engineering/,6,-9,6,-15,0,-2,0,-0.13333333333333333
LEPSL,Organic Search,/faculty/maria-munayer/,6,,6,,0,,0,
MSNP,Organic Search,/nonprofit-leadership/,6,-18,7,-18,0,0,0,0
LEPSL,Organic Search,/law-enforcement-training-tips-to-tackle-multitasking-risks/,6,-5,5,-5,0,0,0,0
Default - (not set),Organic Social,/,6,0,6,-4,0,0,0,0
MESH,Direct,/social-justice-careers/,6,-2,7,-2,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/faculty/,6,4,7,5,0,0,0,0
MSAAI,AI Traffic,/artificial-intelligence-bootcamps/,6,-1,5,-3,0,0,0,0
MSAAI,Direct,/artificial-intelligence-developer-career/,6,-12,6,-10,0,0,0,0
Informatics,Organic Search,/informatics-certificate-vs-degree-best/,6,-4,14,3,0,0,0,0
CyberOps,Organic Search,/how-to-start-career-in-cyber-security/,6,-7,8,-8,0,0,0,0
MSHA,Direct,/,6,1,33,15,1,1,0.16666666666666666,0.16666666666666666
Data Science,Paid Search,/masters-applied-data-science/classes/,6,-21,6,-25,0,0,0,0
MTS,Direct,/campus-minister/,6,5,7,6,0,0,0,0
MED,Referral,/rethinking-education-assessment-types/,6,1,6,2,0,0,0,0
EML,Direct,/principal-engineer-vs-senior-engineer/,6,-1,6,-2,0,0,0,0
MED,Direct,/master-education-vs-master-arts-teaching/,6,-15,7,-14,0,0,0,0
Default - (not set),Referral,/about/state-authorization-status/,6,-4,7,-14,0,-1,0,-0.1
CyberOps,Direct,/resources/top-paying-cybersecurity-jobs/,6,-1,6,-1,0,0,0,0
MSLDT,Organic Search,.translate.goog/what-is-instructional-design-examples/,6,-5,6,-8,0,0,0,0
MTS,Direct,/theological-education/,6,4,7,5,0,0,0,0
MED,Organic Search,/3-ways-to-create-inclusive-learning/,6,-5,7,-4,0,0,0,0
EML,Direct,/faculty/mandeep-kaur/,6,3,6,3,0,0,0,0
CyberOps,Direct,/cyber-security-auditor-career-guide/,6,-1,6,-2,0,0,0,0
MED,AI Traffic,/masters-education/specializations/curriculum-and-instruction/,6,4,6,4,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/apply/,6,-4,7,-7,0,0,0,0
LEPSL,Organic Search,/,6,-4,24,-3,0,0,0,0
MSLDT,Direct,/training-and-development-specialist/,6,-2,5,0,0,0,0,0
Data Science,Referral,/how-to-become-a-computer-scientist-salary-career-guide/,6,,5,,0,,0,
CyberOps,Direct,/cybersecurity-analyst-career-guide/,6,-2,6,-7,0,0,0,0
MSITL,Direct,/enterprise-it-management-guide/,6,,15,,0,,0,
"Default - computer-science,engineering,technology",Organic Search,/usd-gradright-partnership/,6,-7,4,-8,0,0,0,0
Default - (not set),Direct,/organizational-change-strategies/,6,5,6,5,0,0,0,0
MED,AI Traffic,/careers-masters-curriculum-instruction/,6,5,5,4,0,0,0,0
MSLDT,Organic Search,/instructional-designer-vs-elearning-developer/,6,-11,6,-13,0,0,0,0
MSNNL,Direct,/masters-in-nursing-worth-it/,6,,10,,0,,0,
MSLDT,AI Traffic,/what-is-instructional-design-examples/,6,5,4,3,0,0,0,0
MESH,Direct,/,6,-2,33,-5,0,0,0,0
MESH,Organic Search,/sustainability-degree-options/,6,-3,8,-3,0,0,0,0
MSLDT,Direct,/top-instructional-design-skills/,6,0,6,0,0,0,0,0
MSHA,Paid Social,/masters-humanitarian-action/lp/thank-you/,6,-1,6,-1,6,-1,1,0
MSITL,Organic Social,/information-technology-trends/,6,1,6,3,0,0,0,0
MSNP,Organic Search,/,6,-5,30,-127,0,0,0,0
MSHA,Organic Search,/humanitarian-crises-around-the-world/,6,4,11,7,0,0,0,0
MED,Direct,/masters-in-education-requirements/,6,2,9,5,1,1,0.16666666666666666,0.16666666666666666
Data Science,Direct,/business-analyst-vs-data-analyst-vs-data-scientist/,6,3,5,3,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/classes/cyber-security-pathway/,6,-74,6,-127,0,-3,0,-0.0375
MSHA,Organic Search,/programs/,5,4,17,10,0,-1,0,-1
CyberOps,Organic Search,/history-of-cyber-security-standards/,5,0,5,0,0,0,0,0
Default - (not set),Direct,/mba-interview-questions/,5,3,4,2,0,0,0,0
MSHA,Direct,/refugee-aid-careers/,5,-7,4,-10,0,0,0,0
MSNNL,Referral,/masters-nursing-leadership/lp/dyna/,5,0,7,2,1,1,0.2,0.2
MED,Direct,/masters-education/lp/online-med/,5,-9,5,-15,0,-4,0,-0.2857142857142857
Informatics,Direct,/is-health-informatics-degree-worth-it/,5,1,18,14,0,0,0,0
Default - (not set),Referral,/admissions/international-students/,5,3,3,2,0,0,0,0
Informatics,Organic Search,/nursing-informatics-vs-health-informatics/,5,-1,5,-3,0,0,0,0
MESH,Direct,/climate-change-analyst-career/,5,-7,5,-7,0,0,0,0
MSAAI,Direct,/aws-azure-gcp-certification/,5,1,5,1,0,0,0,0
Default - (not set),Direct,/technology/,5,-6,9,-2,1,1,0.2,0.2
EML,Referral,/masters-engineering-management-leadership/apply/,5,1,11,5,4,4,0.8,0.8
MSLDT,Direct,/masters-learning-design-technology/apply/,5,-4,13,-1,0,0,0,0
MSITL,Direct,/masters-technology-management-vs-mba/,5,-1,5,-1,0,0,0,0
